zcta,population,poverty,poverty_under18,poverty_18to65,poverty_over65,education,work_experience,working_fulltime,working_fulltime_poverty
00794,28930,17589,5417,9958,2214,18775,22835,697,113
00795,45506,21540,6074,11871,3595,30195,36341,1543,291
00901,5726,2754,589,1666,499,4391,4909,561,39
00906,91,14,0,8,6,91,91,65,0
00907,16747,4426,958,2374,1094,13681,14815,2622,209
00909,5359,2598,788,1498,312,3841,4410,533,25
00911,7607,2230,396,1175,659,5940,6646,1051,81
00912,5634,2455,536,1431,488,4357,5028,818,88
00913,8495,6933,3023,3435,475,4376,5612,313,0
00915,27485,16416,4423,9762,2231,18739,22676,1638,108
00917,18143,9395,2167,5312,1916,13646,15735,1472,77
00918,16595,6819,2332,3279,1208,11857,13771,1994,88
00920,16634,5291,1328,2980,983,12328,14059,1093,80
00921,34827,16019,4814,9331,1874,24131,28456,1858,109
00923,24431,14208,4159,7999,2050,16681,19781,1140,184
00924,51090,23609,8173,11862,3574,33345,40319,2327,263
00925,6211,4145,360,3266,519,4217,5788,607,15
00926,98616,29413,8020,16376,5017,70722,82466,5700,289
00927,13449,3605,717,2236,652,10182,11824,1086,69
00934,25,0,0,0,0,25,25,25,0
00936,0,0,0,0,0,0,0,0,0
00949,75853,25943,6797,14497,4649,52194,61976,3712,220
00950,0,0,0,0,0,0,0,0,0
00951,0,0,0,0,0,0,0,0,0
00952,8467,3983,1096,2180,707,6069,6875,413,15
00953,72457,21593,5647,12790,3156,47975,58311,1902,39
00956,67874,25233,7016,13375,4842,47742,55916,2891,138
00957,40364,15055,5141,7376,2538,27635,32821,1621,90
00959,47646,14152,3972,7713,2467,33116,39416,2781,76
00960,31,19,0,0,19,31,31,0,0
00961,29050,9469,2373,5494,1602,21081,24636,1375,60
00962,19843,10780,3260,6070,1450,13031,15709,576,118
00965,7653,4083,1155,2309,619,5330,6271,363,40
00966,15821,2938,841,1456,641,11806,13449,1231,22
00968,3368,498,73,158,267,2949,2990,441,0
00969,43044,7746,2143,4261,1342,30558,35633,2579,120
00971,27350,10330,2093,5836,2401,20069,23400,1216,30
00976,59710,18527,5573,9850,3104,41088,48556,2818,217
00979,15106,2727,516,1531,680,12134,13535,2429,57
00982,14418,5287,1540,2884,863,10581,12272,705,10
00983,36563,11804,3628,6188,1988,25048,30324,1829,115
00985,32477,10466,3041,5428,1997,23062,26822,1520,84
00987,58373,14378,4181,7949,2248,39393,47166,3103,59
01001,16793,1557,328,959,270,12805,14135,1846,13
01002,25054,7851,776,6879,196,13634,21729,1965,195
01003,76,57,0,57,0,58,76,3,0
01005,4889,307,64,228,15,3493,4112,383,0
01007,14821,855,156,525,174,10062,12173,781,0
01008,1272,89,36,47,6,992,1107,117,0
01009,384,171,0,70,101,325,384,62,0
01010,3694,156,36,111,9,2818,3108,242,0
01011,1489,102,30,60,12,1093,1217,102,0
01012,531,60,10,47,3,391,437,48,0
01013,22372,4151,1384,2386,381,14899,17948,2175,62
01020,29992,3173,688,1860,625,22403,25186,2762,14
01022,2604,615,108,441,66,1752,2332,468,0
01026,954,45,0,27,18,718,783,69,0
01027,17803,1773,307,1226,240,13729,15392,2079,24
01028,15731,708,253,308,147,11080,12736,773,0
01029,728,102,24,75,3,578,630,143,0
01030,11111,1057,384,624,49,8005,9185,764,11
01031,1151,199,45,133,21,855,977,124,9
01032,551,12,0,9,3,437,476,26,0
01033,6242,324,57,196,71,4718,5296,418,0
01034,2297,186,35,128,23,1713,1976,161,19
01035,5164,280,33,155,92,4048,4492,476,25
01036,5089,206,33,127,46,3731,4278,237,14
01037,661,93,0,93,0,458,561,53,0
01038,2897,112,7,75,30,2364,2591,240,0
01039,1129,85,16,69,0,913,1037,113,5
01040,39244,11228,4225,5984,1019,25957,31304,3223,43
01050,2334,165,49,113,3,1696,1918,213,0
01053,1405,309,49,245,15,1058,1140,153,9
01054,1997,120,14,77,29,1505,1666,122,9
01056,20585,1195,283,686,226,15319,17221,1372,0
01057,8739,501,79,314,108,6325,7334,688,0
01060,13383,1962,100,1625,237,9835,11465,2097,112
01062,10309,1485,590,800,95,7443,8413,954,16
01063,0,0,0,0,0,0,0,0,0
01066,9,0,0,0,0,9,9,0,0
01068,1846,70,0,63,7,1338,1582,145,4
01069,8699,632,113,442,77,6680,7363,734,0
01070,637,51,13,33,5,474,543,65,0
01071,1206,54,3,51,0,899,1012,102,0
01072,1480,182,67,99,16,1070,1239,109,4
01073,6076,278,48,201,29,4526,5077,289,36
01074,477,0,0,0,0,267,335,52,0
01075,15285,1602,255,1085,262,11688,13242,1287,39
01077,9617,697,173,426,98,7111,7890,642,0
01079,480,55,23,32,0,383,385,104,0
01080,2532,846,242,579,25,1648,2089,288,30
01081,1807,94,28,57,9,1287,1432,113,0
01082,10571,1429,412,718,299,7487,8759,832,24
01083,3182,290,58,232,0,2183,2444,199,0
01084,183,0,0,0,0,136,156,12,0
01085,38782,3252,878,1917,457,26598,31911,3518,112
01086,0,0,0,0,0,0,0,0,0
01088,399,32,0,23,9,322,369,89,5
01089,28494,3453,997,2069,387,19493,23150,2638,22
01092,1133,172,84,63,25,776,973,107,0
01093,348,21,9,12,0,266,316,40,0
01094,327,29,0,9,20,264,280,24,0
01095,14314,573,80,276,217,10224,11783,949,0
01096,2607,214,60,144,10,1869,2108,194,11
01097,54,40,30,10,0,21,28,0,0
01098,1180,87,20,49,18,899,1047,176,0
01103,2409,1337,344,914,79,1741,2021,434,0
01104,23409,6815,2575,3719,521,14713,18111,1264,20
01105,11250,6021,2038,3742,241,7125,8653,835,10
01106,15319,576,188,200,188,10902,12062,594,25
01107,11153,4784,1970,2545,269,6351,8191,519,0
01108,28714,8877,3724,4727,426,17084,21215,1695,61
01109,27060,8071,3183,4289,599,16170,20559,1531,1
01118,14601,2145,897,1078,170,10019,11438,1217,0
01119,12300,2107,693,1272,142,8234,10019,678,11
01128,2760,55,0,42,13,2110,2405,151,0
01129,6686,699,225,370,104,4916,5568,469,20
01151,8877,1936,831,990,115,5411,6582,663,0
01199,0,0,0,0,0,0,0,0,0
01201,43906,6415,1635,4043,737,32152,36456,3553,113
01220,8209,910,271,512,127,6095,6907,748,9
01222,818,36,0,29,7,630,727,113,0
01223,2331,141,59,63,19,1865,2002,206,3
01224,209,21,0,21,0,178,201,50,0
01225,3169,126,0,93,33,2404,2691,347,34
01226,6724,678,128,402,148,5158,5733,557,20
01229,86,5,0,5,0,86,86,0,0
01230,7416,406,116,238,52,5717,6362,964,11
01235,2671,208,50,127,31,2042,2279,214,0
01236,1110,24,0,12,12,762,900,69,8
01237,2658,151,0,141,10,1898,2136,137,1
01238,5746,452,58,314,80,4319,4772,339,0
01240,4194,163,9,90,64,3447,3772,305,0
01242,475,4,0,4,0,327,328,74,0
01243,333,25,3,14,8,305,312,15,0
01244,108,10,0,0,10,98,98,10,0
01245,797,73,19,51,3,674,733,78,7
01247,14620,2434,622,1553,259,10660,12385,1249,9
01253,742,39,12,7,20,664,686,42,0
01254,977,71,9,59,3,813,858,57,0
01255,799,33,0,26,7,565,663,43,0
01256,752,63,24,29,10,556,636,46,0
01257,2138,223,71,103,49,1725,1947,318,11
01258,357,28,0,17,11,325,325,54,0
01259,506,26,0,26,0,469,489,62,0
01260,447,24,0,10,14,256,322,68,0
01262,1047,141,5,109,27,886,965,70,0
01264,197,53,0,31,22,175,187,7,0
01266,1357,79,8,53,18,1099,1181,116,0
01267,5240,589,129,383,77,3827,4253,400,26
01270,813,50,12,31,7,617,702,85,2
01301,17084,2220,630,1335,255,12695,14379,1799,34
01330,1468,109,16,83,10,1131,1278,165,3
01331,13106,1789,425,1252,112,9528,11004,909,10
01337,2613,238,62,124,52,1994,2166,206,8
01338,170,21,4,11,6,146,154,11,0
01339,1467,168,36,108,24,1104,1239,104,18
01340,1642,227,77,121,29,1261,1409,126,0
01341,1715,40,3,30,7,1282,1426,138,7
01342,1642,157,40,102,15,1236,1321,263,18
01343,46,0,0,0,0,46,46,0,0
01344,1494,159,57,90,12,1111,1243,129,10
01346,461,32,7,16,9,333,383,30,0
01347,126,17,0,10,7,84,111,39,0
01349,1228,84,32,42,10,827,1010,86,0
01350,86,7,2,5,0,69,76,4,0
01351,2209,194,59,98,37,1726,1955,291,0
01354,1599,92,3,86,3,1322,1449,295,0
01355,917,56,2,40,14,700,764,77,0
01360,2984,118,11,97,10,2226,2447,192,11
01364,7798,794,179,518,97,5664,6379,397,0
01366,1188,64,11,38,15,906,1057,92,0
01367,588,107,52,53,2,403,466,45,1
01368,1288,134,29,98,7,1024,1105,81,3
01370,3995,388,85,285,18,3072,3461,357,5
01373,4158,332,29,253,50,3216,3420,419,0
01375,3626,593,16,573,4,2325,3130,514,40
01376,4963,953,343,552,58,3822,4234,694,0
01378,742,43,6,27,10,590,669,46,0
01379,832,148,23,119,6,674,718,62,4
01420,38780,6961,2278,3982,701,25611,30794,3642,182
01430,6072,290,8,254,28,4057,4591,186,0
01431,3157,248,68,147,33,2338,2693,171,7
01432,7690,940,342,432,166,5666,6278,1229,0
01434,663,165,10,138,17,543,563,66,0
01436,3325,164,36,97,31,2234,2630,206,21
01438,563,17,0,17,0,537,550,1,0
01440,19349,3222,1041,1907,274,13424,15577,1750,6
01450,11198,483,37,361,85,7747,8908,403,0
01451,4608,178,68,100,10,3240,3582,308,0
01452,4581,109,27,65,17,3161,3663,222,0
01453,41035,5511,1845,2978,688,28530,32916,3816,2
01460,9625,370,83,232,55,6855,7794,532,11
01462,10957,912,285,452,175,7838,8875,788,15
01463,12021,674,165,427,82,8325,9525,725,17
01464,6093,625,229,337,59,4375,5028,498,0
01467,511,77,0,65,12,411,459,0,0
01468,4124,174,0,84,90,3271,3641,409,0
01469,7378,288,27,182,79,5031,5781,369,36
01473,7532,117,0,117,0,5412,6028,638,0
01474,1932,89,28,40,21,1376,1624,191,0
01475,10413,1166,443,663,60,7468,8330,515,13
01501,16306,742,79,433,230,11982,13676,1293,6
01503,3082,89,18,44,27,2289,2594,195,0
01504,9165,365,107,189,69,6281,7576,475,0
01505,4510,184,8,128,48,3171,3634,299,0
01506,3383,311,135,105,71,2597,2827,404,0
01507,13220,618,101,453,64,9095,10619,704,0
01510,13839,826,148,479,199,9706,11259,1473,51
01515,2105,100,23,66,11,1555,1728,167,11
01516,8724,361,88,205,68,5778,6849,787,0
01518,3482,123,0,12,111,2503,2775,121,0
01519,6637,266,19,127,120,4838,5412,384,2
01520,14910,534,44,371,119,10340,11855,722,13
01521,2506,103,4,73,26,1763,2046,61,0
01522,3497,327,123,129,75,2317,2705,127,0
01523,6384,333,162,169,2,4503,5283,421,0
01524,6312,440,78,301,61,4789,5529,511,48
01525,227,0,0,0,0,143,162,25,0
01527,13330,797,184,400,213,9364,11020,853,40
01529,3237,142,48,76,18,2217,2548,271,0
01531,1236,102,28,63,11,893,1001,82,0
01532,14739,546,90,311,145,10234,11749,844,15
01534,6135,527,165,239,123,4461,4994,416,10
01535,4745,298,38,229,31,3340,3909,359,12
01536,7662,730,99,573,58,5169,6192,646,0
01537,2337,386,177,209,0,1440,1821,290,0
01540,11298,1121,345,666,110,7761,9046,896,37
01541,3438,224,15,144,65,2550,2896,193,0
01542,2245,35,16,19,0,1710,1852,196,0
01543,8443,190,29,100,61,5592,6714,443,0
01545,36139,1401,235,863,303,24442,28702,1975,80
01550,16651,3085,861,1882,342,11490,13516,1739,47
01560,4429,336,138,135,63,3018,3364,500,0
01561,243,18,0,18,0,220,220,0,0
01562,11781,1433,368,823,242,8800,9956,1127,13
01564,7986,477,91,198,188,5503,6348,283,0
01566,6006,259,71,150,38,4130,4721,334,0
01568,7651,373,77,195,101,5311,5934,323,0
01569,13761,1136,408,626,102,9327,11142,898,23
01570,16514,1987,653,1144,190,11568,13547,1219,23
01571,10580,820,199,517,104,7377,8407,561,0
01581,18493,942,247,540,155,12618,14234,1336,7
01583,5168,430,114,240,76,3863,4290,341,46
01585,4492,359,62,262,35,3348,3750,363,11
01588,9687,825,317,437,71,6398,7597,935,21
01590,9297,194,14,146,34,6474,7343,637,0
01602,22785,2931,684,1715,532,16303,19391,2464,31
01603,19474,4516,1418,2691,407,13606,15875,1850,41
01604,36303,7219,2561,4091,567,24858,28949,4008,46
01605,27545,7591,2739,4330,522,17483,21242,2611,26
01606,18807,1661,239,1162,260,13934,15972,2418,36
01607,8652,1439,303,1114,22,6151,7114,1013,0
01608,3285,1660,633,953,74,2074,2602,467,9
01609,16374,4185,842,2977,366,11594,14277,1837,53
01610,19613,6373,1569,4492,312,12798,16057,2653,51
01611,2451,133,0,122,11,1761,2060,286,0
01612,4370,203,72,84,47,3239,3587,250,0
01701,31524,1630,309,1069,252,23589,26327,2085,17
01702,36814,6266,1958,3780,528,24991,29248,4237,163
01718,716,55,27,13,15,447,576,29,0
01719,5546,295,57,202,36,3876,4593,462,0
01720,22532,838,28,519,291,15507,17768,1238,7
01721,17429,555,114,315,126,12393,13879,1459,11
01730,13721,348,34,190,124,9581,10672,1028,8
01731,1938,20,14,6,0,936,1117,36,0
01740,5167,72,0,63,9,3434,3915,205,0
01741,5160,83,6,45,32,3616,4086,148,0
01742,17434,1088,259,632,197,12197,13407,663,1
01745,501,0,0,0,0,289,308,9,0
01746,14420,209,0,108,101,9844,11113,512,11
01747,5896,250,24,101,125,4115,4758,324,8
01748,16639,250,54,160,36,11120,12627,692,0
01749,19796,1174,299,679,196,14575,16420,1423,11
01752,39304,2553,564,1724,265,28142,31969,4307,36
01754,10481,848,217,564,67,7813,8476,942,12
01756,5977,32,0,17,15,4014,4774,269,0
01757,28490,2244,662,1397,185,19773,22413,2405,97
01760,35355,1240,286,710,244,25017,27700,2761,84
01770,4302,179,91,48,40,2832,3314,92,0
01772,9392,453,109,321,23,6195,7274,353,10
01773,4772,163,27,92,44,3574,3942,232,0
01775,7034,310,95,169,46,4802,5505,169,0
01776,18500,576,247,290,39,12007,13963,405,14
01778,13794,414,86,252,76,9488,10646,360,22
01801,40103,2347,584,1279,484,29281,33555,4102,36
01803,26086,1041,229,588,224,18862,21403,1492,14
01810,34036,1512,355,899,258,22921,26257,1951,25
01821,32311,1283,281,816,186,23071,26710,1836,87
01824,25868,826,140,549,137,18854,21192,1473,0
01826,30878,2221,591,1369,261,21473,24934,2333,81
01827,3337,70,24,46,0,2217,2707,156,0
01830,25806,3447,1236,1835,376,18021,20740,2113,8
01832,23192,3197,1318,1757,122,15801,18167,2389,25
01833,8561,292,54,112,126,6055,6767,337,0
01834,6697,162,32,16,114,4496,5540,378,0
01835,12902,1140,384,653,103,8965,10253,1220,0
01840,5228,1573,253,945,375,3279,3975,386,10
01841,47403,12324,4311,6908,1105,28369,36369,3246,247
01843,25787,5086,1796,2624,666,16094,19856,1757,8
01844,49197,4636,1595,2190,851,33504,40009,3113,56
01845,28986,1479,370,943,166,19821,22831,1505,0
01850,16509,4189,1635,2483,71,9688,12374,940,0
01851,29496,5935,1949,3560,426,19836,23541,2731,45
01852,34048,6961,2210,4002,749,23784,27318,3483,109
01854,25979,6691,1654,4467,570,16452,21014,1986,111
01860,6728,361,143,191,27,4812,5664,286,0
01862,9407,496,174,297,25,6820,7791,758,0
01863,9077,434,44,257,133,6628,7381,624,0
01864,15493,526,80,340,106,11009,12564,807,0
01867,24701,754,211,369,174,17356,19497,1166,26
01876,29862,1621,408,881,332,21358,24768,2123,26
01879,12249,860,222,633,5,8783,10047,881,0
01880,26113,1112,165,637,310,19384,21635,2022,0
01886,24024,552,160,236,156,15816,18351,929,0
01887,23227,684,239,320,125,16203,18881,1074,17
01890,22324,511,33,313,165,14930,16643,828,21
01901,1867,459,40,212,207,1260,1605,224,0
01902,47787,10335,3718,5277,1340,30713,36903,4517,190
01904,17237,1133,418,617,98,12177,14015,1514,19
01905,25509,4900,1983,2500,417,16069,19477,1791,17
01906,27798,2261,589,1192,480,20675,23482,1850,34
01907,14484,883,298,457,128,10050,11458,968,13
01908,3437,165,11,69,85,2848,3012,428,0
01913,16992,835,159,511,165,12084,13891,1813,12
01915,38406,3173,780,2027,366,28050,32115,4414,157
01921,8228,228,123,90,15,5759,6466,292,16
01922,2755,152,0,70,82,2011,2271,326,44
01923,26776,1586,258,904,424,19503,22109,1799,36
01929,3675,228,57,92,79,2613,2941,216,0
01930,29614,2507,438,1519,550,22510,25466,2308,87
01937,136,106,0,106,0,136,136,0,0
01938,13718,968,200,553,215,9933,11345,981,19
01940,13392,301,88,149,64,9291,10654,605,0
01944,5326,197,0,168,29,3974,4355,248,0
01945,20276,930,156,497,277,14610,16096,1023,17
01949,8377,305,39,188,78,5753,6705,639,0
01950,17605,1226,466,633,127,13303,14519,2191,0
01951,4145,141,14,94,33,3111,3548,274,0
01952,8997,871,147,655,69,6652,7718,736,0
01960,51804,5101,1631,2715,755,37899,43877,4320,205
01966,7114,442,110,233,99,5546,6011,513,0
01969,6157,337,88,158,91,4306,5070,263,0
01970,41243,6307,1696,3859,752,29910,34708,5533,319
01982,7824,796,262,474,60,5213,5902,215,36
01983,6375,89,0,79,10,4432,5122,128,0
01984,3632,60,0,41,19,2519,2874,113,5
01985,4543,258,80,147,31,3137,3604,125,4
02019,16764,701,209,283,209,11938,13829,1327,0
02021,22503,1348,339,623,386,15967,17875,1684,53
02025,8335,318,120,175,23,5683,6328,327,0
02026,24337,1221,232,744,245,17597,20058,1937,54
02030,5922,45,0,45,0,3862,4549,188,0
02032,4410,260,69,191,0,3225,3539,240,15
02035,17406,849,57,611,181,12419,14136,1498,20
02038,31780,1380,375,831,174,21010,24556,1802,0
02043,22769,1299,403,614,282,15763,17615,720,23
02045,10402,509,62,366,81,8458,9313,1177,0
02047,65,0,0,0,0,50,65,0,0
02048,23606,639,139,418,82,16019,18605,1893,51
02050,26019,1796,492,967,337,17992,21101,1251,19
02052,12571,274,58,175,41,7910,9193,308,0
02053,13053,689,200,394,95,8578,10206,703,0
02054,8106,357,63,265,29,5791,6610,481,0
02056,9417,268,60,189,19,6192,7229,314,8
02061,10698,380,62,231,87,7183,7993,138,0
02062,28628,2367,709,1323,335,20703,23700,2923,8
02066,17874,564,144,274,146,12549,14244,618,0
02067,18070,361,80,189,92,12067,13767,477,0
02071,1042,34,17,17,0,754,815,0,0
02072,28006,2325,670,1263,392,20243,23430,2135,39
02081,19238,402,52,167,183,13075,15059,1032,0
02090,15587,289,102,124,63,10605,11986,513,0
02093,11348,574,78,339,157,7560,8863,713,11
02108,3837,412,0,338,74,3167,3284,937,42
02109,3978,521,0,413,108,3465,3717,1372,0
02110,2270,224,29,127,68,1951,2070,613,0
02111,6360,1443,85,1022,336,5230,5632,1032,15
02113,7450,750,0,608,142,6180,7131,3600,26
02114,12499,1710,101,1393,216,10368,11630,4464,71
02115,16670,5910,533,4567,810,11064,15390,3546,146
02116,20647,2225,113,1606,506,17838,19189,6051,64
02118,25687,6425,1228,4147,1050,19887,22136,5463,108
02119,28061,8618,2525,4830,1263,18133,22437,2695,129
02120,13667,5752,1054,4301,397,7194,11762,1506,22
02121,28427,9782,3926,4912,944,17525,21744,1904,17
02122,24486,4910,1138,3298,474,17161,20050,3259,253
02124,54791,12688,4782,6850,1056,36714,43521,4935,56
02125,35124,8277,2030,5578,669,23721,29319,5729,244
02126,28889,5700,2287,2880,533,20093,23298,2291,35
02127,37016,6005,1606,3632,767,30051,32662,12546,108
02128,46517,9431,3120,5520,791,32475,37979,7126,290
02129,18816,3378,1205,1815,358,14477,15657,4392,7
02130,38047,6091,1353,4048,690,29398,32625,8412,52
02131,32229,3801,1286,2114,401,23095,26229,3843,66
02132,27998,1786,500,846,440,21248,22856,2602,32
02134,17969,4937,156,4544,237,12101,16856,5239,96
02135,42147,8415,892,5995,1528,31089,38007,12234,307
02136,32727,4044,1597,2125,322,22167,26130,2415,33
02138,27331,3276,308,2621,347,21114,23625,4609,65
02139,31253,3943,641,2762,540,24178,27411,8705,96
02140,19699,2851,668,1765,418,14893,17096,3840,56
02141,13645,2340,160,1923,257,10144,12231,3630,57
02142,2456,337,23,304,10,1952,2253,635,0
02143,26734,3761,528,2717,516,21255,24333,8691,80
02144,24280,2737,358,2157,222,18957,22274,8469,153
02145,26283,3138,881,2002,255,19264,22747,5105,29
02148,61235,9714,2212,6232,1270,43916,50789,6052,174
02149,44739,6236,2187,3619,430,30213,35481,3611,61
02150,38838,7586,2743,4166,677,25455,29491,4271,85
02151,53611,6943,2013,3958,972,39288,44440,6016,172
02152,18354,1514,338,900,276,13910,15381,2001,13
02155,55397,5703,752,4217,734,41079,48029,8206,74
02163,1101,331,31,300,0,1005,1008,154,0
02169,56225,6857,1398,4252,1207,42274,47775,7844,94
02170,18930,1445,153,1045,247,14376,16602,2909,0
02171,17741,1441,134,982,325,13855,15728,2836,18
02176,27884,1087,280,566,241,20164,22798,2723,0
02180,21836,942,138,497,307,16452,18326,2293,66
02184,36510,1822,428,928,466,25740,29067,2973,0
02186,25864,1066,137,539,390,17289,19650,1011,0
02188,15044,635,111,479,45,11408,12598,1454,0
02189,15005,1680,618,881,181,10393,12369,996,6
02190,17385,895,252,503,140,12723,14275,1705,0
02191,7998,431,108,257,66,6062,6805,814,0
02199,1177,180,0,98,82,1066,1102,176,0
02203,27,13,0,0,13,27,27,0,0
02210,2385,41,0,41,0,2177,2232,1042,0
02215,12503,4791,384,4139,268,8365,11998,3617,49
02301,60209,11906,4513,6372,1021,38532,46158,3876,45
02302,33100,3797,1254,2175,368,22212,26302,1987,18
02322,4468,379,37,315,27,3387,3795,300,30
02324,22735,2159,443,1540,176,15030,18717,1239,0
02330,11594,530,122,251,157,8450,9459,624,27
02332,15462,617,108,351,158,10334,11963,422,14
02333,14176,942,407,415,120,9536,11108,856,0
02338,7699,356,0,271,85,5462,6387,337,0
02339,14179,552,92,381,79,9432,10942,621,0
02341,10532,362,54,265,43,7399,8810,398,44
02343,10729,734,151,531,52,8048,9193,694,0
02346,23706,1867,747,863,257,17434,19725,1841,30
02347,11196,353,99,203,51,7968,9121,661,0
02351,16194,579,107,362,110,11297,13361,1120,0
02356,12037,585,186,297,102,8330,9388,669,7
02357,116,58,0,47,11,116,116,65,7
02359,18190,768,308,384,76,12446,14710,1073,0
02360,56680,3629,977,2110,542,41600,47284,3501,92
02364,12978,852,175,445,232,8800,10343,635,30
02366,0,0,0,0,0,0,0,0,0
02367,2912,127,31,81,15,2167,2393,131,0
02368,33569,3773,1418,1861,494,23966,28124,2634,126
02370,17662,1115,174,710,231,12765,14551,1876,37
02375,9913,404,132,181,91,6845,8041,542,0
02379,6926,250,31,159,60,4855,5668,498,0
02382,14857,1019,355,513,151,10042,11967,1217,0
02420,14328,334,37,199,98,9755,11197,387,7
02421,18633,864,192,543,129,12807,14287,535,29
02445,20545,1857,358,1319,180,14234,16439,2950,33
02446,29489,4218,393,3466,359,21155,25580,6170,63
02451,18604,1456,307,1048,101,14252,15909,2386,0
