	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS2012_TTL	NAICS_Sector	estab	emp	payann	estimate
4386	13123	13	123	Gilmer County, Georgia	3231	Printing and related support activities	32	1.2	48.09393939393937	1940.1878787878798	yes
4387	13123	13	123	Gilmer County, Georgia	3241	Petroleum and coal products manufacturing	32	1.2	15.825503355704694	831.6442953020132	yes
4388	13123	13	123	Gilmer County, Georgia	3256	Soap, cleaning compound, and toilet preparation manufacturing	32	1.0	50.95811518324607	2750.8795811518316	yes
4389	13123	13	123	Gilmer County, Georgia	3261	Plastics product manufacturing	32	1.0	76.61902881958154	3164.0134228187917	yes
4390	13123	13	123	Gilmer County, Georgia	3273	Cement and concrete product manufacturing	32	1.0	22.128691983122355	768.0189873417719	yes
4391	13123	13	123	Gilmer County, Georgia	3323	Architectural and structural metals manufacturing	33	1.4	55.81306240928876	2178.649637155298	yes
4392	13123	13	123	Gilmer County, Georgia	3327	Machine shops; turned product; and screw, nut, and bolt manufacturing	33	1.4	22.18142171827299	696.1110771914521	yes
4393	13123	13	123	Gilmer County, Georgia	3328	Coating, engraving, heat treating, and allied activities	33	1.0	22.722727272727273	879.2681818181817	yes
4394	13123	13	123	Gilmer County, Georgia	3331	Agriculture, construction, and mining machinery manufacturing	33	1.0	100.50514285714284	4297.103999999999	yes
4395	13123	13	123	Gilmer County, Georgia	3335	Metalworking machinery manufacturing	33	1.8	29.610000000000007	1263.688235294118	yes
4396	13123	13	123	Gilmer County, Georgia	3339	Other general purpose machinery manufacturing	33	1.0	49.37856592135698	2539.9321511179646	yes
4397	13123	13	123	Gilmer County, Georgia	3344	Semiconductor and other electronic component manufacturing	33	2.0	86.5230769230769	3550.97435897436	yes
4398	13123	13	123	Gilmer County, Georgia	3371	Household and institutional furniture and kitchen cabinet manufacturing	33	1.0	28.959079283887473	770.4066496163681	yes
4399	13123	13	123	Gilmer County, Georgia	3391	Medical equipment and supplies manufacturing	33	1.2	46.704194857916086	2890.389174560217	yes
4400	13123	13	123	Gilmer County, Georgia	4232	Furniture and home furnishing merchant wholesalers	42	1.0	23.38314944834502	1117.2577733199603	yes
4401	13123	13	123	Gilmer County, Georgia	4233	Lumber and other construction materials merchant wholesalers	42	1.0	15.49920327794218	719.5219667653083	yes
4402	13123	13	123	Gilmer County, Georgia	4234	Professional and commercial equipment and supplies merchant wholesalers	42	2.0	93.56983240223462	7123.569832402236	yes
4403	13123	13	123	Gilmer County, Georgia	4236	Household appliances and electrical and electronic goods merchant wholesalers	42	1.0	36.836501901140586	2495.2851711026706	yes
4404	13123	13	123	Gilmer County, Georgia	4238	Machinery, equipment, and supplies merchant wholesalers	42	2.2	80.59605367008668	3510.533228097858	yes
4405	13123	13	123	Gilmer County, Georgia	4241	Paper and paper product merchant wholesalers	42	1.0	13.760317460317468	660.2301587301582	yes
4406	13123	13	123	Gilmer County, Georgia	4244	Grocery and related product merchant wholesalers	42	2.0	44.053419147224496	1844.740788415137	yes
4407	13123	13	123	Gilmer County, Georgia	4247	Petroleum and petroleum products merchant wholesalers	42	1.0	15.056043429666296	886.7488424077916	yes
4408	13123	13	123	Gilmer County, Georgia	4249	Miscellaneous nondurable goods merchant wholesalers	42	2.0	120.24102791315904	2039.9255649091715	yes
4409	13123	13	123	Gilmer County, Georgia	4412	Other motor vehicle dealers	44	1.0	12.601597160603365	347.1508429458738	yes
4410	13123	13	123	Gilmer County, Georgia	4422	Home furnishings stores	44	1.8	18.845912290200253	443.232701678396	yes
4411	13123	13	123	Gilmer County, Georgia	4452	Specialty food stores	44	1.0	7.8051773729626	111.743815915628	yes
4412	13123	13	123	Gilmer County, Georgia	4482	Shoe stores	44	2.0	25.342857142857188	255.84285714285681	yes
4413	13123	13	123	Gilmer County, Georgia	4511	Sporting goods, hobby, and musical instrument stores	45	2.0	30.051909685587656	433.19518885840836	yes
4414	13123	13	123	Gilmer County, Georgia	4529	Other general merchandise stores	45	7.0	674.9808612440198	12437.534688995242	yes
4415	13123	13	123	Gilmer County, Georgia	4531	Florists	45	1.25	5.799051842789419	61.21348830096344	yes
4416	13123	13	123	Gilmer County, Georgia	4532	Office supplies, stationery, and gift stores	45	1.0	12.830601092896163	168.47775175644028	yes
4417	13123	13	123	Gilmer County, Georgia	4533	Used merchandise stores	45	1.75	20.891963810537465	279.9888238424694	yes
4418	13123	13	123	Gilmer County, Georgia	4541	Electronic shopping and mail-order houses	45	2.0	50.85692068429249	1384.5023328149316	yes
4419	13123	13	123	Gilmer County, Georgia	4542	Vending machine operators	45	1.0	13.428645294725957	328.1339193381592	yes
4420	13123	13	123	Gilmer County, Georgia	4812	Nonscheduled air transportation	48	1.0	17.25974025974026	1786.6103896103896	yes
4421	13123	13	123	Gilmer County, Georgia	4881	Support activities for air transportation	48	1.0	36.06109979633398	1230.6965376782084	yes
4422	13123	13	123	Gilmer County, Georgia	4922	Local messengers and local delivery	49	1.0	11.302804808242701	176.54149971379502	yes
4423	13123	13	123	Gilmer County, Georgia	5111	Newspaper, periodical, book, and directory publishers	51	1.2	20.291966759002776	738.6698060941816	yes
4424	13123	13	123	Gilmer County, Georgia	5121	Motion picture and video industries	51	1.2	25.920700559474557	287.47107759669154	yes
4425	13123	13	123	Gilmer County, Georgia	5171	Wired telecommunications carriers	51	3.0	67.4539781591262	4291.765990639629	yes
4426	13123	13	123	Gilmer County, Georgia	5172	Wireless telecommunications carriers (except satellite)	51	1.0	-3.9777926198029925	1976.066622140591	yes
4427	13123	13	123	Gilmer County, Georgia	5182	Data processing, hosting, and related services	51	1.0	53.56561085972856	3225.0542986425316	yes
4428	13123	13	123	Gilmer County, Georgia	5223	Activities related to credit intermediation	52	1.2	71.37806041335452	6505.64069952305	yes
4429	13123	13	123	Gilmer County, Georgia	5231	Securities and commodity contracts intermediation and brokerage	52	1.8	17.458575197889182	1479.2802110817895	yes
4430	13123	13	123	Gilmer County, Georgia	5239	Other financial investment activities	52	1.8	13.734526977982059	797.052020324232	yes
4431	13123	13	123	Gilmer County, Georgia	5241	Insurance carriers	52	1.0	89.8803301237964	5613.973865199448	yes
4432	13123	13	123	Gilmer County, Georgia	5321	Automotive equipment rental and leasing	53	1.0	12.043072505384078	163.87365398420616	yes
4433	13123	13	123	Gilmer County, Georgia	5323	General rental centers	53	1.0	6.827838827838829	227.93772893772893	yes
4434	13123	13	123	Gilmer County, Georgia	5324	Commercial and industrial machinery and equipment rental and leasing	53	1.4	13.83710691823899	480.0767295597492	yes
4435	13123	13	123	Gilmer County, Georgia	5417	Scientific research and development services	54	1.0	43.57159487776485	2883.0621653084986	yes
4436	13123	13	123	Gilmer County, Georgia	5418	Advertising, public relations, and related services	54	1.5	14.329787234042604	332.3377659574399	yes
4437	13123	13	123	Gilmer County, Georgia	5511	Management of companies and enterprises	55	1.0	60.36865896534475	4546.340532395755	yes
4438	13123	13	123	Gilmer County, Georgia	5611	Office administrative services	56	1.0	25.16008037508368	817.5271265907462	yes
4439	13123	13	123	Gilmer County, Georgia	5614	Business support services	56	1.6	191.8333418432477	5597.312228746493	yes
4440	13123	13	123	Gilmer County, Georgia	5615	Travel arrangement and reservation services	56	1.0	28.32229965156794	1543.557491289198	yes
4441	13123	13	123	Gilmer County, Georgia	5616	Investigation and security services	56	1.0	26.630136986301245	641.4246575342455	yes
4442	13123	13	123	Gilmer County, Georgia	5619	Other support services	56	1.0	21.546810273405136	392.21582435791197	yes
4443	13123	13	123	Gilmer County, Georgia	5621	Waste collection	56	1.0	23.652173913043487	968.5804347826083	yes
4444	13123	13	123	Gilmer County, Georgia	5629	Remediation and other waste management services	56	1.6	21.463536776212827	845.3208137715177	yes
4445	13123	13	123	Gilmer County, Georgia	6113	Colleges, universities, and professional schools	61	1.0	546.8703208556151	27963.140374331557	yes
4446	13123	13	123	Gilmer County, Georgia	6114	Business schools and computer and management training	61	1.6	15.205108556832686	797.0942528735635	yes
4447	13123	13	123	Gilmer County, Georgia	6115	Technical and trade schools	61	1.0	16.563270603504222	700.0726800778712	yes
4448	13123	13	123	Gilmer County, Georgia	6216	Home health care services	62	1.0	48.81441610109995	1258.4554177392931	yes
4449	13123	13	123	Gilmer County, Georgia	6219	Other ambulatory health care services	62	1.0	47.40641312453395	1525.6793437733038	yes
4450	13123	13	123	Gilmer County, Georgia	6221	General medical and surgical hospitals	62	1.0	675.5636070853461	32595.90660225443	yes
4451	13123	13	123	Gilmer County, Georgia	6232	Residential intellectual and developmental disability, mental health, and substance abuse facilities	62	1.0	11.553064699205441	257.1938138479	yes
4452	13123	13	123	Gilmer County, Georgia	6233	Continuing care retirement communities and assisted living facilities for the elderly	62	1.0	29.460975174138227	518.6292195034815	yes
4453	13123	13	123	Gilmer County, Georgia	6242	Community food and housing, and emergency and other relief services	62	1.0	23.205173951828723	643.9348795718108	yes
4454	13123	13	123	Gilmer County, Georgia	6243	Vocational rehabilitation services	62	1.0	32.37075471698113	537.6094339622641	yes
4455	13123	13	123	Gilmer County, Georgia	6244	Child day care services	62	1.2	20.49779131759346	250.73328255902643	yes
4456	13123	13	123	Gilmer County, Georgia	7113	Promoters of performing arts, sports, and similar events	71	1.0	17.757884028484234	719.7355035605291	yes
4457	13123	13	123	Gilmer County, Georgia	7121	Museums, historical sites, and similar institutions	71	1.0	15.573170731707316	290.19512195122	yes
4458	13123	13	123	Gilmer County, Georgia	7212	RV (recreational vehicle) parks and recreational camps	72	1.0	10.31849315068493	344.6267123287671	yes
4459	13123	13	123	Gilmer County, Georgia	7223	Special food services	72	1.2	48.23902306648572	789.4482496607884	yes
4460	13123	13	123	Gilmer County, Georgia	7224	Drinking places (alcoholic beverages)	72	1.4	12.501372369624884	121.21720036596567	yes
4461	13123	13	123	Gilmer County, Georgia	8112	Electronic and precision equipment repair and maintenance	81	1.0	10.198547215496367	387.5714285714288	yes
4462	13123	13	123	Gilmer County, Georgia	8113	Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance	81	1.6	29.80779220779217	1026.4302243211328	yes
4463	13123	13	123	Gilmer County, Georgia	8114	Personal and household goods repair and maintenance	81	1.6	10.454581673306759	148.43227091633477	yes
4464	13123	13	123	Gilmer County, Georgia	8122	Death care services	81	2.0	30.647828362114062	668.3830455259035	yes
4465	13123	13	123	Gilmer County, Georgia	8123	Drycleaning and laundry services	81	1.8	31.764045722203008	682.9849670938689	yes
4466	13123	13	123	Gilmer County, Georgia	8132	Grantmaking and giving services	81	1.0	8.07507507507505	287.44444444444423	yes
4467	13123	13	123	Gilmer County, Georgia	8133	Social advocacy organizations	81	2.4	19.31699807568953	415.3677998717132	yes
4468	13125	13	125	Glascock County, Georgia	2382	Building equipment contractors	23	1.0	40.3411619283068	1168.2719406674814	yes
4469	13125	13	125	Glascock County, Georgia	2389	Other specialty trade contractors	23	1.0	22.94352159468446	578.2392026578074	yes
4470	13125	13	125	Glascock County, Georgia	3211	Sawmills and wood preservation	32	1.0	40.71147233510472	1804.336355110972	yes
4471	13125	13	125	Glascock County, Georgia	3219	Other wood product manufacturing	32	1.0	36.27224112785609	1144.5192027224114	yes
4472	13125	13	125	Glascock County, Georgia	4251	Wholesale electronic markets and agents and brokers	42	1.0	27.35177865612651	503.81705251270347	yes
4473	13125	13	125	Glascock County, Georgia	4451	Grocery stores	44	1.25	231.42829153605032	2620.335031347966	yes
4474	13125	13	125	Glascock County, Georgia	4471	Gasoline stations	44	1.8	291.1124999999963	1117.7249999999694	yes
4475	13125	13	125	Glascock County, Georgia	4529	Other general merchandise stores	45	1.2	115.71100478468911	2132.1488038277557	yes
4476	13125	13	125	Glascock County, Georgia	4841	General freight trucking	48	1.3333333333333333	76.01052205584764	2988.6701740185986	yes
4477	13125	13	125	Glascock County, Georgia	4842	Specialized freight trucking	48	2.0	40.86505290621818	1413.3874474561487	yes
4478	13125	13	125	Glascock County, Georgia	5221	Depository credit intermediation	52	1.0	82.8804347826087	2670.404347826074	yes
4479	13125	13	125	Glascock County, Georgia	5241	Insurance carriers	52	1.0	89.8803301237964	5613.973865199448	yes
4480	13125	13	125	Glascock County, Georgia	5412	Accounting, tax preparation, bookkeeping, and payroll services	54	1.0	114.17211019596706	3005.814257313259	yes
4481	13125	13	125	Glascock County, Georgia	5416	Management, scientific, and technical consulting services	54	1.0	41.98510141805771	1312.9054029797057	yes
4482	13125	13	125	Glascock County, Georgia	6211	Offices of physicians	62	1.0	25.130311614731564	921.4971671388064	yes
4483	13125	13	125	Glascock County, Georgia	6214	Outpatient care centers	62	1.0	51.9553903345725	2320.154275092936	yes
4484	13125	13	125	Glascock County, Georgia	6231	Nursing care facilities (skilled nursing facilities)	62	1.0	80.91315417256011	2048.1719943422913	yes
4485	13125	13	125	Glascock County, Georgia	6233	Continuing care retirement communities and assisted living facilities for the elderly	62	1.0	29.460975174138227	518.6292195034815	yes
4486	13125	13	125	Glascock County, Georgia	6244	Child day care services	62	1.4	23.914089870525704	292.5221629855308	yes
4487	13125	13	125	Glascock County, Georgia	7225	Restaurants and other eating places	72	1.2	78.80245398770606	275.1754601223428	yes
4488	13125	13	125	Glascock County, Georgia	8111	Automotive repair and maintenance	81	1.6	55.12533333333326	754.1439999999976	yes
4489	13125	13	125	Glascock County, Georgia	8122	Death care services	81	1.0	15.323914181057031	334.19152276295176	yes
4490	13125	13	125	Glascock County, Georgia	8139	Business, professional, labor, political, and similar organizations	81	1.0	10.240452616690208	162.52710985384144	yes
4491	13127	13	127	Glynn County, Georgia	1132	Forest nurseries and gathering of forest products	11	1.0	2.9818181818181815	100.62727272727274	yes
4492	13127	13	127	Glynn County, Georgia	1152	Support activities for animal production	11	1.0	3.690095846645368	83.16613418530353	yes
4493	13127	13	127	Glynn County, Georgia	1153	Support activities for forestry	11	1.5	11.336770468137757	468.56424004949463	yes
4494	13127	13	127	Glynn County, Georgia	2211	Electric power generation, transmission and distribution	22	9.2	446.9270735524257	39443.12112676057	yes
4495	13127	13	127	Glynn County, Georgia	2212	Natural gas distribution	22	1.0	-4.454106280193237	-321.32850241545896	yes
4496	13127	13	127	Glynn County, Georgia	2213	Water, sewage and other systems	22	1.0	10.357600465928948	449.37798485730923	yes
4497	13127	13	127	Glynn County, Georgia	2373	Highway, street, and bridge construction	23	1.4	55.70661427635889	2871.62278978389	yes
4498	13127	13	127	Glynn County, Georgia	2379	Other heavy and civil engineering construction	23	1.0	5.837743530095956	194.30648444315207	yes
4499	13127	13	127	Glynn County, Georgia	3111	Animal food manufacturing	31	1.0	23.597510373443985	1264.5145228215767	yes
4500	13127	13	127	Glynn County, Georgia	3112	Grain and oilseed milling	31	1.0	30.95808383233533	1839.3532934131738	yes
4501	13127	13	127	Glynn County, Georgia	3116	Animal slaughtering and processing	31	1.0	289.76513317191285	8459.130750605329	yes
4502	13127	13	127	Glynn County, Georgia	3117	Seafood product preparation and packaging	31	2.2	239.5853658536586	9767.946341463417	yes
4503	13127	13	127	Glynn County, Georgia	3119	Other food manufacturing	31	1.0	98.80752014324081	4427.555953446733	yes
4504	13127	13	127	Glynn County, Georgia	3149	Other textile product mills	31	1.0	51.18577244482537	1920.141418470109	yes
4505	13127	13	127	Glynn County, Georgia	3152	Cut and sew apparel manufacturing	31	1.0	24.228789323164925	585.6167778836988	yes
4506	13127	13	127	Glynn County, Georgia	3211	Sawmills and wood preservation	32	2.0	81.42294467020945	3608.672710221944	yes
4507	13127	13	127	Glynn County, Georgia	3212	Veneer, plywood, and engineered wood product manufacturing	32	1.0	46.709433962264136	2177.588679245282	yes
4508	13127	13	127	Glynn County, Georgia	3219	Other wood product manufacturing	32	1.0	36.27224112785609	1144.5192027224114	yes
4509	13127	13	127	Glynn County, Georgia	3221	Pulp, paper, and paperboard mills	32	1.0	262.56057866184443	20999.269439421332	yes
4510	13127	13	127	Glynn County, Georgia	3251	Basic chemical manufacturing	32	2.0	86.68641975308641	6053.580246913579	yes
4511	13127	13	127	Glynn County, Georgia	3261	Plastics product manufacturing	32	1.0	76.61902881958154	3164.0134228187917	yes
4512	13127	13	127	Glynn County, Georgia	3262	Rubber product manufacturing	32	1.2	117.94	5788.990000000001	yes
4513	13127	13	127	Glynn County, Georgia	3271	Clay product and refractory manufacturing	32	1.0	51.861198738170344	2435.589905362776	yes
4514	13127	13	127	Glynn County, Georgia	3273	Cement and concrete product manufacturing	32	2.0	44.25738396624471	1536.0379746835438	yes
4515	13127	13	127	Glynn County, Georgia	3312	Steel product manufacturing from purchased steel	33	1.0	41.44	2132.4266666666667	yes
4516	13127	13	127	Glynn County, Georgia	3321	Forging and stamping	33	1.0	39.40609137055837	1835.4111675126903	yes
4517	13127	13	127	Glynn County, Georgia	3322	Cutlery and handtool manufacturing	33	1.0	5.835051546391752	246.3711340206186	yes
4518	13127	13	127	Glynn County, Georgia	3323	Architectural and structural metals manufacturing	33	1.5	59.79970972423797	2334.2674683806767	yes
4519	13127	13	127	Glynn County, Georgia	3324	Boiler, tank, and shipping container manufacturing	33	1.0	54.8134328358209	2987.4104477611945	yes
4520	13127	13	127	Glynn County, Georgia	3326	Spring and wire product manufacturing	33	1.0	27.20792079207921	1150.940594059406	yes
4521	13127	13	127	Glynn County, Georgia	3329	Other fabricated metal product manufacturing	33	1.8	87.40237074401008	3943.2230012610335	yes
4522	13127	13	127	Glynn County, Georgia	3331	Agriculture, construction, and mining machinery manufacturing	33	1.0	100.50514285714284	4297.103999999999	yes
4523	13127	13	127	Glynn County, Georgia	3335	Metalworking machinery manufacturing	33	3.4	55.930000000000014	2386.966666666667	yes
4524	13127	13	127	Glynn County, Georgia	3339	Other general purpose machinery manufacturing	33	2.0	98.75713184271396	5079.864302235929	yes
4525	13127	13	127	Glynn County, Georgia	3344	Semiconductor and other electronic component manufacturing	33	1.0	43.26153846153845	1775.48717948718	yes
4526	13127	13	127	Glynn County, Georgia	3366	Ship and boat building	33	1.0	51.150943396226424	1820.0849056603777	yes
4527	13127	13	127	Glynn County, Georgia	3371	Household and institutional furniture and kitchen cabinet manufacturing	33	1.3333333333333333	38.612105711849956	1027.2088661551575	yes
4528	13127	13	127	Glynn County, Georgia	3372	Office furniture (including fixtures) manufacturing	33	1.0	51.11437565582372	2085.9171038824766	yes
4529	13127	13	127	Glynn County, Georgia	3391	Medical equipment and supplies manufacturing	33	1.0	38.92016238159673	2408.657645466847	yes
4530	13127	13	127	Glynn County, Georgia	3399	Other miscellaneous manufacturing	33	1.6	46.599411187438655	1916.093424926398	yes
4531	13127	13	127	Glynn County, Georgia	4235	Metal and mineral (except petroleum) merchant wholesalers	42	1.0	26.106617647058826	1245.7499999999995	yes
4532	13127	13	127	Glynn County, Georgia	4242	Drugs and druggists' sundries merchant wholesalers	42	1.0	118.7402760351317	13200.657465495608	yes
4533	13127	13	127	Glynn County, Georgia	4243	Apparel, piece goods, and notions merchant wholesalers	42	2.0	38.2905086523335	1518.4562139486109	yes
4534	13127	13	127	Glynn County, Georgia	4247	Petroleum and petroleum products merchant wholesalers	42	2.0	30.112086859332592	1773.4976848155832	yes
4535	13127	13	127	Glynn County, Georgia	4542	Vending machine operators	45	3.4	45.65739400206825	1115.6553257497412	yes
4536	13127	13	127	Glynn County, Georgia	4832	Inland water transportation	48	1.0	6.857142857142857	374.4285714285714	yes
4537	13127	13	127	Glynn County, Georgia	4851	Urban transit systems	48	1.0	30.428571428571427	1140.5378151260502	yes
4538	13127	13	127	Glynn County, Georgia	4852	Interurban and rural bus transportation	48	1.0	10.787234042553193	75.95744680851064	yes
4539	13127	13	127	Glynn County, Georgia	4853	Taxi and limousine service	48	2.0	11.626943005181348	100.74315321983707	yes
4540	13127	13	127	Glynn County, Georgia	4854	School and employee bus transportation	48	1.0	28.093959731543627	682.3825503355705	yes
4541	13127	13	127	Glynn County, Georgia	4859	Other transit and ground passenger transportation	48	1.8	24.23561009492939	485.29233618893284	yes
4542	13127	13	127	Glynn County, Georgia	4862	Pipeline transportation of natural gas	48	1.4	3.841206030150754	611.9688442211055	yes
4543	13127	13	127	Glynn County, Georgia	4871	Scenic and sightseeing transportation, land	48	1.0	4.329113924050634	49.518987341772146	yes
4544	13127	13	127	Glynn County, Georgia	4879	Scenic and sightseeing transportation, other	48	1.0	0.0	2.1666666666666665	yes
4545	13127	13	127	Glynn County, Georgia	4882	Support activities for rail transportation	48	1.0	41.20794148380356	1798.077324973877	yes
4546	13127	13	127	Glynn County, Georgia	4921	Couriers and express delivery services	49	2.0	59.86353297952991	3212.697498104625	yes
4547	13127	13	127	Glynn County, Georgia	4931	Warehousing and storage	49	1.5	160.54263565891475	6022.359173126615	yes
4548	13127	13	127	Glynn County, Georgia	5174	Satellite telecommunications	51	1.0	18.569767441860463	1946.5697674418602	yes
4549	13127	13	127	Glynn County, Georgia	5179	Other telecommunications	51	1.0	10.34535104364326	508.00379506641343	yes
4550	13127	13	127	Glynn County, Georgia	5182	Data processing, hosting, and related services	51	1.0	53.56561085972856	3225.0542986425316	yes
4551	13127	13	127	Glynn County, Georgia	5191	Other information services	51	1.4	97.9101234567901	8961.940411522632	yes
4552	13127	13	127	Glynn County, Georgia	5259	Other investment pools and funds	52	1.0	1.56	79.82666666666664	yes
4553	13127	13	127	Glynn County, Georgia	5323	General rental centers	53	1.0	6.827838827838829	227.93772893772893	yes
4554	13127	13	127	Glynn County, Georgia	5331	Lessors of nonfinancial intangible assets (except copyrighted works)	53	2.0	42.12573099415204	8585.40350877193	yes
4555	13127	13	127	Glynn County, Georgia	5417	Scientific research and development services	54	1.8	78.42887077997673	5189.511897555298	yes
4556	13127	13	127	Glynn County, Georgia	5621	Waste collection	56	4.2	99.33913043478265	4068.0378260869547	yes
4557	13127	13	127	Glynn County, Georgia	6114	Business schools and computer and management training	61	1.4	13.304469987228599	697.4574712643681	yes
4558	13127	13	127	Glynn County, Georgia	6117	Educational support services	61	1.2	9.469433538979247	329.80415030846893	yes
4559	13127	13	127	Glynn County, Georgia	6221	General medical and surgical hospitals	62	1.0	675.5636070853461	32595.90660225443	yes
4560	13127	13	127	Glynn County, Georgia	6222	Psychiatric and substance abuse hospitals	62	1.0	141.88524590163937	6033.377049180328	yes
4561	13127	13	127	Glynn County, Georgia	6239	Other residential care facilities	62	2.4	66.77374517374516	1706.8540540540534	yes
4562	13127	13	127	Glynn County, Georgia	7111	Performing arts companies	71	1.0	8.201716738197426	154.744635193133	yes
4563	13127	13	127	Glynn County, Georgia	7113	Promoters of performing arts, sports, and similar events	71	1.4	24.861037639877924	1007.6297049847406	yes
4564	13127	13	127	Glynn County, Georgia	7115	Independent artists, writers, and performers	71	1.4	0.30100413467217657	113.32309509746014	yes
4565	13127	13	127	Glynn County, Georgia	7121	Museums, historical sites, and similar institutions	71	1.0	15.573170731707316	290.19512195122	yes
4566	13127	13	127	Glynn County, Georgia	7132	Gambling industries	71	2.4	51.96473317865429	2619.1294663573085	yes
4567	13127	13	127	Glynn County, Georgia	8112	Electronic and precision equipment repair and maintenance	81	2.2	22.436803874092014	852.6571428571435	yes
4568	13127	13	127	Glynn County, Georgia	8113	Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance	81	1.0	18.629870129870106	641.5188902007079	yes
4569	13129	13	129	Gordon County, Georgia	1153	Support activities for forestry	11	1.0	7.557846978758505	312.37616003299644	yes
4570	13129	13	129	Gordon County, Georgia	2211	Electric power generation, transmission and distribution	22	1.0	48.579029733959324	4287.295774647888	yes
4571	13129	13	129	Gordon County, Georgia	2373	Highway, street, and bridge construction	23	1.0	39.79043876882778	2051.159135559921	yes
4572	13129	13	129	Gordon County, Georgia	2379	Other heavy and civil engineering construction	23	1.0	5.837743530095956	194.30648444315207	yes
4573	13129	13	129	Gordon County, Georgia	3111	Animal food manufacturing	31	1.0	23.597510373443985	1264.5145228215767	yes
4574	13129	13	129	Gordon County, Georgia	3112	Grain and oilseed milling	31	2.0	61.91616766467066	3678.7065868263476	yes
4575	13129	13	129	Gordon County, Georgia	3116	Animal slaughtering and processing	31	1.0	289.76513317191285	8459.130750605329	yes
4576	13129	13	129	Gordon County, Georgia	3118	Bakeries and tortilla manufacturing	31	2.8	228.8034139402561	10057.098150782358	yes
4577	13129	13	129	Gordon County, Georgia	3121	Beverage manufacturing	31	1.0	24.772471910112348	1553.6811797752805	yes
4578	13129	13	129	Gordon County, Georgia	3212	Veneer, plywood, and engineered wood product manufacturing	32	1.0	46.709433962264136	2177.588679245282	yes
4579	13129	13	129	Gordon County, Georgia	3222	Converted paper product manufacturing	32	1.0	92.28097560975611	4950.794146341463	yes
4580	13129	13	129	Gordon County, Georgia	3256	Soap, cleaning compound, and toilet preparation manufacturing	32	1.0	50.95811518324607	2750.8795811518316	yes
4581	13129	13	129	Gordon County, Georgia	3259	Other chemical product and preparation manufacturing	32	2.0	131.08814589665656	7255.481256332321	yes
4582	13129	13	129	Gordon County, Georgia	3271	Clay product and refractory manufacturing	32	2.0	103.72239747634069	4871.179810725552	yes
4583	13129	13	129	Gordon County, Georgia	3273	Cement and concrete product manufacturing	32	1.0	22.128691983122355	768.0189873417719	yes
4584	13129	13	129	Gordon County, Georgia	3329	Other fabricated metal product manufacturing	33	2.0	97.11374527112231	4381.358890290037	yes
4585	13129	13	129	Gordon County, Georgia	3331	Agriculture, construction, and mining machinery manufacturing	33	1.0	100.50514285714284	4297.103999999999	yes
4586	13129	13	129	Gordon County, Georgia	3332	Industrial machinery manufacturing	33	1.0	15.031639501438157	668.8456375838928	yes
4587	13129	13	129	Gordon County, Georgia	3335	Metalworking machinery manufacturing	33	1.0	16.450000000000003	702.0490196078432	yes
4588	13129	13	129	Gordon County, Georgia	3372	Office furniture (including fixtures) manufacturing	33	1.0	51.11437565582372	2085.9171038824766	yes
4589	13129	13	129	Gordon County, Georgia	3391	Medical equipment and supplies manufacturing	33	1.0	38.92016238159673	2408.657645466847	yes
4590	13129	13	129	Gordon County, Georgia	3399	Other miscellaneous manufacturing	33	1.0	29.12463199214916	1197.5583905789988	yes
4591	13129	13	129	Gordon County, Georgia	4235	Metal and mineral (except petroleum) merchant wholesalers	42	1.4	36.54926470588235	1744.0499999999993	yes
4592	13129	13	129	Gordon County, Georgia	4244	Grocery and related product merchant wholesalers	42	3.4	74.89081255028164	3136.0593403057333	yes
4593	13129	13	129	Gordon County, Georgia	4247	Petroleum and petroleum products merchant wholesalers	42	1.0	15.056043429666296	886.7488424077916	yes
4594	13129	13	129	Gordon County, Georgia	4483	Jewelry, luggage, and leather goods stores	44	2.0	15.728813559322024	298.4350282485869	yes
4595	13129	13	129	Gordon County, Georgia	4512	Book stores and news dealers	45	1.6	24.241016333938294	284.05662431941926	yes
4596	13129	13	129	Gordon County, Georgia	4521	Department stores	45	1.0	91.92156862745102	1526.5098039215698	yes
4597	13129	13	129	Gordon County, Georgia	4539	Other miscellaneous store retailers	45	2.0	34.613166746756306	399.2767900048049	yes
4598	13129	13	129	Gordon County, Georgia	4542	Vending machine operators	45	1.0	13.428645294725957	328.1339193381592	yes
4599	13129	13	129	Gordon County, Georgia	4853	Taxi and limousine service	48	1.0	5.813471502590674	50.371576609918534	yes
4600	13129	13	129	Gordon County, Georgia	4881	Support activities for air transportation	48	1.0	36.06109979633398	1230.6965376782084	yes
4601	13129	13	129	Gordon County, Georgia	4884	Support activities for road transportation	48	1.2	18.25503355704698	528.7221476510068	yes
4602	13129	13	129	Gordon County, Georgia	4885	Freight transportation arrangement	48	1.2	20.15128771155256	344.23782192788616	yes
4603	13129	13	129	Gordon County, Georgia	5112	Software publishers	51	1.0	73.24092409240926	6475.221122112209	yes
4604	13129	13	129	Gordon County, Georgia	5121	Motion picture and video industries	51	1.0	21.600583799562134	239.5592313305763	yes
4605	13129	13	129	Gordon County, Georgia	5122	Sound recording industries	51	1.0	7.14814814814815	241.44444444444454	yes
