,ZCTA5,STATE,COUNTY,GEOID,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,COPOP,COHU,COAREA,COAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,COPOPPCT,COHUPCT,COAREAPCT,COAREALANDPCT,ZCTA5CE10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,lat,lon,OBJECTID,STATEFP10,GEOID10,NAME10,NAMELSAD10,totpop10,Reg_Comm,Acres,Sq_Miles,Label
984,31566,13,25,13025,3321,1550,136802339,134831733,3471,1603,165923176,163938345,18411,8086,1158248854,1145713216,95.68,96.69,82.45,82.25,18.04,19.17,11.81,11.77,31566,B5,G6350,S,163941405,1981793,31.1827554,-81.8055941,31.1827554,-81.8055941,34,13,13025,Brantley,Brantley County,18411,Southern Georgia,286458,447.5910034,BRANTLEY
985,31566,13,127,13127,150,53,29120837,29106612,3471,1603,165923176,163938345,79626,40716,1515785202,1087155362,4.32,3.31,17.55,17.75,0.19,0.13,1.92,2.68,31566,B5,G6350,S,163941405,1981793,31.1827554,-81.8055941,31.1827554,-81.8055941,10,13,13127,Glynn,Glynn County,79626,Coastal Regional Commission,375084,586.0679932,GLYNN
986,31567,13,69,13069,782,341,111079565,105633331,782,341,111079565,105633331,42356,17061,1560856918,1489494986,100,100,100,100,1.85,2,7.12,7.09,31567,B5,G6350,S,105654374,5425193,31.6308864,-82.7062285,31.6308864,-82.7062285,63,13,13069,Coffee,Coffee County,42356,Southern Georgia,385768,602.7620239,COFFEE
987,31568,13,39,13039,1273,644,342051404,324057357,1273,644,342051404,324057357,50513,21114,2025020899,1587727882,100,100,100,100,2.52,3.05,16.89,20.41,31568,B5,G6350,S,324094931,17956454,31.0133625,-81.8190935,31.0133625,-81.8190935,9,13,13039,Camden,Camden County,50513,Coastal Regional Commission,501015,782.8369751,CAMDEN
988,31569,13,39,13039,5580,2353,179958231,168722231,5580,2353,179958231,168722231,50513,21114,2025020899,1587727882,100,100,100,100,11.05,11.14,8.89,10.63,31569,B5,G6350,S,168903066,11055166,30.8964891,-81.6971388,30.8964891,-81.6971388,9,13,13039,Camden,Camden County,50513,Coastal Regional Commission,501015,782.8369751,CAMDEN
989,31601,13,185,13185,32730,13344,409259655,397263853,32730,13344,409259655,397263853,109233,43921,1322384276,1284805506,100,100,100,100,29.96,30.38,30.95,30.92,31601,B5,G6350,S,397270436,11989113,30.7587208,-83.319023,30.7587208,-83.319023,82,13,13185,Lowndes,Lowndes County,109233,Southern Georgia,326762,510.5660095,LOWNDES
990,31602,13,27,13027,2777,1297,41891682,41500029,34702,14747,107155715,105576888,16243,7706,1289296945,1276982395,8,8.8,39.09,39.31,17.1,16.83,3.25,3.25,31602,B5,G6350,S,105611519,1545431,30.8681602,-83.3423498,30.8681602,-83.3423498,78,13,13027,Brooks,Brooks County,16243,Southern Georgia,318553,497.7380066,BROOKS
991,31602,13,185,13185,31925,13450,65264033,64076859,34702,14747,107155715,105576888,109233,43921,1322384276,1284805506,92,91.2,60.91,60.69,29.23,30.62,4.94,4.99,31602,B5,G6350,S,105611519,1545431,30.8681602,-83.3423498,30.8681602,-83.3423498,82,13,13185,Lowndes,Lowndes County,109233,Southern Georgia,326762,510.5660095,LOWNDES
992,31605,13,185,13185,20188,8135,139813609,137916577,20188,8135,139813609,137916577,109233,43921,1322384276,1284805506,100,100,100,100,18.48,18.52,10.57,10.73,31605,B5,G6350,S,137917485,1896131,30.9298225,-83.223032,30.9298225,-83.223032,82,13,13185,Lowndes,Lowndes County,109233,Southern Georgia,326762,510.5660095,LOWNDES
993,31606,13,185,13185,3861,1553,115249984,114148267,3861,1553,115249984,114148267,109233,43921,1322384276,1284805506,100,100,100,100,3.53,3.54,8.72,8.88,31606,B5,G6350,S,114156671,1093301,30.8060847,-83.1900444,30.8060847,-83.1900444,82,13,13185,Lowndes,Lowndes County,109233,Southern Georgia,326762,510.5660095,LOWNDES
994,31620,13,75,13075,10690,4546,330268069,321185199,10690,4546,330268069,321185199,17212,7287,603992745,588345665,100,100,100,100,62.11,62.39,54.68,54.59,31620,B5,G6350,S,321219828,9048260,31.1172955,-83.4342362,31.1172955,-83.4342362,51,13,13075,Cook,Cook County,17212,Southern Georgia,149238,233.1840057,COOK
995,31622,13,19,13019,2178,1078,288499007,286931944,2178,1078,288499007,286931944,19286,8709,1185910843,1170407787,100,100,100,100,11.29,12.38,24.33,24.52,31622,B5,G6350,S,286934362,1564623,31.378501,-83.1922253,31.378501,-83.1922253,49,13,13019,Berrien,Berrien County,19286,Southern Georgia,293043,457.8800049,BERRIEN
996,31623,13,65,13065,120,82,2302039,2302039,120,82,2302039,2302039,6798,3007,2134132216,2072566618,100,100,100,100,1.77,2.73,0.11,0.11,31623,B5,G6350,S,2302040,0,31.0744344,-82.6440036,31.0744344,-82.6440036,47,13,13065,Clinch,Clinch County,6798,Southern Georgia,527504,824.2249756,CLINCH
997,31624,13,3,13003,1165,498,191572331,189876172,1273,540,207486416,204811034,8375,3522,892337644,878994487,91.52,92.22,92.33,92.71,13.91,14.14,21.47,21.6,31624,B5,G6350,S,204811008,2675385,31.2961891,-82.7303376,31.2961891,-82.7303376,83,13,13003,Atkinson,Atkinson County,8375,Southern Georgia,220539,344.5920105,ATKINSON
998,31624,13,69,13069,60,25,12311722,11352466,1273,540,207486416,204811034,42356,17061,1560856918,1489494986,4.71,4.63,5.93,5.54,0.14,0.15,0.79,0.76,31624,B5,G6350,S,204811008,2675385,31.2961891,-82.7303376,31.2961891,-82.7303376,63,13,13069,Coffee,Coffee County,42356,Southern Georgia,385768,602.7620239,COFFEE
999,31624,13,299,13299,48,17,3602363,3582396,1273,540,207486416,204811034,36312,16326,2351677722,2311462171,3.77,3.15,1.74,1.75,0.13,0.1,0.15,0.15,31624,B5,G6350,S,204811008,2675385,31.2961891,-82.7303376,31.2961891,-82.7303376,17,13,13299,Ware,Ware County,36312,Southern Georgia,581392,908.4249878,WARE
1000,31625,13,27,13027,1171,561,157140356,155223749,1171,561,157140356,155223749,16243,7706,1289296945,1276982395,100,100,100,100,7.21,7.28,12.19,12.16,31625,B5,G6350,S,155235086,1905337,30.9926465,-83.5335049,30.9926465,-83.5335049,78,13,13027,Brooks,Brooks County,16243,Southern Georgia,318553,497.7380066,BROOKS
1001,31626,13,27,13027,244,135,34597410,34371051,3463,1670,373594583,370132317,16243,7706,1289296945,1276982395,7.05,8.08,9.26,9.29,1.5,1.75,2.68,2.69,31626,B5,G6350,S,370130660,3462200,30.7784887,-83.7964064,30.7784887,-83.7964064,78,13,13027,Brooks,Brooks County,16243,Southern Georgia,318553,497.7380066,BROOKS
1002,31626,13,275,13275,3219,1535,338997173,335761266,3463,1670,373594583,370132317,44720,20177,1430238286,1410495980,92.95,91.92,90.74,90.71,7.2,7.61,23.7,23.8,31626,B5,G6350,S,370130660,3462200,30.7784887,-83.7964064,30.7784887,-83.7964064,89,13,13275,Thomas,Thomas County,44720,Southwest Georgia,353353,552.1140137,THOMAS
1003,31627,13,75,13075,239,127,2287726,2213639,239,127,2287726,2213639,17212,7287,603992745,588345665,100,100,100,100,1.39,1.74,0.38,0.38,31627,B5,G6350,S,2213639,74087,31.0431825,-83.3926152,31.0431825,-83.3926152,51,13,13075,Cook,Cook County,17212,Southern Georgia,149238,233.1840057,COOK
1004,31629,13,27,13027,902,448,114533255,112934806,902,448,114533255,112934806,16243,7706,1289296945,1276982395,100,100,100,100,5.55,5.81,8.88,8.84,31629,B5,G6350,S,112934806,1598449,30.8168437,-83.6893938,30.8168437,-83.6893938,78,13,13027,Brooks,Brooks County,16243,Southern Georgia,318553,497.7380066,BROOKS
1005,31630,13,65,13065,341,161,185339484,179664268,419,194,236256829,230581613,6798,3007,2134132216,2072566618,81.38,82.99,78.45,77.92,5.02,5.35,8.68,8.67,31630,B5,G6350,S,230581522,5675205,30.9508182,-82.8767318,30.9508182,-82.8767318,47,13,13065,Clinch,Clinch County,6798,Southern Georgia,527504,824.2249756,CLINCH
1006,31630,13,101,13101,78,33,50917345,50917345,419,194,236256829,230581613,4034,1558,1089659090,1074571687,18.62,17.01,21.55,22.08,1.93,2.12,4.67,4.74,31630,B5,G6350,S,230581522,5675205,30.9508182,-82.8767318,30.9508182,-82.8767318,37,13,13101,Echols,Echols County,4034,Southern Georgia,269306,420.7900085,ECHOLS
1007,31631,13,49,13049,7,17,53904763,53454634,559,318,324237770,317203981,12171,4475,2026339661,2003553604,1.25,5.35,16.63,16.85,0.06,0.38,2.66,2.67,31631,B5,G6350,S,317205416,7033786,30.6436349,-82.7414563,30.6436349,-82.7414563,50,13,13049,Charlton,Charlton County,12171,Southern Georgia,501087,782.9489746,CHARLTON
1008,31631,13,65,13065,431,223,97174369,93758297,559,318,324237770,317203981,6798,3007,2134132216,2072566618,77.1,70.13,29.97,29.56,6.34,7.42,4.55,4.52,31631,B5,G6350,S,317205416,7033786,30.6436349,-82.7414563,30.6436349,-82.7414563,47,13,13065,Clinch,Clinch County,6798,Southern Georgia,527504,824.2249756,CLINCH
1009,31631,13,101,13101,121,78,163279405,160131893,559,318,324237770,317203981,4034,1558,1089659090,1074571687,21.65,24.53,50.36,50.48,3,5.01,14.98,14.9,31631,B5,G6350,S,317205416,7033786,30.6436349,-82.7414563,30.6436349,-82.7414563,37,13,13101,Echols,Echols County,4034,Southern Georgia,269306,420.7900085,ECHOLS
1010,31631,13,299,13299,0,0,9879233,9859157,559,318,324237770,317203981,36312,16326,2351677722,2311462171,0,0,3.05,3.11,0,0,0.42,0.43,31631,B5,G6350,S,317205416,7033786,30.6436349,-82.7414563,30.6436349,-82.7414563,17,13,13299,Ware,Ware County,36312,Southern Georgia,581392,908.4249878,WARE
1011,31632,13,75,13075,1090,455,62038293,59975475,10295,4068,294427348,287360001,17212,7287,603992745,588345665,10.59,11.18,21.07,20.87,6.33,6.24,10.27,10.19,31632,B5,G6350,S,287363932,7063400,30.9870184,-83.3603129,30.9870184,-83.3603129,51,13,13075,Cook,Cook County,17212,Southern Georgia,149238,233.1840057,COOK
1012,31632,13,185,13185,9205,3613,232389055,227384526,10295,4068,294427348,287360001,109233,43921,1322384276,1284805506,89.41,88.82,78.93,79.13,8.43,8.23,17.57,17.7,31632,B5,G6350,S,287363932,7063400,30.9870184,-83.3603129,30.9870184,-83.3603129,82,13,13185,Lowndes,Lowndes County,109233,Southern Georgia,326762,510.5660095,LOWNDES
1013,31634,13,65,13065,5844,2506,739911948,704046169,5844,2506,739911948,704046169,6798,3007,2134132216,2072566618,100,100,100,100,85.97,83.34,34.67,33.97,31634,B5,G6350,S,704046206,35865786,31.0424853,-82.7674593,31.0424853,-82.7674593,47,13,13065,Clinch,Clinch County,6798,Southern Georgia,527504,824.2249756,CLINCH
1014,31635,13,3,13003,28,7,37242914,36096083,6560,2746,314134730,291646089,8375,3522,892337644,878994487,0.43,0.25,11.86,12.38,0.33,0.2,4.17,4.11,31635,B5,G6350,S,291646043,22488694,31.0967143,-83.0488177,31.0967143,-83.0488177,83,13,13003,Atkinson,Atkinson County,8375,Southern Georgia,220539,344.5920105,ATKINSON
1015,31635,13,65,13065,47,22,12741827,12346442,6560,2746,314134730,291646089,6798,3007,2134132216,2072566618,0.72,0.8,4.06,4.23,0.69,0.73,0.6,0.6,31635,B5,G6350,S,291646043,22488694,31.0967143,-83.0488177,31.0967143,-83.0488177,47,13,13065,Clinch,Clinch County,6798,Southern Georgia,527504,824.2249756,CLINCH
1016,31635,13,173,13173,6485,2717,264149989,243203564,6560,2746,314134730,291646089,10078,4249,517449728,479824426,98.86,98.94,84.09,83.39,64.35,63.94,51.05,50.69,31635,B5,G6350,S,291646043,22488694,31.0967143,-83.0488177,31.0967143,-83.0488177,1,13,13173,Lanier,Lanier County,10078,Southern Georgia,127874,199.8029938,LANIER
1017,31636,13,101,13101,2795,1059,311895876,311895532,9539,4135,525985881,511532418,4034,1558,1089659090,1074571687,29.3,25.61,59.3,60.97,69.29,67.97,28.62,29.03,31636,B5,G6350,S,511531171,14453413,30.7309856,-83.1113722,30.7309856,-83.1113722,37,13,13101,Echols,Echols County,4034,Southern Georgia,269306,420.7900085,ECHOLS
1018,31636,13,185,13185,6744,3076,214090005,199636886,9539,4135,525985881,511532418,109233,43921,1322384276,1284805506,70.7,74.39,40.7,39.03,6.17,7,16.19,15.54,31636,B5,G6350,S,511531171,14453413,30.7309856,-83.1113722,30.7309856,-83.1113722,82,13,13185,Lowndes,Lowndes County,109233,Southern Georgia,326762,510.5660095,LOWNDES
1019,31637,13,19,13019,857,370,72239449,71439898,2848,1273,208345771,203687859,19286,8709,1185910843,1170407787,30.09,29.07,34.67,35.07,4.44,4.25,6.09,6.1,31637,B5,G6350,S,204808572,3537268,31.2959669,-83.4402119,31.2959669,-83.4402119,49,13,13019,Berrien,Berrien County,19286,Southern Georgia,293043,457.8800049,BERRIEN
1020,31637,13,71,13071,200,91,32455565,31276765,2848,1273,208345771,203687859,45498,18311,1441688666,1409350694,7.02,7.15,15.58,15.36,0.44,0.5,2.25,2.22,31637,B5,G6350,S,204808572,3537268,31.2959669,-83.4402119,31.2959669,-83.4402119,135,13,13071,Colquitt,Colquitt County,45498,Southwest Georgia,356190,556.5479736,COLQUITT
1021,31637,13,75,13075,1658,754,90270325,88421401,2848,1273,208345771,203687859,17212,7287,603992745,588345665,58.22,59.23,43.33,43.41,9.63,10.35,14.95,15.03,31637,B5,G6350,S,204808572,3537268,31.2959669,-83.4402119,31.2959669,-83.4402119,51,13,13075,Cook,Cook County,17212,Southern Georgia,149238,233.1840057,COOK
1022,31637,13,277,13277,133,58,13380432,12549795,2848,1273,208345771,203687859,40118,16434,696160501,670585617,4.67,4.56,6.42,6.16,0.33,0.35,1.92,1.87,31637,B5,G6350,S,204808572,3537268,31.2959669,-83.4402119,31.2959669,-83.4402119,132,13,13277,Tift,Tift County,40118,Southern Georgia,172006,268.7590027,TIFT
1023,31638,13,27,13027,1045,468,70921658,69955594,1045,468,70921658,69955594,16243,7706,1289296945,1276982395,100,100,100,100,6.43,6.07,5.5,5.48,31638,B5,G6350,S,69955594,966064,30.9064171,-83.5121865,30.9064171,-83.5121865,78,13,13027,Brooks,Brooks County,16243,Southern Georgia,318553,497.7380066,BROOKS
1024,31639,13,19,13019,10499,4733,571782695,565060775,10537,4751,577218959,570486234,19286,8709,1185910843,1170407787,99.64,99.62,99.06,99.05,54.44,54.35,48.21,48.28,31639,B5,G6350,S,570486223,6732725,31.2165483,-83.1907272,31.2165483,-83.1907272,49,13,13019,Berrien,Berrien County,19286,Southern Georgia,293043,457.8800049,BERRIEN
1025,31639,13,173,13173,38,18,5436264,5425459,10537,4751,577218959,570486234,10078,4249,517449728,479824426,0.36,0.38,0.94,0.95,0.38,0.42,1.05,1.13,31639,B5,G6350,S,570486223,6732725,31.2165483,-83.1907272,31.2165483,-83.1907272,1,13,13173,Lanier,Lanier County,10078,Southern Georgia,127874,199.8029938,LANIER
1026,31641,13,173,13173,772,312,91041281,76761523,1831,758,220334474,204178050,10078,4249,517449728,479824426,42.16,41.16,41.32,37.6,7.66,7.34,17.59,16,31641,B5,G6350,S,204178035,16156406,30.9195698,-83.0922971,30.9195698,-83.0922971,1,13,13173,Lanier,Lanier County,10078,Southern Georgia,127874,199.8029938,LANIER
1027,31641,13,185,13185,1059,446,129293193,127416527,1831,758,220334474,204178050,109233,43921,1322384276,1284805506,57.84,58.84,58.68,62.4,0.97,1.02,9.78,9.92,31641,B5,G6350,S,204178035,16156406,30.9195698,-83.0922971,30.9195698,-83.0922971,82,13,13185,Lowndes,Lowndes County,109233,Southern Georgia,326762,510.5660095,LOWNDES
1028,31642,13,3,13003,4892,1987,478207792,468956802,4898,1991,481678490,471657792,8375,3522,892337644,878994487,99.88,99.8,99.28,99.43,58.41,56.42,53.59,53.35,31642,B5,G6350,S,471400306,10278154,31.2629144,-82.8826269,31.2629144,-82.8826269,83,13,13003,Atkinson,Atkinson County,8375,Southern Georgia,220539,344.5920105,ATKINSON
1029,31642,13,65,13065,6,4,3470698,2700990,4898,1991,481678490,471657792,6798,3007,2134132216,2072566618,0.12,0.2,0.72,0.57,0.09,0.13,0.16,0.13,31642,B5,G6350,S,471400306,10278154,31.2629144,-82.8826269,31.2629144,-82.8826269,47,13,13065,Clinch,Clinch County,6798,Southern Georgia,527504,824.2249756,CLINCH
1030,31643,13,27,13027,8709,4142,685666799,680195599,8709,4142,685666799,680195599,16243,7706,1289296945,1276982395,100,100,100,100,53.62,53.75,53.18,53.27,31643,B5,G6350,S,680310383,5356429,30.7730889,-83.556898,30.7730889,-83.556898,78,13,13027,Brooks,Brooks County,16243,Southern Georgia,318553,497.7380066,BROOKS
1031,31645,13,19,13019,2743,1252,88467066,86311169,5147,2285,131618624,128529839,19286,8709,1185910843,1170407787,53.29,54.79,67.21,67.15,14.22,14.38,7.46,7.37,31645,B5,G6350,S,128529820,3088780,31.060719,-83.2186884,31.060719,-83.2186884,49,13,13019,Berrien,Berrien County,19286,Southern Georgia,293043,457.8800049,BERRIEN
1032,31645,13,173,13173,1727,731,27738841,26868684,5147,2285,131618624,128529839,10078,4249,517449728,479824426,33.55,31.99,21.08,20.9,17.14,17.2,5.36,5.6,31645,B5,G6350,S,128529820,3088780,31.060719,-83.2186884,31.060719,-83.2186884,1,13,13173,Lanier,Lanier County,10078,Southern Georgia,127874,199.8029938,LANIER
1033,31645,13,185,13185,677,302,15412717,15349986,5147,2285,131618624,128529839,109233,43921,1322384276,1284805506,13.15,13.22,11.71,11.94,0.62,0.69,1.17,1.19,31645,B5,G6350,S,128529820,3088780,31.060719,-83.2186884,31.060719,-83.2186884,82,13,13185,Lowndes,Lowndes County,109233,Southern Georgia,326762,510.5660095,LOWNDES
1034,31647,13,75,13075,3535,1405,119128332,116549951,3535,1405,119128332,116549951,17212,7287,603992745,588345665,100,100,100,100,20.54,19.28,19.72,19.81,31647,B5,G6350,S,116601085,2527185,31.2088425,-83.4273367,31.2088425,-83.4273367,51,13,13075,Cook,Cook County,17212,Southern Georgia,149238,233.1840057,COOK
1035,31648,13,101,13101,1040,388,11955938,11955938,1040,388,11955938,11955938,4034,1558,1089659090,1074571687,100,100,100,100,25.78,24.9,1.1,1.11,31648,B5,G6350,S,11955936,0,30.7065018,-83.0190271,30.7065018,-83.0190271,37,13,13101,Echols,Echols County,4034,Southern Georgia,269306,420.7900085,ECHOLS
1036,31649,13,173,13173,1056,471,129083353,127565196,1056,471,129083353,127565196,10078,4249,517449728,479824426,100,100,100,100,10.48,11.08,24.95,26.59,31649,B5,G6350,S,127643990,1439381,30.9638847,-82.9954721,30.9638847,-82.9954721,1,13,13173,Lanier,Lanier County,10078,Southern Georgia,127874,199.8029938,LANIER
1037,31650,13,3,13003,2241,1003,167423090,166300554,3311,1469,266656148,261983691,8375,3522,892337644,878994487,67.68,68.28,62.79,63.48,26.76,28.48,18.76,18.92,31650,B5,G6350,S,262032635,4623507,31.3958235,-83.0253918,31.3958235,-83.0253918,83,13,13003,Atkinson,Atkinson County,8375,Southern Georgia,220539,344.5920105,ATKINSON
1038,31650,13,69,13069,1070,466,99233058,95683137,3311,1469,266656148,261983691,42356,17061,1560856918,1489494986,32.32,31.72,37.21,36.52,2.53,2.73,6.36,6.42,31650,B5,G6350,S,262032635,4623507,31.3958235,-83.0253918,31.3958235,-83.0253918,63,13,13069,Coffee,Coffee County,42356,Southern Georgia,385768,602.7620239,COFFEE
1039,31698,13,185,13185,2223,0,217408,217408,2223,0,217408,217408,109233,43921,1322384276,1284805506,100,0,100,100,2.04,0,0.02,0.02,31698,B5,G6350,S,217408,0,30.8489438,-83.2895704,30.8489438,-83.2895704,82,13,13185,Lowndes,Lowndes County,109233,Southern Georgia,326762,510.5660095,LOWNDES
1040,31699,13,185,13185,621,2,1394617,1394617,621,2,1394617,1394617,109233,43921,1322384276,1284805506,100,100,100,100,0.57,0,0.11,0.11,31699,B5,G6350,S,1394617,0,30.9749153,-83.2051992,30.9749153,-83.2051992,82,13,13185,Lowndes,Lowndes County,109233,Southern Georgia,326762,510.5660095,LOWNDES
1041,31701,13,95,13095,19786,8959,69578160,65257142,20552,9242,74495019,70019893,94565,40801,866694475,851299438,96.27,96.94,93.4,93.2,20.92,21.96,8.03,7.67,31701,B5,G6350,S,70019886,4475069,31.5526948,-84.1592142,31.5526948,-84.1592142,116,13,13095,Dougherty,Dougherty County,94565,Southwest Georgia,214122,334.5660095,DOUGHERTY
1042,31701,13,177,13177,766,283,4916859,4762751,20552,9242,74495019,70019893,28298,10276,936883554,921475641,3.73,3.06,6.6,6.8,2.71,2.75,0.52,0.52,31701,B5,G6350,S,70019886,4475069,31.5526948,-84.1592142,31.5526948,-84.1592142,58,13,13177,Lee,Lee County,28298,Southwest Georgia,231462,361.6600037,LEE
1043,31705,13,95,13095,32488,12460,281897038,278340510,35565,13724,402371796,398502655,94565,40801,866694475,851299438,91.35,90.79,70.06,69.85,34.36,30.54,32.53,32.7,31705,B5,G6350,S,398502692,3869194,31.5168895,-84.0429416,31.5168895,-84.0429416,116,13,13095,Dougherty,Dougherty County,94565,Southwest Georgia,214122,334.5660095,DOUGHERTY
1044,31705,13,205,13205,711,316,39269114,39139927,35565,13724,402371796,398502655,23498,8996,1330797363,1326293194,2,2.3,9.76,9.82,3.03,3.51,2.95,2.95,31705,B5,G6350,S,398502692,3869194,31.5168895,-84.0429416,31.5168895,-84.0429416,71,13,13205,Mitchell,Mitchell County,23498,Southwest Georgia,328781,513.7210083,MITCHELL
1045,31705,13,321,13321,2366,948,81205644,81022218,35565,13724,402371796,398502655,21679,9251,1488609501,1478111101,6.65,6.91,20.18,20.33,10.91,10.25,5.46,5.48,31705,B5,G6350,S,398502692,3869194,31.5168895,-84.0429416,31.5168895,-84.0429416,127,13,13321,Worth,Worth County,21679,Southwest Georgia,367777,574.6519775,WORTH
1046,31707,13,95,13095,24442,11891,43566863,43086145,25299,12219,49059625,48578907,94565,40801,866694475,851299438,96.61,97.32,88.8,88.69,25.85,29.14,5.03,5.06,31707,B5,G6350,S,48577855,481764,31.5869193,-84.2064309,31.5869193,-84.2064309,116,13,13095,Dougherty,Dougherty County,94565,Southwest Georgia,214122,334.5660095,DOUGHERTY
1047,31707,13,177,13177,857,328,5492762,5492762,25299,12219,49059625,48578907,28298,10276,936883554,921475641,3.39,2.68,11.2,11.31,3.03,3.19,0.59,0.6,31707,B5,G6350,S,48577855,481764,31.5869193,-84.2064309,31.5869193,-84.2064309,58,13,13177,Lee,Lee County,28298,Southwest Georgia,231462,361.6600037,LEE
1048,31709,13,261,13261,16019,6765,334073219,328890375,16019,6765,334073219,328890375,32819,13909,1275967547,1250179595,100,100,100,100,48.81,48.64,26.18,26.31,31709,B5,G6350,S,328915654,5182790,32.0648059,-84.1232422,32.0648059,-84.1232422,74,13,13261,Sumter,Sumter County,32819,River Valley,315235,492.5549927,SUMTER
1049,31711,13,193,13193,282,145,68237054,67400980,867,447,154101770,152174672,14740,6136,1051513250,1037654091,32.53,32.44,44.28,44.29,1.91,2.36,6.49,6.5,31711,B5,G6350,S,152170191,1927086,32.1909976,-84.1302295,32.1909976,-84.1302295,130,13,13193,Macon,Macon County,14740,River Valley,259783,405.9110107,MACON
1050,31711,13,261,13261,585,302,85864716,84773692,867,447,154101770,152174672,32819,13909,1275967547,1250179595,67.47,67.56,55.72,55.71,1.78,2.17,6.73,6.78,31711,B5,G6350,S,152170191,1927086,32.1909976,-84.1302295,32.1909976,-84.1302295,74,13,13261,Sumter,Sumter County,32819,River Valley,315235,492.5549927,SUMTER
1051,31712,13,81,13081,1263,549,127979226,127221191,1263,549,127979226,127221191,23439,10734,727660293,705987965,100,100,100,100,5.39,5.11,17.59,18.02,31712,B5,G6350,S,127221198,758028,31.8349921,-83.7073476,31.8349921,-83.7073476,95,13,13081,Crisp,Crisp County,23439,River Valley,179779,280.9039917,CRISP
1052,31714,13,287,13287,6304,2784,448868010,442543473,6474,2860,492784185,486272033,8930,3841,751045849,739164599,97.37,97.34,91.09,91.01,70.59,72.48,59.77,59.87,31714,B5,G6350,S,486272051,6512139,31.7202498,-83.693961,31.7202498,-83.693961,81,13,13287,Turner,Turner County,8930,Southern Georgia,185562,289.9410095,TURNER
1053,31714,13,321,13321,170,76,43916175,43728560,6474,2860,492784185,486272033,21679,9251,1488609501,1478111101,2.63,2.66,8.91,8.99,0.78,0.82,2.95,2.96,31714,B5,G6350,S,486272051,6512139,31.7202498,-83.693961,31.7202498,-83.693961,127,13,13321,Worth,Worth County,21679,Southwest Georgia,367777,574.6519775,WORTH
1054,31716,13,205,13205,2896,1207,210184972,209496922,2896,1207,210184972,209496922,23498,8996,1330797363,1326293194,100,100,100,100,12.32,13.42,15.79,15.8,31716,B5,G6350,S,209496798,688052,31.3585365,-84.1279361,31.3585365,-84.1279361,71,13,13205,Mitchell,Mitchell County,23498,Southwest Georgia,328781,513.7210083,MITCHELL
1055,31719,13,261,13261,10977,4137,245858044,243726560,10977,4137,245858044,243726560,32819,13909,1275967547,1250179595,100,100,100,100,33.45,29.74,19.27,19.5,31719,B5,G6350,S,243697999,2139720,32.0903017,-84.3107349,32.0903017,-84.3107349,74,13,13261,Sumter,Sumter County,32819,River Valley,315235,492.5549927,SUMTER
1056,31720,13,27,13027,215,99,11500661,11134298,455,223,12372204,12003577,16243,7706,1289296945,1276982395,47.25,44.39,92.96,92.76,1.32,1.28,0.89,0.87,31720,B5,G6350,S,12003577,368627,30.8781673,-83.7245332,30.8781673,-83.7245332,78,13,13027,Brooks,Brooks County,16243,Southern Georgia,318553,497.7380066,BROOKS
1057,31720,13,275,13275,240,124,871543,869279,455,223,12372204,12003577,44720,20177,1430238286,1410495980,52.75,55.61,7.04,7.24,0.54,0.61,0.06,0.06,31720,B5,G6350,S,12003577,368627,30.8781673,-83.7245332,30.8781673,-83.7245332,89,13,13275,Thomas,Thomas County,44720,Southwest Georgia,353353,552.1140137,THOMAS
1058,31721,13,7,13007,71,42,88324124,84915547,20095,8309,561279704,552028537,3451,1652,904264104,885629946,0.35,0.51,15.74,15.38,2.06,2.54,9.77,9.59,31721,B5,G6350,S,552023562,9251143,31.5252605,-84.301465,31.5252605,-84.301465,93,13,13007,Baker,Baker County,3451,Southwest Georgia,223407,349.0740051,BAKER
1059,31721,13,95,13095,17734,7428,463551987,457709397,20095,8309,561279704,552028537,94565,40801,866694475,851299438,88.25,89.4,82.59,82.91,18.75,18.21,53.49,53.77,31721,B5,G6350,S,552023562,9251143,31.5252605,-84.301465,31.5252605,-84.301465,116,13,13095,Dougherty,Dougherty County,94565,Southwest Georgia,214122,334.5660095,DOUGHERTY
1060,31721,13,177,13177,2183,783,5766880,5766880,20095,8309,561279704,552028537,28298,10276,936883554,921475641,10.86,9.42,1.03,1.04,7.71,7.62,0.62,0.63,31721,B5,G6350,S,552023562,9251143,31.5252605,-84.301465,31.5252605,-84.301465,58,13,13177,Lee,Lee County,28298,Southwest Georgia,231462,361.6600037,LEE
1061,31721,13,273,13273,107,56,3636713,3636713,20095,8309,561279704,552028537,9315,4080,874647028,868783601,0.53,0.67,0.65,0.66,1.15,1.37,0.42,0.42,31721,B5,G6350,S,552023562,9251143,31.5252605,-84.301465,31.5252605,-84.301465,141,13,13273,Terrell,Terrell County,9315,Southwest Georgia,216090,337.6400147,TERRELL
1062,31722,13,71,13071,494,212,1977920,1936592,494,212,1977920,1936592,45498,18311,1441688666,1409350694,100,100,100,100,1.09,1.16,0.14,0.14,31722,B5,G6350,S,1953838,24098,31.0674532,-83.622768,31.0674532,-83.622768,135,13,13071,Colquitt,Colquitt County,45498,Southwest Georgia,356190,556.5479736,COLQUITT
