CensusId,TotalPop,IncomePerCap
55111,62992,26335
55113,16483,25284
55115,41563,24638
55117,115226,27034
55119,20569,24300
55121,29412,25502
55123,30279,23985
55125,21355,26304
55127,103039,27410
55129,15700,25575
55131,132921,33744
55133,393873,38684
55135,52125,27257
55137,24321,23977
55139,169004,27770
55141,74012,26516
56001,37565,24946
56003,11895,23812
56005,48013,33925
56007,15739,26706
56009,14101,30249
56011,7229,32083
56013,40755,25293
56015,13544,25105
56017,4809,27259
56019,8600,30144
56021,95431,30047
56023,18316,29915
56025,80011,30783
56027,2516,25272
56029,28985,29411
56031,8750,25899
56033,29738,29892
56035,10117,33193
56037,44772,30568
56039,22311,44231
56041,20930,25772
56043,8400,27394
56045,7152,30245
72001,18962,7270
72003,40603,8465
72005,57973,10297
72007,27693,8441
72009,24829,8867
72011,28579,8536
72013,92511,9461
72015,19018,7562
72017,24775,7849
72019,29805,7361
72021,197287,13068
72023,50380,9500
72025,138262,13486
72027,33949,9234
72029,47432,10621
72031,168114,15185
72033,26680,10820
72035,46647,12453
72037,12810,10269
72039,17928,6774
72041,42298,11678
72043,40293,9634
72045,20339,7076
72047,35975,7459
72049,1557,9333
72051,38166,14412
72053,34720,10609
72054,12408,7263
72055,18207,7245
72057,43700,8831
72059,20442,7811
72061,93899,23166
72063,46765,15111
72065,41578,9876
72067,16845,11096
72069,56384,10678
72071,44438,8371
72073,15890,7242
72075,49259,9328
72077,40104,9446
72079,24722,6974
72081,28727,7598
72083,9306,6792
72085,38605,9833
72087,28454,8665
72089,19497,10284
72091,42167,10190
72093,6315,5878
72095,11701,8374
72097,83418,9930
72099,38815,7685
72101,32294,7465
72103,26804,9749
72105,29751,9347
72107,22595,6792
72109,18441,7643
72111,22770,7299
72113,156054,10562
72115,25205,8649
72117,14841,9412
72119,53029,10363
72121,24307,7943
72123,30114,8286
72125,34125,9399
72127,371400,16691
72129,39778,10021
72131,40471,7519
72133,22913,9199
72135,74603,13689
72137,85242,11673
72139,71886,15409
72141,31474,7717
72143,39319,9918
72145,56858,9102
72147,9130,8821
72149,24685,8420
72151,36279,7960
72153,39474,7743
