CensusId,TotalPop,IncomePerCap
20137,5590,23702
20139,16080,24243
20141,3782,27132
20143,6048,26260
20145,6911,24125
20147,5501,25072
20149,22625,25964
20151,9739,27078
20153,2545,27559
20155,64058,23578
20157,4806,25317
20159,10014,23687
20161,75022,23992
20163,5186,23891
20165,3184,24843
20167,6988,26128
20169,55735,25641
20171,4928,30179
20173,506529,26016
20175,23274,20442
20177,178792,26691
20179,2531,28733
20181,6054,21786
20183,3740,27315
20185,4320,25476
20187,2149,22690
20189,5772,24827
20191,23638,24214
20193,7925,26309
20195,2951,28817
20197,6997,23962
20199,1595,28265
20201,5686,23440
20203,2204,23367
20205,9061,22538
20207,3211,21432
20209,160806,18912
21001,18852,18277
21003,20355,20702
21005,21761,24353
21007,8256,24056
21009,42925,20262
21011,11978,18719
21013,27950,13701
21015,124617,29866
21017,20013,23620
21019,48917,25745
21021,29388,22368
21023,8425,21054
21025,13591,15737
21027,20061,19185
21029,76961,24458
21031,12835,18502
21033,12826,20840
21035,38106,20701
21037,91475,28248
21039,4984,21499
21041,10830,20129
21043,27326,18948
21045,15954,17526
21047,74159,19614
21049,35657,25492
21051,21300,13802
21053,10188,16712
21055,9222,21248
21057,6807,17571
21059,98173,23952
21061,12105,20304
21063,7725,15319
21065,14476,16446
21067,308306,30031
21069,14544,21453
21071,38649,18173
21073,49778,26778
21075,6422,18082
21077,8567,21634
21079,16976,22567
21081,24670,19667
21083,37502,20805
21085,26001,19902
21087,11149,19563
21089,36477,23649
21091,8669,22330
21093,107529,24845
21095,28400,15840
21097,18648,20490
21099,18441,18993
21101,46396,22628
21103,15455,21806
21105,4720,19597
21107,46518,22517
21109,13357,16405
21111,755809,28822
21113,50328,26230
21115,23350,18436
21117,163007,27847
21119,16000,17939
21121,31809,15599
21123,14149,20570
21125,59751,18795
21127,15821,18890
21129,7119,13688
21131,10997,15558
21133,23671,17194
21135,13790,16662
21137,24498,18564
21139,9394,23079
21141,26851,19126
21143,8402,24723
21145,65408,28577
21147,18001,10880
21149,9500,20910
21151,85838,21977
21153,12979,16046
21155,19717,19347
21157,31181,23707
21159,12631,14179
21161,17296,23773
21163,29098,23473
21165,6343,16768
21167,21342,22658
21169,9985,17608
21171,10765,17635
21173,27167,20850
21175,13428,16007
21177,31309,19609
21179,44564,24699
21181,7075,20039
21183,24065,19254
21185,63037,34423
21187,10711,22878
21189,4616,15158
21191,14514,23725
21193,28041,18910
21195,63434,20061
21197,12447,17241
21199,63635,20215
21201,2208,19246
21203,16942,16963
21205,23608,18185
21207,17669,17010
21209,50178,28232
21211,44290,27631
21213,17704,19397
21215,17577,27016
21217,24993,18120
21219,12524,19042
21221,14250,26001
21223,8783,23465
21225,15138,20164
21227,118950,23823
21229,11910,19793
21231,20655,15475
21233,13357,19891
21235,35794,16748
21237,7261,13901
21239,25317,30490
22001,62163,20552
22003,25653,19868
22005,114738,29269
22007,23057,23886
22009,41389,18967
22011,36259,22961
22013,13977,20464
22015,123403,27572
22017,254742,24876
22019,195887,25005
22021,9990,21493
22023,6706,29679
22025,10247,21851
22027,16639,17547
22029,20449,17498
22031,26965,22513
22033,444690,27944
22035,7501,11313
22037,19855,21348
22039,33768,18484
22041,20550,17324
22043,22362,17987
22045,73938,23977
22047,33229,21428
22049,16109,18986
22051,435092,27127
22053,31434,22260
22055,231811,30240
22057,97474,25303
22059,14899,20818
22061,47349,21003
22063,133949,25999
22065,11873,14205
22067,27012,18209
22069,39330,19883
22071,376738,27721
22073,155769,21770
22075,23599,24837
22077,22498,25024
22079,132225,21671
22081,8838,23016
22083,20777,19699
22085,24248,22605
22087,42858,20160
22089,52639,27247
22091,10818,18620
22093,21650,24071
22095,44161,22660
22097,83613,19156
22099,53126,22983
22101,53441,21847
22103,242960,31022
22105,125486,21671
22107,4893,16912
22109,112742,23626
22111,22533,19676
22113,59110,23261
22115,52476,21578
22117,46556,17745
22119,40617,20248
22121,24669,26118
22123,11454,19353
22125,15415,22122
22127,14855,17877
23001,107393,25011
23003,70005,21763
23005,286119,34081
23007,30402,22980
23009,54658,28432
23011,121112,25957
23013,39723,28144
23015,34156,29078
23017,57421,21280
23019,153437,24149
23021,17156,22856
23023,35092,30062
23025,51577,21729
23027,38976,24473
23029,32191,21977
23031,199682,30705
24001,73549,21674
24003,555280,41706
24005,822959,35011
24009,90114,39011
24011,32661,24943
24013,167444,36936
24015,101960,29538
24017,152754,36809
24019,32534,27870
24021,241373,37449
24023,29813,25348
24025,248966,35746
24027,304115,48104
24029,19923,30081
24031,1017859,49110
24033,892816,32639
24035,48600,38733
24037,109614,36668
24039,25980,16631
24041,37799,38317
24043,149270,27066
24045,101182,26241
24047,51519,32419
24510,622454,25707
25001,214766,37678
25003,129288,30469
25005,552763,29607
25007,17048,38560
25009,763849,36212
25011,71144,30584
25013,468041,26560
25015,160759,30244
25017,1556116,44152
25019,10556,45000
25021,687721,45829
25023,503681,36163
25025,758919,34420
25027,810935,32284
26001,10550,23933
26003,9476,21259
26005,112837,25161
26007,29068,22082
26009,23267,27155
26011,15424,21197
26013,8690,17461
26015,59147,25795
26017,106698,24445
26019,17437,25023
26021,155565,25241
26023,43706,21263
26025,134790,23150
26027,51952,24314
26029,26134,28188
26031,25690,23631
26033,38586,20396
26035,30710,19181
26037,76905,29766
26039,13895,22595
26041,36712,23061
26043,26012,24880
26045,108341,27577
26047,33018,31109
26049,415874,22957
26051,25501,21234
26053,15824,21008
26055,89907,28050
26057,41878,19618
26059,46178,21291
26061,36660,20081
26063,32290,23382
26065,283491,25436
26067,64064,20921
26069,25401,23486
26071,11507,21725
26073,70669,20518
26075,159759,23377
26077,256752,26416
26079,17230,21320
26081,622590,27032
26083,2198,24384
26085,11426,16679
26087,88235,24478
26089,21772,34322
26091,98902,23252
26093,184591,33619
26095,6477,18427
26097,11044,23889
26099,854689,27525
26101,24536,22647
26103,67582,23785
26105,28711,24244
26107,43301,20405
26109,23717,23233
26111,83624,30172
26113,14988,20530
26115,150436,26982
26117,63004,19955
26119,9401,20771
26121,171483,21291
26123,48029,21230
26125,1229503,37728
26127,26229,20234
26129,21222,20972
26131,6298,21896
26133,23234,19205
26135,8444,19520
26137,24141,25743
26139,273136,26519
26141,13037,23550
26143,24068,22513
26145,196479,23139
26147,160429,25429
26149,61022,21559
26151,42014,21374
26153,8288,20580
26155,69113,23582
26157,54420,21904
26159,75351,22358
26161,354092,34738
26163,1778969,22897
26165,32751,20988
27001,15839,25591
27003,338764,31775
27005,33138,26399
27007,45434,22524
27009,39221,25341
27011,5134,27426
27013,65125,26440
27015,25391,28018
27017,35443,24584
27019,95715,40322
27021,28519,25720
27023,12154,26372
27025,53834,29553
27027,60879,25896
27029,8752,23391
27031,5194,33056
27033,11632,24978
27035,63048,27936
27037,408456,36171
27039,20290,30091
27041,36620,29953
27043,14230,27135
27045,20843,26348
27047,30897,26494
27049,46377,30236
27051,5961,27952
27053,1197776,38724
27055,18812,27626
27057,20574,25725
27059,38296,27152
27061,45354,25219
27063,10211,27494
27065,16003,23661
27067,42444,27560
27069,4480,29279
27071,13054,25398
27073,7023,29541
27075,10750,29346
27077,3949,22543
27079,27707,28483
27081,5808,26910
27083,25699,28010
27085,36046,27612
27087,5496,19743
27089,9453,27863
27091,20350,28244
27093,23129,27313
27095,25809,23603
27097,32962,24984
27099,39227,26265
27101,8529,28976
27103,33086,28118
27105,21687,23515
27107,6692,25314
27109,148736,35267
27111,57511,28066
27113,14110,25500
27115,29218,22436
27117,9354,26842
27119,31547,26766
27121,10948,30071
27123,527411,30333
27125,4061,25183
27127,15723,25716
27129,15171,28698
27131,64886,26660
27133,9563,26065
27135,15615,26698
27137,200506,27190
27139,137322,36180
27141,90401,29923
27143,15021,27493
27145,152595,27135
27147,36523,28087
27149,9771,25739
27151,9525,27202
27153,24466,23808
27155,3429,29120
27157,21381,30468
27159,13759,22002
27161,19076,26457
27163,246670,38461
27165,11054,25973
27167,6526,26862
27169,51213,24660
27171,128691,30238
27173,10092,26885
28001,31979,17669
28003,37319,19467
28005,12840,17635
28007,19175,20604
28009,8470,19935
28011,33803,15751
28013,14789,17434
28015,10338,20627
28017,17391,17538
28019,8354,17464
28021,9330,12229
28023,16362,20071
28025,20279,18405
28027,25254,15393
28029,28921,17762
28031,19471,16245
28033,168586,26085
28035,76267,19897
28037,7857,22098
28039,23104,21413
28041,14129,15728
28043,21591,19138
28045,45627,22286
28047,196268,22120
28049,245874,20598
28051,18772,11972
28053,8984,13503
28055,1291,12423
28057,23451,19483
28059,140676,24001
28061,16588,18260
28063,7586,12601
28065,11941,15682
28067,68276,20465
28069,10211,14516
28071,51169,23227
28073,58885,26403
28075,79832,21525
28077,12586,19844
28079,23153,17696
28081,85036,22282
28083,31516,14563
28085,34765,18844
28087,59699,21410
28089,100202,34478
28091,26109,19491
28093,36385,19047
28095,36175,19215
28097,10464,17674
28099,29553,18572
28101,21663,20413
28103,11143,14450
28105,49048,20091
28107,34373,19525
28109,55196,19786
28111,12187,17928
28113,40075,17777
28115,30517,19695
28117,25380,17644
28119,7761,14503
28121,146761,27389
28123,28293,17256
28125,4805,15993
28127,27401,17412
28129,16257,21050
28131,17978,19484
28133,27911,13718
28135,14959,13819
28137,28415,21547
28139,22054,20012
28141,19539,18881
28143,10477,17246
28145,27811,18889
28147,14978,17872
28149,48020,22417
28151,49499,17160
28153,20564,20231
28155,9999,19938
28157,9345,15307
28159,18697,19199
28161,12381,19679
28163,27911,14934
29001,25560,19671
29003,17328,26778
29005,5440,26069
29007,25783,18934
29009,35726,19313
29011,12166,20780
29013,16643,21715
29015,18854,19122
29017,12356,19605
29019,170770,27150
29021,89561,22218
29023,42951,19473
29025,9083,23082
29027,44566,22520
29029,43927,23996
29031,77606,24479
29033,9096,23403
29035,6284,20318
29037,100781,28398
29039,13892,18255
29041,7650,20953
29043,80904,24730
29045,6919,23463
29047,230361,29793
29049,20498,25500
29051,76533,26014
29053,17593,23252
29055,24660,19017
29057,7618,20828
29059,16564,17494
29061,8277,19208
29063,12782,17125
29065,15612,19747
29067,13516,17343
29069,31562,18009
29071,101828,25241
29073,14948,22845
29075,6785,20687
29077,283206,24097
29079,10256,19365
29081,8722,19906
29083,22034,23961
29085,9335,18153
29087,4615,25319
29089,10182,22158
29091,40326,18817
29093,10322,19559
29095,680905,26629
29097,117184,22431
29099,221577,25247
29101,54155,22722
29103,4035,22397
29105,35514,19567
29107,32916,24266
29109,38244,19508
29111,10172,20042
29113,53850,22232
29115,12401,19889
29117,15042,22557
29119,22763,18498
29121,15460,19738
29123,12401,17179
29125,9057,20731
29127,28840,21614
29129,3718,20404
29131,24956,21268
