,state,county,id,abvr
2103,Ohio,Ottawa County,39123,OH
2104,Ohio,Paulding County,39125,OH
2105,Ohio,Perry County,39127,OH
2106,Ohio,Pickaway County,39129,OH
2107,Ohio,Pike County,39131,OH
2108,Ohio,Portage County,39133,OH
2109,Ohio,Preble County,39135,OH
2110,Ohio,Putnam County,39137,OH
2111,Ohio,Richland County,39139,OH
2112,Ohio,Ross County,39141,OH
2113,Ohio,Sandusky County,39143,OH
2114,Ohio,Scioto County,39145,OH
2115,Ohio,Seneca County,39147,OH
2116,Ohio,Shelby County,39149,OH
2117,Ohio,Stark County,39151,OH
2118,Ohio,Summit County,39153,OH
2119,Ohio,Trumbull County,39155,OH
2120,Ohio,Tuscarawas County,39157,OH
2121,Ohio,Union County,39159,OH
2122,Ohio,Van Wert County,39161,OH
2123,Ohio,Vinton County,39163,OH
2124,Ohio,Warren County,39165,OH
2125,Ohio,Washington County,39167,OH
2126,Ohio,Wayne County,39169,OH
2127,Ohio,Williams County,39171,OH
2128,Ohio,Wood County,39173,OH
2129,Ohio,Wyandot County,39175,OH
2130,Oklahoma,Adair County,40001,OK
2131,Oklahoma,Alfalfa County,40003,OK
2132,Oklahoma,Atoka County,40005,OK
2133,Oklahoma,Beaver County,40007,OK
2134,Oklahoma,Beckham County,40009,OK
2135,Oklahoma,Blaine County,40011,OK
2136,Oklahoma,Bryan County,40013,OK
2137,Oklahoma,Caddo County,40015,OK
2138,Oklahoma,Canadian County,40017,OK
2139,Oklahoma,Carter County,40019,OK
2140,Oklahoma,Cherokee County,40021,OK
2141,Oklahoma,Choctaw County,40023,OK
2142,Oklahoma,Cimarron County,40025,OK
2143,Oklahoma,Cleveland County,40027,OK
2144,Oklahoma,Coal County,40029,OK
2145,Oklahoma,Comanche County,40031,OK
2146,Oklahoma,Cotton County,40033,OK
2147,Oklahoma,Craig County,40035,OK
2148,Oklahoma,Creek County,40037,OK
2149,Oklahoma,Custer County,40039,OK
2150,Oklahoma,Delaware County,40041,OK
2151,Oklahoma,Dewey County,40043,OK
2152,Oklahoma,Ellis County,40045,OK
2153,Oklahoma,Garfield County,40047,OK
2154,Oklahoma,Garvin County,40049,OK
2155,Oklahoma,Grady County,40051,OK
2156,Oklahoma,Grant County,40053,OK
2157,Oklahoma,Greer County,40055,OK
2158,Oklahoma,Harmon County,40057,OK
2159,Oklahoma,Harper County,40059,OK
2160,Oklahoma,Haskell County,40061,OK
2161,Oklahoma,Hughes County,40063,OK
2162,Oklahoma,Jackson County,40065,OK
2163,Oklahoma,Jefferson County,40067,OK
2164,Oklahoma,Johnston County,40069,OK
2165,Oklahoma,Kay County,40071,OK
2166,Oklahoma,Kingfisher County,40073,OK
2167,Oklahoma,Kiowa County,40075,OK
2168,Oklahoma,Latimer County,40077,OK
2169,Oklahoma,Le Flore County,40079,OK
2170,Oklahoma,Lincoln County,40081,OK
2171,Oklahoma,Logan County,40083,OK
2172,Oklahoma,Love County,40085,OK
2173,Oklahoma,McClain County,40087,OK
2174,Oklahoma,McCurtain County,40089,OK
2175,Oklahoma,McIntosh County,40091,OK
2176,Oklahoma,Major County,40093,OK
2177,Oklahoma,Marshall County,40095,OK
2178,Oklahoma,Mayes County,40097,OK
2179,Oklahoma,Murray County,40099,OK
2180,Oklahoma,Muskogee County,40101,OK
2181,Oklahoma,Noble County,40103,OK
2182,Oklahoma,Nowata County,40105,OK
2183,Oklahoma,Okfuskee County,40107,OK
2184,Oklahoma,Oklahoma County,40109,OK
2185,Oklahoma,Okmulgee County,40111,OK
2186,Oklahoma,Osage County,40113,OK
2187,Oklahoma,Ottawa County,40115,OK
2188,Oklahoma,Pawnee County,40117,OK
2189,Oklahoma,Payne County,40119,OK
2190,Oklahoma,Pittsburg County,40121,OK
2191,Oklahoma,Pontotoc County,40123,OK
2192,Oklahoma,Pottawatomie County,40125,OK
2193,Oklahoma,Pushmataha County,40127,OK
2194,Oklahoma,Roger Mills County,40129,OK
2195,Oklahoma,Rogers County,40131,OK
2196,Oklahoma,Seminole County,40133,OK
2197,Oklahoma,Sequoyah County,40135,OK
2198,Oklahoma,Stephens County,40137,OK
2199,Oklahoma,Texas County,40139,OK
2200,Oklahoma,Tillman County,40141,OK
2201,Oklahoma,Tulsa County,40143,OK
2202,Oklahoma,Wagoner County,40145,OK
2203,Oklahoma,Washington County,40147,OK
2204,Oklahoma,Washita County,40149,OK
2205,Oklahoma,Woods County,40151,OK
2206,Oklahoma,Woodward County,40153,OK
2207,Oregon,Baker County,41001,OR
2208,Oregon,Benton County,41003,OR
2209,Oregon,Clackamas County,41005,OR
2210,Oregon,Clatsop County,41007,OR
2211,Oregon,Columbia County,41009,OR
2212,Oregon,Coos County,41011,OR
2213,Oregon,Crook County,41013,OR
2214,Oregon,Curry County,41015,OR
2215,Oregon,Deschutes County,41017,OR
2216,Oregon,Douglas County,41019,OR
2217,Oregon,Gilliam County,41021,OR
2218,Oregon,Grant County,41023,OR
2219,Oregon,Harney County,41025,OR
2220,Oregon,Hood River County,41027,OR
2221,Oregon,Jackson County,41029,OR
2222,Oregon,Jefferson County,41031,OR
2223,Oregon,Josephine County,41033,OR
2224,Oregon,Klamath County,41035,OR
2225,Oregon,Lake County,41037,OR
2226,Oregon,Lane County,41039,OR
2227,Oregon,Lincoln County,41041,OR
2228,Oregon,Linn County,41043,OR
2229,Oregon,Malheur County,41045,OR
2230,Oregon,Marion County,41047,OR
2231,Oregon,Morrow County,41049,OR
2232,Oregon,Multnomah County,41051,OR
2233,Oregon,Polk County,41053,OR
2234,Oregon,Sherman County,41055,OR
2235,Oregon,Tillamook County,41057,OR
2236,Oregon,Umatilla County,41059,OR
2237,Oregon,Union County,41061,OR
2238,Oregon,Wallowa County,41063,OR
2239,Oregon,Wasco County,41065,OR
2240,Oregon,Washington County,41067,OR
2241,Oregon,Wheeler County,41069,OR
2242,Oregon,Yamhill County,41071,OR
2243,Pennsylvania,Adams County,42001,PA
2244,Pennsylvania,Allegheny County,42003,PA
2245,Pennsylvania,Armstrong County,42005,PA
2246,Pennsylvania,Beaver County,42007,PA
2247,Pennsylvania,Bedford County,42009,PA
2248,Pennsylvania,Berks County,42011,PA
2249,Pennsylvania,Blair County,42013,PA
2250,Pennsylvania,Bradford County,42015,PA
2251,Pennsylvania,Bucks County,42017,PA
2252,Pennsylvania,Butler County,42019,PA
2253,Pennsylvania,Cambria County,42021,PA
2254,Pennsylvania,Cameron County,42023,PA
2255,Pennsylvania,Carbon County,42025,PA
2256,Pennsylvania,Centre County,42027,PA
2257,Pennsylvania,Chester County,42029,PA
2258,Pennsylvania,Clarion County,42031,PA
2259,Pennsylvania,Clearfield County,42033,PA
2260,Pennsylvania,Clinton County,42035,PA
2261,Pennsylvania,Columbia County,42037,PA
2262,Pennsylvania,Crawford County,42039,PA
2263,Pennsylvania,Cumberland County,42041,PA
2264,Pennsylvania,Dauphin County,42043,PA
2265,Pennsylvania,Delaware County,42045,PA
2266,Pennsylvania,Elk County,42047,PA
2267,Pennsylvania,Erie County,42049,PA
2268,Pennsylvania,Fayette County,42051,PA
2269,Pennsylvania,Forest County,42053,PA
2270,Pennsylvania,Franklin County,42055,PA
2271,Pennsylvania,Fulton County,42057,PA
2272,Pennsylvania,Greene County,42059,PA
2273,Pennsylvania,Huntingdon County,42061,PA
2274,Pennsylvania,Indiana County,42063,PA
2275,Pennsylvania,Jefferson County,42065,PA
2276,Pennsylvania,Juniata County,42067,PA
2277,Pennsylvania,Lackawanna County,42069,PA
2278,Pennsylvania,Lancaster County,42071,PA
2279,Pennsylvania,Lawrence County,42073,PA
2280,Pennsylvania,Lebanon County,42075,PA
2281,Pennsylvania,Lehigh County,42077,PA
2282,Pennsylvania,Luzerne County,42079,PA
2283,Pennsylvania,Lycoming County,42081,PA
2284,Pennsylvania,McKean County,42083,PA
2285,Pennsylvania,Mercer County,42085,PA
2286,Pennsylvania,Mifflin County,42087,PA
2287,Pennsylvania,Monroe County,42089,PA
2288,Pennsylvania,Montgomery County,42091,PA
2289,Pennsylvania,Montour County,42093,PA
2290,Pennsylvania,Northampton County,42095,PA
2291,Pennsylvania,Northumberland County,42097,PA
2292,Pennsylvania,Perry County,42099,PA
2293,Pennsylvania,Philadelphia County,42101,PA
2294,Pennsylvania,Pike County,42103,PA
2295,Pennsylvania,Potter County,42105,PA
2296,Pennsylvania,Schuylkill County,42107,PA
2297,Pennsylvania,Snyder County,42109,PA
2298,Pennsylvania,Somerset County,42111,PA
2299,Pennsylvania,Sullivan County,42113,PA
2300,Pennsylvania,Susquehanna County,42115,PA
2301,Pennsylvania,Tioga County,42117,PA
2302,Pennsylvania,Union County,42119,PA
2303,Pennsylvania,Venango County,42121,PA
2304,Pennsylvania,Warren County,42123,PA
2305,Pennsylvania,Washington County,42125,PA
2306,Pennsylvania,Wayne County,42127,PA
2307,Pennsylvania,Westmoreland County,42129,PA
2308,Pennsylvania,Wyoming County,42131,PA
2309,Pennsylvania,York County,42133,PA
2310,Rhode Island,Bristol County,44001,RI
2311,Rhode Island,Kent County,44003,RI
2312,Rhode Island,Newport County,44005,RI
2313,Rhode Island,Providence County,44007,RI
2314,Rhode Island,Washington County,44009,RI
2315,South Carolina,Abbeville County,45001,SC
2316,South Carolina,Aiken County,45003,SC
2317,South Carolina,Allendale County,45005,SC
2318,South Carolina,Anderson County,45007,SC
2319,South Carolina,Bamberg County,45009,SC
2320,South Carolina,Barnwell County,45011,SC
2321,South Carolina,Beaufort County,45013,SC
2322,South Carolina,Berkeley County,45015,SC
2323,South Carolina,Calhoun County,45017,SC
2324,South Carolina,Charleston County,45019,SC
2325,South Carolina,Cherokee County,45021,SC
2326,South Carolina,Chester County,45023,SC
2327,South Carolina,Chesterfield County,45025,SC
2328,South Carolina,Clarendon County,45027,SC
2329,South Carolina,Colleton County,45029,SC
2330,South Carolina,Darlington County,45031,SC
2331,South Carolina,Dillon County,45033,SC
2332,South Carolina,Dorchester County,45035,SC
2333,South Carolina,Edgefield County,45037,SC
2334,South Carolina,Fairfield County,45039,SC
2335,South Carolina,Florence County,45041,SC
2336,South Carolina,Georgetown County,45043,SC
2337,South Carolina,Greenville County,45045,SC
2338,South Carolina,Greenwood County,45047,SC
2339,South Carolina,Hampton County,45049,SC
2340,South Carolina,Horry County,45051,SC
2341,South Carolina,Jasper County,45053,SC
2342,South Carolina,Kershaw County,45055,SC
2343,South Carolina,Lancaster County,45057,SC
2344,South Carolina,Laurens County,45059,SC
2345,South Carolina,Lee County,45061,SC
2346,South Carolina,Lexington County,45063,SC
2347,South Carolina,McCormick County,45065,SC
2348,South Carolina,Marion County,45067,SC
2349,South Carolina,Marlboro County,45069,SC
2350,South Carolina,Newberry County,45071,SC
2351,South Carolina,Oconee County,45073,SC
2352,South Carolina,Orangeburg County,45075,SC
2353,South Carolina,Pickens County,45077,SC
2354,South Carolina,Richland County,45079,SC
2355,South Carolina,Saluda County,45081,SC
2356,South Carolina,Spartanburg County,45083,SC
2357,South Carolina,Sumter County,45085,SC
2358,South Carolina,Union County,45087,SC
2359,South Carolina,Williamsburg County,45089,SC
2360,South Carolina,York County,45091,SC
2361,South Dakota,Aurora County,46003,SD
2362,South Dakota,Beadle County,46005,SD
2363,South Dakota,Bennett County,46007,SD
2364,South Dakota,Bon Homme County,46009,SD
2365,South Dakota,Brookings County,46011,SD
2366,South Dakota,Brown County,46013,SD
2367,South Dakota,Brule County,46015,SD
2368,South Dakota,Buffalo County,46017,SD
2369,South Dakota,Butte County,46019,SD
2370,South Dakota,Campbell County,46021,SD
2371,South Dakota,Charles Mix County,46023,SD
2372,South Dakota,Clark County,46025,SD
2373,South Dakota,Clay County,46027,SD
2374,South Dakota,Codington County,46029,SD
2375,South Dakota,Corson County,46031,SD
2376,South Dakota,Custer County,46033,SD
2377,South Dakota,Davison County,46035,SD
2378,South Dakota,Day County,46037,SD
2379,South Dakota,Deuel County,46039,SD
2380,South Dakota,Dewey County,46041,SD
2381,South Dakota,Douglas County,46043,SD
2382,South Dakota,Edmunds County,46045,SD
2383,South Dakota,Fall River County,46047,SD
2384,South Dakota,Faulk County,46049,SD
2385,South Dakota,Grant County,46051,SD
2386,South Dakota,Gregory County,46053,SD
2387,South Dakota,Haakon County,46055,SD
2388,South Dakota,Hamlin County,46057,SD
2389,South Dakota,Hand County,46059,SD
2390,South Dakota,Hanson County,46061,SD
2391,South Dakota,Harding County,46063,SD
2392,South Dakota,Hughes County,46065,SD
2393,South Dakota,Hutchinson County,46067,SD
2394,South Dakota,Hyde County,46069,SD
2395,South Dakota,Jackson County,46071,SD
2396,South Dakota,Jerauld County,46073,SD
2397,South Dakota,Jones County,46075,SD
2398,South Dakota,Kingsbury County,46077,SD
2399,South Dakota,Lake County,46079,SD
2400,South Dakota,Lawrence County,46081,SD
2401,South Dakota,Lincoln County,46083,SD
2402,South Dakota,Lyman County,46085,SD
2403,South Dakota,McCook County,46087,SD
2404,South Dakota,McPherson County,46089,SD
2405,South Dakota,Marshall County,46091,SD
2406,South Dakota,Meade County,46093,SD
2407,South Dakota,Mellette County,46095,SD
2408,South Dakota,Miner County,46097,SD
2409,South Dakota,Minnehaha County,46099,SD
2410,South Dakota,Moody County,46101,SD
2411,South Dakota,Pennington County,46103,SD
2412,South Dakota,Perkins County,46105,SD
2413,South Dakota,Potter County,46107,SD
2414,South Dakota,Roberts County,46109,SD
2415,South Dakota,Sanborn County,46111,SD
2416,South Dakota,Shannon County,46113,SD
2417,South Dakota,Spink County,46115,SD
2418,South Dakota,Stanley County,46117,SD
2419,South Dakota,Sully County,46119,SD
2420,South Dakota,Todd County,46121,SD
2421,South Dakota,Tripp County,46123,SD
2422,South Dakota,Turner County,46125,SD
2423,South Dakota,Union County,46127,SD
2424,South Dakota,Walworth County,46129,SD
2425,South Dakota,Yankton County,46135,SD
2426,South Dakota,Ziebach County,46137,SD
2427,Tennessee,Anderson County,47001,TN
2428,Tennessee,Bedford County,47003,TN
2429,Tennessee,Benton County,47005,TN
2430,Tennessee,Bledsoe County,47007,TN
2431,Tennessee,Blount County,47009,TN
2432,Tennessee,Bradley County,47011,TN
2433,Tennessee,Campbell County,47013,TN
2434,Tennessee,Cannon County,47015,TN
2435,Tennessee,Carroll County,47017,TN
2436,Tennessee,Carter County,47019,TN
2437,Tennessee,Cheatham County,47021,TN
2438,Tennessee,Chester County,47023,TN
2439,Tennessee,Claiborne County,47025,TN
2440,Tennessee,Clay County,47027,TN
2441,Tennessee,Cocke County,47029,TN
2442,Tennessee,Coffee County,47031,TN
2443,Tennessee,Crockett County,47033,TN
2444,Tennessee,Cumberland County,47035,TN
2445,Tennessee,Davidson County,47037,TN
2446,Tennessee,Decatur County,47039,TN
2447,Tennessee,DeKalb County,47041,TN
2448,Tennessee,Dickson County,47043,TN
2449,Tennessee,Dyer County,47045,TN
2450,Tennessee,Fayette County,47047,TN
2451,Tennessee,Fentress County,47049,TN
2452,Tennessee,Franklin County,47051,TN
2453,Tennessee,Gibson County,47053,TN
2454,Tennessee,Giles County,47055,TN
2455,Tennessee,Grainger County,47057,TN
2456,Tennessee,Greene County,47059,TN
2457,Tennessee,Grundy County,47061,TN
2458,Tennessee,Hamblen County,47063,TN
2459,Tennessee,Hamilton County,47065,TN
2460,Tennessee,Hancock County,47067,TN
2461,Tennessee,Hardeman County,47069,TN
2462,Tennessee,Hardin County,47071,TN
2463,Tennessee,Hawkins County,47073,TN
2464,Tennessee,Haywood County,47075,TN
2465,Tennessee,Henderson County,47077,TN
2466,Tennessee,Henry County,47079,TN
2467,Tennessee,Hickman County,47081,TN
2468,Tennessee,Houston County,47083,TN
2469,Tennessee,Humphreys County,47085,TN
2470,Tennessee,Jackson County,47087,TN
2471,Tennessee,Jefferson County,47089,TN
2472,Tennessee,Johnson County,47091,TN
2473,Tennessee,Knox County,47093,TN
2474,Tennessee,Lake County,47095,TN
2475,Tennessee,Lauderdale County,47097,TN
2476,Tennessee,Lawrence County,47099,TN
2477,Tennessee,Lewis County,47101,TN
2478,Tennessee,Lincoln County,47103,TN
2479,Tennessee,Loudon County,47105,TN
2480,Tennessee,McMinn County,47107,TN
2481,Tennessee,McNairy County,47109,TN
2482,Tennessee,Macon County,47111,TN
2483,Tennessee,Madison County,47113,TN
2484,Tennessee,Marion County,47115,TN
2485,Tennessee,Marshall County,47117,TN
2486,Tennessee,Maury County,47119,TN
2487,Tennessee,Meigs County,47121,TN
2488,Tennessee,Monroe County,47123,TN
2489,Tennessee,Montgomery County,47125,TN
2490,Tennessee,Moore County,47127,TN
2491,Tennessee,Morgan County,47129,TN
2492,Tennessee,Obion County,47131,TN
2493,Tennessee,Overton County,47133,TN
2494,Tennessee,Perry County,47135,TN
2495,Tennessee,Pickett County,47137,TN
2496,Tennessee,Polk County,47139,TN
2497,Tennessee,Putnam County,47141,TN
2498,Tennessee,Rhea County,47143,TN
2499,Tennessee,Roane County,47145,TN
2500,Tennessee,Robertson County,47147,TN
2501,Tennessee,Rutherford County,47149,TN
2502,Tennessee,Scott County,47151,TN
2503,Tennessee,Sequatchie County,47153,TN
2504,Tennessee,Sevier County,47155,TN
2505,Tennessee,Shelby County,47157,TN
2506,Tennessee,Smith County,47159,TN
2507,Tennessee,Stewart County,47161,TN
2508,Tennessee,Sullivan County,47163,TN
2509,Tennessee,Sumner County,47165,TN
2510,Tennessee,Tipton County,47167,TN
2511,Tennessee,Trousdale County,47169,TN
2512,Tennessee,Unicoi County,47171,TN
2513,Tennessee,Union County,47173,TN
2514,Tennessee,Van Buren County,47175,TN
2515,Tennessee,Warren County,47177,TN
2516,Tennessee,Washington County,47179,TN
2517,Tennessee,Wayne County,47181,TN
2518,Tennessee,Weakley County,47183,TN
2519,Tennessee,White County,47185,TN
2520,Tennessee,Williamson County,47187,TN
2521,Tennessee,Wilson County,47189,TN
2522,Texas,Anderson County,48001,TX
2523,Texas,Andrews County,48003,TX
2524,Texas,Angelina County,48005,TX
2525,Texas,Aransas County,48007,TX
2526,Texas,Archer County,48009,TX
2527,Texas,Armstrong County,48011,TX
2528,Texas,Atascosa County,48013,TX
2529,Texas,Austin County,48015,TX
2530,Texas,Bailey County,48017,TX
2531,Texas,Bandera County,48019,TX
2532,Texas,Bastrop County,48021,TX
2533,Texas,Baylor County,48023,TX
2534,Texas,Bee County,48025,TX
2535,Texas,Bell County,48027,TX
2536,Texas,Bexar County,48029,TX
2537,Texas,Blanco County,48031,TX
2538,Texas,Borden County,48033,TX
2539,Texas,Bosque County,48035,TX
2540,Texas,Bowie County,48037,TX
2541,Texas,Brazoria County,48039,TX
2542,Texas,Brazos County,48041,TX
2543,Texas,Brewster County,48043,TX
2544,Texas,Briscoe County,48045,TX
2545,Texas,Brooks County,48047,TX
2546,Texas,Brown County,48049,TX
2547,Texas,Burleson County,48051,TX
2548,Texas,Burnet County,48053,TX
2549,Texas,Caldwell County,48055,TX
2550,Texas,Calhoun County,48057,TX
2551,Texas,Callahan County,48059,TX
2552,Texas,Cameron County,48061,TX
2553,Texas,Camp County,48063,TX
2554,Texas,Carson County,48065,TX
2555,Texas,Cass County,48067,TX
2556,Texas,Castro County,48069,TX
2557,Texas,Chambers County,48071,TX
2558,Texas,Cherokee County,48073,TX
2559,Texas,Childress County,48075,TX
2560,Texas,Clay County,48077,TX
2561,Texas,Cochran County,48079,TX
2562,Texas,Coke County,48081,TX
2563,Texas,Coleman County,48083,TX
2564,Texas,Collin County,48085,TX
2565,Texas,Collingsworth County,48087,TX
2566,Texas,Colorado County,48089,TX
2567,Texas,Comal County,48091,TX
2568,Texas,Comanche County,48093,TX
2569,Texas,Concho County,48095,TX
2570,Texas,Cooke County,48097,TX
2571,Texas,Coryell County,48099,TX
2572,Texas,Cottle County,48101,TX
2573,Texas,Crane County,48103,TX
2574,Texas,Crockett County,48105,TX
2575,Texas,Crosby County,48107,TX
2576,Texas,Culberson County,48109,TX
2577,Texas,Dallam County,48111,TX
2578,Texas,Dallas County,48113,TX
2579,Texas,Dawson County,48115,TX
2580,Texas,Deaf Smith County,48117,TX
2581,Texas,Delta County,48119,TX
2582,Texas,Denton County,48121,TX
2583,Texas,DeWitt County,48123,TX
2584,Texas,Dickens County,48125,TX
2585,Texas,Dimmit County,48127,TX
2586,Texas,Donley County,48129,TX
2587,Texas,Duval County,48131,TX
2588,Texas,Eastland County,48133,TX
2589,Texas,Ector County,48135,TX
2590,Texas,Edwards County,48137,TX
2591,Texas,Ellis County,48139,TX
2592,Texas,El Paso County,48141,TX
2593,Texas,Erath County,48143,TX
2594,Texas,Falls County,48145,TX
2595,Texas,Fannin County,48147,TX
2596,Texas,Fayette County,48149,TX
2597,Texas,Fisher County,48151,TX
2598,Texas,Floyd County,48153,TX
2599,Texas,Foard County,48155,TX
2600,Texas,Fort Bend County,48157,TX
2601,Texas,Franklin County,48159,TX
2602,Texas,Freestone County,48161,TX
2603,Texas,Frio County,48163,TX
2604,Texas,Gaines County,48165,TX
2605,Texas,Galveston County,48167,TX
2606,Texas,Garza County,48169,TX
2607,Texas,Gillespie County,48171,TX
2608,Texas,Glasscock County,48173,TX
2609,Texas,Goliad County,48175,TX
2610,Texas,Gonzales County,48177,TX
2611,Texas,Gray County,48179,TX
2612,Texas,Grayson County,48181,TX
2613,Texas,Gregg County,48183,TX
2614,Texas,Grimes County,48185,TX
2615,Texas,Guadalupe County,48187,TX
2616,Texas,Hale County,48189,TX
2617,Texas,Hall County,48191,TX
2618,Texas,Hamilton County,48193,TX
2619,Texas,Hansford County,48195,TX
2620,Texas,Hardeman County,48197,TX
2621,Texas,Hardin County,48199,TX
2622,Texas,Harris County,48201,TX
2623,Texas,Harrison County,48203,TX
2624,Texas,Hartley County,48205,TX
2625,Texas,Haskell County,48207,TX
2626,Texas,Hays County,48209,TX
2627,Texas,Hemphill County,48211,TX
2628,Texas,Henderson County,48213,TX
2629,Texas,Hidalgo County,48215,TX
2630,Texas,Hill County,48217,TX
2631,Texas,Hockley County,48219,TX
2632,Texas,Hood County,48221,TX
2633,Texas,Hopkins County,48223,TX
2634,Texas,Houston County,48225,TX
2635,Texas,Howard County,48227,TX
2636,Texas,Hudspeth County,48229,TX
2637,Texas,Hunt County,48231,TX
2638,Texas,Hutchinson County,48233,TX
2639,Texas,Irion County,48235,TX
2640,Texas,Jack County,48237,TX
2641,Texas,Jackson County,48239,TX
2642,Texas,Jasper County,48241,TX
2643,Texas,Jeff Davis County,48243,TX
2644,Texas,Jefferson County,48245,TX
2645,Texas,Jim Hogg County,48247,TX
2646,Texas,Jim Wells County,48249,TX
2647,Texas,Johnson County,48251,TX
2648,Texas,Jones County,48253,TX
2649,Texas,Karnes County,48255,TX
2650,Texas,Kaufman County,48257,TX
2651,Texas,Kendall County,48259,TX
2652,Texas,Kenedy County,48261,TX
2653,Texas,Kent County,48263,TX
2654,Texas,Kerr County,48265,TX
2655,Texas,Kimble County,48267,TX
2656,Texas,Kinney County,48271,TX
2657,Texas,Kleberg County,48273,TX
2658,Texas,Knox County,48275,TX
2659,Texas,Lamar County,48277,TX
2660,Texas,Lamb County,48279,TX
2661,Texas,Lampasas County,48281,TX
2662,Texas,La Salle County,48283,TX
2663,Texas,Lavaca County,48285,TX
2664,Texas,Lee County,48287,TX
2665,Texas,Leon County,48289,TX
2666,Texas,Liberty County,48291,TX
2667,Texas,Limestone County,48293,TX
2668,Texas,Lipscomb County,48295,TX
2669,Texas,Live Oak County,48297,TX
2670,Texas,Llano County,48299,TX
2671,Texas,Loving County,48301,TX
2672,Texas,Lubbock County,48303,TX
2673,Texas,Lynn County,48305,TX
2674,Texas,McCulloch County,48307,TX
2675,Texas,McLennan County,48309,TX
2676,Texas,McMullen County,48311,TX
2677,Texas,Madison County,48313,TX
2678,Texas,Marion County,48315,TX
2679,Texas,Martin County,48317,TX
2680,Texas,Mason County,48319,TX
2681,Texas,Matagorda County,48321,TX
2682,Texas,Maverick County,48323,TX
2683,Texas,Medina County,48325,TX
2684,Texas,Menard County,48327,TX
2685,Texas,Midland County,48329,TX
2686,Texas,Milam County,48331,TX
2687,Texas,Mills County,48333,TX
2688,Texas,Mitchell County,48335,TX
2689,Texas,Montague County,48337,TX
2690,Texas,Montgomery County,48339,TX
2691,Texas,Moore County,48341,TX
2692,Texas,Morris County,48343,TX
2693,Texas,Motley County,48345,TX
2694,Texas,Nacogdoches County,48347,TX
2695,Texas,Navarro County,48349,TX
2696,Texas,Newton County,48351,TX
2697,Texas,Nolan County,48353,TX
2698,Texas,Nueces County,48355,TX
2699,Texas,Ochiltree County,48357,TX
2700,Texas,Oldham County,48359,TX
2701,Texas,Orange County,48361,TX
2702,Texas,Palo Pinto County,48363,TX
2703,Texas,Panola County,48365,TX
2704,Texas,Parker County,48367,TX
2705,Texas,Parmer County,48369,TX
2706,Texas,Pecos County,48371,TX
2707,Texas,Polk County,48373,TX
2708,Texas,Potter County,48375,TX
2709,Texas,Presidio County,48377,TX
2710,Texas,Rains County,48379,TX
2711,Texas,Randall County,48381,TX
2712,Texas,Reagan County,48383,TX
2713,Texas,Real County,48385,TX
2714,Texas,Red River County,48387,TX
2715,Texas,Reeves County,48389,TX
2716,Texas,Refugio County,48391,TX
2717,Texas,Roberts County,48393,TX
2718,Texas,Robertson County,48395,TX
2719,Texas,Rockwall County,48397,TX
2720,Texas,Runnels County,48399,TX
2721,Texas,Rusk County,48401,TX
2722,Texas,Sabine County,48403,TX
2723,Texas,San Augustine County,48405,TX
2724,Texas,San Jacinto County,48407,TX
2725,Texas,San Patricio County,48409,TX
2726,Texas,San Saba County,48411,TX
2727,Texas,Schleicher County,48413,TX
2728,Texas,Scurry County,48415,TX
2729,Texas,Shackelford County,48417,TX
2730,Texas,Shelby County,48419,TX
2731,Texas,Sherman County,48421,TX
2732,Texas,Smith County,48423,TX
2733,Texas,Somervell County,48425,TX
2734,Texas,Starr County,48427,TX
2735,Texas,Stephens County,48429,TX
2736,Texas,Sterling County,48431,TX
2737,Texas,Stonewall County,48433,TX
2738,Texas,Sutton County,48435,TX
2739,Texas,Swisher County,48437,TX
2740,Texas,Tarrant County,48439,TX
2741,Texas,Taylor County,48441,TX
2742,Texas,Terrell County,48443,TX
2743,Texas,Terry County,48445,TX
2744,Texas,Throckmorton County,48447,TX
2745,Texas,Titus County,48449,TX
2746,Texas,Tom Green County,48451,TX
2747,Texas,Travis County,48453,TX
2748,Texas,Trinity County,48455,TX
2749,Texas,Tyler County,48457,TX
2750,Texas,Upshur County,48459,TX
2751,Texas,Upton County,48461,TX
2752,Texas,Uvalde County,48463,TX
2753,Texas,Val Verde County,48465,TX
2754,Texas,Van Zandt County,48467,TX
2755,Texas,Victoria County,48469,TX
2756,Texas,Walker County,48471,TX
2757,Texas,Waller County,48473,TX
2758,Texas,Ward County,48475,TX
2759,Texas,Washington County,48477,TX
2760,Texas,Webb County,48479,TX
2761,Texas,Wharton County,48481,TX
2762,Texas,Wheeler County,48483,TX
2763,Texas,Wichita County,48485,TX
2764,Texas,Wilbarger County,48487,TX
2765,Texas,Willacy County,48489,TX
2766,Texas,Williamson County,48491,TX
2767,Texas,Wilson County,48493,TX
2768,Texas,Winkler County,48495,TX
2769,Texas,Wise County,48497,TX
2770,Texas,Wood County,48499,TX
2771,Texas,Yoakum County,48501,TX
2772,Texas,Young County,48503,TX
2773,Texas,Zapata County,48505,TX
2774,Texas,Zavala County,48507,TX
2775,Utah,Beaver County,49001,UT
2776,Utah,Box Elder County,49003,UT
2777,Utah,Cache County,49005,UT
2778,Utah,Carbon County,49007,UT
2779,Utah,Daggett County,49009,UT
2780,Utah,Davis County,49011,UT
2781,Utah,Duchesne County,49013,UT
2782,Utah,Emery County,49015,UT
2783,Utah,Garfield County,49017,UT
2784,Utah,Grand County,49019,UT
2785,Utah,Iron County,49021,UT
2786,Utah,Juab County,49023,UT
