zcta,population,poverty,poverty_under18,poverty_18to65,poverty_over65,education,work_experience,working_fulltime,working_fulltime_poverty
01151,8965,2917,1400,1396,121,5290,6459,830,0
01199,0,0,0,0,0,0,0,0,0
01201,44421,7442,2448,4320,674,32210,36449,3620,137
01220,8378,812,240,427,145,6040,7009,639,6
01222,812,35,0,35,0,628,702,83,0
01223,2282,163,30,123,10,1887,2066,206,5
01224,138,23,16,7,0,102,124,42,0
01225,3102,170,25,128,17,2327,2594,264,22
01226,6785,985,353,454,178,4893,5624,504,0
01229,114,6,0,6,0,92,92,14,0
01230,7087,641,179,392,70,5595,6161,913,19
01235,2866,199,44,131,24,2151,2353,175,0
01236,1501,18,0,6,12,1011,1241,17,4
01237,2831,114,8,91,15,1922,2219,102,1
01238,5802,621,49,495,77,4359,5054,364,0
01240,4287,598,76,369,153,3426,3735,292,0
01242,394,3,0,3,0,278,280,89,0
01243,374,19,3,11,5,322,338,32,0
01244,115,20,0,11,9,107,107,18,0
01245,945,102,16,83,3,765,843,87,6
01247,14696,2502,701,1467,334,10929,12414,1217,0
01253,708,36,7,9,20,559,599,16,0
01254,954,59,9,43,7,790,853,69,0
01255,797,42,0,28,14,591,688,51,0
01256,791,64,24,26,14,568,647,58,0
01257,2203,339,127,174,38,1686,1904,241,11
01258,334,9,0,5,4,314,321,63,0
01259,563,34,6,28,0,494,531,56,0
01260,485,13,0,0,13,309,382,79,0
01262,1170,183,6,133,44,958,1068,77,0
01264,148,25,0,10,15,137,143,9,0
01266,1429,82,0,51,31,1138,1225,114,0
01267,5297,548,94,360,94,3880,4312,415,26
01270,789,43,15,25,3,583,656,69,0
01301,17183,2415,593,1519,303,12623,14351,1743,25
01330,1423,103,17,76,10,1094,1236,188,3
01331,13130,1991,610,1254,127,9255,10728,986,0
01337,2587,165,43,94,28,1975,2143,188,8
01338,196,5,0,0,5,168,184,9,0
01339,1373,149,39,96,14,1032,1168,150,14
01340,1682,150,42,95,13,1286,1428,119,0
01341,1685,63,8,47,8,1255,1366,98,9
01342,1496,123,31,82,10,1111,1207,312,0
01343,46,0,0,0,0,46,46,0,0
01344,1531,152,45,99,8,1113,1260,124,0
01346,492,57,15,32,10,363,421,29,0
01347,143,17,0,17,0,102,112,31,7
01349,1075,49,18,28,3,818,948,90,0
01350,104,4,1,3,0,82,89,7,0
01351,2212,237,82,121,34,1721,1866,223,0
01354,1637,168,8,147,13,1273,1446,234,3
01355,925,79,2,51,26,721,773,100,5
01360,2993,130,9,89,32,2246,2443,222,0
01364,7796,1087,254,652,181,5571,6310,415,8
01366,1136,27,7,13,7,877,1003,78,0
01367,651,124,69,54,1,443,492,51,1
01368,1312,184,58,119,7,959,1104,104,2
01370,3956,326,46,264,16,3120,3461,339,5
01373,4352,281,41,187,53,3261,3646,431,0
01375,3644,771,32,739,0,2127,3230,588,21
01376,5106,1022,438,533,51,3786,4225,575,0
01378,723,64,14,36,14,578,637,66,0
01379,843,147,21,119,7,661,703,55,4
01420,38443,7450,2625,4127,698,25412,30484,3634,222
01430,6026,447,62,334,51,4225,4776,323,0
01431,3157,253,74,155,24,2238,2692,105,0
01432,7489,891,390,399,102,5504,6087,866,0
01434,627,70,0,63,7,351,483,57,0
01436,3666,333,96,212,25,2487,2855,60,0
01438,553,190,93,97,0,423,441,1,0
01440,19202,3665,1394,2029,242,13176,15402,1630,36
01450,11056,350,27,212,111,7464,8610,488,0
01451,4736,363,179,142,42,3250,3700,228,0
01452,4474,261,86,128,47,3047,3556,300,10
01453,40827,5360,1417,3407,536,28880,33337,3666,13
01460,9227,396,99,253,44,6583,7450,586,10
01462,10814,992,363,519,110,7801,8964,890,17
01463,11944,664,139,429,96,7980,9299,732,0
01464,5586,686,257,385,44,4091,4569,495,0
01467,472,66,0,58,8,293,334,1,0
01468,3717,297,0,197,100,2849,3279,221,0
01469,7269,309,27,219,63,4924,5614,381,42
01473,7368,252,50,202,0,5192,5925,584,0
01474,1934,33,0,33,0,1291,1580,152,0
01475,10292,890,249,517,124,7425,8377,586,0
01501,16101,664,108,364,192,11387,13335,917,22
01503,2947,79,17,42,20,2208,2470,169,0
01504,9029,518,167,296,55,6060,7558,470,33
01505,4426,148,11,110,27,3190,3639,164,0
01506,3368,301,103,134,64,2483,2756,338,8
01507,13043,610,155,375,80,8974,10426,657,27
01510,13727,1251,284,712,255,9724,11335,1469,58
01515,2198,129,31,74,24,1597,1849,172,0
01516,8620,286,75,161,50,5557,6488,648,0
01518,2948,269,16,135,118,2179,2342,60,13
01519,6301,298,25,176,97,4457,4960,425,0
01520,14798,535,95,312,128,10240,11726,645,11
01521,2493,185,16,159,10,1837,2127,187,0
01522,3089,24,0,24,0,2120,2515,154,0
01523,6460,598,256,324,18,4550,5318,459,0
01524,6421,450,27,273,150,4833,5446,463,0
01525,138,0,0,0,0,118,118,40,0
01527,13218,938,285,443,210,9246,10762,862,5
01529,3203,274,83,156,35,2174,2473,142,0
01531,1116,56,19,31,6,807,901,89,0
01532,14659,461,74,280,107,9933,11489,776,13
01534,6236,349,111,148,90,4140,4868,274,14
01535,4716,273,76,163,34,3156,3865,257,12
01536,7598,614,123,404,87,5193,6231,666,0
01537,2306,368,155,213,0,1592,1813,168,0
01540,10999,969,374,539,56,7759,8758,746,12
01541,3456,259,51,183,25,2465,2752,273,13
01542,2056,39,23,16,0,1562,1770,189,0
01543,8295,203,29,113,61,5568,6454,343,0
01545,35864,1683,438,834,411,23814,28110,2263,96
01550,16552,2790,881,1577,332,11075,13240,1397,36
01560,4535,364,135,171,58,2954,3318,436,11
01561,141,15,0,15,0,123,123,0,0
01562,11755,1342,363,742,237,8512,9623,1071,0
01564,7823,385,112,166,107,5509,6135,261,0
01566,6469,148,0,120,28,4532,5020,428,4
01568,7408,373,84,181,108,5062,5779,307,0
01569,13740,916,269,542,105,9167,11036,912,0
01570,16415,2542,985,1402,155,11538,13423,1257,14
01571,10516,1044,336,642,66,7391,8378,1052,0
01581,18266,781,170,487,124,12813,14396,1420,8
01583,5444,465,82,318,65,3984,4566,388,41
01585,4511,328,77,203,48,3285,3842,291,0
01588,9468,870,284,455,131,6378,7585,801,18
01590,9080,338,118,178,42,6082,7163,619,0
01602,22476,3056,749,1841,466,15831,18748,2084,33
01603,19615,4285,1272,2540,473,13543,16061,1667,11
01604,34962,7125,2535,4068,522,23942,28157,4232,53
01605,27548,7467,2926,4087,454,16889,20980,2252,28
01606,18530,1865,366,1161,338,13318,15271,2066,18
01607,9261,1523,426,964,133,6337,7319,968,0
01608,3205,1530,653,816,61,1911,2408,302,6
01609,16008,4117,739,3109,269,11072,13912,1687,42
01610,21089,7714,2147,5124,443,13233,16599,2249,70
01611,2548,105,0,94,11,1799,2089,267,0
01612,4355,134,27,55,52,3073,3444,189,0
01701,31406,1770,512,940,318,22987,25491,2048,14
01702,36023,6007,1838,3729,440,24436,28744,4076,148
01718,415,0,0,0,0,272,334,15,0
01719,5137,243,54,155,34,3516,4172,440,0
01720,22317,705,48,538,119,15176,17375,1234,9
01721,17111,672,171,427,74,11912,13470,1312,0
01730,13521,499,64,279,156,9375,10433,915,14
01731,2008,112,74,38,0,942,1077,38,0
01740,5055,92,23,58,11,3348,3869,204,0
01741,5074,124,20,90,14,3494,3993,127,0
01742,17402,971,201,601,169,12279,13317,905,1
01745,373,0,0,0,0,243,282,8,0
01746,14157,548,187,247,114,9523,10864,511,12
01747,5883,138,21,43,74,3963,4637,362,0
01748,15833,369,76,269,24,10378,11793,608,9
01749,19552,1169,263,735,171,14271,16122,1189,9
01752,38941,2837,632,1874,331,27664,31701,4915,58
01754,10412,932,209,617,106,7686,8415,987,12
01756,5919,101,41,50,10,3878,4596,164,0
01757,28376,3146,1156,1684,306,19575,22169,2660,81
01760,34376,1383,326,902,155,24057,26841,3139,28
01770,4245,55,10,8,37,2824,3271,95,0
01772,9424,346,80,216,50,6257,7231,351,0
01773,5243,187,19,150,18,3824,4235,212,0
01775,6957,314,88,194,32,4682,5256,204,0
01776,18188,286,76,159,51,11748,13601,341,18
01778,13506,610,125,319,166,9284,10504,394,22
01801,39357,2916,938,1468,510,28763,32407,3593,19
01803,25451,1335,330,797,208,18334,20918,1471,33
01810,33442,1536,366,832,338,22361,25850,1756,26
01821,31493,1833,648,1107,78,22185,25716,2041,45
01824,25586,827,74,688,65,18631,20714,1440,0
01826,30526,1396,203,979,214,21527,24445,1976,88
01827,3343,72,22,35,15,2235,2608,89,0
01830,25754,4149,1575,2171,403,18071,20776,2420,14
01832,22156,2344,681,1465,198,15477,17768,2080,41
01833,8441,227,12,122,93,5815,6527,389,0
01834,6646,174,28,72,74,4735,5555,299,0
01835,12993,933,266,614,53,8832,10317,1173,30
01840,5146,1948,457,1140,351,3295,3931,366,8
01841,47505,14177,5435,7534,1208,27735,35844,3001,144
01843,25285,6043,2378,3164,501,15511,19477,1917,9
01844,48265,4745,1611,2380,754,32864,38548,2846,53
01845,28279,1468,350,988,130,19257,22181,1691,0
01850,15801,2972,1051,1842,79,9771,12456,1209,0
01851,29667,5525,1772,3356,397,19724,23694,2345,44
01852,33135,6256,1984,3753,519,23292,26743,3264,78
01854,26198,6023,1804,3803,416,16720,20840,1845,103
01860,6578,408,137,243,28,4540,5401,263,0
01862,9864,386,93,266,27,6800,8003,618,0
01863,9051,355,30,203,122,6678,7365,527,0
01864,15292,512,47,335,130,10957,12378,725,0
01867,24673,711,141,291,279,16802,19046,1380,19
01876,28987,1414,261,829,324,20924,23822,1628,24
01879,11961,554,153,326,75,8367,9662,920,0
01880,25462,1191,75,781,335,18439,20836,2207,0
01886,23167,697,234,299,164,14838,17550,878,0
01887,22841,691,261,367,63,15549,18167,1000,0
01890,21861,738,230,390,118,14483,16090,811,19
01901,1367,439,63,174,202,1019,1136,271,0
01902,46604,11195,4215,5821,1159,29019,35755,3991,130
01904,17456,923,324,500,99,12349,14223,1429,40
01905,25555,5835,2375,3017,443,16046,19202,2099,47
01906,27411,1797,402,798,597,20343,23070,1592,15
01907,13932,753,235,406,112,9790,11170,1058,0
01908,3400,168,7,88,73,2642,2901,356,0
01913,16687,861,119,614,128,12093,13834,1895,20
01915,37804,3021,777,1866,378,27400,31430,4608,76
01921,8138,216,127,89,0,5795,6392,323,17
01922,2795,99,0,41,58,1978,2429,253,0
01923,26664,1184,277,683,224,19144,21540,1921,18
01929,3608,236,61,109,66,2593,2941,290,47
01930,29163,2712,591,1644,477,21640,24712,2039,53
01937,134,84,0,77,7,134,134,0,0
01938,13511,937,109,614,214,9930,11145,914,20
01940,12925,259,34,155,70,9355,10395,602,0
01944,5270,367,44,276,47,3891,4173,165,0
01945,20152,992,198,532,262,14281,15829,1151,35
01949,7763,407,47,284,76,5293,6100,483,0
01950,17459,1292,347,783,162,13101,14272,1827,12
01951,4038,173,63,60,50,2965,3246,337,0
01952,8620,826,122,614,90,6257,7392,766,30
01960,51282,4633,1181,2486,966,37437,42932,3995,130
01966,7042,394,52,230,112,5492,5973,527,0
01969,5985,302,78,137,87,4370,4719,275,0
01970,40617,5870,1756,3603,511,28820,33903,5599,185
01982,7935,584,216,343,25,5237,6014,296,30
01983,6257,333,219,114,0,4361,4892,236,0
01984,3567,96,24,63,9,2444,2843,202,7
01985,4425,320,174,117,29,2926,3413,121,0
02019,16544,504,144,244,116,11831,13543,1194,0
02021,21941,1404,394,733,277,15415,17370,1451,44
02025,8221,416,197,185,34,5433,6194,257,0
02026,24139,1168,208,672,288,17287,19655,1777,22
02030,5814,33,0,33,0,3738,4380,191,0
02032,4080,232,61,159,12,3082,3377,206,14
02035,17219,856,150,487,219,12204,13830,1398,18
02038,31679,1032,257,617,158,21046,24090,1700,0
02043,22445,1078,395,577,106,15479,17223,809,19
02045,10403,496,82,373,41,8399,9097,1079,0
02047,151,0,0,0,0,135,151,0,0
02048,23397,705,208,433,64,15172,17852,1873,50
02050,25774,1812,580,896,336,17912,20461,1242,30
02052,12328,461,160,219,82,7812,9192,350,0
02053,12956,398,100,218,80,8559,10139,600,0
02054,7998,545,137,393,15,5580,6325,424,0
02056,9462,381,110,231,40,6261,7242,292,13
02061,10535,337,71,192,74,6949,7923,146,0
02062,28503,2333,654,1322,357,20532,23263,3223,19
02066,17704,539,56,333,150,12188,13496,669,0
02067,17776,487,142,258,87,11977,13398,533,0
02071,1197,0,0,0,0,759,913,17,0
02072,27732,2239,685,1177,377,20061,22953,1919,56
02081,19170,444,39,234,171,13176,15005,1073,0
02090,15069,247,73,79,95,10309,11466,489,0
02093,11050,581,107,356,118,7310,8549,659,20
02108,3821,320,0,245,75,3168,3339,1014,11
02109,3819,498,0,394,104,3307,3585,1449,15
02110,2048,205,0,136,69,1818,1963,639,0
02111,6541,1610,136,1228,246,5215,5810,1101,14
02113,7221,883,0,775,108,5972,6976,3168,11
02114,12284,1910,74,1655,181,9715,11310,4456,59
02115,16519,6445,563,5078,804,10706,15324,3512,132
02116,19897,2555,240,1705,610,16688,18253,5436,52
02118,25725,6459,1170,4385,904,19292,22088,5294,33
02119,26198,8474,2563,4854,1057,17060,21081,2601,104
02120,13321,5832,1183,4289,360,6419,11318,1413,47
02121,27997,9600,3714,5090,796,17075,21447,1678,76
02122,24679,4831,1111,3334,386,16661,19902,2735,66
02124,53000,10711,3795,6002,914,35119,41654,4422,28
02125,35228,9724,2783,6336,605,23316,28808,5400,194
02126,27634,5539,1879,3111,549,19175,22358,1663,32
02127,36142,6289,1965,3711,613,28185,31659,11490,138
02128,44820,9087,2993,5293,801,31366,36676,6479,127
02129,17888,3636,1522,1794,320,13468,14576,4026,18
02130,37974,6964,1616,4674,674,28520,32447,8193,112
02131,31189,4674,1547,2693,434,22196,25132,3511,36
02132,27932,1720,447,846,427,20886,22733,2415,20
02134,18126,4961,215,4557,189,11457,16911,5025,14
02135,38160,9260,917,6969,1374,26990,34654,9906,179
02136,30721,3249,1075,1962,212,20524,24292,2143,16
02138,27119,3320,216,2764,340,20981,23559,4743,79
02139,30578,4365,801,3100,464,23514,26840,8275,132
02140,18339,2233,546,1345,342,14198,15756,3268,8
02141,13039,2297,241,1804,252,9768,11735,3509,49
02142,2440,573,48,519,6,1815,2238,564,0
02143,26224,3857,488,2867,502,20099,23645,7580,33
02144,24517,3888,847,2756,285,18651,22052,7880,145
02145,25154,3447,856,2321,270,18628,21663,4093,30
02148,60585,9480,2054,6384,1042,42958,50531,5967,115
02149,43466,6473,1977,3916,580,29168,35185,4050,188
02150,37060,7748,2780,4201,767,23758,28167,3918,70
02151,52851,8219,2287,4901,1031,38976,44011,6339,146
02152,17945,1536,336,891,309,13503,14818,2248,11
02155,54885,5881,1058,4013,810,40783,47057,7639,113
02163,1007,312,20,292,0,862,892,71,0
02169,55372,6088,1331,3671,1086,41243,46791,7728,93
02170,19364,1767,222,1237,308,14261,16702,2553,11
02171,17458,1591,230,1049,312,13450,15180,2345,23
02176,27425,941,182,471,288,19956,22009,2476,12
02180,21662,996,159,653,184,16246,18289,2213,24
02184,36317,2130,643,995,492,25270,29139,2980,0
02186,25556,1016,133,473,410,17110,19652,1129,0
02188,14668,939,168,617,154,11150,12355,1858,0
02189,15016,1640,555,955,130,10367,12262,1364,27
02190,16846,763,130,490,143,12508,13916,1410,9
02191,8285,414,73,256,85,6201,6949,812,0
02199,1173,121,0,53,68,1106,1139,158,0
02203,0,0,0,0,0,0,0,0,0
02210,1996,74,0,74,0,1855,1916,885,0
02215,12227,4748,278,4265,205,8111,11865,3803,40
02301,58725,12676,5043,6576,1057,37895,45457,3739,64
02302,34113,4577,1584,2542,451,22278,26639,1908,15
02322,4453,141,9,123,9,3328,3729,294,0
02324,22432,1898,475,1317,106,14566,18112,1026,0
02330,11549,411,78,189,144,8247,9395,568,26
02332,15208,591,148,328,115,10214,11765,449,14
02333,13991,535,136,295,104,9868,11508,1055,24
02338,7633,260,0,153,107,5323,6262,321,0
02339,14075,615,89,508,18,9354,10861,669,0
02341,10350,387,106,240,41,6993,8373,533,36
02343,10951,1008,353,546,109,8323,9315,768,0
02346,23286,1646,656,774,216,16413,18908,1675,20
02347,10979,482,109,280,93,7632,8823,640,0
02351,16028,462,57,335,70,11174,13178,1040,10
02356,11841,432,134,201,97,8094,9265,648,0
02357,31,31,0,31,0,31,31,6,6
02359,18049,842,282,400,160,12319,14357,838,0
02360,55848,3786,999,2267,520,40072,46042,3671,36
02364,12714,771,151,433,187,8642,10321,474,0
02366,0,0,0,0,0,0,0,0,0
02367,2868,142,36,88,18,2136,2388,134,0
02368,33036,3701,1280,1941,480,23492,27348,2921,108
02370,17472,1260,347,726,187,12400,14209,1669,34
02375,9600,362,124,183,55,6620,7596,564,0
02379,6838,315,56,230,29,4743,5629,493,0
02382,14714,996,279,534,183,10115,11743,1191,10
02420,14143,565,142,337,86,9720,11139,436,7
02421,18154,670,136,388,146,12405,13903,647,7
02445,20560,2608,383,1974,251,13954,16552,2752,32
02446,28510,4077,373,3299,405,20517,24758,5434,57
02451,18133,1430,372,977,81,14019,15522,2421,0
