State,County,ViolentCrime,MurderNonnegligentManslaughter,Rape1,Robbery,AggravatedAssault,PropertyCrime,Burglary,LarcenyTheft,MotorVehicleTheft,Arson2,Area,StateAbbrev
Arkansas,Garland,357,0,47,20,290,1723,831,763,129,0.0, Metropolitan Counties,AR
Arkansas,Grant,47,0,4,0,43,206,65,123,18,0.0, Metropolitan Counties,AR
Arkansas,Jefferson,82,1,13,6,62,405,159,200,46,6.0, Metropolitan Counties,AR
Arkansas,Lincoln,16,0,1,0,15,76,29,38,9,0.0, Metropolitan Counties,AR
Arkansas,Little River,11,0,3,0,8,71,27,36,8,0.0, Metropolitan Counties,AR
Arkansas,Lonoke,104,1,13,8,82,456,87,274,95,2.0, Metropolitan Counties,AR
Arkansas,Madison,22,0,4,1,17,73,35,32,6,2.0, Metropolitan Counties,AR
Arkansas,Miller,27,1,11,1,14,315,118,159,38,0.0, Metropolitan Counties,AR
Arkansas,Perry,46,0,2,1,43,150,36,114,0,0.0, Metropolitan Counties,AR
Arkansas,Poinsett,6,0,4,0,2,1,1,0,0,0.0, Metropolitan Counties,AR
Arkansas,Pulaski,375,5,24,27,319,1831,411,1190,230,9.0, Metropolitan Counties,AR
Arkansas,Saline,158,2,28,4,124,837,255,467,115,6.0, Metropolitan Counties,AR
Arkansas,Sebastian,62,0,15,2,45,313,104,190,19,5.0, Metropolitan Counties,AR
Arkansas,Washington,188,3,18,0,167,564,185,329,50,5.0, Metropolitan Counties,AR
Arkansas,Arkansas,10,0,0,3,7,129,42,73,14,2.0, Nonmetropolitan Counties,AR
Arkansas,Ashley,22,0,6,1,15,184,71,100,13,1.0, Nonmetropolitan Counties,AR
Arkansas,Baxter,57,0,13,1,43,682,84,551,47,2.0, Nonmetropolitan Counties,AR
Arkansas,Boone,179,0,36,2,141,310,97,184,29,1.0, Nonmetropolitan Counties,AR
Arkansas,Bradley,8,0,2,0,6,29,24,2,3,0.0, Nonmetropolitan Counties,AR
Arkansas,Calhoun,4,0,1,0,3,53,20,30,3,1.0, Nonmetropolitan Counties,AR
Arkansas,Carroll,41,2,7,0,32,17,1,11,5,1.0, Nonmetropolitan Counties,AR
Arkansas,Chicot,3,0,1,0,2,76,26,50,0,0.0, Nonmetropolitan Counties,AR
Arkansas,Clark,22,0,0,1,21,86,18,58,10,1.0, Nonmetropolitan Counties,AR
Arkansas,Clay,6,0,2,0,4,41,17,21,3,0.0, Nonmetropolitan Counties,AR
Arkansas,Cleburne,78,2,22,0,54,330,97,199,34,2.0, Nonmetropolitan Counties,AR
Arkansas,Columbia,27,2,1,0,24,53,28,23,2,2.0, Nonmetropolitan Counties,AR
Arkansas,Conway,21,0,10,0,11,285,53,203,29,7.0, Nonmetropolitan Counties,AR
Arkansas,Cross,26,0,3,1,22,121,35,74,12,9.0, Nonmetropolitan Counties,AR
Arkansas,Dallas,4,0,0,0,4,21,10,11,0,0.0, Nonmetropolitan Counties,AR
Arkansas,Drew,18,0,2,0,16,131,42,77,12,2.0, Nonmetropolitan Counties,AR
Arkansas,Franklin,52,0,8,0,44,267,100,149,18,3.0, Nonmetropolitan Counties,AR
Arkansas,Fulton,13,0,2,0,11,66,0,61,5,0.0, Nonmetropolitan Counties,AR
Arkansas,Greene,25,0,7,0,18,216,71,135,10,1.0, Nonmetropolitan Counties,AR
Arkansas,Hempstead,31,1,3,1,26,214,66,121,27,2.0, Nonmetropolitan Counties,AR
Arkansas,Hot Spring,44,1,6,2,35,226,75,116,35,3.0, Nonmetropolitan Counties,AR
Arkansas,Howard,10,0,0,0,10,44,32,12,0,0.0, Nonmetropolitan Counties,AR
Arkansas,Independence,152,2,15,1,134,479,160,269,50,20.0, Nonmetropolitan Counties,AR
Arkansas,Izard,34,0,12,0,22,245,69,158,18,7.0, Nonmetropolitan Counties,AR
Arkansas,Jackson,25,0,4,0,21,172,46,98,28,1.0, Nonmetropolitan Counties,AR
Arkansas,Johnson,29,2,6,2,19,180,110,50,20,3.0, Nonmetropolitan Counties,AR
Arkansas,Lawrence,10,0,1,1,8,71,26,40,5,2.0, Nonmetropolitan Counties,AR
Arkansas,Lee,9,0,0,0,9,73,26,39,8,0.0, Nonmetropolitan Counties,AR
Arkansas,Logan,46,2,7,2,35,280,100,156,24,3.0, Nonmetropolitan Counties,AR
Arkansas,Marion,51,0,9,1,41,288,77,198,13,7.0, Nonmetropolitan Counties,AR
Arkansas,Mississippi,42,1,10,2,29,303,98,173,32,3.0, Nonmetropolitan Counties,AR
Arkansas,Monroe,3,0,1,0,2,44,10,22,12,0.0, Nonmetropolitan Counties,AR
Arkansas,Newton,26,1,3,0,22,90,35,49,6,3.0, Nonmetropolitan Counties,AR
Arkansas,Ouachita,30,0,2,0,28,98,33,51,14,3.0, Nonmetropolitan Counties,AR
Arkansas,Pike,4,0,0,1,3,49,20,26,3,0.0, Nonmetropolitan Counties,AR
Arkansas,Polk,38,0,10,0,28,99,31,63,5,4.0, Nonmetropolitan Counties,AR
Arkansas,Pope,78,1,11,4,62,416,173,183,60,10.0, Nonmetropolitan Counties,AR
Arkansas,Prairie,4,0,1,0,3,42,11,28,3,0.0, Nonmetropolitan Counties,AR
Arkansas,Randolph,29,0,11,1,17,171,38,126,7,1.0, Nonmetropolitan Counties,AR
Arkansas,Scott,18,0,4,1,13,75,22,43,10,2.0, Nonmetropolitan Counties,AR
Arkansas,Searcy,11,0,3,0,8,56,21,32,3,0.0, Nonmetropolitan Counties,AR
Arkansas,Sevier,27,2,5,0,20,75,37,36,2,3.0, Nonmetropolitan Counties,AR
Arkansas,St. Francis,17,0,5,1,11,281,87,192,2,1.0, Nonmetropolitan Counties,AR
Arkansas,Stone,26,0,4,0,22,84,40,41,3,4.0, Nonmetropolitan Counties,AR
Arkansas,Union,49,0,2,6,41,298,113,165,20,0.0, Nonmetropolitan Counties,AR
Arkansas,Van Buren,39,1,3,0,35,219,29,162,28,1.0, Nonmetropolitan Counties,AR
Arkansas,White,158,1,39,2,116,827,230,493,104,3.0, Nonmetropolitan Counties,AR
Arkansas,Woodruff,0,0,0,0,0,45,9,28,8,0.0, Nonmetropolitan Counties,AR
Arkansas,Yell,32,3,3,1,25,225,77,120,28,3.0, Nonmetropolitan Counties,AR
California,Alameda,589,8,30,204,347,2195,490,1104,601,20.0, Metropolitan Counties,CA
California,Butte,183,3,34,28,118,1344,656,666,22,0.0, Metropolitan Counties,CA
California,Contra Costa,347,9,25,108,205,1485,505,957,23,20.0, Metropolitan Counties,CA
California,El Dorado,291,1,53,37,200,2085,512,1534,39,5.0, Metropolitan Counties,CA
California,Fresno,1177,12,29,82,1054,3798,1625,1468,705,170.0, Metropolitan Counties,CA
California,Imperial,161,2,8,12,139,453,129,298,26,9.0, Metropolitan Counties,CA
California,Kern,2403,44,177,443,1739,10440,3161,5109,2170,281.0, Metropolitan Counties,CA
California,Kings,157,4,16,16,121,426,164,236,26,4.0, Metropolitan Counties,CA
California,Los Angeles,6124,94,307,1474,4249,17498,3816,9328,4354,227.0, Metropolitan Counties,CA
California,Madera,434,4,28,19,383,1102,517,568,17,2.0, Metropolitan Counties,CA
California,Marin,72,3,4,19,46,730,172,554,4,1.0, Metropolitan Counties,CA
California,Merced,542,2,18,33,489,1541,601,886,54,8.0, Metropolitan Counties,CA
California,Monterey,286,11,18,54,203,1377,303,1041,33,11.0, Metropolitan Counties,CA
California,Napa,61,0,7,8,46,270,93,175,2,0.0, Metropolitan Counties,CA
California,Orange,229,0,20,30,179,1123,213,765,145,11.0, Metropolitan Counties,CA
California,Placer,261,1,33,34,193,1539,471,1040,28,8.0, Metropolitan Counties,CA
California,Riverside,841,28,56,177,580,7651,1695,4630,1326,22.0, Metropolitan Counties,CA
California,Sacramento,2797,42,155,880,1720,10142,3062,6943,137,68.0, Metropolitan Counties,CA
California,San Benito,39,1,6,4,28,126,64,52,10,1.0, Metropolitan Counties,CA
California,San Bernardino,924,12,88,151,673,5235,1525,2513,1197,54.0, Metropolitan Counties,CA
California,San Diego,1422,29,115,206,1072,4617,1131,2656,830,26.0, Metropolitan Counties,CA
California,San Joaquin,793,7,26,174,586,3072,826,2106,140,19.0, Metropolitan Counties,CA
California,San Luis Obispo,356,0,21,16,319,1384,441,920,23,10.0, Metropolitan Counties,CA
California,San Mateo,298,1,57,64,176,2843,454,2089,300,9.0, Metropolitan Counties,CA
California,Santa Barbara,265,4,49,32,180,1639,476,1146,17,7.0, Metropolitan Counties,CA
California,Santa Clara,316,4,46,15,251,1312,260,826,226,5.0, Metropolitan Counties,CA
California,Santa Cruz,285,1,36,44,204,2050,485,1533,32,14.0, Metropolitan Counties,CA
California,Shasta,519,5,58,22,434,962,451,471,40,23.0, Metropolitan Counties,CA
California,Solano,92,1,2,17,72,312,115,139,58,9.0, Metropolitan Counties,CA
California,Sonoma,583,3,91,48,441,1450,494,937,19,12.0, Metropolitan Counties,CA
California,Stanislaus,470,11,42,134,283,1821,726,1034,61,14.0, Metropolitan Counties,CA
California,Sutter,88,1,7,6,74,618,235,329,54,2.0, Metropolitan Counties,CA
California,Tulare4,350,19,28,62,241,2074,756,1318,0,1.0, Metropolitan Counties,CA
California,Ventura,171,2,29,19,121,767,224,467,76,11.0, Metropolitan Counties,CA
California,Yolo,56,0,8,7,41,248,69,158,21,4.0, Metropolitan Counties,CA
California,Yuba,210,3,11,32,164,1086,335,744,7,18.0, Metropolitan Counties,CA
California,Alpine,6,0,0,0,6,34,7,26,1,0.0, Nonmetropolitan Counties,CA
California,Amador,53,0,6,8,39,371,142,225,4,3.0, Nonmetropolitan Counties,CA
California,Calaveras,169,3,26,16,124,535,183,341,11,0.0, Nonmetropolitan Counties,CA
California,Colusa,31,0,2,6,23,186,78,108,0,0.0, Nonmetropolitan Counties,CA
California,Del Norte,115,0,30,11,74,355,251,96,8,7.0, Nonmetropolitan Counties,CA
California,Glenn,34,1,0,1,32,159,60,96,3,1.0, Nonmetropolitan Counties,CA
California,Humboldt,265,9,22,57,177,773,366,385,22,4.0, Nonmetropolitan Counties,CA
California,Inyo,85,0,7,5,73,158,67,84,7,1.0, Nonmetropolitan Counties,CA
California,Lake,179,2,17,15,145,635,337,283,15,11.0, Nonmetropolitan Counties,CA
California,Lassen,43,1,4,2,36,202,87,114,1,0.0, Nonmetropolitan Counties,CA
California,Mariposa,80,0,12,1,67,217,53,161,3,0.0, Nonmetropolitan Counties,CA
California,Mendocino,346,7,42,19,278,477,246,228,3,5.0, Nonmetropolitan Counties,CA
California,Modoc,19,1,3,0,15,44,9,35,0,0.0, Nonmetropolitan Counties,CA
California,Mono,16,1,2,1,12,51,20,31,0,0.0, Nonmetropolitan Counties,CA
California,Nevada,80,5,4,5,66,697,285,395,17,3.0, Nonmetropolitan Counties,CA
California,Plumas,120,2,10,6,102,335,120,207,8,1.0, Nonmetropolitan Counties,CA
California,Sierra,14,0,0,0,14,26,8,18,0,1.0, Nonmetropolitan Counties,CA
California,Siskiyou,52,2,5,2,43,225,118,102,5,1.0, Nonmetropolitan Counties,CA
California,Tehama,163,3,6,12,142,371,235,130,6,2.0, Nonmetropolitan Counties,CA
California,Trinity,65,3,3,6,53,234,101,133,0,0.0, Nonmetropolitan Counties,CA
California,Tuolumne,159,1,45,9,104,737,350,377,10,6.0, Nonmetropolitan Counties,CA
Colorado,Adams,523,11,94,93,325,2954,437,1582,935,33.0, Metropolitan Counties,CO
Colorado,Arapahoe,269,4,74,46,145,1381,269,904,208,25.0, Metropolitan Counties,CO
Colorado,Boulder,83,1,20,6,56,586,161,388,37,10.0, Metropolitan Counties,CO
Colorado,Clear Creek,15,0,1,0,14,64,10,48,6,18.0, Metropolitan Counties,CO
Colorado,Douglas,326,2,133,7,184,1939,380,1366,193,29.0, Metropolitan Counties,CO
Colorado,El Paso,390,7,80,25,278,2186,402,1526,258,30.0, Metropolitan Counties,CO
Colorado,Gilpin,4,0,1,0,3,47,12,32,3,1.0, Metropolitan Counties,CO
Colorado,Jefferson,224,2,66,15,141,2889,454,2167,268,13.0, Metropolitan Counties,CO
Colorado,Larimer,171,2,26,10,133,930,208,625,97,7.0, Metropolitan Counties,CO
Colorado,Mesa,180,5,51,6,118,1258,237,924,97,8.0, Metropolitan Counties,CO
Colorado,Park,16,1,2,0,13,67,28,29,10,2.0, Metropolitan Counties,CO
Colorado,Pueblo,35,2,1,6,26,1309,291,858,160,3.0, Metropolitan Counties,CO
Colorado,Teller,6,0,1,0,5,90,23,59,8,1.0, Metropolitan Counties,CO
Colorado,Weld,102,0,12,6,84,847,259,472,116,4.0, Metropolitan Counties,CO
Colorado,Alamosa,6,0,2,0,4,73,9,59,5,0.0, Nonmetropolitan Counties,CO
Colorado,Archuleta,19,0,3,1,15,106,32,71,3,0.0, Nonmetropolitan Counties,CO
Colorado,Baca,1,0,0,0,1,1,0,1,0,0.0, Nonmetropolitan Counties,CO
Colorado,Bent,7,0,2,1,4,139,63,71,5,1.0, Nonmetropolitan Counties,CO
Colorado,Chaffee,0,0,0,0,0,70,12,52,6,0.0, Nonmetropolitan Counties,CO
Colorado,Cheyenne,1,0,0,0,1,3,2,1,0,0.0, Nonmetropolitan Counties,CO
Colorado,Conejos,6,0,1,0,5,62,59,1,2,0.0, Nonmetropolitan Counties,CO
Colorado,Crowley,5,1,1,0,3,58,31,20,7,0.0, Nonmetropolitan Counties,CO
Colorado,Custer,7,0,1,0,6,99,22,70,7,5.0, Nonmetropolitan Counties,CO
Colorado,Delta,16,0,13,1,2,149,49,79,21,0.0, Nonmetropolitan Counties,CO
Colorado,Dolores,5,0,0,1,4,17,7,8,2,0.0, Nonmetropolitan Counties,CO
Colorado,Eagle5,33,0,14,0,19,17,37,8,15,3.0, Nonmetropolitan Counties,CO
Colorado,Fremont,28,0,1,3,24,208,60,123,25,2.0, Nonmetropolitan Counties,CO
Colorado,Garfield,39,1,15,2,21,231,57,156,18,3.0, Nonmetropolitan Counties,CO
Colorado,Gunnison,3,0,0,1,2,25,1,23,1,0.0, Nonmetropolitan Counties,CO
Colorado,Hinsdale,4,0,1,0,3,6,2,4,0,0.0, Nonmetropolitan Counties,CO
Colorado,Jackson,0,0,0,0,0,5,0,4,1,0.0, Nonmetropolitan Counties,CO
Colorado,Kit Carson,5,0,0,0,5,36,11,21,4,0.0, Nonmetropolitan Counties,CO
Colorado,La Plata,49,0,22,1,26,265,75,164,26,3.0, Nonmetropolitan Counties,CO
Colorado,Lake,6,0,3,0,3,41,5,34,2,1.0, Nonmetropolitan Counties,CO
Colorado,Lincoln,1,0,0,0,1,23,13,7,3,0.0, Nonmetropolitan Counties,CO
Colorado,Logan,15,0,11,0,4,125,39,58,28,0.0, Nonmetropolitan Counties,CO
Colorado,Moffat,3,0,1,0,2,45,10,31,4,1.0, Nonmetropolitan Counties,CO
Colorado,Montezuma,21,0,1,2,18,174,47,117,10,1.0, Nonmetropolitan Counties,CO
Colorado,Montrose,12,0,6,1,5,229,93,118,18,2.0, Nonmetropolitan Counties,CO
Colorado,Morgan,10,0,0,1,9,116,35,71,10,4.0, Nonmetropolitan Counties,CO
Colorado,Otero,8,0,0,0,8,78,34,36,8,0.0, Nonmetropolitan Counties,CO
Colorado,Phillips,3,0,0,0,3,4,1,3,0,0.0, Nonmetropolitan Counties,CO
Colorado,Pitkin,5,0,3,0,2,55,6,41,8,2.0, Nonmetropolitan Counties,CO
Colorado,Prowers,3,0,1,0,2,23,6,12,5,0.0, Nonmetropolitan Counties,CO
Colorado,Rio Blanco,0,0,0,0,0,25,2,22,1,0.0, Nonmetropolitan Counties,CO
Colorado,Rio Grande,2,0,0,0,2,12,6,4,2,0.0, Nonmetropolitan Counties,CO
Colorado,Routt,7,0,6,0,1,37,6,28,3,1.0, Nonmetropolitan Counties,CO
Colorado,Saguache,4,0,0,0,4,25,7,14,4,0.0, Nonmetropolitan Counties,CO
Colorado,San Juan,0,0,0,0,0,10,1,8,1,0.0, Nonmetropolitan Counties,CO
Colorado,San Miguel,7,0,1,0,6,3,2,1,0,0.0, Nonmetropolitan Counties,CO
Colorado,Summit,30,0,20,2,8,241,49,183,9,2.0, Nonmetropolitan Counties,CO
Colorado,Washington,7,0,5,0,2,88,24,61,3,1.0, Nonmetropolitan Counties,CO
Delaware,New Castle County Police Department,969,14,44,212,699,5485,1318,3667,500,1.0, Metropolitan Counties,DE
Florida,Alachua,519,1,62,75,381,2044,545,1377,122,14.0, Metropolitan Counties,FL
Florida,Baker,118,1,4,8,105,316,103,194,19,0.0, Metropolitan Counties,FL
Florida,Bay,375,4,40,41,290,2433,536,1716,181,6.0, Metropolitan Counties,FL
Florida,Brevard,756,6,42,101,607,4494,1038,3096,360,19.0, Metropolitan Counties,FL
Florida,Broward,380,3,20,92,265,768,160,529,79,4.0, Metropolitan Counties,FL
Florida,Charlotte,379,4,35,19,321,2456,408,1948,100,5.0, Metropolitan Counties,FL
Florida,Citrus,338,4,40,39,255,1979,426,1443,110,8.0, Metropolitan Counties,FL
Florida,Clay,450,3,87,81,279,3256,618,2475,163,13.0, Metropolitan Counties,FL
Florida,Collier,941,7,65,166,703,3994,742,3028,224,16.0, Metropolitan Counties,FL
Florida,Escambia,1614,12,153,308,1141,8129,1618,5958,553,29.0, Metropolitan Counties,FL
Florida,Flagler,221,0,16,29,176,1646,306,1255,85,7.0, Metropolitan Counties,FL
Florida,Gadsden,69,2,6,5,56,379,173,193,13,2.0, Metropolitan Counties,FL
Florida,Gulf,37,0,3,1,33,163,59,99,5,2.0, Metropolitan Counties,FL
Florida,Hernando,412,4,62,60,286,3113,620,2283,210,18.0, Metropolitan Counties,FL
Florida,Highlands,271,4,21,40,206,2066,548,1420,98,10.0, Metropolitan Counties,FL
Florida,Hillsborough,1926,27,173,352,1374,13758,2600,9972,1186,75.0, Metropolitan Counties,FL
Florida,Indian River,226,1,11,24,190,1782,390,1275,117,1.0, Metropolitan Counties,FL
Florida,Jefferson,87,0,10,2,75,152,65,72,15,0.0, Metropolitan Counties,FL
Florida,Lake,472,2,52,36,382,2686,711,1747,228,12.0, Metropolitan Counties,FL
Florida,Lee,1379,21,175,252,931,6196,1427,4336,433,50.0, Metropolitan Counties,FL
Florida,Leon,394,1,39,42,312,2397,670,1594,133,12.0, Metropolitan Counties,FL
Florida,Manatee,1349,18,120,169,1042,5491,1070,4086,335,21.0, Metropolitan Counties,FL
Florida,Marion,679,8,58,93,520,4403,1405,2529,469,5.0, Metropolitan Counties,FL
Florida,Martin,304,6,45,48,205,1909,323,1509,77,8.0, Metropolitan Counties,FL
Florida,Miami-Dade,6278,84,409,1537,4248,36318,4605,28416,3297,25.0, Metropolitan Counties,FL
Florida,Nassau,137,3,19,4,111,956,474,433,49,4.0, Metropolitan Counties,FL
Florida,Okaloosa,585,4,76,51,454,3057,525,2384,148,4.0, Metropolitan Counties,FL
Florida,Orange,5106,61,498,1159,3388,25493,6091,17208,2194,0.0, Metropolitan Counties,FL
Florida,Osceola,835,7,79,83,666,4671,1240,3173,258,5.0, Metropolitan Counties,FL
Florida,Palm Beach,2005,25,216,436,1328,13158,2968,9080,1110,55.0, Metropolitan Counties,FL
Florida,Pasco,1391,10,165,169,1047,8594,1786,6140,668,41.0, Metropolitan Counties,FL
Florida,Pinellas,727,5,111,149,462,5839,907,4511,421,22.0, Metropolitan Counties,FL
Florida,Polk,1374,14,139,135,1086,6506,1748,4124,634,26.0, Metropolitan Counties,FL
Florida,Santa Rosa,201,6,52,16,127,1571,349,1134,88,6.0, Metropolitan Counties,FL
Florida,Sarasota,494,5,31,68,390,4586,797,3598,191,1.0, Metropolitan Counties,FL
Florida,Seminole,637,6,81,55,495,3224,735,2350,139,2.0, Metropolitan Counties,FL
Florida,St. Johns,346,4,13,32,297,2896,602,2177,117,4.0, Metropolitan Counties,FL
Florida,St. Lucie,237,3,29,30,175,1659,369,1186,104,9.0, Metropolitan Counties,FL
Florida,Sumter,237,0,21,8,208,891,225,627,39,1.0, Metropolitan Counties,FL
Florida,Volusia,609,4,81,100,424,4088,922,2881,285,15.0, Metropolitan Counties,FL
Florida,Wakulla,52,1,3,4,44,504,134,350,20,2.0, Metropolitan Counties,FL
Florida,Walton,175,3,16,10,146,1311,333,901,77,3.0, Metropolitan Counties,FL
Florida,Bradford,75,1,4,1,69,211,96,102,13,1.0, Nonmetropolitan Counties,FL
Florida,Calhoun,17,0,1,0,16,48,16,29,3,0.0, Nonmetropolitan Counties,FL
Florida,Columbia,186,1,14,13,158,995,425,505,65,0.0, Nonmetropolitan Counties,FL
Florida,DeSoto,99,1,12,8,78,622,167,411,44,6.0, Nonmetropolitan Counties,FL
Florida,Dixie,80,1,13,1,65,329,128,191,10,3.0, Nonmetropolitan Counties,FL
Florida,Franklin,17,0,1,0,16,85,20,61,4,0.0, Nonmetropolitan Counties,FL
Florida,Glades,29,0,2,2,25,128,33,85,10,0.0, Nonmetropolitan Counties,FL
Florida,Hamilton,26,0,3,1,22,169,58,99,12,1.0, Nonmetropolitan Counties,FL
Florida,Hardee,50,0,8,6,36,333,105,209,19,0.0, Nonmetropolitan Counties,FL
Florida,Hendry,118,5,13,22,78,675,281,371,23,15.0, Nonmetropolitan Counties,FL
