State,County,ViolentCrime,MurderNonnegligentManslaughter,Rape1,Robbery,AggravatedAssault,PropertyCrime,Burglary,LarcenyTheft,MotorVehicleTheft,Arson2,Area,StateAbbrev
Alabama,Barbour,34,0,3,3,28,100,33,57,10,, Nonmetropolitan Counties,AL
Alabama,Bullock,6,0,1,1,4,46,19,21,6,, Nonmetropolitan Counties,AL
Alabama,Butler,33,2,2,5,24,190,69,111,10,, Nonmetropolitan Counties,AL
Alabama,Chambers,3,0,0,1,2,89,33,52,4,, Nonmetropolitan Counties,AL
Alabama,Cherokee,48,3,8,2,35,357,131,196,30,, Nonmetropolitan Counties,AL
Alabama,Choctaw,13,1,0,0,12,21,4,13,4,, Nonmetropolitan Counties,AL
Alabama,Clarke,40,1,3,2,34,91,36,47,8,, Nonmetropolitan Counties,AL
Alabama,Cleburne,6,0,0,1,5,136,41,82,13,, Nonmetropolitan Counties,AL
Alabama,Coffee,23,2,5,2,14,138,46,77,15,, Nonmetropolitan Counties,AL
Alabama,Coosa,25,2,2,2,19,157,54,92,11,, Nonmetropolitan Counties,AL
Alabama,Covington,4,0,1,0,3,46,13,29,4,, Nonmetropolitan Counties,AL
Alabama,Cullman,73,0,34,10,29,954,224,608,122,, Nonmetropolitan Counties,AL
Alabama,Dale,44,2,15,4,23,194,53,114,27,, Nonmetropolitan Counties,AL
Alabama,Dallas,109,1,8,13,87,501,187,282,32,, Nonmetropolitan Counties,AL
Alabama,DeKalb,147,0,32,9,106,755,248,382,125,, Nonmetropolitan Counties,AL
Alabama,Franklin,30,0,9,1,20,291,101,155,35,, Nonmetropolitan Counties,AL
Alabama,Greene,32,0,0,3,29,99,39,44,16,, Nonmetropolitan Counties,AL
Alabama,Lamar,9,0,3,0,6,67,25,37,5,, Nonmetropolitan Counties,AL
Alabama,Macon,23,0,3,0,20,152,70,61,21,, Nonmetropolitan Counties,AL
Alabama,Marengo,52,2,6,4,40,211,99,90,22,, Nonmetropolitan Counties,AL
Alabama,Marion,19,0,2,0,17,153,63,75,15,, Nonmetropolitan Counties,AL
Alabama,Marshall,102,1,13,3,85,511,168,280,63,, Nonmetropolitan Counties,AL
Alabama,Monroe,39,0,0,4,35,108,40,61,7,, Nonmetropolitan Counties,AL
Alabama,Pike,19,0,3,1,15,88,33,51,4,, Nonmetropolitan Counties,AL
Alabama,Randolph,6,0,1,0,5,182,68,97,17,, Nonmetropolitan Counties,AL
Alabama,Sumter,15,1,0,1,13,60,23,26,11,, Nonmetropolitan Counties,AL
Alabama,Talladega,96,2,13,7,74,720,192,460,68,, Nonmetropolitan Counties,AL
Alabama,Tallapoosa,21,0,8,3,10,118,34,81,3,, Nonmetropolitan Counties,AL
Alabama,Wilcox,46,2,2,4,38,123,74,45,4,, Nonmetropolitan Counties,AL
Alabama,Winston,19,0,6,1,12,83,30,47,6,, Nonmetropolitan Counties,AL
Arizona,Cochise,189,0,14,8,167,616,64,492,60,0.0, Metropolitan Counties,AZ
Arizona,Coconino,105,3,18,3,81,422,108,287,27,12.0, Metropolitan Counties,AZ
Arizona,Maricopa,1389,18,151,133,1087,5411,1004,3733,674,66.0, Metropolitan Counties,AZ
Arizona,Mohave,172,4,21,24,123,2425,800,1394,231,13.0, Metropolitan Counties,AZ
Arizona,Pima,650,15,82,189,364,8851,1776,6411,664,57.0, Metropolitan Counties,AZ
Arizona,Pinal,219,7,27,16,169,2195,555,1411,229,15.0, Metropolitan Counties,AZ
Arizona,Yavapai,249,3,30,12,204,1153,301,743,109,16.0, Metropolitan Counties,AZ
Arizona,Yuma,149,11,22,8,108,1001,378,521,102,11.0, Metropolitan Counties,AZ
Arizona,Graham,8,0,0,1,7,130,29,83,18,14.0, Nonmetropolitan Counties,AZ
Arizona,Greenlee,1,0,0,0,1,51,30,15,6,0.0, Nonmetropolitan Counties,AZ
Arizona,Navajo,85,1,3,4,77,441,182,211,48,1.0, Nonmetropolitan Counties,AZ
Arkansas,Benton,125,1,38,0,86,712,408,255,49,1.0, Metropolitan Counties,AR
Arkansas,Cleveland,11,0,1,1,9,94,47,41,6,0.0, Metropolitan Counties,AR
Arkansas,Craighead,51,2,8,2,39,296,5,244,47,4.0, Metropolitan Counties,AR
Arkansas,Crawford,30,0,1,1,28,299,61,204,34,1.0, Metropolitan Counties,AR
Arkansas,Crittenden,143,1,15,9,118,275,83,162,30,3.0, Metropolitan Counties,AR
Arkansas,Faulkner,116,2,28,6,80,941,259,576,106,10.0, Metropolitan Counties,AR
Arkansas,Garland,296,0,28,10,258,1612,676,804,132,0.0, Metropolitan Counties,AR
Arkansas,Grant,46,0,7,0,39,185,55,115,15,4.0, Metropolitan Counties,AR
Arkansas,Jefferson,71,4,14,3,50,428,165,208,55,8.0, Metropolitan Counties,AR
Arkansas,Lincoln,5,0,1,1,3,66,18,36,12,1.0, Metropolitan Counties,AR
Arkansas,Little River,27,0,2,0,25,122,45,70,7,2.0, Metropolitan Counties,AR
Arkansas,Lonoke,85,3,4,3,75,426,83,233,110,4.0, Metropolitan Counties,AR
Arkansas,Madison,39,0,8,4,27,137,56,77,4,1.0, Metropolitan Counties,AR
Arkansas,Miller,24,1,3,2,18,319,112,180,27,2.0, Metropolitan Counties,AR
Arkansas,Perry,41,0,7,1,33,151,28,123,0,0.0, Metropolitan Counties,AR
Arkansas,Pulaski,412,3,20,40,349,1805,460,1093,252,21.0, Metropolitan Counties,AR
Arkansas,Saline,167,2,30,14,121,838,321,407,110,10.0, Metropolitan Counties,AR
Arkansas,Sebastian,62,0,10,1,51,222,77,126,19,3.0, Metropolitan Counties,AR
Arkansas,Washington,198,0,19,1,178,583,186,339,58,10.0, Metropolitan Counties,AR
Arkansas,Arkansas,13,0,1,0,12,108,31,62,15,1.0, Nonmetropolitan Counties,AR
Arkansas,Ashley,23,1,1,1,20,235,65,158,12,0.0, Nonmetropolitan Counties,AR
Arkansas,Baxter,73,2,12,1,58,632,80,495,57,10.0, Nonmetropolitan Counties,AR
Arkansas,Boone,199,0,52,1,146,320,81,199,40,6.0, Nonmetropolitan Counties,AR
Arkansas,Bradley,8,1,1,0,6,32,18,11,3,0.0, Nonmetropolitan Counties,AR
Arkansas,Calhoun,15,0,4,0,11,40,16,21,3,0.0, Nonmetropolitan Counties,AR
Arkansas,Carroll,44,8,3,0,33,191,42,119,30,1.0, Nonmetropolitan Counties,AR
Arkansas,Chicot,3,0,0,0,3,59,21,38,0,1.0, Nonmetropolitan Counties,AR
Arkansas,Clark,12,0,1,0,11,76,28,41,7,0.0, Nonmetropolitan Counties,AR
Arkansas,Clay,9,0,1,0,8,67,19,45,3,1.0, Nonmetropolitan Counties,AR
Arkansas,Cleburne,88,1,18,0,69,336,100,219,17,9.0, Nonmetropolitan Counties,AR
Arkansas,Columbia,12,0,0,0,12,51,17,25,9,2.0, Nonmetropolitan Counties,AR
Arkansas,Conway,50,0,11,2,37,252,69,159,24,3.0, Nonmetropolitan Counties,AR
Arkansas,Cross,25,0,6,0,19,143,36,98,9,0.0, Nonmetropolitan Counties,AR
Arkansas,Dallas,2,0,1,0,1,31,16,12,3,0.0, Nonmetropolitan Counties,AR
Arkansas,Drew,21,1,4,1,15,114,35,71,8,3.0, Nonmetropolitan Counties,AR
Arkansas,Franklin,68,1,11,1,55,203,81,100,22,5.0, Nonmetropolitan Counties,AR
Arkansas,Fulton,35,0,3,0,32,69,0,65,4,0.0, Nonmetropolitan Counties,AR
Arkansas,Greene,33,0,6,1,26,189,52,115,22,0.0, Nonmetropolitan Counties,AR
Arkansas,Hempstead,35,0,2,1,32,189,56,104,29,0.0, Nonmetropolitan Counties,AR
Arkansas,Hot Spring,38,3,2,3,30,205,52,122,31,5.0, Nonmetropolitan Counties,AR
Arkansas,Howard,8,0,3,0,5,42,30,11,1,0.0, Nonmetropolitan Counties,AR
Arkansas,Independence,176,1,29,3,143,477,181,242,54,17.0, Nonmetropolitan Counties,AR
Arkansas,Izard,35,0,9,1,25,260,60,182,18,8.0, Nonmetropolitan Counties,AR
Arkansas,Jackson,24,1,3,1,19,128,36,74,18,1.0, Nonmetropolitan Counties,AR
Arkansas,Johnson,37,1,6,2,28,217,56,134,27,6.0, Nonmetropolitan Counties,AR
Arkansas,Lawrence,12,0,5,0,7,61,16,42,3,2.0, Nonmetropolitan Counties,AR
Arkansas,Lee,1,0,1,0,0,68,14,42,12,0.0, Nonmetropolitan Counties,AR
Arkansas,Logan,20,0,9,1,10,183,30,128,25,0.0, Nonmetropolitan Counties,AR
Arkansas,Marion,48,0,8,0,40,325,86,223,16,1.0, Nonmetropolitan Counties,AR
Arkansas,Mississippi,16,0,4,2,10,254,75,147,32,1.0, Nonmetropolitan Counties,AR
Arkansas,Monroe,2,0,0,0,2,48,5,36,7,0.0, Nonmetropolitan Counties,AR
Arkansas,Montgomery,10,0,4,2,4,85,32,42,11,1.0, Nonmetropolitan Counties,AR
Arkansas,Pike,2,0,1,1,0,53,17,33,3,0.0, Nonmetropolitan Counties,AR
Arkansas,Polk,30,5,6,1,18,96,27,61,8,5.0, Nonmetropolitan Counties,AR
Arkansas,Pope,79,1,8,1,69,379,136,188,55,1.0, Nonmetropolitan Counties,AR
Arkansas,Prairie,4,0,1,0,3,67,28,35,4,0.0, Nonmetropolitan Counties,AR
Arkansas,Randolph,33,0,15,0,18,173,43,118,12,1.0, Nonmetropolitan Counties,AR
Arkansas,Scott,22,0,2,0,20,91,41,41,9,2.0, Nonmetropolitan Counties,AR
Arkansas,Searcy,6,0,2,0,4,52,20,29,3,0.0, Nonmetropolitan Counties,AR
Arkansas,Sevier,24,0,6,0,18,69,34,33,2,1.0, Nonmetropolitan Counties,AR
Arkansas,St. Francis,25,0,7,2,16,272,68,204,0,2.0, Nonmetropolitan Counties,AR
Arkansas,Union,49,1,4,5,39,317,108,171,38,0.0, Nonmetropolitan Counties,AR
Arkansas,Van Buren,28,0,1,0,27,177,19,121,37,2.0, Nonmetropolitan Counties,AR
Arkansas,White,146,3,20,1,122,779,218,472,89,3.0, Nonmetropolitan Counties,AR
Arkansas,Woodruff,4,0,0,0,4,33,8,21,4,0.0, Nonmetropolitan Counties,AR
Arkansas,Yell,63,3,15,1,44,190,63,100,27,4.0, Nonmetropolitan Counties,AR
California,Alameda,675,8,28,227,412,2202,377,1156,669,30.0, Metropolitan Counties,CA
California,Butte,161,5,49,27,80,1229,616,589,24,0.0, Metropolitan Counties,CA
California,Contra Costa,318,3,28,110,177,1525,500,993,32,12.0, Metropolitan Counties,CA
California,El Dorado,206,5,37,19,145,2003,525,1446,32,3.0, Metropolitan Counties,CA
California,Fresno,1213,15,38,86,1074,3334,1469,1249,616,210.0, Metropolitan Counties,CA
California,Imperial,137,1,11,6,119,641,218,358,65,14.0, Metropolitan Counties,CA
California,Kern,2187,32,138,429,1588,9086,2815,4316,1955,341.0, Metropolitan Counties,CA
California,Kings,165,2,22,13,128,473,165,283,25,2.0, Metropolitan Counties,CA
California,Los Angeles,6118,71,327,1566,4154,17336,3789,9155,4392,253.0, Metropolitan Counties,CA
California,Madera,451,3,23,27,398,1102,452,606,44,10.0, Metropolitan Counties,CA
California,Marin,91,1,12,10,68,776,153,615,8,3.0, Metropolitan Counties,CA
California,Merced,521,7,16,38,460,1504,554,908,42,13.0, Metropolitan Counties,CA
California,Monterey,243,7,31,48,157,1311,338,927,46,7.0, Metropolitan Counties,CA
California,Napa,56,0,6,3,47,217,71,143,3,1.0, Metropolitan Counties,CA
California,Orange,271,0,16,34,221,1178,203,751,224,3.0, Metropolitan Counties,CA
California,Placer,302,3,42,33,224,1447,380,1026,41,4.0, Metropolitan Counties,CA
California,Riverside,775,16,48,161,550,7700,1711,4579,1410,28.0, Metropolitan Counties,CA
California,Sacramento,2612,32,154,772,1654,9224,2492,6545,187,58.0, Metropolitan Counties,CA
California,San Benito,51,1,10,6,34,144,50,80,14,1.0, Metropolitan Counties,CA
California,San Bernardino,862,27,76,160,599,5076,1358,2556,1162,70.0, Metropolitan Counties,CA
California,San Diego,1486,18,119,232,1117,4548,1075,2645,828,32.0, Metropolitan Counties,CA
California,San Joaquin,746,5,25,141,575,2961,751,2068,142,27.0, Metropolitan Counties,CA
California,San Luis Obispo3,746,1,21,16,575,1116,400,691,25,5.0, Metropolitan Counties,CA
California,San Mateo,311,2,65,70,174,3109,337,2411,361,14.0, Metropolitan Counties,CA
California,Santa Barbara,272,2,43,24,203,1499,421,1054,24,6.0, Metropolitan Counties,CA
California,Santa Clara,383,2,43,33,305,1271,229,834,208,1.0, Metropolitan Counties,CA
California,Santa Cruz,288,0,41,42,205,1794,427,1349,18,9.0, Metropolitan Counties,CA
California,Shasta,527,4,48,24,451,944,431,468,45,48.0, Metropolitan Counties,CA
California,Solano,105,1,9,15,80,368,164,139,65,8.0, Metropolitan Counties,CA
California,Sonoma,636,6,81,60,489,1149,388,753,8,15.0, Metropolitan Counties,CA
California,Stanislaus,398,16,26,126,230,1647,570,1013,64,11.0, Metropolitan Counties,CA
California,Sutter,87,1,9,5,72,600,230,303,67,2.0, Metropolitan Counties,CA
California,Tulare4,362,13,35,68,246,1883,634,1246,3,0.0, Metropolitan Counties,CA
California,Ventura,176,2,30,26,118,817,194,531,92,8.0, Metropolitan Counties,CA
California,Yolo,56,2,4,10,40,282,99,166,17,3.0, Metropolitan Counties,CA
California,Yuba,224,2,17,37,168,1156,433,718,5,16.0, Metropolitan Counties,CA
California,Alpine,13,0,0,0,13,29,8,21,0,0.0, Nonmetropolitan Counties,CA
California,Amador,87,0,7,5,75,356,98,248,10,0.0, Nonmetropolitan Counties,CA
California,Calaveras,200,2,29,17,152,588,214,359,15,0.0, Nonmetropolitan Counties,CA
California,Colusa,60,1,9,1,49,151,57,91,3,2.0, Nonmetropolitan Counties,CA
California,Del Norte,113,4,29,12,68,348,189,148,11,18.0, Nonmetropolitan Counties,CA
California,Glenn,81,0,5,6,70,235,100,123,12,2.0, Nonmetropolitan Counties,CA
California,Humboldt,273,4,25,51,193,949,362,546,41,15.0, Nonmetropolitan Counties,CA
California,Inyo,84,0,6,6,72,170,63,102,5,3.0, Nonmetropolitan Counties,CA
California,Lake,221,6,26,9,180,558,284,266,8,14.0, Nonmetropolitan Counties,CA
California,Lassen,60,1,6,2,51,233,106,124,3,3.0, Nonmetropolitan Counties,CA
California,Mariposa,107,0,9,3,95,269,83,184,2,0.0, Nonmetropolitan Counties,CA
California,Mendocino,254,3,26,21,204,381,185,189,7,11.0, Nonmetropolitan Counties,CA
California,Modoc,19,0,0,0,19,43,9,34,0,0.0, Nonmetropolitan Counties,CA
California,Mono,16,0,1,0,15,58,15,38,5,0.0, Nonmetropolitan Counties,CA
California,Nevada,174,3,13,12,146,620,294,304,22,3.0, Nonmetropolitan Counties,CA
California,Plumas,146,0,23,7,116,293,140,152,1,6.0, Nonmetropolitan Counties,CA
California,Sierra,5,0,0,1,4,24,12,11,1,0.0, Nonmetropolitan Counties,CA
California,Siskiyou,54,3,4,3,44,241,146,85,10,1.0, Nonmetropolitan Counties,CA
California,Tehama,89,8,22,10,49,432,212,206,14,0.0, Nonmetropolitan Counties,CA
California,Trinity,75,1,5,8,61,179,84,94,1,1.0, Nonmetropolitan Counties,CA
California,Tuolumne,173,2,39,13,119,622,322,294,6,6.0, Nonmetropolitan Counties,CA
Colorado,Adams,549,7,112,80,350,2895,411,1587,897,36.0, Metropolitan Counties,CO
Colorado,Arapahoe,305,2,76,53,174,2023,360,1317,346,20.0, Metropolitan Counties,CO
Colorado,Boulder,94,3,25,9,57,575,128,395,52,6.0, Metropolitan Counties,CO
Colorado,Clear Creek,15,0,2,0,13,79,12,58,9,9.0, Metropolitan Counties,CO
Colorado,Douglas,292,3,117,16,156,2410,487,1695,228,23.0, Metropolitan Counties,CO
Colorado,Elbert,22,0,0,0,22,3,0,2,1,0.0, Metropolitan Counties,CO
Colorado,El Paso,411,4,90,33,284,2096,374,1461,261,25.0, Metropolitan Counties,CO
Colorado,Gilpin,15,1,5,1,8,91,17,65,9,0.0, Metropolitan Counties,CO
Colorado,Jefferson,218,2,45,17,154,2695,411,2051,233,13.0, Metropolitan Counties,CO
Colorado,Larimer,180,0,27,8,145,939,210,639,90,19.0, Metropolitan Counties,CO
Colorado,Mesa,216,2,57,12,145,1326,274,911,141,23.0, Metropolitan Counties,CO
Colorado,Pueblo,34,1,1,7,25,1162,186,834,142,3.0, Metropolitan Counties,CO
Colorado,Teller,25,0,5,1,19,91,23,59,9,2.0, Metropolitan Counties,CO
Colorado,Weld,150,2,16,5,127,745,182,455,108,9.0, Metropolitan Counties,CO
Colorado,Alamosa,2,0,2,0,0,34,4,27,3,0.0, Nonmetropolitan Counties,CO
Colorado,Archuleta,26,1,0,0,25,113,44,64,5,0.0, Nonmetropolitan Counties,CO
Colorado,Baca,3,0,0,0,3,3,1,1,1,0.0, Nonmetropolitan Counties,CO
Colorado,Bent,11,0,1,3,7,111,33,68,10,0.0, Nonmetropolitan Counties,CO
Colorado,Chaffee,6,0,0,0,6,74,13,58,3,0.0, Nonmetropolitan Counties,CO
Colorado,Cheyenne,2,0,0,0,2,4,2,1,1,0.0, Nonmetropolitan Counties,CO
Colorado,Conejos,4,0,0,0,4,62,62,0,0,1.0, Nonmetropolitan Counties,CO
Colorado,Crowley,6,0,1,0,5,60,37,22,1,2.0, Nonmetropolitan Counties,CO
Colorado,Custer,9,0,0,0,9,101,23,73,5,0.0, Nonmetropolitan Counties,CO
Colorado,Delta,20,0,15,0,5,221,99,101,21,2.0, Nonmetropolitan Counties,CO
Colorado,Dolores,7,0,0,0,7,26,9,15,2,0.0, Nonmetropolitan Counties,CO
Colorado,Fremont,42,1,13,0,28,222,60,134,28,3.0, Nonmetropolitan Counties,CO
Colorado,Garfield,41,0,20,2,19,199,46,142,11,4.0, Nonmetropolitan Counties,CO
Colorado,Grand,4,0,0,0,4,42,13,28,1,0.0, Nonmetropolitan Counties,CO
Colorado,Gunnison,5,0,2,0,3,33,4,21,8,0.0, Nonmetropolitan Counties,CO
Colorado,Hinsdale,1,0,1,0,0,7,0,7,0,0.0, Nonmetropolitan Counties,CO
Colorado,Huerfano,15,0,0,2,13,102,21,66,15,3.0, Nonmetropolitan Counties,CO
Colorado,Jackson,0,0,0,0,0,7,0,7,0,0.0, Nonmetropolitan Counties,CO
Colorado,Kit Carson,2,0,0,0,2,34,10,15,9,0.0, Nonmetropolitan Counties,CO
Colorado,Lake,8,0,0,1,7,56,17,34,5,2.0, Nonmetropolitan Counties,CO
Colorado,La Plata,45,2,12,0,31,190,55,114,21,1.0, Nonmetropolitan Counties,CO
Colorado,Lincoln,2,1,1,0,0,22,7,12,3,0.0, Nonmetropolitan Counties,CO
Colorado,Logan,6,0,3,0,3,119,36,70,13,4.0, Nonmetropolitan Counties,CO
Colorado,Mineral,1,0,0,0,1,0,0,0,0,0.0, Nonmetropolitan Counties,CO
Colorado,Moffat,8,0,0,0,8,51,7,36,8,5.0, Nonmetropolitan Counties,CO
Colorado,Montezuma,17,0,1,0,16,161,42,101,18,3.0, Nonmetropolitan Counties,CO
Colorado,Montrose,8,0,1,0,7,287,114,141,32,1.0, Nonmetropolitan Counties,CO
Colorado,Morgan,21,2,8,0,11,92,25,57,10,1.0, Nonmetropolitan Counties,CO
Colorado,Otero,6,0,0,0,6,63,18,34,11,1.0, Nonmetropolitan Counties,CO
Colorado,Phillips,0,0,0,0,0,8,4,4,0,0.0, Nonmetropolitan Counties,CO
Colorado,Pitkin,5,0,2,1,2,39,2,34,3,0.0, Nonmetropolitan Counties,CO
Colorado,Prowers,12,0,1,0,11,10,4,6,0,0.0, Nonmetropolitan Counties,CO
Colorado,Rio Blanco,0,0,0,0,0,18,2,15,1,0.0, Nonmetropolitan Counties,CO
Colorado,Rio Grande,1,0,0,0,1,4,3,0,1,0.0, Nonmetropolitan Counties,CO
Colorado,Routt,1,0,1,0,0,43,8,32,3,0.0, Nonmetropolitan Counties,CO
Colorado,Saguache,0,0,0,0,0,21,8,10,3,0.0, Nonmetropolitan Counties,CO
Colorado,San Juan,0,0,0,0,0,5,3,2,0,0.0, Nonmetropolitan Counties,CO
Colorado,Summit,45,0,16,1,28,261,32,218,11,3.0, Nonmetropolitan Counties,CO
Colorado,Washington,9,0,4,0,5,99,6,84,9,0.0, Nonmetropolitan Counties,CO
Delaware,New Castle County Police Department,933,5,50,161,717,4308,951,2968,389,4.0, Metropolitan Counties,DE
Florida,Alachua,617,5,74,104,434,1939,533,1278,128,14.0, Metropolitan Counties,FL
Florida,Baker,88,2,5,5,76,331,101,208,22,1.0, Metropolitan Counties,FL
Florida,Bay,357,4,45,31,277,2416,492,1724,200,4.0, Metropolitan Counties,FL
Florida,Brevard,729,10,67,86,566,4216,844,3023,349,14.0, Metropolitan Counties,FL
Florida,Broward,313,8,27,85,193,813,128,610,75,5.0, Metropolitan Counties,FL
Florida,Charlotte,360,1,33,23,303,2051,368,1573,110,1.0, Metropolitan Counties,FL
Florida,Citrus,399,3,42,40,314,2037,431,1472,134,12.0, Metropolitan Counties,FL
Florida,Clay,514,4,78,81,351,2993,543,2290,160,20.0, Metropolitan Counties,FL
Florida,Collier,957,6,77,152,722,3873,639,3025,209,15.0, Metropolitan Counties,FL
Florida,Escambia,1400,19,176,236,969,8035,1692,5879,464,0.0, Metropolitan Counties,FL
Florida,Flagler,228,3,21,28,176,1616,252,1272,92,5.0, Metropolitan Counties,FL
Florida,Gadsden,114,0,19,4,91,407,193,195,19,4.0, Metropolitan Counties,FL
Florida,Gilchrist,25,0,0,6,19,70,38,28,4,0.0, Metropolitan Counties,FL
Florida,Gulf,27,0,1,1,25,175,79,90,6,2.0, Metropolitan Counties,FL
Florida,Hernando,457,8,72,61,316,2939,553,2190,196,13.0, Metropolitan Counties,FL
Florida,Highlands,250,5,31,29,185,2040,550,1397,93,14.0, Metropolitan Counties,FL
Florida,Hillsborough,2037,24,212,351,1450,13751,2496,10091,1164,49.0, Metropolitan Counties,FL
Florida,Indian River,355,3,26,34,292,1902,361,1422,119,4.0, Metropolitan Counties,FL
Florida,Jefferson,107,0,5,2,100,180,58,110,12,2.0, Metropolitan Counties,FL
Florida,Lake,489,9,74,37,369,2644,620,1764,260,17.0, Metropolitan Counties,FL
Florida,Lee,1299,32,174,313,780,6002,1339,4108,555,41.0, Metropolitan Counties,FL
Florida,Leon,362,5,36,26,295,1914,382,1431,101,6.0, Metropolitan Counties,FL
Florida,Manatee,1484,16,148,195,1125,4850,941,3594,315,12.0, Metropolitan Counties,FL
Florida,Marion,881,12,86,125,658,4517,1348,2643,526,2.0, Metropolitan Counties,FL
Florida,Martin,323,1,61,45,216,2288,480,1724,84,1.0, Metropolitan Counties,FL
Florida,Miami-Dade,5957,90,474,1383,4010,35112,4387,27223,3502,44.0, Metropolitan Counties,FL
Florida,Nassau,179,1,16,14,148,904,367,473,64,5.0, Metropolitan Counties,FL
Florida,Okaloosa,512,5,68,47,392,2957,554,2225,178,2.0, Metropolitan Counties,FL
Florida,Orange,4367,42,429,999,2897,23807,4692,17036,2079,0.0, Metropolitan Counties,FL
Florida,Osceola,836,11,91,86,648,4672,1067,3305,300,3.0, Metropolitan Counties,FL
Florida,Palm Beach,1893,21,212,400,1260,12337,2098,9131,1108,51.0, Metropolitan Counties,FL
Florida,Pasco,1377,6,182,196,993,7375,1532,5235,608,44.0, Metropolitan Counties,FL
Florida,Pinellas,647,5,97,108,437,4940,766,3877,297,15.0, Metropolitan Counties,FL
Florida,Polk,1206,11,81,133,981,5851,1475,3790,586,8.0, Metropolitan Counties,FL
Florida,Santa Rosa,234,4,32,20,178,1562,323,1158,81,2.0, Metropolitan Counties,FL
Florida,Sarasota,502,6,26,70,400,4440,753,3518,169,5.0, Metropolitan Counties,FL
Florida,Seminole,580,4,89,53,434,3079,620,2286,173,7.0, Metropolitan Counties,FL
Florida,St. Johns,318,3,17,39,259,2717,524,2038,155,6.0, Metropolitan Counties,FL
Florida,St. Lucie,223,2,40,33,148,1469,311,1070,88,6.0, Metropolitan Counties,FL
Florida,Sumter,259,5,22,18,214,966,242,670,54,0.0, Metropolitan Counties,FL
Florida,Volusia,589,7,63,109,410,3073,657,2162,254,27.0, Metropolitan Counties,FL
Florida,Wakulla,88,0,12,2,74,507,174,307,26,3.0, Metropolitan Counties,FL
Florida,Walton,151,0,15,8,128,1111,304,727,80,6.0, Metropolitan Counties,FL
Florida,Bradford,55,0,3,1,51,207,90,106,11,1.0, Nonmetropolitan Counties,FL
Florida,Calhoun,22,0,4,0,18,56,22,30,4,0.0, Nonmetropolitan Counties,FL
Florida,Columbia,199,1,21,18,159,1012,451,511,50,9.0, Nonmetropolitan Counties,FL
Florida,DeSoto,85,1,5,7,72,639,214,371,54,3.0, Nonmetropolitan Counties,FL
Florida,Dixie,84,1,4,2,77,246,107,116,23,2.0, Nonmetropolitan Counties,FL
Florida,Franklin,22,0,3,1,18,121,37,78,6,1.0, Nonmetropolitan Counties,FL
Florida,Glades,31,0,1,0,30,178,45,116,17,0.0, Nonmetropolitan Counties,FL
Florida,Hamilton,58,2,6,6,44,223,77,126,20,4.0, Nonmetropolitan Counties,FL
Florida,Hardee,49,0,6,2,41,294,94,177,23,1.0, Nonmetropolitan Counties,FL
Florida,Hendry,134,4,13,30,87,790,354,392,44,7.0, Nonmetropolitan Counties,FL
