ACID,CCDD,CMSW,CRHW,ENRG,ETOX,EUTR,GHG,HAPS,HCAN,HNCN,HRSP,HTOX,JOBS,LAND,METL,MNRL,NNRG,OZON,PEST,RNRG,SMOG,VADD,WATR,Sectors,US_2007_Demand_$
27175.14,3416633.96,32129760.77,135657.11,94806086.99,19125.66,3375.61,105583728.1,7223.55,0.01,0.01,33466.2,0.02,108916.1,13265469.19,0.7,0,0,0,0,94806086.99,1567052.75,6231967914.89,3445827.04,511110-newspapers-us,11167229114.6296
23213.39,6375331.53,59950029.31,191333.34,86610.33,19505.48,2879.37,17256879.13,33249.06,0.01,0.02,2639.98,0.02,38693.45,13920687.2,0.4,0,0,0,0,86610.33,1102128.68,10373540776.05,4869840.18,511120-magazines and journals-us,15443318177.5774
34114.55,11524817.01,108144814.8,410741.76,76170.47,28140.63,5705.61,33632839.74,4646.28,0,0.01,3888.22,0.01,45652.18,13694483.5,313.42,0,0,0.1,0.06,76170.47,1308344.77,28855845150.11,5219701,511130-books-us,34460974393.5454
18221,4631099.76,37667369.8,124457.49,1350061.52,43593.57,4024.11,32484127.94,6604.11,0.01,0.01,2789.06,0.02,19889.93,7438447.61,300.29,0,0,0.09,0.06,1350061.52,1110209.13,7447232010.48,2226006.43,"5111a0-directory, mailing list, and other publishers-us",7721307764.3316
46331.55,40228269.78,356601833.41,1117606.8,99631294.19,39734.02,5834.44,56163807.39,12312.84,0.02,0.03,5771.94,0.05,215664.03,23598612.15,1.4,0,0,0,0,99631294.19,1918359.84,85979106247.59,4640044.37,511200-software-us,109518442092.092
54135.11,23145170.8,336859526.21,447572.81,294728.64,46339.21,42914.38,152660359.47,10784.73,0.02,0.02,11170.14,0.04,355437.93,51368159.8,110.84,0,0,3.91,0.02,294728.64,1931605.45,92081174831.35,16148442.85,512100-movies and film-us,69306371345.5433
20315.91,3721742.88,54316750.83,34241.15,196011.03,18889.44,4470.75,37577475.73,29255.53,0.01,0.01,2492.83,0.02,18656.23,10172309.14,41.89,0,0,668.26,0.01,196011.03,1079962.21,14631103476.42,7556657.51,512200-sound recording-us,11006816061.7368
16815.82,12091449.39,60013421.42,142355.43,23395435.25,6727.33,2072.88,53628007.03,2085.07,0,0.01,1431.18,0.01,52328.38,9089754.21,0.31,0,0,0,0,23395435.25,633031.52,11200346624.78,11098445.37,515100-radio and television-us,13850892752.8537
48260.27,19814955.22,98348559.31,233145.68,691564.98,3131.24,5834.19,174826214.77,1108.08,0,0,2106.38,0,27589.03,7401805.26,1.03,0,0,0,0,691564.98,1666643.68,18311812364.06,1806161.73,515200-cable and subscription programming-us,13753157730.3813
319308.57,152596965.75,760142009.94,1897878.69,2398605.28,153636.44,85111.11,425207962.81,32489,0.06,0.16,25607.17,0.22,612646.86,138000747.16,16.09,0,0,0,0,2398605.28,11379239.39,190379360189.71,246996192.9,517110-telecommunications-us,183713626062.925
52012.09,49510850.72,245677716.54,582043.38,0,32614.54,6328.27,142303143.64,10010.46,0.01,0.03,5704.93,0.04,75965.59,24298010.25,1.45,0,0,0,0,0,2033305.38,53006316555.49,125525832.11,517210-wireless telecommunications-us,68706735082.0522
107856.83,11685438.02,58000619.14,140688.94,0,16163.31,12777.6,21035660.9,3686.84,0.01,0.01,6716.63,0.02,63322.2,23182972.44,15.72,0,0,0,0,0,3669003.84,14997417490.28,10135763.37,"517a00-satellite, telecommunications resellers, and all other telecommunications-us",14550491887.2164
174426.38,93001024.81,464606438.28,1106175.98,1961206208.45,61522.2,22312.66,343196101.36,22076.31,0.03,0.05,17600.8,0.07,281066.91,37861815.81,13.35,0,0,0.02,0,1961206208.45,6575999.87,48759094093.53,12447248.81,518200-data processing and hosting-us,739884184.924664
58141.26,10677069.93,55139253.73,192678.97,2101857.45,147903.46,17045.43,102228490.69,70401.73,0.02,0.04,9039.47,0.06,32212.59,9168297.01,1755.03,0,0,10.07,0.34,2101857.45,2801659.66,5690785353.22,5933722.39,"5191a0-news syndicates, libraries, archives, internet publishing and all other information services-us",4263186505.63474
8809.12,19651028.81,106330515.89,269600.2,3686675.77,7568.43,2200.75,12551693.19,4669.52,0,0,2173.43,0.01,43372.88,6900762.13,0.74,0,0,0,0,3686675.77,439152.38,10883729397.51,2787145.47,519130-internet publishing and broadcasting-us,3758055551.04691
443448.91,605216089.34,3004038867.37,7103753.98,5615.93,406063.93,55566.95,1764328485.37,125308.82,0.16,0.32,56288.52,0.48,2945984.41,245701763.04,24.2,0,0,14.22,0,5615.93,18609415.41,333275928501.2,64963953.54,52a000-monetary authorities and depository credit intermediation-us,192019642572.331
648083.21,285840241.72,1483920709.41,3389135.03,44874.51,609060.68,81726.26,2479628202.33,191878.6,0.24,0.49,81548.2,0.73,2379410.8,90794432.38,18.98,0,0,84.55,0,44874.51,27535362.98,142702489083.45,120463571.11,522a00-nondepository credit intermediation and related activities-us,48852119346.0163
150753.82,160621162.34,797228069.2,1886986.9,278500.55,139066.86,18912.87,254168507.89,43205.96,0.05,0.11,18924.25,0.16,1733148.03,115633887.28,3.28,0,0,0.64,0,278500.55,6364500.7,136665780856.66,146445254.36,523a00-securities and commodities brokerage and exchanges-us,64789354367.2194
112701.49,252555677.68,1253643198.14,2971382.09,431829.52,98350.78,14119.05,314148686.53,30474.74,0.04,0.08,13594.58,0.12,2108344.14,216328809.56,2.31,0,0,0.75,0,431829.52,4703420.64,169823955000.73,85535993.48,"523900-investment advice, portfolio management, and other financial advising services-us",162766301036.846
65008.46,493204636,2448140246.55,5805255.13,10969126.06,11477.14,-14579.93,153544318.98,5833.82,0.01,0.01,21892.21,0.02,2602982.29,88747996.18,-61.95,0,0,0.02,-0.01,10969126.06,2193694,323676378717.53,12957828.5,524100-insurance carriers-us,286279180641.479
583018.71,4177756.78,29320697.38,329141.49,19852231.52,1496475.09,176539.04,858134945.2,136706.26,0.17,0.35,87748.74,0.52,88632.74,29641041.64,18660.31,0,0,5.86,3.64,19852231.52,21411426.33,73341897237.82,52642739.93,"525000-funds, trusts, and financial vehicles-us",136328098626.113
1408592.26,310014651.44,1617484965.56,7593186.05,2265009.73,779433.99,37014585.33,532114841.54,138280.57,0.2,0.34,153303.65,0.54,174356.86,44485442.83,5346.53,0,0,1.78,1.01,2265009.73,43462294.42,1473132784957.13,22568622.1,5310hs-housing-us,1629503400479.92
2130301.29,181153301.17,920459115.75,12588351.3,8101543.99,2358582.17,21932904.46,39179986217.97,465856.33,0.59,1.17,267513.89,1.76,1419976.87,69191600.3,15210.61,0,0,10.79,2.94,8101543.99,78795067.63,397596648037.79,1154567306.56,531ore-other real estate-us,121114218923.565
2145666.3,132329200.77,665345747.74,1635396.24,910393181.92,2022564.17,271480.96,3629285136.22,307197.83,0.49,1.57,206646.42,2.06,771333.38,66818465.16,148.31,0,0,11.25,0.65,910393181.92,81802977.12,69183313274.18,37158985.35,532100-vehicle rental and leasing-us,58150592048.2907
147614.39,50142177.85,468407702.12,3797366.86,626277172.29,482994.34,558503.94,414329403.21,507359.54,0.14,0.5,57065.74,0.63,334596.91,53773069.06,14.9,0,0,283.4,3.94,626277172.29,19309372.51,28546032111.68,21639883.43,532a00-consumer goods and general rental centers-us,27892637506.007
2168617.78,79779842.04,443649677.87,4413895.82,62393660.26,2232685.03,308076.02,630052283.64,188603.45,0.16,0.66,286637.16,0.82,240006.91,88660829.86,786.07,0,0,81.3,6.48,62393660.26,80257978.52,55832633802.7,12732569.87,532400-commercial equipment rental-us,4287449850.48089
46049.99,7379007.06,59901867.41,315192.98,2295015.58,336972.61,18786.53,170407884.31,357545.11,0.11,0.41,39645.69,0.52,26749.85,2705382.61,2.98,0,0,0,0,2295015.58,6918350.76,75431680224.96,69851307.12,533000-lessors of nonfinancial intangible assets-us,46759217389.5229
842900.31,517796796.3,2570171933.74,6077953.96,152715.76,121579.27,64474.95,347416021.18,65569.39,0.04,0.19,152893.51,0.23,1257070.79,260158970.07,691.15,0,0,2.65,0,152715.76,22610769.53,250685806939.96,22273827.33,541100-legal services-us,146044528107.142
15522552.52,271260575.74,1296408519.53,22863939.82,45800691515.52,28657229.83,1866322.91,5603756794.41,865807.03,0.51,2.82,1480894.32,3.32,1077826.02,571486643.85,12121.85,1881500.46,30995867632.62,1674,182.48,14804823882.9,210077059.48,139040850689.01,409689501.74,541511-custom computer programming-us,203171606240.698
116117.74,146321372.24,731919117.52,1775095.79,99605557.22,82047.7,14893.16,230813125.36,25287.47,0.03,0.06,15557.65,0.09,475879.56,29499041.7,11.18,0,0,3.78,0.37,99605557.22,4715369.22,72325792347.62,6497586.28,541512-computer systems design-us,15314441906.7638
82097.78,79976734.9,405033100.37,1007723.73,53151782.94,55725.25,11359.73,68844587.53,16393.83,0.01,0.03,12375.95,0.04,265199.45,15105129.46,13.75,0,0,11.76,1.17,53151782.94,3523950.6,41347547624.18,4307414.85,"54151a-other computer related services, including facilities management-us",399972977.751584
42546.57,220151421.62,1099172517.61,2608079.78,772495.69,39297.52,5249.78,101973306.07,12141.14,0.02,0.03,5430.99,0.05,842717.34,145480624.92,4.13,0,0,0.05,0,772495.69,1708552.63,118938927062.38,9822115.13,"541200-accounting, tax preparation, bookkeeping, and payroll-us",15123331896.5517
1319252.81,451279451.13,2247726042.95,12658330.19,10398754.31,793811.8,182939.18,749178585.32,199784.36,0.18,0.42,185823.15,0.6,1613236.56,478761959.24,4673.2,0,0,12.41,0.87,10398754.31,45684152.2,164767805479.61,48183704.09,"541300-architectural, engineering, and related services-us",56876553968.254
32910.29,51374725.18,255107905.97,646969.85,53059.26,291249.46,4925.56,105909079.06,2950522.61,0.08,0.25,3446.2,0.33,139028.68,21563886.03,1.24,0,0,16.08,0,53059.26,204050041.53,23083499725.56,7897534.41,541400-specialized design-us,4472241501.614
955572.34,238517718.25,1196715154.19,2987368.88,5765795.02,928065.97,137603.76,322128730.51,73351.61,0.18,0.98,81403.87,1.16,833783.12,130439183.88,686.99,0,0,2.09,0.08,5765795.02,34077137.42,103560004512.23,38569457.61,541610-management consulting-us,989468607.713825
151896.78,52435594.63,261487479.36,4473986.34,2923243.49,1812185.12,23957,195048608.16,31171.02,0.02,0.14,142287.79,0.16,217776.42,59880272.57,849.61,0,0,8.98,0.6,2923243.49,3783104.01,22891896813.98,25558744.67,5416a0-environmental and other technical consulting services-us,81458239.41705
21734575.89,372566842.62,2176789431.83,284233364.88,64240960150.08,156037999.01,7818955.38,11606933763.15,5808198.27,1.5,8.54,3126556.43,10.04,1632043.32,3619170220.55,85612.92,1008550293.56,47876845474.16,17806.92,3027.63,16364114675.92,420686397.18,238971223616.53,956793643.97,541700-scientific research and development-us,415558668992.106
2091106.51,344503152.6,2003690293.51,12184781.13,499099609.16,2083779.61,347757.12,4207457151.46,2614621.62,0.56,1.8,454334.4,2.37,1340269.12,255824151.77,605.55,0,0,636.29,1.4,499099609.16,122025509.38,207729256923.52,112451222.1,541800-advertising and public relations-us,4541213301.42007
51626.73,109700794.26,545803882.72,1593671.73,1090583.45,53694.28,16728.15,226442671.61,21387.43,0.02,0.03,7293.28,0.05,259662.73,54178555.89,178.79,0,0,0.9,0.03,1090583.45,2460036.27,48843789631.01,6888275.12,"5419a0-marketing research and all other miscellaneous professional, scientific, and technical services-us",1805232234.9249
11584.51,20575506.1,103289284.68,245658.56,0,11554.04,2014.48,46397477.71,4086.07,0,0.01,1500.91,0.01,49314.74,5104594.21,0.22,0,0,0.47,0,0,531006.39,7453999857.95,1125864.87,541920-photographers-us,9508730434.78261
64069.9,43364555.57,215245800.7,579316.99,0,223498.16,6042.48,138881215.83,25967.13,0.02,0.03,10396.4,0.05,244451.24,19762269.05,15.86,0,0,0.14,0,0,1878839.05,14187482417.12,3696237.48,541940-veterinarians-us,25463300978.6211
1015066.46,118584860.46,2033466550.55,6146076.47,55842543.59,978971.73,125444.19,3463460169.55,303345.26,0.38,0.76,133370.9,1.15,1737214.5,126936001.86,19.91,0,0,0.08,0,55842543.59,42621766.91,271791589299.35,56784296.72,550000-company and enterprise management-us,330451141.024184
14063.08,156542080.24,2612355472.99,7793862.84,2866589.5,12949.97,20908.76,42033222.35,4010.81,0.01,0.01,1835.91,0.02,2866589.5,214480994.13,0.47,0,0,0,0,2866589.5,591149.32,144717759153.85,11011657.6,561300-employment services-us,852357869.332874
211330.43,62329947.03,1055995638.41,4626749.11,10332371.21,199326.96,32120.12,300803103.85,137235.57,0.05,0.1,47118.23,0.15,1017830.13,87454591.24,1219.53,0,0,33.04,22.35,10332371.21,10749403.44,47524555681.82,28276552.2,561400-business support-us,4585247289.34801
20803.73,33241869.32,570137791.51,1704334.48,0,38674.39,553970.17,123050262.14,7345.28,0.01,0.02,2659.59,0.02,189544.39,24953823.44,2.78,0,0,0.01,0,0,846155.6,19037002286.56,16678210.98,561500-travel arrangement and reservation-us,17014359204.5535
108948.34,39064301.11,668033339.21,2025086.7,4741653.57,230936.7,27258.17,205328370.38,29448.02,0.04,0.07,16270.02,0.11,857595.04,20491545.3,2430.82,0,0,0.76,0.48,4741653.57,4236442.2,34556776648.93,30956057.62,561600-investigation and security-us,8112682479.51564
1861918.2,123969038.64,2106507422.47,6379949.75,1075003.92,1976740.81,862722,1763524271.83,608875.48,0.71,2.71,241773.78,3.42,1878494.37,39107884.95,375.11,0,0,6937.43,0.07,1075003.92,81644638.11,91720691356.28,48461839.78,561700-buildings and dwellings services-us,16201594684.8946
175864.03,29673763.56,504777758.22,1810856.44,174166976.9,342010.65,39507.18,423146445.86,74973.26,0.06,0.23,54596.67,0.29,292566.37,15509617.01,3287.53,0,0,1.18,0.72,174166976.9,6956854.29,20528853965.89,25654973.16,561900-other support services-us,605708177.860696
140615193.09,29549009.37,426101029.19,2976142140.04,656142935.44,1956063657.9,12825760.94,125113668681.24,25625305.14,11.96,132.25,153671682.43,144.23,423740.07,284995666.39,123043.64,0,0,9762.27,509.32,656142935.44,3109882994.38,51997050131.89,106517458.46,562000-waste management and remediation-us,17553685452.4652
527139.09,13002030.39,642484043.25,1838736.8,21352379.95,485748.23,21635529.65,5363158351.06,46210.3,0.06,0.16,64716.08,0.23,8182344.02,622232008.69,5708.41,0,0,2.53,1.1,21352379.95,13689390.14,29703789320.5,118173586.02,611100-elementary and secondary schools-us,43911536755.9902
23813773.15,47460778.78,2143903564.05,10740238.17,5298268876.76,7527501.74,1941873.44,12578188091.34,1047857.74,0.91,2.67,2349650.17,3.58,3064296.47,1399540206.75,89048.88,0,0,381.14,12.9,5298268876.76,277413585.1,128430435740.1,1715003757.56,"611a00-colleges, universities, junior colleges, and professional schools-us",190249988436.031
378720.4,26157634.36,1187181631.44,4160056.46,9151477.03,2015061.76,1015316.68,818751120.16,1933484.78,0.64,2.25,230880.37,2.89,745450.25,880915623.96,1927.31,0,0,2.33,0.34,9151477.03,42307315.96,42483449282.11,71823343.47,611b00-other educational services-us,60807443003.3394
112425.24,40837142.82,1718328339.28,8700096.56,0,93259.87,13673.03,880218810.38,30402.94,0.04,0.07,13893.02,0.11,2131430.95,405324342.03,5.04,0,0,0,0,0,4548930.99,243186123030.9,63286462.81,621100-physicians-us,378090786832.332
47746.96,12798643.11,538591126.09,2635603.67,0,47736.84,5995.03,406499037.03,14763.02,0.02,0.04,6210.85,0.06,933397.46,100462888.24,0.88,0,0,0,0,0,2042051.86,75199662048.04,33304882.89,621200-dentists-us,116709346264.586
40410.24,8193802.03,320656961.8,1556261.58,229925.74,35872.08,4986.07,222783041.89,23323.15,0.01,0.03,4994.17,0.04,595565.76,53552498.42,1.14,0,0,1.76,0,229925.74,2423813.73,47660673296.75,1050021.86,621300-healthcare practitioners (except physicians and dentists)-us,68536785803.8414
266498.92,9845095.08,386328532.12,2111275.3,7311147.19,591151.05,74076.91,580790266.93,61466.21,0.08,0.15,38954.83,0.23,549778.08,54874521.8,6833.41,0,0,2.14,1.33,7311147.19,9668877.99,50386600778.81,53457446.27,621400-outpatient healthcare-us,89211008504.1522
20011.93,4072628.98,171383392.02,5378436.7,0,18921.87,10656.43,54369087.7,9087.18,0.01,0.01,2758.79,0.02,207180.95,34576329.08,4.06,0,0,0,0,0,915001.36,24026099424.11,14166187.62,621500-medical laboratories-us,28652946906.9654
392241.48,7326638.2,270972411.22,1431474.33,11592747,908130.95,108367.84,698306192.29,91414.46,0.11,0.23,58525.02,0.35,911591.22,74164299.4,10807.68,0,0,3.45,2.11,11592747,14157032.95,46534406897.99,40188396.79,621600-home healthcare-us,69059941041.1095
114669.53,4309575.28,174373240.63,914088.05,221826354.09,213799.06,26408.77,342085237.34,22433.82,0.03,0.09,14995.73,0.13,260385.73,38127927.97,1882.37,0,0,0.74,0.36,221826354.09,4319540.95,23038522634.98,12281473.9,621900-ambulances-us,28670393970.0611
11796997.96,83102728.9,3067481208.93,21855083.89,139834692.77,12213627.86,1932286.35,12400681286.7,1503517.48,1.98,3.9,1628626.21,5.88,5121961.76,1096057990.41,126782.13,0,0,51.38,24.44,139834692.77,331143062.82,403703454413.68,698198970.27,622000-hospitals-us,733440458679.855
908994,38277282.96,1528010998.93,7363344.28,0,479869.6,96846.49,2726691859.04,150846.97,0.19,0.37,93387.45,0.56,2275928.52,841020749.18,84.42,0,0,0.25,0,0,21678024.93,92130509274.06,159813674.33,623a00-nursing and community care facilities-us,154082022842.531
275975.93,8708502.57,366480605.39,1794879.24,155.7,80789.18,25203.21,484931840.35,29063.25,0.03,0.06,31618.75,0.09,647169.46,59164840.96,177.75,0,0,0,0,155.7,5781384.07,25209183600.27,23054726.7,"623b00-residential mental retardation, mental health, substance abuse and other facilities-us",37937007981.9829
121314.7,93079950.33,1595225764.16,4793466.85,1729824.06,201382.2,24086.89,399732344.42,32846.75,0.04,0.08,16703.65,0.12,1602171.38,64842285.48,1626.88,0,0,0.51,0.31,1729824.06,4780364.12,44677603079.84,20284531.72,624100-individual and family services-us,64434163596.5637
62962.26,55868404.39,957893216.43,2876774.57,374032.45,72501.44,10743.32,308050015.1,16435.43,0.02,0.04,8261.84,0.06,451563.62,168921723.95,351.18,0,0,0.11,0.07,374032.45,2538578.25,21184814957.05,21708002.77,"624a00-community food, housing, and other relief services, including rehabilitation services-us",38187513951.9792
127328.26,72064132.68,1237162086.09,3719467.81,1278203.71,185403.2,22501.06,619199876.96,36534.14,0.05,0.09,17373.45,0.14,911923.03,525171281.22,1195.42,0,0,0.38,0.23,1278203.71,5175075.63,34006538084.3,33941976.55,624400-child day care-us,49555949702.3873
553199.23,9066054.36,270372277.03,2346091.09,16351.19,5646066.05,741134.15,145963475.74,6155055.14,1.82,6.95,661260.65,8.78,129446.93,13048901.1,47.49,0,0,0,0,16351.19,109920949.02,16581386395.83,15399291.97,711100-performances-us,25549033741.3166
598851.84,8479521.8,284055929.44,2417305.25,188320506.86,4184141.87,489003.89,173269588.29,4500752.45,1.34,5.08,503314.36,6.42,133378.43,40261320.21,981.85,0,0,3.14,0.15,188320506.86,82554497.2,25512569915.67,24266830.98,711200-sports-us,17804643109.915
725820.18,6490207.01,212459449.11,1908202.21,2197254.54,7412410.32,554208.65,179144445.88,8058705.78,2.39,9.11,865288.07,11.5,93145.72,3850250.3,463.14,0,0,0.14,0.08,2197254.54,143980647.8,12668467670.39,19984023.09,711a00-promoters and agents-us,10885202274.5821
195800.18,6872560.12,225695715.86,1952701.12,98452.63,2032300.47,27982.15,34297458.01,2227839.09,0.66,2.5,237984.5,3.16,37691.61,5999007.57,34.61,0,0,0.01,0,98452.63,39623030.27,15385326805.14,4103306.64,"711500-independent artists, writers, and performers-us",1254088919.48843
1030726.82,16328683.03,532352980.54,5206928.7,2025307.97,9915943.47,811243.84,306473446.45,10659521.04,3.17,12.08,1154359.4,15.26,133621.95,11181966.2,2022.75,0,0,0.59,0.37,2025307.97,192673789.52,6783475279.2,14183489.45,"712000-museums, historical sites, zoos, and parks-us",13362195463.9691
738353.76,13739596.74,451154073.3,3964280.87,184143.64,6344173.96,107242.69,118365886.44,6922905.33,2.05,7.81,774065.29,9.86,101605.5,9418346.32,72.08,0,0,1.72,0,184143.64,127634438.86,9132288538.38,21312209.99,713100-amusement parks and arcades-us,12649829600.3784
9840216.5,72375480.97,1636351672.6,13491249.73,45252549.66,26544058.65,7112427.87,1707698715.22,26846005.23,8.16,30.59,3573991.23,38.76,474703.85,153589560.19,27081.35,0,0,9.44,4.83,45252549.66,661041081.67,53731869366.02,137351297.62,713200-gambling establishments (except casino hotels)-us,96664944613.8528
31816930.31,63656019.88,2037836871.19,22201471.59,50971678.53,15694513439.15,18900993.84,3923056408.03,69735506.71,21.06,81.1,14437201.05,102.2,950004.2,18651241751.95,5078.79,0,0,933.04,439208.45,50971678.53,1296393924.74,33968061838.97,3084924994,"713900-golf courses, marinas, ski resorts, fitness and other rec centers and industries-us",52241510127.401
2337038.08,160058220.98,2136136784.76,15753584.6,302711229.83,1709092.44,23279184.92,4168095831.68,715774.9,0.44,1.16,344321.31,1.6,1356855.56,590727861.48,8842.3,0,0,22.65,1.46,302711229.83,60089286.15,90987882549.94,349490594.93,721000-hotels and campgrounds-us,103884730671.769
926718.81,114165044.36,11311945978.19,62490750.24,4642634.82,48944772.41,853636.57,6101414837.76,2569588.69,7.15,1.07,37365431.34,8.23,4635488.44,387684109.41,2701.44,0,0,1.44,0.43,4642634.82,70012561.3,142148191817.39,366470955.42,722110-full-service restaurants-us,214524115659.4
2319277.91,216676485.94,13852342422.72,72312083.28,22595478.44,65358494.59,990374.84,5028671277.97,18611542.39,12.08,18.87,40814200.26,30.98,4884775.4,448480727.8,1436.59,0,0,1412.69,0.15,22595478.44,374856296.2,188645135810.13,605035404.88,722211-limited-service restaurants-us,284028696039.139
2912889.69,64620491.12,2281110636.46,13489916.46,230885778.96,2574463.23,6789066.24,2638334011.85,269517.29,0.4,0.88,1062485.15,1.28,1520397.3,257449068.94,15605.81,0,0,73.46,2.82,230885778.96,49356711.3,52235733956.04,192394387.44,722a00-all other food and drinking places-us,80980932082.1492
667900.22,227518982.34,2050689600.17,22123192.57,21922577.22,3686720.78,396892.23,1652376999.07,50724332.56,0.62,5.77,228779.81,6.39,1523381.08,263083875.21,2224.05,0,0,4103.5,7.45,21922577.22,586819941.3,131415032101.73,115165059.86,811100-vehicle repair-us,180459067440.617
139368.72,33910042.01,349834630.74,4084563.84,6393914.66,640024.61,36529.58,312382195.42,3533320.42,0.07,0.4,64666.97,0.46,221107.98,46720564,37.44,0,0,756.18,18,6393914.66,56767521.31,29287887983.14,12249919.26,811200-electronic  equipment repair and maintenance-us,4698211640.0975
174403.99,39961867.19,436870738.4,6936743.59,7155525.5,802044.57,49866.43,644996910.88,4897068.66,0.07,0.54,98286.17,0.61,289808.67,35568905.51,302.24,0,0,1092.85,28.79,7155525.5,69860100.34,42981782010.79,15584237.27,811300-commercial machinery repair-us,13131372.1429584
160895.74,40731725.67,407430909.62,5037668.68,7442649.31,1119827.87,173368.35,342465638.54,1842971.75,0.35,1.26,131022.84,1.61,206601.94,43021818.65,549.79,0,0,403.38,5.64,7442649.31,38183331,28765349073.91,43835821.57,811400-household goods repair-us,18315839524.2572
69478.06,56269823.1,559597315.98,10223443.4,310072.83,68451.79,9536.82,387915089.62,22058.12,0.03,0.05,9004.13,0.08,547328.3,38896953.92,3.49,0,0,0.71,0,310072.83,2990268.94,41415903215.49,31910441.6,812100-salons and barber shops-us,66339933184.9497
135714.74,18292396.36,182158474.7,3347558.76,0,4895099.48,12647.82,228210648.3,18683.75,0.02,0.03,111414.83,0.05,136399.21,32232461.31,272.54,0,0,3.6,0,0,3859813.45,13751821131.62,8154497.58,812200-funerary services-us,21754260627.6357
568897.69,25359572.38,252189651.07,6877821.35,0,7398046.11,89163.56,2241939518.62,9805175.58,3.31,12.17,103211.09,15.52,315334.32,34521402.68,20.19,0,0,3998.21,0,0,54478810.35,17999273118.49,88317079.92,812300-dry-cleaning and laundry-us,14951068596.1689
213204.7,67432732.91,659828073.52,23143267.91,5625272.25,1046005.93,985012.8,379940532.69,466297.47,0.13,0.4,50818.45,0.53,332309.9,51081340.46,3254.16,0,0,28.96,0.63,5625272.25,16793476.96,42143137933.46,21218023.72,"812900-pet care, photofinishing, parking and other sundry services-us",63310326041.5262
272152.45,38081298.09,653116159.65,1955640.43,0,253434.75,34497.77,1093184730.2,78925.99,0.1,0.2,34916.35,0.3,0,1755221825.25,6.08,0,0,0,0,0,11368408.66,25297573105.81,92698597.88,813100-religious organizations-us,88671069243.5645
36708.39,19459620.73,333737174.07,2156885.32,0,30713.4,113531.93,69834192.68,9319.44,0.01,0.02,4616.24,0.04,328183.97,13229283.08,0.58,0,0,0,0,0,1456973.59,31646726298.96,3692640.25,"813a00-grantmaking, giving, and social advocacy organizations-us",45412319931.3382
238351.03,27352381.7,468764374.47,1457669.89,6683.84,224745.83,186938.93,1031103049,69932.75,0.09,0.18,30274.2,0.26,699539.3,75820538.49,4.37,0,0,0.05,0,6683.84,10027419.83,50453919378.52,107755543.84,"813b00-civic, social, professional, and similar organizations-us",43037138756.865
49.33,0,0,58209.95,0,4.45,4731.86,0.13,0.22,0,0,3.61,0,802207.81,12964097.3,0,0,0,0,0,0,1767.42,19287544479.32,0,814000-household employees-us,19955418202.8012
13473819.22,10820522.88,101022274.19,38630517.08,2714300093.11,38163332.57,4415978.01,18785788350.11,3212714.2,3.98,8.2,2098574.39,12.18,1296045.01,89466420119.53,491513.75,0,0,154.35,95.91,2714300093.11,489798874.58,376132406795.37,514801283.43,s00500-federal general government (defense)-us,581186103759.938
2761351.48,33182456.33,309603083.07,69938920.39,0,15836951.88,1788344.56,2479023666.27,350856.35,0.39,0.94,542097.3,1.34,796649.63,106516361.5,260049.64,0,0,81.69,50.76,0,72345177.62,215057980448.98,177763598.3,s00600-federal general government (nondefense)-us,307586729021.758
911098.18,137479137.96,2127237049.12,929960.59,0,904482,114534.65,3083779477.23,290664.45,0.35,0.71,118292.46,1.06,859568.01,167375679.45,17.6,0,0,476.93,0,0,39693571.15,59412265568.25,175232811.94,491000-postal service-us,11448785061.2553
41166879.09,146045397.84,1363623288.06,17412998.75,1483756617.27,110856736.31,12856606.62,63857744402.71,10045897.72,12.47,25.65,6321244.45,38.15,5773582.66,2179424121.59,1387210.23,0,0,435.6,270.68,1483756617.27,1516643262.45,1138733507475.89,3928845912.29,s00700-state and local general government-us,1640222347679.55
6621987.2,213543.82,3118689.15,568211.49,266108775.66,6297873.61,462615676.23,3355014834.61,440496.82,0.49,2.65,813993.49,3.14,147142.25,45202098.41,68644.65,0,0,324.01,13.15,266108775.66,100865603.52,38072283135.98,109147127.79,s00203-other state and local government enterprises-us,60210589289.1015
17347.86,208464.84,1945044.57,439382.95,0,99493.77,11235.06,15574171.54,2204.21,0,0.01,3405.66,0.01,5004.86,669176.38,1633.73,0,0,0.51,0.32,0,454499.98,1351076201.89,1116778.68,s00900-rest of the world adjustment-us,1932377067.47959
