zcta,JobsTotal,JobsAgriculture,JobsEntertainment,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsProfessional,JobsRealestate,JobsTrade,JobsTransport,Population,Poverty,Poverty_Under18,Poverty_18to65,Poverty_Over65,Education,Work_Experience,Working_Fulltime,Working_Fulltime_Poverty,y
2047,7,0,0,1,0,0,2,1,0,0,125,0,0,0,0,1000,1000,0,0,0
2048,586,1,21,52,51,24,109,18,45,17,23346,40,12,23,4,642,753,77,2,0
2050,568,2,34,78,63,14,89,21,22,11,25530,57,18,30,7,688,792,55,1,0
2052,301,2,10,36,31,5,63,9,24,2,12198,42,13,23,5,651,747,35,0,1
2053,301,1,14,37,32,16,45,6,13,5,12853,30,8,17,4,664,775,39,0,0
2054,186,1,8,28,13,5,21,8,10,4,7955,63,17,46,0,693,797,60,0,0
2056,227,0,11,51,15,5,46,5,13,6,9334,45,14,26,4,666,762,33,0,1
2061,583,0,29,52,57,10,151,23,27,5,10445,22,5,15,1,656,749,13,0,0
2062,1220,0,45,99,237,45,198,50,82,22,28363,81,25,45,10,714,813,112,0,0
2066,384,1,21,57,33,7,65,12,17,6,17832,25,1,17,6,686,767,42,0,0
2067,387,0,19,25,56,7,105,13,27,8,17644,26,8,13,5,677,760,30,0,0
2071,16,0,0,9,1,0,0,0,0,0,1348,0,0,0,0,563,747,11,0,0
2072,878,1,20,108,82,37,136,30,76,29,27440,70,21,37,11,726,823,65,1,0
2081,597,1,23,98,49,27,94,13,43,10,18646,28,6,15,6,693,780,54,0,1
2090,470,0,8,57,54,11,118,28,33,7,14782,27,6,9,10,681,753,30,0,0
2093,413,0,7,50,24,8,48,10,14,6,10966,52,10,35,7,669,782,57,2,0
2108,1164,0,55,9,45,13,471,56,32,2,3733,78,0,58,20,851,906,344,2,0
2109,1306,1,55,13,32,8,638,80,30,8,3830,124,0,103,20,851,931,321,4,0
2110,1831,1,107,13,40,9,1052,105,56,16,1906,133,0,101,32,881,986,338,8,1
2111,976,0,49,10,95,17,276,42,25,9,6542,264,6,207,50,817,922,170,2,1
2113,179,0,8,3,10,8,20,3,0,0,7360,135,0,121,13,794,972,425,0,1
2114,688,0,51,11,104,7,191,42,19,2,12132,148,2,133,12,789,930,385,4,0
2115,580,0,42,3,42,1,68,59,8,1,17196,425,28,347,49,612,927,197,10,0
2116,2015,1,126,17,123,11,600,173,32,6,19615,134,12,87,34,822,906,254,3,1
2118,787,0,31,26,93,24,172,48,76,9,25710,246,44,170,31,747,860,213,3,0
2119,428,0,9,26,103,7,39,21,17,11,25632,347,110,196,40,633,801,93,3,0
2120,165,0,5,1,52,2,13,16,3,2,13215,405,77,300,27,469,851,120,3,0
2121,183,0,3,17,33,0,11,16,2,5,27393,337,127,186,23,610,767,57,1,0
2122,500,0,18,53,92,8,56,19,5,7,25360,210,55,137,16,665,804,97,3,0
2124,548,0,8,55,100,7,52,25,6,12,51376,217,79,121,16,643,782,70,1,0
2125,454,0,25,37,52,8,45,25,10,5,33820,286,88,185,11,638,813,148,5,0
2126,210,0,5,15,37,2,17,7,0,4,28048,204,64,114,25,685,806,54,1,0
2127,665,0,35,54,42,22,114,35,36,20,34383,175,56,105,13,767,873,317,3,0
2128,724,0,12,38,45,13,57,37,12,135,44344,201,66,120,15,691,813,141,1,0
2129,470,0,28,21,30,19,122,30,20,29,17815,191,78,94,18,759,828,227,0,0
2130,663,1,26,31,112,17,91,30,11,12,37071,181,42,121,17,751,857,225,3,0
2131,407,0,9,38,56,5,37,19,11,4,31130,145,43,81,20,707,808,97,0,0
2132,501,0,11,39,75,10,85,26,6,8,28199,52,9,30,13,741,811,85,0,0
2134,544,0,27,23,49,9,73,49,22,11,18167,307,16,281,9,601,933,265,0,1
2135,712,1,35,53,100,8,100,43,17,24,35976,246,20,189,36,698,923,245,4,0
2136,424,0,11,62,55,19,33,17,24,16,29891,104,36,59,7,660,784,67,0,0
2138,1170,0,64,27,143,29,282,49,29,8,27167,126,13,103,9,771,866,180,1,0
2139,1096,1,63,30,110,21,330,70,27,3,30276,164,29,117,16,765,876,266,3,1
2140,503,0,34,8,61,7,142,21,8,3,17853,122,32,74,15,774,859,180,0,0
2141,452,0,41,9,27,15,116,14,11,6,13266,192,25,150,17,745,908,244,1,0
2142,545,0,61,3,16,12,281,21,29,1,2571,204,14,189,0,773,905,228,0,0
2143,634,0,31,39,69,35,89,35,26,17,25849,154,15,124,15,758,894,269,1,0
2144,446,0,26,25,48,8,101,24,5,4,24178,163,30,121,11,743,895,293,4,0
2145,365,0,7,47,40,13,37,13,9,9,24690,149,47,89,12,724,837,162,2,1
2148,931,0,28,84,116,38,108,46,42,25,60134,168,40,108,19,699,834,109,2,0
2149,711,0,11,89,49,41,71,23,51,40,42497,137,38,85,13,678,808,83,4,0
2150,680,0,8,43,84,36,55,32,85,61,36546,225,86,119,20,640,762,116,1,1
2151,734,0,13,89,72,12,74,17,27,42,52989,154,42,94,17,733,830,115,2,0
2152,260,0,12,34,32,3,34,12,8,10,17954,85,21,54,9,751,826,126,0,0
2155,1167,0,41,146,120,36,189,32,49,28,54699,104,18,71,14,743,859,140,2,0
2163,30,0,3,0,1,1,6,1,0,0,1071,276,16,259,0,805,864,88,0,0
2169,1542,1,59,142,236,32,312,56,51,26,55055,101,22,59,19,745,845,131,3,0
2170,253,0,9,41,19,4,28,17,8,1,18803,100,17,70,13,738,861,136,0,1
2171,374,0,16,37,31,7,67,23,16,4,18056,93,20,59,14,757,857,128,0,1
2176,504,0,13,62,76,8,97,23,8,4,27262,38,7,17,13,734,812,88,0,1
2180,617,2,14,81,101,18,103,16,18,16,21496,45,7,30,6,752,839,106,1,0
2184,1483,0,58,134,109,22,330,65,73,39,35993,52,17,25,9,689,802,74,0,0
2186,446,0,21,66,70,2,103,21,8,6,25490,43,11,20,11,658,763,46,0,1
2188,296,0,8,34,36,10,37,13,15,6,14389,66,12,42,11,757,840,140,0,1
2189,406,0,11,76,47,17,52,12,30,8,14985,100,33,56,10,700,818,93,0,0
2190,358,0,5,44,78,2,44,12,7,8,16624,43,5,29,7,723,814,84,0,0
2191,125,0,4,20,11,0,11,5,1,1,8316,46,6,27,12,739,818,93,0,0
2199,272,0,8,2,4,1,94,19,9,0,1359,91,0,38,52,921,955,183,0,0
2210,890,0,73,20,18,33,342,35,94,27,1837,43,0,43,0,907,951,421,0,0
2215,571,0,32,4,52,8,68,35,5,5,12087,387,18,347,21,637,974,289,2,0
2301,1344,0,31,60,217,51,196,48,50,37,58155,202,78,108,16,642,778,62,0,0
2302,380,0,12,42,63,15,16,12,20,16,34395,140,52,75,12,637,768,56,0,1
2322,226,0,5,31,13,24,15,9,37,13,4421,10,0,8,2,707,822,57,0,0
2324,463,0,12,89,28,14,69,15,20,14,21945,72,14,54,3,661,804,57,0,0
2330,184,1,6,38,18,5,16,2,10,6,11533,54,14,27,12,712,815,55,1,1
2332,353,2,19,40,46,9,81,13,26,6,15107,32,6,19,5,659,749,27,0,0
2333,243,0,5,40,20,13,29,4,9,9,13867,32,8,16,7,694,816,64,1,0
2338,102,0,3,27,7,4,9,2,3,4,7521,19,0,11,7,708,826,60,0,0
2339,627,1,19,77,54,27,89,15,25,6,13981,43,6,35,1,663,766,43,0,0
2341,175,0,3,34,11,12,19,4,7,5,10300,37,10,23,3,664,792,53,3,0
2343,244,0,2,37,21,22,19,6,14,13,10704,83,28,42,12,770,854,69,0,0
2346,513,0,8,98,48,23,65,11,20,18,23042,80,32,38,9,706,801,64,0,0
2347,272,0,11,42,23,9,52,11,18,11,10810,45,10,26,8,685,798,60,0,1
2351,330,0,8,46,24,12,35,13,10,10,15986,29,3,19,5,696,810,70,0,1
2356,305,0,14,43,41,7,50,11,13,3,11608,27,8,13,5,677,788,54,0,0
2357,2,0,0,0,0,0,0,0,0,0,25,1000,0,1000,0,1000,1000,240,240,0
2359,492,2,14,90,25,28,67,12,36,6,17969,41,12,21,7,673,785,45,0,0
2360,1503,0,68,171,196,41,249,49,49,29,55414,67,19,40,8,715,818,67,0,0
2364,384,0,15,53,31,11,43,7,19,2,12592,42,6,30,5,692,816,52,0,0
2367,68,2,1,17,5,5,9,3,5,1,2840,37,11,20,4,724,832,47,0,0
2368,594,0,12,54,90,26,67,20,42,30,32882,113,42,54,17,702,824,73,0,0
2370,451,1,11,80,19,30,71,14,42,14,17434,52,16,29,6,710,808,78,0,0
2375,396,2,18,56,33,27,70,16,25,16,9677,41,12,18,10,699,773,61,1,1
2379,352,1,6,52,28,28,34,11,30,22,6761,40,11,26,2,683,816,71,0,0
2382,224,0,3,40,11,15,25,7,8,5,14639,60,15,35,10,680,796,70,0,0
2420,504,1,27,21,80,9,147,15,11,2,13650,42,9,26,6,687,786,38,0,0
2421,562,0,34,29,90,11,203,21,23,3,18237,44,8,23,11,681,760,38,0,0
2445,498,0,23,19,103,5,106,30,16,1,20458,114,17,86,10,688,817,139,2,0
2446,751,0,38,15,174,10,117,64,15,4,28206,148,11,121,16,711,863,177,4,0
2451,1281,0,91,67,105,27,346,45,74,11,17437,75,16,56,2,756,848,131,0,0
2452,458,0,31,35,49,10,88,22,16,6,11699,70,9,53,6,750,841,123,0,1
2453,837,0,29,84,87,53,119,34,33,16,25770,139,27,96,15,759,861,182,0,0
2458,507,0,29,34,60,16,142,26,21,6,12000,64,14,27,22,710,800,122,3,0
2459,747,0,33,37,122,5,193,46,35,21,16817,61,21,30,9,705,780,45,0,0
2460,264,0,15,23,32,9,69,6,9,5,9591,71,23,42,5,700,771,85,0,0
2461,258,0,12,10,34,4,58,15,6,2,7091,56,17,36,2,719,793,66,0,0
2462,132,0,3,2,56,0,41,6,2,0,1224,62,0,13,48,814,856,48,0,0
2464,263,0,10,13,32,6,59,11,16,4,2781,80,21,37,21,783,836,195,8,1
2465,304,0,18,23,37,3,60,11,15,7,11334,31,5,14,10,712,776,65,1,1
2466,294,0,23,12,31,5,98,18,15,4,7573,38,13,16,8,684,767,76,0,0
2467,496,0,22,11,80,5,88,36,11,6,16051,53,8,38,6,704,795,82,0,0
2468,97,0,4,8,20,1,27,6,4,1,5273,21,6,11,2,679,781,31,0,0
2472,1012,0,79,97,116,44,174,36,32,21,32546,73,11,46,15,781,857,166,2,0
2474,475,0,23,50,64,5,90,13,11,4,27040,48,3,31,13,744,817,138,1,0
2476,424,0,21,34,68,4,84,19,7,6,16442,37,5,20,12,747,801,104,0,0
2478,578,0,22,58,82,10,127,25,11,6,24828,58,17,33,7,696,786,63,0,0
2481,741,0,23,17,135,8,330,39,18,4,14117,37,11,20,4,634,701,30,1,0
2482,450,0,18,19,45,5,141,16,16,2,10216,31,8,19,3,668,746,52,0,0
2492,550,0,21,43,86,16,147,24,19,2,19516,29,7,9,12,674,755,24,0,0
2493,324,0,22,27,47,7,101,19,10,3,10972,28,3,14,10,659,732,19,0,0
2494,657,0,40,51,59,21,211,39,47,9,9131,35,5,21,8,687,763,83,0,0
2532,303,0,19,41,30,2,44,14,11,8,11346,122,33,57,31,742,858,106,0,1
2534,69,0,7,12,5,6,6,1,2,1,978,54,0,29,24,864,918,154,0,0
2535,54,2,1,6,3,2,4,4,1,0,1261,143,24,98,20,763,842,34,0,0
2536,355,1,14,63,16,17,37,16,8,7,19043,85,26,49,9,739,838,60,1,0
2537,120,1,3,21,13,1,20,8,4,1,6203,74,35,26,11,715,791,40,0,0
2538,110,0,1,8,7,4,5,2,4,1,3281,91,7,73,10,708,810,48,5,0
2539,329,0,18,68,8,6,25,18,6,10,4161,57,12,42,2,815,891,140,0,0
2540,549,1,36,26,99,8,99,23,8,7,8345,88,15,42,30,778,857,59,1,0
2542,12,0,0,0,0,0,8,0,0,0,935,39,26,12,0,329,604,60,0,0
2543,44,0,7,3,5,0,8,0,0,0,798,68,0,68,0,694,847,132,11,0
2553,24,1,0,4,1,4,1,1,0,1,191,0,0,0,0,801,1000,287,0,0
2554,918,1,40,236,32,16,72,58,6,13,10029,90,22,52,15,727,806,114,0,0
2556,109,1,5,17,15,5,12,9,3,1,2939,49,5,21,23,788,848,48,0,1
2557,215,0,7,39,11,7,15,22,2,5,4543,113,27,34,50,703,785,34,0,0
2558,34,0,2,5,1,0,1,1,0,1,1495,220,80,105,34,735,931,190,0,0
2559,111,0,4,8,7,11,16,9,5,3,4173,72,15,32,24,798,902,62,0,1
2561,40,0,0,12,3,3,1,0,0,2,496,370,149,163,58,683,915,122,58,0
2562,82,0,3,15,6,3,18,5,3,4,3054,135,42,66,26,759,875,65,2,0
2563,375,3,13,64,43,9,54,16,12,3,9790,49,10,32,6,718,829,61,2,0
2564,19,0,3,6,0,0,1,1,0,0,249,148,0,96,52,690,787,80,0,0
2568,369,0,21,61,28,6,43,19,5,12,4022,182,63,107,10,763,832,135,0,0
2571,325,0,16,23,43,20,31,11,14,7,10277,109,30,71,7,734,856,92,0,0
2575,90,0,3,25,9,1,10,4,0,0,2700,80,18,62,0,697,811,87,0,1
2576,96,0,1,14,3,13,13,6,7,6,5032,52,11,29,11,702,816,55,3,0
2584,47,0,1,21,2,0,0,1,1,1,11,0,0,0,0,1000,1000,0,0,0
2601,1187,1,51,70,166,30,141,43,30,24,14122,266,75,162,27,738,862,104,1,0
2630,85,0,5,8,9,2,19,1,3,2,2186,248,91,150,7,769,859,40,0,0
2631,302,1,12,74,26,2,42,17,6,4,9374,70,9,54,6,772,866,89,6,1
2632,254,0,10,56,28,5,52,13,6,2,11278,55,14,33,7,741,830,71,1,0
2633,248,4,13,18,15,3,27,11,2,3,3830,116,21,74,19,793,854,49,0,0
2635,84,1,5,19,9,2,16,6,1,3,3262,17,0,12,4,748,863,35,0,1
2637,9,0,1,4,0,1,0,0,0,0,53,0,0,0,0,622,622,207,0,0
2638,91,0,6,10,7,2,15,5,4,0,3557,121,49,43,28,808,843,49,0,0
2639,119,0,2,8,2,4,7,8,2,2,2698,244,92,143,9,805,871,129,4,1
2641,45,1,2,4,3,2,9,2,1,1,222,45,0,45,0,1000,1000,0,0,0
2642,103,2,3,24,5,0,10,2,2,5,4897,51,0,45,5,827,912,71,7,0
2643,24,0,1,2,2,1,2,0,0,0,18,0,0,0,0,1000,1000,500,0,0
2644,64,0,4,8,3,1,11,3,0,0,4256,45,16,28,0,601,736,31,0,0
2645,252,4,8,57,23,6,17,5,4,5,9480,75,17,43,14,757,855,65,1,1
2646,115,0,9,13,3,0,11,8,1,5,1777,73,9,32,31,820,926,59,0,0
2647,13,0,3,1,3,0,1,0,0,0,108,0,0,0,0,1000,1000,83,0,0
2648,190,5,6,47,14,2,30,7,3,3,6439,59,18,30,9,753,854,71,0,0
2649,431,0,15,68,43,5,52,16,19,4,13879,81,26,43,11,748,838,49,0,0
2650,34,0,2,4,5,0,4,0,1,1,1066,52,0,52,0,840,977,62,0,0
2651,73,0,1,17,5,1,7,3,1,2,29,0,0,0,0,1000,1000,0,0,0
2652,60,3,1,12,1,2,1,2,0,0,995,87,19,68,0,848,899,166,0,0
2653,414,2,13,49,28,10,65,18,12,4,5937,47,5,22,19,861,923,88,0,0
2655,190,1,13,34,12,1,34,10,6,1,3609,59,5,46,8,784,861,57,0,0
2657,397,2,19,9,17,2,22,15,7,11,2931,135,5,93,37,901,961,181,0,0
2659,45,1,1,12,1,1,1,0,3,0,806,42,3,38,0,827,870,100,13,0
2660,214,1,9,30,20,5,19,9,6,5,6285,146,50,66,29,791,873,67,0,0
2663,24,0,0,2,1,0,1,0,0,0,83,0,0,0,0,831,831,0,0,0
2664,329,0,19,35,33,13,24,18,6,5,9230,116,28,56,31,791,857,99,0,0
2666,40,1,4,6,0,1,2,2,2,0,743,189,26,114,48,917,973,102,0,0
2667,135,1,8,22,7,1,8,7,1,0,2914,144,43,63,37,872,921,74,0,0
2668,95,4,4,20,5,4,15,3,3,1,2634,52,9,24,18,796,842,99,0,0
2669,35,2,1,3,1,2,8,1,2,0,287,0,0,0,0,822,850,142,0,0
2670,58,0,6,2,4,1,8,4,0,0,1243,117,35,46,35,807,920,63,0,0
2671,47,0,2,2,5,2,5,1,0,0,755,39,0,31,7,854,947,148,0,0
2672,9,0,0,0,1,0,0,2,1,0,137,0,0,0,0,474,1000,0,0,0
2673,228,0,5,41,24,7,20,8,7,4,8528,68,15,48,4,769,858,84,0,0
2675,165,0,9,22,25,0,32,5,2,1,6344,56,1,23,30,836,898,64,3,0
2702,98,0,1,23,7,10,12,3,5,6,4591,47,7,30,9,711,780,46,0,1
2703,909,1,26,100,135,84,100,20,43,15,43229,92,25,53,13,689,797,71,1,0
2713,8,0,1,0,0,0,0,2,0,2,78,51,0,12,38,923,1000,192,12,0
2715,69,0,2,19,3,2,8,0,2,2,3340,83,14,38,31,636,771,30,0,0
2717,102,1,0,24,4,14,6,2,5,3,4257,48,20,24,3,724,842,74,2,0
2718,111,0,3,26,8,6,5,3,13,9,6529,51,2,34,14,708,856,61,0,1
2719,398,7,11,49,43,14,52,5,12,7,15619,108,21,63,22,752,843,85,0,0
2720,812,0,14,53,175,44,159,33,38,20,30112,181,52,113,15,706,826,93,2,0
2721,578,1,16,38,72,41,45,28,28,11,25357,262,89,146,26,680,796,79,1,0
2723,251,0,3,31,25,21,33,12,4,3,14302,268,93,155,19,676,802,95,3,1
2724,216,0,2,27,17,23,21,6,8,2,16794,261,73,154,33,697,822,63,0,0
2725,68,0,6,4,9,3,10,1,1,1,2458,86,26,48,11,824,906,25,0,0
2726,268,0,8,34,27,6,38,4,7,5,15515,77,25,39,12,733,835,59,0,0
2738,155,0,12,25,16,7,37,2,5,1,4818,46,8,27,11,734,805,30,0,0
2739,192,1,8,31,12,10,37,5,12,4,6138,47,11,30,5,695,794,57,0,0
2740,947,69,30,43,144,39,177,37,53,31,42341,243,77,135,30,670,798,85,1,1
2743,163,0,3,38,12,7,11,6,7,10,10220,41,3,26,10,717,851,36,0,0
2744,184,1,4,19,10,14,16,11,6,7,11508,301,115,164,22,659,784,67,0,0
2745,494,0,9,65,61,46,45,17,25,10,24144,117,25,74,17,713,828,90,1,0
2746,301,0,10,23,15,12,23,11,14,14,14666,389,155,209,24,648,753,82,1,0
2747,659,3,22,78,91,15,68,19,15,9,17283,69,13,34,21,728,843,49,2,0
2748,214,2,6,33,21,8,17,11,8,1,12054,57,9,18,29,752,833,53,1,0
2760,724,0,21,79,48,31,102,29,19,7,27039,42,9,28,4,639,763,65,0,0
2762,310,0,6,42,33,18,53,15,21,9,8581,52,11,28,13,725,801,95,2,1
2763,126,0,5,15,8,23,15,5,11,2,1602,38,0,32,5,696,847,104,0,0
2764,77,0,1,14,14,7,9,1,6,3,3779,14,0,11,2,693,799,34,0,0
2766,370,1,17,54,49,21,42,12,19,12,17387,59,4,46,8,688,809,53,0,0
2767,489,0,9,52,43,13,59,21,32,20,13434,71,30,38,2,693,793,64,0,0
2769,251,3,16,59,12,6,25,7,15,8,11690,31,4,23,3,703,825,49,0,1
2770,78,0,2,24,6,2,8,3,1,4,5163,62,22,26,13,680,794,36,0,0
2771,557,0,20,63,33,18,48,11,29,19,14098,50,8,33,8,724,838,44,0,0
2777,439,2,20,56,43,12,50,13,10,10,15742,52,17,26,8,759,845,70,0,0
2779,96,0,3,35,1,2,4,3,5,1,6483,58,16,31,10,636,772,75,4,1
2780,1056,1,38,96,128,44,142,37,53,32,48726,141,39,82,20,699,806,76,0,0
2790,384,4,8,91,26,16,44,13,15,11,16099,32,4,14,13,742,835,55,0,0
2791,7,0,1,0,0,0,1,1,0,0,127,0,0,0,0,1000,1000,0,0,0
2802,13,0,0,1,0,0,3,0,0,0,998,35,0,35,0,625,861,195,0,0
2804,74,0,2,21,3,12,7,3,1,2,2413,54,9,39,6,757,895,93,0,0
2806,360,0,22,42,49,6,65,13,13,1,16192,18,4,9,5,666,762,32,0,0
2807,196,1,9,36,2,5,6,10,0,3,890,88,10,56,22,849,907,148,12,1
2808,25,1,0,3,2,2,1,1,2,2,2278,97,31,58,7,670,775,91,0,1
2809,526,1,13,74,42,49,58,15,34,7,19774,89,9,59,20,759,855,73,1,0
2812,20,0,2,6,1,0,2,0,3,1,1947,8,0,4,4,559,682,6,0,0
2813,183,0,7,37,19,4,19,7,4,2,7788,112,41,62,8,726,834,63,3,0
2814,151,2,5,50,12,4,15,6,0,6,7386,38,7,25,5,723,848,72,1,0
2815,4,0,1,3,0,0,0,0,0,0,162,0,0,0,0,734,734,111,0,0
2816,565,1,11,103,47,29,56,12,21,8,32249,77,24,43,10,703,824,59,1,1
2817,153,0,6,32,12,9,19,4,10,6,6102,55,11,41,2,653,757,51,0,1
2818,687,2,26,39,118,22,149,35,39,7,18139,52,13,30,8,718,802,90,0,0
2822,148,0,4,32,11,8,14,4,7,3,6295,98,13,81,3,684,846,87,0,0
2825,90,0,5,28,7,2,10,0,2,4,5164,59,13,41,5,704,851,41,1,0
2826,13,0,1,5,1,1,1,0,0,0,614,100,0,0,100,765,783,68,0,0
2827,28,0,1,15,2,0,0,0,2,0,1972,123,43,76,3,772,872,32,0,0
2828,228,0,13,32,23,11,45,5,13,1,7121,50,9,24,16,744,839,63,1,0
2830,101,1,4,24,7,2,8,3,6,2,6617,50,11,23,15,764,821,62,0,0
2831,64,1,2,20,5,4,5,1,2,1,3167,24,0,17,6,734,822,71,0,0
2832,89,1,5,25,10,5,3,1,2,1,4801,39,14,24,0,716,812,67,0,0
2833,12,0,1,5,1,1,1,1,0,0,565,44,0,44,0,897,897,35,0,0
2835,157,0,16,25,12,6,34,2,6,2,5444,83,22,56,4,756,856,67,0,0
2836,3,0,0,0,0,1,0,0,0,0,86,0,0,0,0,825,825,0,0,0
2837,108,5,6,27,5,2,11,3,4,1,3491,110,13,83,13,734,843,74,2,0
2838,45,0,0,7,3,2,3,3,1,0,3700,148,43,98,6,613,769,125,10,0
2839,14,0,0,3,0,3,0,0,2,0,1539,57,0,57,0,702,808,87,0,0
2840,1085,3,62,58,85,26,146,51,26,35,21712,114,26,78,9,740,860,193,3,0
2842,622,1,18,70,81,16,101,31,16,7,15800,71,22,42,6,691,783,70,1,0
2852,764,3,33,70,72,60,131,19,50,35,22302,89,30,47,11,694,813,65,2,0
2857,164,1,3,38,14,6,20,4,5,7,9353,67,22,35,8,720,820,47,0,0
2858,8,0,1,2,1,0,1,0,1,0,451,0,0,0,0,742,787,0,0,0
2859,92,0,3,23,9,5,7,2,4,1,6501,131,43,77,11,698,821,59,4,0
2860,963,0,31,70,144,92,121,46,47,20,44791,272,96,153,21,655,789,87,5,0
2861,422,0,8,50,36,32,45,13,17,12,25944,111,29,69,12,718,812,84,2,0
2863,221,0,1,22,23,27,18,10,4,3,18923,317,124,177,15,571,732,61,0,0
2864,723,0,16,98,85,35,97,32,49,22,33468,56,17,29,9,714,812,57,0,0
2865,596,1,28,77,76,37,101,19,46,19,16607,70,16,34,19,714,805,77,0,0
2871,417,2,26,65,39,15,65,18,17,6,16868,80,14,50,16,707,812,77,0,0
2872,3,0,0,2,0,0,0,0,0,0,259,0,0,0,0,729,1000,123,0,0
2873,5,0,0,2,0,1,1,0,0,0,186,112,0,112,0,1000,1000,494,0,0
2874,96,2,10,16,1,0,19,2,7,6,6252,52,16,24,11,632,742,80,12,0
2875,5,0,0,4,0,0,0,0,0,1,480,77,0,77,0,862,966,337,0,1
2876,45,0,1,5,3,5,8,2,3,2,314,111,0,111,0,713,933,321,0,0
2878,293,2,5,41,27,11,40,3,14,7,15725,59,16,27,15,747,832,71,0,0
2879,685,1,39,74,88,18,104,23,21,8,20111,75,19,49,5,703,828,57,0,0
2881,97,0,10,3,5,3,8,1,0,0,3155,188,0,185,3,594,858,94,15,0
2882,417,4,13,40,44,13,46,30,22,6,13902,170,4,155,10,627,899,120,8,1
2885,348,0,11,49,33,29,38,11,18,6,10305,103,23,70,10,725,830,92,0,0
2886,1647,0,58,100,266,62,338,67,81,45,27827,81,13,49,18,765,851,91,0,0
2888,673,0,8,78,69,43,113,27,51,12,19675,74,18,42,12,730,829,93,2,0
2889,389,1,8,58,36,9,43,12,12,13,28136,73,19,44,8,723,832,76,0,1
2891,716,0,35,76,93,20,89,26,20,7,21118,98,29,55,13,723,816,78,0,0
2892,107,0,4,36,6,5,11,1,7,1,4124,58,19,32,6,767,856,98,0,0
2893,529,0,20,60,45,29,61,22,23,9,29297,156,41,103,11,717,822,115,4,0
2894,16,0,0,2,3,0,1,0,0,2,674,78,0,78,0,526,713,16,0,0
2895,782,0,17,65,114,43,67,38,43,14,40357,260,100,143,17,679,782,96,0,0
2896,307,1,8,56,47,18,43,9,9,10,11466,43,11,17,15,725,824,62,0,1
2898,78,0,3,8,9,4,9,1,1,0,1455,9,0,9,0,725,837,0,0,0
2903,1675,0,76,33,80,29,580,78,34,10,8071,321,24,269,27,716,938,224,6,1
2904,801,0,24,61,137,28,88,35,41,14,28597,201,66,110,23,710,816,91,1,0
2905,532,0,23,34,91,42,55,21,27,19,23717,309,118,171,19,601,773,66,1,0
2906,742,0,37,20,161,7,156,30,12,5,24641,176,23,150,3,691,863,166,5,0
2907,538,0,7,30,69,34,73,28,30,12,27550,307,107,175,24,601,777,67,4,1
2908,541,0,14,40,65,25,91,10,25,7,34818,262,79,168,14,595,787,83,3,0
2909,604,0,15,38,52,56,79,26,28,17,42833,336,127,192,16,600,748,92,4,0
2910,564,0,10,30,86,45,91,19,35,13,20134,112,28,67,16,696,818,86,3,0
2911,219,0,4,20,33,21,26,12,4,4,15240,117,24,76,16,750,852,122,2,0
2912,11,0,2,0,1,0,1,0,1,0,16,0,0,0,0,1000,1000,0,0,0
2914,767,0,21,78,91,52,119,26,55,18,21861,157,52,89,14,692,797,82,0,0
2915,333,0,13,47,54,17,61,13,15,10,15864,89,21,51,16,765,844,119,0,0
2916,203,0,7,21,15,16,33,10,22,3,8523,53,19,23,10,722,800,94,0,0
2917,588,1,24,82,46,43,93,15,36,15,11062,35,0,19,15,724,823,55,0,0
2919,937,0,18,141,111,73,71,32,31,42,28501,100,23,55,20,740,843,93,0,0
2920,1169,0,43,94,171,62,176,37,72,22,34814,123,36,70,16,737,827,65,2,0
2921,288,0,10,67,15,27,36,14,23,17,12132,37,9,24,4,666,810,51,0,0
3031,406,0,14,34,34,35,92,11,30,4,11273,26,9,13,4,656,760,52,3,0
3032,136,0,1,45,4,3,19,5,14,5,5077,25,7,13,5,699,799,68,0,1
3033,78,0,1,18,3,4,11,1,1,2,5051,8,0,4,3,639,778,46,0,0
3034,85,0,5,26,5,4,8,2,5,5,3964,37,17,15,5,751,841,66,0,0
3036,61,0,1,16,0,3,11,1,5,3,4689,44,8,30,5,681,786,42,1,0
3037,75,1,2,23,8,2,9,1,2,1,4280,38,7,28,1,707,798,47,0,0
3038,627,1,23,70,83,28,70,17,34,15,33340,80,26,47,6,691,810,85,1,0
3042,180,0,9,24,12,7,21,1,1,3,6514,58,26,29,2,722,806,67,0,0
3043,20,1,1,5,0,3,5,1,1,0,1573,48,13,34,0,755,867,69,0,0
3044,57,1,3,12,3,8,5,1,1,4,4202,27,6,16,4,731,818,54,0,0
3045,243,1,7,42,27,13,35,3,8,6,12717,54,5,43,4,714,817,77,1,0
3046,36,0,1,18,3,0,4,0,1,1,2769,59,20,39,0,728,816,92,2,1
3047,33,0,1,4,3,4,2,1,4,2,1411,70,16,49,4,747,810,102,4,0
3048,64,0,3,19,3,4,4,1,2,2,3519,124,48,64,11,657,798,70,0,0
3049,163,3,5,24,6,13,38,6,16,3,7709,17,3,13,0,715,802,47,2,0
3051,619,0,14,110,33,72,65,16,44,18,24476,46,15,21,9,673,788,60,0,0
3052,82,0,2,26,1,2,6,0,5,2,8267,40,7,29,3,662,773,30,0,0
3053,703,0,14,76,75,55,123,25,59,30,23822,30,6,18,4,673,787,62,3,0
3054,726,0,25,76,59,31,127,19,35,15,25346,38,10,22,5,718,812,83,1,0
