zcta,JobsTotal,JobsAgriculture,JobsEntertainment,JobsConstruction,JobsHealthcare,JobsManufacturing,JobsProfessional,JobsRealestate,JobsTrade,JobsTransport,Population,Poverty,Poverty_Under18,Poverty_18to65,Poverty_Over65,Education,Work_Experience,Working_Fulltime,Working_Fulltime_Poverty
1525,22.0,0.0,0.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,681.0,837.0,230.0,0.0
1527,308.0,1.0,13.0,40.0,16.0,30.0,24.0,1.0,15.0,8.0,13445.0,70.0,20.0,35.0,15.0,698.0,818.0,75.0,3.0
1529,29.0,0.0,1.0,5.0,3.0,3.0,5.0,0.0,2.0,0.0,3254.0,74.0,24.0,38.0,10.0,681.0,782.0,51.0,0.0
1531,18.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,2.0,1100.0,61.0,21.0,36.0,4.0,747.0,826.0,83.0,0.0
1532,514.0,0.0,12.0,55.0,61.0,16.0,99.0,12.0,33.0,10.0,14840.0,31.0,4.0,18.0,9.0,688.0,796.0,60.0,0.0
1534,71.0,1.0,6.0,14.0,8.0,9.0,3.0,2.0,0.0,1.0,6400.0,81.0,27.0,39.0,13.0,705.0,810.0,70.0,1.0
1535,76.0,0.0,4.0,14.0,8.0,3.0,11.0,1.0,4.0,2.0,4795.0,55.0,8.0,38.0,8.0,698.0,835.0,73.0,2.0
1536,148.0,0.0,3.0,21.0,18.0,12.0,19.0,4.0,1.0,6.0,7612.0,89.0,14.0,67.0,8.0,693.0,819.0,90.0,0.0
1537,67.0,0.0,3.0,7.0,1.0,7.0,6.0,3.0,5.0,9.0,2588.0,148.0,59.0,85.0,0.0,654.0,777.0,100.0,0.0
1540,240.0,0.0,6.0,42.0,15.0,22.0,25.0,5.0,15.0,7.0,10970.0,98.0,29.0,58.0,8.0,709.0,808.0,84.0,2.0
1541,70.0,1.0,3.0,7.0,6.0,4.0,15.0,4.0,3.0,2.0,3491.0,68.0,5.0,42.0,22.0,719.0,808.0,67.0,0.0
1542,34.0,0.0,1.0,8.0,3.0,2.0,1.0,0.0,1.0,0.0,2333.0,11.0,6.0,4.0,0.0,770.0,844.0,108.0,0.0
1543,120.0,1.0,3.0,31.0,8.0,3.0,9.0,3.0,3.0,4.0,8479.0,21.0,3.0,11.0,6.0,661.0,801.0,42.0,0.0
1545,815.0,0.0,21.0,74.0,78.0,29.0,140.0,50.0,50.0,35.0,36383.0,38.0,8.0,22.0,7.0,672.0,793.0,70.0,2.0
1550,325.0,0.0,10.0,25.0,55.0,24.0,28.0,9.0,17.0,4.0,16767.0,172.0,44.0,111.0,16.0,681.0,810.0,111.0,3.0
1560,60.0,0.0,2.0,5.0,5.0,5.0,8.0,1.0,5.0,1.0,4515.0,79.0,26.0,39.0,13.0,654.0,749.0,104.0,2.0
1561,27.0,0.0,0.0,3.0,2.0,2.0,9.0,0.0,1.0,0.0,258.0,69.0,0.0,69.0,0.0,905.0,902.0,0.0,0.0
1562,226.0,1.0,5.0,43.0,17.0,14.0,27.0,8.0,3.0,7.0,11893.0,117.0,31.0,63.0,24.0,740.0,834.0,99.0,1.0
1564,200.0,1.0,7.0,42.0,17.0,17.0,24.0,4.0,13.0,3.0,8003.0,58.0,12.0,23.0,22.0,713.0,797.0,41.0,0.0
1566,242.0,0.0,5.0,18.0,28.0,14.0,50.0,7.0,5.0,5.0,6545.0,26.0,2.0,17.0,5.0,705.0,798.0,66.0,0.0
1568,163.0,0.0,5.0,47.0,9.0,9.0,20.0,3.0,6.0,4.0,7550.0,52.0,10.0,28.0,9.0,695.0,787.0,47.0,0.0
1569,289.0,1.0,8.0,49.0,12.0,16.0,28.0,7.0,24.0,13.0,13912.0,85.0,28.0,46.0,8.0,673.0,812.0,70.0,1.0
1570,384.0,0.0,8.0,45.0,40.0,19.0,37.0,20.0,19.0,11.0,16604.0,139.0,41.0,84.0,9.0,710.0,828.0,78.0,0.0
1571,164.0,0.0,4.0,35.0,7.0,14.0,16.0,3.0,5.0,4.0,10723.0,93.0,26.0,57.0,9.0,698.0,802.0,73.0,0.0
1581,954.0,2.0,45.0,52.0,101.0,42.0,242.0,33.0,56.0,14.0,18584.0,50.0,11.0,29.0,6.0,695.0,784.0,78.0,0.0
1583,244.0,0.0,3.0,39.0,27.0,11.0,32.0,7.0,14.0,5.0,5170.0,80.0,19.0,46.0,12.0,756.0,843.0,75.0,5.0
1585,83.0,0.0,1.0,15.0,11.0,10.0,5.0,3.0,3.0,4.0,4471.0,76.0,15.0,52.0,7.0,751.0,850.0,73.0,0.0
1588,218.0,1.0,5.0,20.0,25.0,5.0,36.0,9.0,6.0,4.0,9666.0,85.0,29.0,43.0,12.0,669.0,798.0,92.0,2.0
1590,165.0,1.0,4.0,28.0,11.0,11.0,28.0,4.0,9.0,1.0,9296.0,20.0,1.0,14.0,4.0,687.0,791.0,79.0,0.0
1602,313.0,0.0,9.0,26.0,51.0,4.0,40.0,19.0,10.0,8.0,22735.0,139.0,30.0,87.0,22.0,724.0,855.0,120.0,1.0
1603,419.0,0.0,9.0,30.0,48.0,28.0,35.0,15.0,15.0,13.0,20382.0,234.0,66.0,141.0,25.0,685.0,813.0,95.0,0.0
1604,727.0,0.0,11.0,75.0,83.0,35.0,54.0,30.0,41.0,18.0,35895.0,202.0,64.0,121.0,14.0,695.0,811.0,132.0,1.0
1605,651.0,0.0,20.0,37.0,155.0,21.0,117.0,21.0,30.0,16.0,27736.0,280.0,102.0,158.0,17.0,628.0,771.0,102.0,0.0
1606,462.0,0.0,28.0,34.0,48.0,26.0,61.0,17.0,21.0,12.0,18975.0,106.0,20.0,66.0,23.0,729.0,841.0,130.0,1.0
1607,147.0,0.0,0.0,16.0,8.0,7.0,14.0,6.0,9.0,6.0,8667.0,210.0,56.0,139.0,12.0,705.0,809.0,132.0,0.0
1608,545.0,0.0,13.0,8.0,88.0,7.0,219.0,19.0,14.0,7.0,3460.0,540.0,197.0,313.0,25.0,616.0,779.0,98.0,2.0
1609,539.0,0.0,17.0,17.0,123.0,5.0,118.0,25.0,13.0,5.0,15955.0,261.0,48.0,192.0,23.0,713.0,880.0,112.0,3.0
1610,371.0,0.0,9.0,25.0,43.0,25.0,22.0,18.0,24.0,16.0,20750.0,365.0,82.0,261.0,23.0,657.0,812.0,130.0,3.0
1611,33.0,0.0,1.0,6.0,1.0,3.0,1.0,3.0,2.0,1.0,2496.0,47.0,0.0,44.0,4.0,728.0,821.0,121.0,0.0
1612,74.0,0.0,4.0,12.0,10.0,2.0,13.0,2.0,3.0,0.0,4415.0,35.0,8.0,15.0,12.0,706.0,805.0,55.0,0.0
1701,1239.0,1.0,60.0,95.0,123.0,20.0,286.0,65.0,66.0,25.0,31847.0,49.0,10.0,25.0,9.0,753.0,835.0,77.0,0.0
1702,924.0,0.0,35.0,113.0,157.0,25.0,123.0,26.0,37.0,14.0,36745.0,178.0,50.0,113.0,14.0,693.0,808.0,138.0,3.0
1718,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,535.0,110.0,72.0,37.0,0.0,662.0,791.0,79.0,0.0
1719,131.0,0.0,9.0,17.0,9.0,9.0,39.0,4.0,10.0,2.0,5349.0,50.0,9.0,35.0,5.0,695.0,810.0,95.0,0.0
1720,726.0,1.0,40.0,52.0,72.0,24.0,170.0,21.0,34.0,5.0,22743.0,28.0,1.0,20.0,6.0,692.0,788.0,62.0,0.0
1721,417.0,0.0,6.0,70.0,28.0,17.0,72.0,9.0,20.0,10.0,17553.0,37.0,6.0,22.0,9.0,716.0,804.0,99.0,0.0
1730,555.0,0.0,32.0,48.0,51.0,26.0,140.0,17.0,33.0,12.0,13862.0,28.0,2.0,15.0,9.0,700.0,784.0,81.0,0.0
1731,36.0,0.0,0.0,0.0,1.0,0.0,25.0,1.0,3.0,1.0,1898.0,53.0,33.0,15.0,0.0,466.0,560.0,24.0,0.0
1740,129.0,2.0,5.0,18.0,9.0,5.0,39.0,6.0,7.0,0.0,5159.0,15.0,0.0,12.0,1.0,680.0,770.0,66.0,0.0
1741,111.0,0.0,10.0,14.0,8.0,6.0,39.0,5.0,3.0,1.0,5155.0,23.0,3.0,11.0,6.0,701.0,778.0,32.0,0.0
1742,788.0,1.0,55.0,37.0,135.0,23.0,202.0,40.0,24.0,6.0,17688.0,55.0,11.0,34.0,10.0,702.0,769.0,49.0,0.0
1745,18.0,0.0,1.0,2.0,2.0,0.0,6.0,0.0,1.0,1.0,483.0,0.0,0.0,0.0,0.0,555.0,586.0,14.0,0.0
1746,403.0,2.0,10.0,65.0,27.0,37.0,63.0,8.0,34.0,2.0,14397.0,20.0,3.0,13.0,4.0,692.0,781.0,38.0,0.0
1747,154.0,0.0,4.0,20.0,24.0,14.0,15.0,6.0,12.0,7.0,5954.0,20.0,0.0,4.0,15.0,703.0,811.0,72.0,0.0
1748,473.0,0.0,22.0,63.0,43.0,16.0,121.0,15.0,36.0,7.0,16341.0,25.0,6.0,16.0,2.0,674.0,760.0,42.0,0.0
1749,553.0,0.0,17.0,83.0,30.0,64.0,67.0,17.0,35.0,12.0,19845.0,68.0,16.0,42.0,9.0,740.0,836.0,80.0,0.0
1752,1488.0,0.0,62.0,134.0,143.0,69.0,272.0,51.0,97.0,28.0,39517.0,76.0,16.0,52.0,7.0,718.0,818.0,130.0,1.0
1754,279.0,0.0,13.0,39.0,15.0,6.0,62.0,12.0,11.0,5.0,10602.0,95.0,23.0,63.0,9.0,746.0,815.0,108.0,1.0
1756,144.0,0.0,5.0,30.0,5.0,5.0,17.0,7.0,7.0,3.0,6006.0,5.0,0.0,3.0,2.0,667.0,786.0,35.0,0.0
1757,834.0,0.0,26.0,117.0,127.0,28.0,112.0,21.0,33.0,12.0,28740.0,80.0,23.0,49.0,7.0,702.0,791.0,105.0,3.0
1760,1362.0,0.0,59.0,103.0,125.0,35.0,254.0,49.0,57.0,16.0,35166.0,33.0,9.0,18.0,5.0,717.0,792.0,95.0,1.0
1770,107.0,3.0,6.0,16.0,9.0,2.0,28.0,2.0,4.0,0.0,4253.0,36.0,20.0,9.0,7.0,665.0,775.0,21.0,0.0
1772,353.0,0.0,18.0,29.0,21.0,12.0,109.0,11.0,27.0,9.0,9497.0,45.0,10.0,27.0,3.0,666.0,775.0,39.0,0.0
1773,151.0,0.0,8.0,11.0,17.0,2.0,42.0,11.0,3.0,0.0,4825.0,46.0,5.0,37.0,3.0,746.0,823.0,55.0,0.0
1775,158.0,1.0,11.0,32.0,10.0,5.0,29.0,4.0,9.0,1.0,7091.0,46.0,11.0,27.0,4.0,681.0,768.0,28.0,0.0
1776,554.0,0.0,34.0,45.0,69.0,9.0,140.0,17.0,37.0,3.0,18530.0,18.0,5.0,10.0,2.0,658.0,760.0,22.0,0.0
1778,354.0,2.0,23.0,29.0,40.0,4.0,88.0,10.0,14.0,1.0,13801.0,46.0,10.0,25.0,7.0,696.0,781.0,36.0,1.0
1801,2182.0,0.0,88.0,239.0,171.0,135.0,433.0,94.0,213.0,67.0,40013.0,73.0,22.0,38.0,12.0,736.0,834.0,105.0,0.0
1803,1517.0,0.0,128.0,95.0,109.0,31.0,340.0,45.0,79.0,12.0,26021.0,54.0,12.0,29.0,9.0,731.0,828.0,64.0,1.0
1810,1050.0,0.0,69.0,69.0,117.0,27.0,297.0,40.0,59.0,11.0,34076.0,47.0,8.0,26.0,8.0,674.0,780.0,67.0,0.0
1821,753.0,0.0,24.0,157.0,41.0,38.0,115.0,23.0,54.0,33.0,32079.0,44.0,11.0,25.0,2.0,712.0,829.0,65.0,1.0
1824,847.0,0.0,32.0,97.0,121.0,46.0,153.0,20.0,37.0,15.0,26003.0,32.0,3.0,25.0,3.0,736.0,825.0,62.0,0.0
1826,557.0,1.0,13.0,128.0,51.0,12.0,63.0,22.0,14.0,15.0,31181.0,61.0,16.0,36.0,7.0,700.0,809.0,80.0,3.0
1827,47.0,1.0,0.0,20.0,2.0,0.0,6.0,0.0,1.0,1.0,3353.0,23.0,6.0,12.0,4.0,692.0,807.0,32.0,0.0
1830,526.0,1.0,19.0,53.0,109.0,12.0,72.0,20.0,13.0,6.0,25442.0,166.0,54.0,92.0,17.0,704.0,820.0,109.0,0.0
1832,323.0,0.0,7.0,39.0,19.0,28.0,36.0,9.0,13.0,8.0,23291.0,127.0,39.0,78.0,8.0,704.0,812.0,104.0,1.0
1833,209.0,1.0,7.0,39.0,18.0,14.0,28.0,3.0,12.0,2.0,8589.0,20.0,0.0,7.0,13.0,693.0,789.0,45.0,0.0
1834,126.0,1.0,5.0,32.0,6.0,7.0,17.0,2.0,7.0,2.0,6747.0,16.0,4.0,2.0,9.0,684.0,842.0,43.0,0.0
1835,308.0,1.0,15.0,37.0,18.0,43.0,29.0,15.0,25.0,9.0,13186.0,86.0,24.0,55.0,6.0,692.0,808.0,102.0,0.0
1840,361.0,0.0,13.0,14.0,77.0,32.0,30.0,10.0,16.0,9.0,5558.0,346.0,70.0,213.0,66.0,608.0,741.0,68.0,1.0
1841,410.0,0.0,3.0,27.0,54.0,18.0,17.0,14.0,14.0,16.0,47628.0,288.0,98.0,158.0,31.0,605.0,769.0,73.0,4.0
1843,483.0,0.0,16.0,28.0,49.0,40.0,45.0,18.0,26.0,18.0,26120.0,240.0,87.0,126.0,27.0,612.0,769.0,79.0,0.0
1844,935.0,0.0,25.0,122.0,122.0,37.0,116.0,36.0,47.0,32.0,49219.0,106.0,34.0,55.0,16.0,685.0,808.0,67.0,1.0
1845,909.0,1.0,29.0,89.0,134.0,33.0,228.0,30.0,46.0,9.0,28909.0,58.0,12.0,37.0,7.0,692.0,793.0,60.0,0.0
1850,114.0,0.0,2.0,12.0,6.0,2.0,8.0,4.0,1.0,3.0,16253.0,257.0,96.0,152.0,4.0,599.0,757.0,81.0,0.0
1851,464.0,0.0,22.0,57.0,32.0,25.0,50.0,21.0,16.0,7.0,30007.0,203.0,67.0,124.0,12.0,670.0,795.0,90.0,1.0
1852,783.0,1.0,26.0,40.0,124.0,44.0,108.0,32.0,25.0,15.0,33930.0,202.0,59.0,123.0,22.0,711.0,815.0,110.0,3.0
1854,310.0,0.0,5.0,20.0,61.0,6.0,28.0,15.0,9.0,3.0,26102.0,256.0,66.0,173.0,15.0,639.0,814.0,80.0,5.0
1860,91.0,0.0,1.0,19.0,9.0,4.0,13.0,3.0,3.0,3.0,6773.0,58.0,22.0,33.0,2.0,714.0,835.0,43.0,0.0
1862,382.0,1.0,8.0,67.0,18.0,43.0,34.0,7.0,52.0,18.0,10017.0,48.0,12.0,27.0,3.0,697.0,815.0,74.0,0.0
1863,225.0,0.0,6.0,21.0,31.0,11.0,36.0,6.0,12.0,9.0,9164.0,39.0,3.0,20.0,14.0,741.0,818.0,82.0,0.0
1864,534.0,0.0,24.0,93.0,45.0,5.0,104.0,11.0,25.0,13.0,15509.0,32.0,3.0,21.0,8.0,719.0,814.0,53.0,0.0
1867,550.0,0.0,20.0,78.0,76.0,8.0,107.0,23.0,10.0,10.0,25071.0,27.0,9.0,11.0,6.0,696.0,789.0,50.0,0.0
1876,751.0,1.0,17.0,139.0,80.0,31.0,96.0,27.0,35.0,25.0,29519.0,57.0,13.0,34.0,9.0,732.0,837.0,70.0,0.0
1879,324.0,0.0,17.0,77.0,10.0,13.0,46.0,15.0,21.0,4.0,12142.0,80.0,21.0,53.0,5.0,726.0,824.0,86.0,0.0
1880,919.0,0.0,33.0,119.0,99.0,30.0,208.0,36.0,35.0,14.0,26005.0,38.0,1.0,25.0,10.0,736.0,833.0,93.0,0.0
1886,634.0,0.0,32.0,68.0,61.0,24.0,148.0,16.0,31.0,15.0,24065.0,24.0,6.0,11.0,6.0,658.0,768.0,44.0,0.0
1887,842.0,1.0,31.0,152.0,61.0,76.0,100.0,24.0,93.0,39.0,23321.0,28.0,10.0,13.0,4.0,694.0,812.0,49.0,0.0
1890,573.0,0.0,26.0,42.0,106.0,9.0,146.0,31.0,11.0,5.0,22494.0,23.0,2.0,14.0,6.0,669.0,742.0,40.0,0.0
1901,289.0,0.0,16.0,4.0,59.0,9.0,43.0,12.0,9.0,3.0,1660.0,317.0,53.0,106.0,169.0,657.0,819.0,157.0,0.0
1902,445.0,0.0,8.0,70.0,75.0,9.0,38.0,20.0,8.0,14.0,47131.0,255.0,94.0,128.0,33.0,635.0,770.0,102.0,2.0
1904,289.0,0.0,7.0,34.0,41.0,7.0,31.0,4.0,7.0,6.0,17256.0,66.0,26.0,35.0,4.0,711.0,810.0,95.0,2.0
1905,349.0,0.0,8.0,56.0,20.0,12.0,16.0,13.0,16.0,19.0,26374.0,220.0,83.0,114.0,20.0,639.0,769.0,82.0,1.0
1906,786.0,1.0,34.0,108.0,66.0,18.0,75.0,21.0,13.0,16.0,27865.0,82.0,23.0,40.0,22.0,753.0,851.0,68.0,1.0
1907,332.0,0.0,10.0,47.0,39.0,3.0,51.0,21.0,9.0,4.0,14319.0,63.0,20.0,34.0,7.0,703.0,797.0,77.0,1.0
1908,47.0,0.0,4.0,8.0,3.0,1.0,5.0,1.0,3.0,0.0,3438.0,45.0,3.0,19.0,23.0,792.0,870.0,115.0,0.0
1913,432.0,0.0,19.0,52.0,53.0,29.0,71.0,10.0,28.0,5.0,17013.0,59.0,8.0,41.0,9.0,722.0,834.0,117.0,0.0
1915,1325.0,7.0,68.0,118.0,188.0,68.0,246.0,45.0,51.0,15.0,38477.0,81.0,17.0,53.0,10.0,729.0,840.0,132.0,3.0
1921,160.0,2.0,4.0,35.0,16.0,3.0,44.0,8.0,5.0,2.0,8278.0,20.0,11.0,9.0,0.0,711.0,794.0,43.0,1.0
1922,63.0,1.0,3.0,10.0,1.0,2.0,15.0,5.0,1.0,2.0,2814.0,52.0,0.0,24.0,28.0,763.0,884.0,136.0,18.0
1923,1126.0,2.0,51.0,91.0,154.0,59.0,204.0,27.0,37.0,15.0,27080.0,52.0,9.0,34.0,8.0,736.0,831.0,76.0,0.0
1929,156.0,1.0,8.0,30.0,7.0,14.0,13.0,4.0,8.0,1.0,3665.0,60.0,16.0,20.0,17.0,738.0,833.0,65.0,0.0
1930,937.0,27.0,38.0,111.0,90.0,49.0,112.0,30.0,46.0,26.0,29631.0,85.0,15.0,52.0,22.0,767.0,862.0,77.0,2.0
1937,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,139.0,823.0,0.0,781.0,57.0,1012.0,1008.0,0.0,0.0
1938,393.0,4.0,15.0,55.0,22.0,38.0,55.0,11.0,17.0,1.0,13750.0,75.0,9.0,49.0,14.0,747.0,835.0,87.0,1.0
1940,402.0,0.0,9.0,48.0,29.0,2.0,110.0,18.0,17.0,10.0,13284.0,20.0,4.0,12.0,3.0,716.0,812.0,60.0,0.0
1944,179.0,1.0,8.0,17.0,18.0,0.0,46.0,9.0,9.0,1.0,5379.0,81.0,8.0,61.0,11.0,746.0,807.0,41.0,0.0
1945,567.0,1.0,28.0,69.0,44.0,14.0,113.0,16.0,21.0,7.0,20458.0,61.0,13.0,33.0,13.0,720.0,798.0,52.0,1.0
1949,330.0,1.0,14.0,59.0,14.0,19.0,50.0,13.0,16.0,4.0,8167.0,46.0,5.0,29.0,8.0,692.0,803.0,75.0,0.0
1950,780.0,0.0,46.0,56.0,88.0,57.0,156.0,22.0,40.0,11.0,17727.0,81.0,26.0,45.0,10.0,762.0,839.0,122.0,0.0
1951,79.0,1.0,8.0,13.0,3.0,2.0,9.0,5.0,3.0,4.0,4100.0,52.0,16.0,29.0,2.0,746.0,850.0,90.0,0.0
1952,283.0,0.0,21.0,39.0,16.0,12.0,12.0,10.0,11.0,7.0,8929.0,107.0,16.0,79.0,11.0,744.0,874.0,105.0,1.0
1960,1506.0,1.0,35.0,180.0,167.0,59.0,173.0,47.0,61.0,55.0,52108.0,85.0,20.0,49.0,15.0,739.0,848.0,88.0,2.0
1966,195.0,2.0,8.0,28.0,10.0,4.0,23.0,4.0,5.0,3.0,7185.0,55.0,10.0,26.0,15.0,795.0,859.0,68.0,0.0
1969,216.0,3.0,3.0,33.0,13.0,19.0,21.0,3.0,17.0,8.0,6059.0,52.0,15.0,19.0,15.0,714.0,804.0,40.0,0.0
1970,1172.0,0.0,47.0,90.0,138.0,39.0,208.0,46.0,40.0,20.0,41328.0,160.0,41.0,104.0,14.0,722.0,844.0,145.0,5.0
1982,160.0,4.0,12.0,16.0,21.0,1.0,37.0,6.0,6.0,1.0,8087.0,93.0,32.0,57.0,3.0,675.0,761.0,37.0,3.0
1983,245.0,0.0,12.0,32.0,18.0,13.0,62.0,9.0,23.0,1.0,6374.0,13.0,0.0,12.0,1.0,709.0,814.0,45.0,0.0
1984,88.0,1.0,7.0,11.0,6.0,1.0,16.0,6.0,5.0,0.0,3624.0,27.0,6.0,14.0,5.0,679.0,804.0,40.0,1.0
1985,72.0,3.0,1.0,18.0,4.0,1.0,15.0,2.0,3.0,0.0,4536.0,50.0,15.0,25.0,6.0,693.0,788.0,31.0,0.0
2019,416.0,0.0,16.0,64.0,16.0,21.0,35.0,5.0,19.0,15.0,16844.0,36.0,10.0,15.0,9.0,726.0,833.0,96.0,0.0
2021,966.0,1.0,31.0,120.0,96.0,46.0,169.0,32.0,85.0,27.0,22515.0,67.0,17.0,30.0,16.0,719.0,800.0,81.0,1.0
2025,287.0,0.0,23.0,24.0,23.0,2.0,53.0,10.0,9.0,1.0,8383.0,49.0,20.0,21.0,4.0,684.0,766.0,31.0,0.0
2026,956.0,0.0,36.0,91.0,115.0,10.0,174.0,39.0,33.0,18.0,24486.0,50.0,7.0,27.0,11.0,727.0,824.0,82.0,1.0
2030,124.0,1.0,5.0,17.0,13.0,1.0,41.0,7.0,3.0,0.0,5963.0,6.0,0.0,6.0,0.0,645.0,761.0,31.0,0.0
2032,139.0,0.0,3.0,22.0,8.0,5.0,22.0,5.0,7.0,3.0,4119.0,72.0,17.0,50.0,3.0,756.0,825.0,75.0,2.0
2035,625.0,0.0,40.0,68.0,52.0,17.0,106.0,25.0,47.0,19.0,17534.0,58.0,5.0,41.0,11.0,717.0,809.0,83.0,0.0
2038,860.0,2.0,29.0,103.0,70.0,52.0,141.0,34.0,65.0,31.0,32112.0,44.0,11.0,26.0,4.0,668.0,778.0,60.0,0.0
2043,878.0,0.0,36.0,66.0,89.0,16.0,225.0,32.0,54.0,12.0,22860.0,55.0,17.0,26.0,9.0,700.0,786.0,35.0,0.0
2045,158.0,0.0,11.0,14.0,9.0,1.0,24.0,5.0,5.0,8.0,10530.0,49.0,9.0,35.0,5.0,812.0,892.0,125.0,0.0
2047,6.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,720.0,1008.0,0.0,0.0
2048,607.0,1.0,19.0,50.0,48.0,26.0,108.0,21.0,48.0,16.0,23715.0,27.0,4.0,18.0,2.0,671.0,788.0,81.0,2.0
2050,574.0,2.0,30.0,82.0,55.0,12.0,85.0,21.0,23.0,13.0,26259.0,77.0,21.0,42.0,14.0,703.0,809.0,61.0,0.0
2052,311.0,1.0,10.0,36.0,33.0,7.0,67.0,10.0,20.0,2.0,12611.0,25.0,7.0,11.0,5.0,645.0,740.0,29.0,0.0
2053,315.0,1.0,16.0,41.0,31.0,17.0,48.0,6.0,13.0,4.0,13161.0,50.0,14.0,25.0,8.0,667.0,787.0,60.0,0.0
2054,198.0,1.0,10.0,31.0,12.0,5.0,19.0,8.0,9.0,2.0,8155.0,49.0,7.0,41.0,1.0,719.0,818.0,78.0,0.0
2056,243.0,0.0,8.0,54.0,19.0,6.0,48.0,4.0,13.0,6.0,9451.0,48.0,13.0,26.0,4.0,663.0,770.0,35.0,1.0
2061,623.0,0.0,28.0,62.0,79.0,9.0,161.0,20.0,26.0,7.0,10809.0,35.0,5.0,22.0,7.0,676.0,762.0,15.0,0.0
2062,1275.0,0.0,39.0,108.0,259.0,50.0,213.0,38.0,74.0,23.0,28864.0,85.0,20.0,52.0,12.0,735.0,832.0,116.0,0.0
2066,384.0,1.0,21.0,60.0,34.0,8.0,60.0,11.0,10.0,8.0,18006.0,39.0,8.0,21.0,8.0,705.0,789.0,39.0,0.0
2067,390.0,0.0,17.0,24.0,60.0,8.0,108.0,17.0,26.0,8.0,18176.0,19.0,5.0,8.0,4.0,676.0,762.0,31.0,0.0
2071,16.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1178.0,25.0,12.0,12.0,0.0,701.0,797.0,14.0,0.0
2072,917.0,0.0,18.0,127.0,85.0,36.0,146.0,34.0,75.0,35.0,28199.0,85.0,23.0,47.0,14.0,734.0,838.0,77.0,1.0
2081,611.0,1.0,17.0,101.0,49.0,28.0,103.0,10.0,44.0,11.0,19597.0,22.0,2.0,9.0,10.0,696.0,792.0,65.0,0.0
2090,496.0,0.0,11.0,58.0,52.0,7.0,114.0,30.0,35.0,8.0,15451.0,19.0,6.0,7.0,4.0,695.0,775.0,41.0,0.0
2093,429.0,0.0,9.0,52.0,26.0,10.0,46.0,10.0,14.0,6.0,11377.0,52.0,7.0,29.0,12.0,667.0,791.0,66.0,1.0
2108,1186.0,0.0,61.0,8.0,43.0,15.0,463.0,55.0,27.0,2.0,3722.0,95.0,0.0,73.0,25.0,868.0,902.0,321.0,2.0
2109,1401.0,1.0,74.0,16.0,31.0,10.0,688.0,86.0,26.0,7.0,3964.0,130.0,0.0,98.0,35.0,879.0,934.0,414.0,0.0
2110,1901.0,1.0,111.0,14.0,46.0,13.0,1076.0,107.0,52.0,15.0,2138.0,96.0,0.0,69.0,30.0,891.0,957.0,364.0,0.0
2111,1055.0,0.0,56.0,8.0,108.0,19.0,304.0,47.0,29.0,12.0,6588.0,266.0,17.0,188.0,65.0,822.0,908.0,182.0,2.0
2113,188.0,0.0,7.0,4.0,8.0,7.0,18.0,5.0,2.0,0.0,7554.0,110.0,0.0,92.0,20.0,831.0,969.0,526.0,3.0
2114,713.0,0.0,47.0,9.0,102.0,5.0,195.0,49.0,19.0,2.0,12489.0,161.0,6.0,135.0,22.0,817.0,937.0,406.0,6.0
2115,621.0,0.0,42.0,3.0,43.0,1.0,70.0,72.0,8.0,2.0,16807.0,400.0,40.0,310.0,53.0,657.0,928.0,248.0,7.0
2116,2124.0,1.0,122.0,25.0,135.0,10.0,631.0,190.0,32.0,6.0,20594.0,129.0,12.0,85.0,33.0,856.0,927.0,324.0,2.0
2118,822.0,0.0,29.0,24.0,95.0,18.0,170.0,64.0,72.0,10.0,26247.0,271.0,51.0,185.0,39.0,758.0,860.0,229.0,3.0
2119,461.0,0.0,13.0,31.0,109.0,9.0,39.0,26.0,17.0,10.0,27044.0,324.0,85.0,190.0,50.0,662.0,817.0,110.0,5.0
2120,179.0,0.0,2.0,4.0,55.0,2.0,15.0,23.0,0.0,4.0,13278.0,471.0,83.0,361.0,31.0,503.0,872.0,122.0,3.0
2121,191.0,0.0,3.0,12.0,32.0,2.0,12.0,17.0,1.0,5.0,28305.0,370.0,136.0,195.0,36.0,615.0,775.0,64.0,0.0
2122,554.0,0.0,17.0,67.0,92.0,9.0,60.0,30.0,8.0,10.0,24718.0,219.0,47.0,150.0,20.0,696.0,814.0,129.0,11.0
2124,581.0,0.0,10.0,60.0,102.0,5.0,45.0,30.0,7.0,14.0,53276.0,230.0,79.0,126.0,23.0,668.0,793.0,97.0,0.0
2125,464.0,0.0,23.0,40.0,53.0,8.0,46.0,28.0,9.0,7.0,36529.0,264.0,64.0,183.0,16.0,676.0,830.0,171.0,6.0
2126,210.0,0.0,7.0,18.0,35.0,1.0,19.0,7.0,0.0,3.0,29500.0,219.0,79.0,118.0,21.0,705.0,817.0,79.0,0.0
