address,city,id,name,state,type,lat,lon,zip,first_appearance,final_appearance,block_fips,tract_fips
8345 Main St.,Mokelumne Hill,,Double Springs Brewing Co.,CA,Brewery,-120.706077,38.301885,95245,2005,2007,6.01E+13,6009000300
418 W. Seltice Way,Post Falls,5609,Downdraft Brewing,ID,Brewery,-116.9540273,47.7151103,83854,2015,2015,1.61E+14,16055000402
10991 NE State Highway 104,Kingston,5627,Downpour Brewing Co.,WA,Brewery,-122.500168,47.801037,98346,2015,2015,5.30E+14,53035090102
1108 Pine St.,Paso Robles,1821,Downtown Brewing Co.,CA,BrewPub,-120.688649,35.62601,93446,2008,2015,6.08E+13,6079010102
3744 State St.,Santa Barbara,1823,Downtown Brewing Co.,CA,BrewPub,-119.744088,34.440637,93105,2008,2010,6.08E+13,6083000502
424 South Gay Street,Knoxville,,Downtown Grill & Brewery,TN,BrewPub,-83.918128,35.965693,37902,2005,2015,4.71E+14,47093000100
902 Main St.,Napa,,Downtown Joe's American Grill & Brewhouse,CA,BrewPub,-122.284801,38.298781,94559,2005,2015,6.06E+13,6055200503
63 Mary St.,Doylestown,3579,Doylestown Brewing,PA,Brewery,-75.131956,40.308505,18901,2013,2014,4.20E+14,42017104702
52288 Sunquist Rd.,Milton-Freewater,3089,Dragon's Gate Brewery,OR,Brewery,-118.442363,45.987478,97862,2013,2015,4.11E+14,41059950300
14600 E. 11 Mile Rd. ,Warren,390,Dragonmead Microbrewery ,MI,Brewery,-82.97381604,42.4930346,48089,2005,2015,2.61E+14,26099262800
1859 W Grant Rd. #111,Tucson,3615,Dragoon Brewing Co.,AZ,Brewery,-111.006083,32.250576,85745,2013,2015,4.02E+13,4019001200
1933 Davis St. #177 ,San Leandro,,Drake's Brewing Co.,CA,Brewery,-122.1790838,37.7154162,94577,2005,2015,6.00E+13,6001432400
7752 Highway 42,Tenmile,3612,Draper Brewing,OR,Brewery,-123.535957,43.106331,97481,2013,2015,4.10E+14,41019170000
640 SE Jackson St.,Roseburg,3603,Draper Draft House,OR,BrewHouse,-123.344411,43.20846,97470,2013,2015,4.10E+14,41019130000
4112 Medical Pkwy ,Austin,,Draught House Pub and Brewery ,TX,BrewPub,-97.7429102,30.3110447,78701,2005,2014,4.85E+14,48453000204
806 W. Spruce St.,Missoula,2708,Draught Works Brewery,MT,Brewery,-114.003642,46.877769,59802,2012,2015,3.01E+14,30063000201
"630 1st Ave. N, Suite 6",Fargo,5588,Drekker Brewing,ND,Brewery,-96.789162,46.876644,58102,2015,2015,3.80E+14,38017000700
285 Third St.,Cathlamet,5034,Drop Anchor Brewery,WA,Brewery,-123.3868416,46.2054846,98612,2015,2015,5.31E+14,53069950100
610 Route 7 South,Middlebury,3335,Drop-In Brewing Co.,VT,Brewery,-73.149047,44.000476,5753,2013,2015,5.00E+14,50001960700
607 14th St.,Tuscaloosa,4534,Druid City Brewing,AL,Brewery,-87.5449211,33.1999728,35401,2014,2015,1.13E+13,1125012000
29925 207th Ave. SE,Covington,,Druid's Brewing Company & Fire Creek Grill,WA,BrewPub,-122.0659375,47.3326133,98042,2005,2010,5.30E+14,53033031601
381 Broadway,Saratoga Springs,3289,Druthers Brewing Co.,NY,BrewPub,-73.785718,43.080953,12866,2013,2015,3.61E+14,36091061000
"120 N. Main St., #B",Wheaton,5957,Dry City Brew Works,IL,Brewery,-88.106805,41.865194,60187,2015,2015,1.70E+14,17043842500
585 Oak Ave.,Spruce Pine,4100,Dry County Brewing & The Pizza Shop,NC,BrewPub,-82.058975,35.919556,28777,2014,2015,3.71E+14,37121950300
2801 Tower Rd.,Aurora,3495,Dry Dock Brewing Co.,CO,Brewery,-104.772347,39.756193,80011,2014,2015,8.00E+13,8001008309
15110 E. Hampden St.,Aurora,1638,Dry Dock Brewing Co.,CO,Brewery,-104.812,39.6514,80014,2006,2015,8.01E+13,8005083800
3155 N. Broadway,Chicago,3072,Dryhop Brewery & Kitchen,IL,BrewPub,-87.644356,41.939304,60626,2014,2015,1.70E+14,17031063200
109 W. Superior St.,Duluth,2989,Dubh Linn Irish Pub,MN,BrewPub,-92.0995099,46.7859285,55802,2012,2015,2.71E+14,27137001900
"17035 N. 67th Ave., #6",Glendale,5371,Dubina Brewing Co.,AZ,Brewery,-112.20237,33.63953,85308,2015,2015,4.01E+13,4013617900
211 E. 2nd St.,Duluth,3206,Dubrue Brewery,MN,Brewery,-92.097767,46.790468,55805,2012,2015,2.71E+14,27137001900
4519 W. Pine St.,Farmville,394,Duck-Rabbit Craft Brewery,NC,Brewery,-77.60995561,35.60455498,27828,2006,2015,3.71E+14,37147001800
1305 Governor Ct.,Abingdon,2082,DuClaw Brewing Co.,MD,Brewery,-76.291666,39.448506,21009,2007,2009,2.40E+14,24025301703
901 S. Bond St.,Baltimore,,DuClaw Brewing Co.,MD,BrewPub,-76.59432,39.280629,21231,2005,2009,2.45E+14,24510020300
16 Bel Air S. Parkway ,Bel Air,396,DuClaw Brewing Co.,MD,BrewPub,-76.32998407,39.49689407,21015,2005,2015,2.40E+14,24025301202
4000 Towne Centre Blvd,Bowie,,DuClaw Brewing Co.,MD,BrewPub,-76.733812,38.945017,20716,2005,2015,2.40E+14,24033800516
7000 Arundel Mills Circle ,Hanover,,DuClaw Brewing Co.,MD,BrewPub,-76.7247425,39.1567524,21076,2005,2015,2.40E+14,24003740102
1840 W. 208th St.,Torrance,4546,Dudes' Brewing Co.,CA,Brewery,-118.311409,33.8416214,90501,2014,2015,6.04E+13,6037650901
2900 High Ridge Rd #3,Boynton Beach,3192,Due South Brewing Co.,FL,Brewery,-80.075089,26.556409,33426,2013,2015,1.21E+14,12099005808
1228 Parkway Dr.,Santa Fe,5065,Duel Brewing,NM,Brewery,-105.9985275,35.655201,87507,2015,2015,3.50E+14,35049001202
2200 El Camino Real,Santa Margarita,2746,Dunbar Brewing,CA,Brewery,-120.60625,35.392733,93453,2014,2015,6.08E+13,6079012702
22720 El Camino Real,Santa Margarita,2746,Dunbar Brewing,CA,Brewery,-120.6129641,35.3887533,93453,2011,2013,6.08E+13,6079012702
937 Douglas Ave. ,Dunedin,399,Dunedin Brewery ,FL,BrewPub,-82.78782997,28.01434554,34698,2005,2015,1.21E+14,12103027101
5718 S. Franklin St.,Michigan City,400,Duneland Brewhouse,IN,BrewPub,-86.89376884,41.66931105,46360,2006,2006,1.81E+14,18091041400
"4017 Mt Angeles Rd,",Port Angeles,3529,Dungeness Brewing,WA,Brewery,-123.418515,48.089543,98362,2013,2014,5.30E+14,53009001200
719 4th St. SE,Puyallup,3241,DUO Brewing (by appt only),WA,Brewery,-122.289316,47.185883,98372,2012,2015,5.31E+14,53053073404
3000 Main Ave.,Durango,,Durango Brewing Co.,CO,Brewery,-107.8719184,37.2976817,81301,2005,2015,8.07E+13,8067970900
200 W. Main St.,Turlock,2719,Dust Bowl Brewing Co.,CA,BrewPub,-120.848314,37.49293,95380,2012,2015,6.10E+13,6099003803
3100 Spengler Way,Turlock,2719,Dust Bowl Brewing Co. (by appt only),CA,Brewery,-120.883729,37.484007,95380,2011,2011,6.10E+13,6099003700
253 Main St.,Saugerties,3526,Dutch Ale House,NY,BrewPub,-73.953302,42.077572,12477,2013,2015,3.61E+14,36111950200
18028 288th Ave. NE,Duvall,3854,Duvall Springs Brewing Co.,WA,Brewery,-121.955544,47.767473,98019,2013,2015,5.30E+14,53033032401
"59 School Ground Rd., #10",Branford,5144,DuVig Brewing Co.,CT,Brewery,-72.769091,41.302428,6405,2015,2015,9.01E+13,9009184700
975 Detroit Ave. #E,Concord,,E.J. Phair Brewing Co.,CA,Brewery,-122.028081,37.951504,94518,2005,2014,6.01E+13,6013337200
190 E. 3rd St.,Pittsburg,362,E.J. Phair Brewing Co.,CA,Brewery,-121.882514,38.033018,94565,2011,2013,6.01E+13,6013309000
2151 Salvio St.,Concord,1615,E.J. Phair Brewing Co. & Alehouse,CA,BrewPub,-122.0341,37.9779,94520,2006,2015,6.01E+13,6013328000
200 E. 3rd St.,Pittsburg,2745,E.J. Phair Brewing Co. Alehouse,CA,BrewPub,-121.8821578,38.0329527,94565,2011,2014,6.01E+13,6013309000
625 4th St. ,Mukilteo,407,Eagle Brewing Company & Riley's Pizza,WA,BrewPub,-122.3040585,47.94528926,98275,2005,2007,5.31E+14,53061041301
106 Savannah Ave.,Statesboro,4016,Eagle Creek Brewing Co.,GA,Brewery,-81.779779,32.448406,30458,2014,2015,1.30E+14,13031110500
3056 Roswell St.,Los Angeles,2276,Eagle Rock Brewery,CA,Brewery,-118.244556,34.114295,90065,2010,2015,6.04E+13,6037186401
1627 Colorado Blvd.,Los Angeles,4650,Eagle Rock Brewery Public House,CA,BrewPub,-118.2019806,34.139801,90041,2015,2015,6.04E+13,6037181000
4906 W. Mt. Hope Highway,Lansing,3254,EagleMonk Pub & Brewery,MI,BrewPub,-84.619521,42.712293,48917,2013,2015,2.60E+14,26045020202
7136 Germantown Ave.,Philadelphia,2023,Earth Bread + Brewery,PA,BrewPub,-75.19034,40.059228,19119,2009,2015,4.21E+14,42101038800
165 High St.,Portsmouth,3872,Earth Eagle Brewings,NH,Brewery,-70.759139,43.078247,3801,2013,2015,3.30E+14,33015069100
1485 E. 19th Ave.,Eugene,,East 19th Street Caf̩,OR,BrewPub,-123.070053,44.039229,97403,2005,2015,4.10E+14,41039004900
528 Arnold Ave.,Point Pleasant Beach,2710,East Coast Beer Co.,NJ,Brewery,-74.0492834,40.0917603,8742,2011,2015,3.40E+14,34029710100
2100 Smallman St. (Public Market),Pittsburgh,2842,East End Brewing Co.,PA,BrewHouse,-80.005979,40.4423162,15222,2011,2014,4.20E+14,42003020100
6923 Susquehanna St.,Pittsburgh,409,East End Brewing Co.,PA,Brewery,-79.90460641,40.45593025,15208,2006,2014,4.20E+14,42003120700
147 Julius St.,Pittsburgh,365,East End Brewing Co.,PA,Brewery,-79.9114651,40.4591002,15206,2015,2015,4.20E+14,42003120800
2401 Penn Ave. (Public Market),Pittsburgh,2842,East End Brewing Co. Shop in the Strip,PA,BrewHouse,-79.980478,40.453845,15201,2015,2015,4.20E+14,42003020300
605 S. Talbot St.,St. Michaels,2207,Eastern Shore Brewing Co.,MD,Brewery,-76.222287,38.781646,21663,2009,2015,2.40E+14,24041960700
"920 E. Lake St., #123",Minneapolis,5058,Eastlake Brewery & Tavern,MN,Brewery,-93.261017,44.9483977,55407,2015,2015,2.71E+14,27053125800
5969 Iris Parkway,Frederick,3425,Echo Brewing,CO,Brewery,-104.945338,40.111386,80504,2013,2015,8.12E+13,8123002013
600 Briggs St.,Erie,4112,Echo Brewpub & Pizzeria,CO,BrewPub,-105.047489,40.050395,80516,2015,2015,8.12E+13,8123002007
825 N. Cook St.,Portland,4096,Ecliptic Brewing,OR,BrewPub,-122.674951,45.546983,97227,2014,2015,4.11E+14,41051002203
57 S. Main St.,Moab,410,Eddie McStiff's Restaurant & MicroBrewery,UT,BrewPub,-109.5506047,38.57251052,84532,2006,2014,4.90E+14,49019000200
4246 N. Buffalo Rd.,Orchard Park,,Eddie's Brewery & Grille ,NY,BrewPub,-78.7444273,42.7679555,14127,2005,2013,3.60E+14,36029013600
102 Linderman Ave.,Buena Vista,5145,Eddyline Brewing Taproom,CO,BrewPub,-106.1328049,38.8405457,81211,2015,2015,8.02E+13,8015000401
926 S. Main St.,Buena Vista,2432,Eddyline Restaurant & Brewery,CO,BrewPub,-106.144242,38.838506,81211,2010,2015,8.02E+13,8015000401
209 West Holland Avenue ,Alpine,1581,Edelweiss Brewery & Restaurant,TX,BrewPub,-103.6624587,30.35728264,79830,2006,2008,4.80E+14,48043950400
1249 Wicker Dr. ,Raleigh,412,Edenton Brewing Company ,NC,Brewery,-78.61817948,35.8099078,27604,2005,2015,3.72E+14,37183051800
525 N. Steelhead Way,Boise,4395,Edge Brewing Co.,ID,BrewPub,-116.290354,43.609763,83704,2015,2015,1.60E+14,16001002302
1081 Morrison Dr.,Charleston,4074,Edmund's Oast,SC,BrewPub,-79.947073,32.810053,29403,2015,2015,4.50E+14,45019005400
1777 Alamar Way,Fortuna,,Eel River Brewing Co.,CA,BrewPub,-124.1529647,40.5793705,95540,2005,2015,6.02E+13,6023010800
118 Walnut St.,Montclair,1512,Egan & Sons,NJ,BrewPub,-74.2121,40.8175,7042,2007,2015,3.40E+14,34013016600
95 Riviera Dr.,Newport,5059,Ei8ht Ball Brewing,KY,Brewery,-84.487595,39.100315,41073,2015,2015,2.10E+14,21037052100
332 Earhart Way,Livermore,4702,Eight Bridges Brewing Co.,CA,Brewery,-121.8126438,37.698962,94551,2015,2015,6.00E+13,6001451300
274 Buchon St.,San Luis Obispo,2251,Einhorn Beer Co.,CA,Brewery,-120.667604,35.272536,93401,2011,2013,6.08E+13,6079011102
110 N. Magnolia Ave.,El Cajon,2487,El Cajon Brewing Co.,CA,BrewPub,-116.962484,32.795179,92020,2012,2015,6.07E+13,6073015801
6645 Mill Road,Somerset,,El Dorado Brewing Co.,CA,Brewery,-120.559725,38.578366,95684,2005,2007,6.02E+13,6017031402
140 Main St.,El Segundo,3226,El Segundo Brewing Co./Blue House Ales,CA,Brewery,-118.415792,33.917038,90245,2012,2015,6.04E+13,6037620102
17370 Hill Rd. ,Morgan Hill,416,El Toro Brewing Co.,CA,Brewery,-121.6225589,37.1456237,95037,2005,2015,6.09E+13,6085512308
215 Elk Ave.,Crested Butte,,Eldo Brewery,CO,BrewPub,-106.987226,38.8697773,81224,2005,2015,8.05E+13,8051963800
1326 9th Avenue ,San Francisco,,Eldos Grill and Brewery ,CA,BrewPub,-122.4660283,37.7634951,94122,2005,2015,6.08E+13,6075030202
1110 Hwy 92,Bisbee,,Electric Brewing Co.,AZ,Brewery,-109.9312854,31.3955652,85603,2005,2013,4.00E+13,4003001200
41537 Cherry St.,Murrieta,4886,Electric Brewing Co.,CA,Brewery,-117.1737518,33.5267258,92562,2015,2015,6.07E+13,6065051200
30 Bridge St.,Millers Falls,2539,Element Brewing Co.,MA,Brewery,-72.494405,42.577733,1349,2010,2015,2.50E+14,25011040702
10082 San Pablo Ave.,El Cerrito,2958,Elevation 66 Brewing Co.,CA,BrewPub,-122.3031513,37.9018524,94530,2012,2015,6.01E+13,6013389100
115 Pahlone Pkwy,Poncha Springs,3140,Elevation Beer Co.,CO,Brewery,-106.065631,38.518392,81201,2013,2015,8.02E+13,8015000300
161 N. High Street ,Columbus ,,Elevator Brewery & Restaurant,OH,BrewPub,-83.001838,39.965682,43235,2005,2015,3.90E+14,39049003000
165 N. 4th St.,Columbus ,4248,Elevator Brewing Co.,OH,Brewery,-82.996893,39.966236,43215,2014,2015,3.90E+14,39049003000
798 Elizabeth St.,San Francisco,1978,Elizabeth Street Brewery (appt only),CA,Brewery,-122.438319,37.75198,94114,2009,2014,6.08E+13,6075021200
700 Wealthy St. SE,Grand Rapids,3232,Elk Brewing Co.,MI,Brewery,-85.651611,42.955628,49503,2015,2015,2.61E+14,26081002500
100 W. Main St. ,Millheim,1964,Elk Creek Cafe + Aleworks,PA,BrewPub,-77.476948,40.891045,16854,2008,2015,4.20E+14,42027010800
9085 Elk Grove Blvd. ,Elk Grove,421,Elk Grove Brewery & Restaurant ,CA,BrewPub,-121.3631,38.409,95624,2006,2009,6.07E+13,6067009310
686 E. Broadway St.,Eugene,5484,Elk Horn Brewery,OR,BrewPub,-123.0824532,44.049867,97401,2015,2015,4.10E+14,41039003800
18921 Plaza Dr.,Parker,2772,Elk Mountain Brewing,CO,Brewery,-104.7685119,39.5268565,80134,2011,2015,8.04E+13,8035013904
3 S. Elk St.,Sandusky,4526,Elk Street Brewery & Tap Room,MI,Brewery,-82.8298451,43.4210962,48471,2015,2015,2.62E+14,26151970900
28120 Highway 410,Buckley,,Elkhead Brewing Co.,WA,BrewPub,-122.0532732,47.1587555,98321,2005,2015,5.31E+14,53053070207
25 Waugh Rd.,Watsonville,5239,Elkhorn Slough Brewing Co.,CA,Brewery,-121.7519608,36.8605881,95076,2015,2015,6.05E+13,6053014601
5030 208th St. SW Ste. A,Lynnwood,1098,Ellersick Brewing Co.,WA,BrewPub,-122.3009,47.8103,98036,2007,2015,5.31E+14,53061051400
8308 Main St. ,Ellicott City,423,Ellicott Mills Brewing Co.,MD,BrewPub,-76.79929964,39.26812676,21043,2006,2015,2.40E+14,24027602800
28 Monroe St.,Ellicottville,424,Ellicottville Brewing Co.,NY,BrewPub,-78.67075855,42.27523965,14731,2006,2015,3.60E+14,36009960702
34 W. Main St.,Fredonia,1605,Ellicottville Brewing Co.,NY,BrewPub,-79.3325,42.4393,14063,2006,2015,3.60E+14,36013035800
4945 Baseline Dr.,Parkdale,,Elliot Glacier Public House,OR,BrewPub,-121.5952,45.519433,97041,2005,2015,4.10E+14,41027950100
255 SW 152nd St.,Burien,1603,Elliott Bay Brewhouse & Pub,WA,BrewPub,-122.338,47.4669,98166,2008,2015,5.30E+14,53033027900
4720 California Ave. SW ,Seattle,,Elliott Bay Brewing Company ,WA,BrewPub,-122.3865729,47.5603921,98116,2005,2015,5.30E+14,53033010500
12537 Lake City Way NE,Seattle,3293,Elliott Bay Public House & Brewery,WA,BrewPub,-122.295056,47.720083,98125,2013,2015,5.30E+14,53033000100
4178 Koval Lane ,Las Vegas,,Ellis Island Casino & Brewery ,NV,BrewPub,-115.1634847,36.1130255,89109,2005,2015,3.20E+14,32003002605
222 West St.,Keene,,Elm City Brewing Co.,NH,BrewPub,-72.287,42.9322276,3431,2005,2015,3.30E+14,33005971401
118 East Main Street,Elmwood,,Elmwood Brewing Co. Restaurant & Brewery,IL,BrewPub,-89.9652,40.777759,61529,2005,2008,1.71E+14,17143004000
1516 2nd Ave.,Seattle,5449,Elysian Bar,WA,BrewHouse,-122.33902,47.609924,98101,2015,2015,5.30E+14,53033008100
5510 Airport Way South,Seattle,5450,Elysian Brewing Co. (by appt only),WA,Brewery,-122.3201673,47.5526147,98108,2015,2015,5.30E+14,53033010402
1221 E. Pike St. ,Seattle,430,Elysian Brewing Company ,WA,BrewPub,-122.316419,47.61408296,98122,2005,2015,5.30E+14,53033007500
542 1st Ave. South,Seattle,1516,Elysian Fields,WA,BrewPub,-122.3341,47.5981,98122,2007,2015,5.30E+14,53033009300
2106 North 55th Street ,Seattle,,Elysian TangleTown Brewery ,WA,BrewPub,-122.3335032,47.6688073,98103,2005,2015,5.30E+14,53033004600
3100 Airport Way South,Seattle,2729,Emerald City Beer Co.,WA,Brewery,-122.320728,47.575541,98134,2011,2015,5.30E+14,53033009300
5200 Main St.,Downers Grove,,Emmett's Ale House,IL,BrewPub,-88.0105356,41.7925641,60515,2005,2015,1.70E+14,17043844902
123 W. Washington St.,Oswego,1550,Emmett's Ale House,IL,BrewPub,-88.349557,41.680596,60543,2007,2008,1.71E+14,17093890102
110 N. Brockway St.,Palatine,434,Emmett's Tavern and Brewing Co.,IL,BrewPub,-88.04635477,42.1130825,60067,2006,2015,1.70E+14,17031803701
128 W. Main St.,West Dundee,,Emmett's Tavern and Brewing Co.,IL,BrewPub,-88.2783994,42.0983055,60118,2005,2015,1.71E+14,17089850500
120 Walton St.,Syracuse,1873,Empire Brewing Co.,NY,BrewPub,-76.154094,43.048137,13202,2008,2015,3.61E+14,36067003200
729 Q St.,Lincoln,,Empyrean Brewing Co.,NE,Brewery,-96.710525,40.815539,68508,2005,2015,3.11E+14,31109000500
200 Lake Place Dr.,Duluth,5361,Endion Station Public House,MN,BrewHouse,-92.0960424,46.7857202,55802,2015,2015,2.71E+14,27137001900
680 Flinn Ave. #31,Moorpark,2959,Enegren Brewing Co.,CA,Brewery,-118.8708043,34.282472,93021,2012,2015,6.11E+13,6111007611
1500 Beach Blvd.,Jacksonville Beach,2640,Engine 15 Brewing Co.,FL,Brewery,-81.407208,30.288086,32250,2011,2015,1.20E+14,12031014204
611 N. Pine St.,Tacoma,391,Engine House No. 9,WA,BrewPub,-122.4731328,47.25529774,98406,2005,2015,5.31E+14,53053061200
223 Reindollar Ave.,Marina,,English Ales Brewery,CA,BrewPub,-121.8037568,36.6802453,93933,2005,2015,6.05E+13,6053014201
1120 Lincolnshire Blvd.,Springfield,3915,Engrained Brewing Co.,IL,BrewPub,-89.668379,39.74854,62711,2014,2015,1.72E+14,17167002802
7929 Victoria Dr.,Victoria,4020,Enki Brewing,MN,Brewery,-93.661891,44.859532,55386,2014,2015,2.70E+14,27019090402
1048 Harper Ave. NW,Lenoir,3157,Eola Beer Co.,NC,BrewPub,-81.542343,35.912819,28645,2015,2015,3.70E+14,37027030100
12119 FM 381,Eola,1952,"Eola School Restaurant, Brewery & Lodge",TX,BrewPub,-100.0895,31.41372,76937,2008,2015,4.81E+14,48095950300
3201 1st Ave. South,Seattle,2978,Epic Ales,WA,Brewery,-122.3343733,47.5753273,98134,2011,2015,5.30E+14,53033009300
3001 Walnut St.,Denver,3891,Epic Brewing Co.,CO,Brewery,-104.98125,39.763067,80205,2014,2015,8.03E+13,8031001600
825 South State St.,Salt Lake City,2715,EPIC Brewing Co.,UT,Brewery,-111.887675,40.751162,84111,2011,2015,4.90E+14,49035102300
133 Remington St.,Fort Collins,2606,Equinox Brewing Co.,CO,Brewery,-105.0755502,40.5865204,80521,2011,2015,8.07E+13,8069000100
416 W. 12th St.,Erie,5535,Erie Ale Works,PA,Brewery,-80.0903072,42.1202222,16501,2015,2015,4.20E+14,42049001000
1213 Veshecco Dr.,Erie,439,Erie Brewing Co.,PA,Brewery,-80.11509485,42.10910209,16501,2006,2015,4.20E+14,42049001100
135 James St.,Canastota,4743,Erie Canal Brewing Co.,NY,Brewery,-75.754082,43.0756,13032,2014,2015,3.61E+14,36053940300
"9945 Trinity Blvd., Suite 108",Trinity,5845,Escape Brewing Co.,FL,Brewery,-82.6501937,28.1817143,34655,2015,2015,1.21E+14,12101031508
106 Des Georges Ln,Taos,440,Eske's Brewpub and Eatery,NM,BrewPub,-105.573066,36.40653477,87571,2006,2015,3.51E+14,35055940100
8980 N. Rodgers Ct.,Caledonia,5641,Essential Bean Coffee & Pub,MI,BrewPub,-85.507751,42.801609,49316,2015,2015,2.61E+14,26081014807
470 Prospect Village Dr.,Estes Park,,Estes Park Brewery,CO,BrewPub,-105.526121,40.3714189,80517,2005,2015,8.07E+13,8069002802
4060 E. Grand River,Howell,4806,Eternity Brewing Co.,MI,Brewery,-83.8729911,42.5863579,48843,2015,2015,2.61E+14,26093742401
"1224 Manchester St., Ste 120",Lexington,5944,Ethereal Brewing Co.,KY,Brewery,-84.520133,38.0568867,40504,2015,2015,2.11E+14,21067001000
231 W. Miner St.,Yreka,5922,Etna Brewery Taphouse,CA,BrewHouse,-122.637297,41.731692,96097,2015,2015,6.09E+13,6093000703
131 Callahan St.,Etna,442,Etna Brewing Co.,CA,BrewPub,-122.892841,41.45732001,96027,2006,2015,6.09E+13,6093000800
25333 W. 12 Mile Rd.,Southfield,1601,Etouffee,MI,BrewPub,-83.2952,42.5008,48034,2006,2006,2.61E+14,26125160900
4716 Wilmington Pike,Kettering,4647,Eudora Brewing,OH,Brewery,-84.1157303,39.6747894,45440,2014,2015,3.91E+14,39113021602
426 W. Van Buren St.,Eureka Springs,6025,Eureka Springs Ale House,AR,BrewPub,-93.7539311,36.404858,72632,2015,2015,5.02E+13,5015950100
1015 Grant St. SE,Atlanta,4238,Eventide Brewing,GA,Brewery,-84.376727,33.725283,30315,2014,2015,1.31E+14,13121005300
151 E. Jewett Blvd.,White Salmon,2384,Everybody's Brewing,WA,BrewPub,-121.485953,45.727444,98672,2009,2015,5.30E+14,53039950300
530 S. Ohio St.,Culver,3578,Evil Czech Brewery,IN,BrewPub,-86.424818,41.212592,46511,2013,2015,1.81E+14,18099020302
201 E. Vine St.,Salisbury,3368,Evolution Craft Brewing & Public House,MD,BrewPub,-75.596459,38.360581,21804,2013,2015,2.40E+14,24045000500
501 Bi-State Blvd.,Delmar,2359,Evolution Craft Brewing Co.,DE,Brewery,-75.574248,38.460509,19940,2010,2015,1.00E+14,10005051900
2326 N Flint Ave.,Portland,5391,Ex Novo Brewing Co.,OR,Brewery,-122.668404,45.54002,97227,2015,2015,4.11E+14,41051002303
488 S. Broadway,Breese,3784,Excel Brewery,IL,Brewery,-89.529205,38.606703,62230,2013,2015,1.70E+14,17027900300
421 3rd St.,Excelsior,3548,Excelsior Brewing Co.,MN,Brewery,-93.567093,44.9021,55331,2013,2015,2.71E+14,27053027501
1514 Walnut St.,Des Moines,3007,Exile Brewing Co.,IA,Brewery,-93.636567,41.583305,50309,2013,2015,1.92E+14,19153005100
5055 Highway N,Cottleville,3255,Exit 6 Brewing,MO,Brewery,-90.640401,38.744399,63304,2012,2015,2.92E+14,29183311322
1110 Alverser Dr.,Midlothian,443,Extra Billy's Smokehouse Brewery,VA,BrewPub,-77.61799696,37.50636233,23113,2005,2015,5.10E+14,51041100915
2501 Monarch St.,Alameda,3677,Faction Brewing Co.,CA,Brewery,-122.308312,37.786481,94501,2014,2015,6.00E+13,6001428700
2506 Central Ave. NE,Minneapolis,4861,Fair State Brewing Cooperative,MN,Brewery,-93.2478714,45.0135574,55418,2015,2015,2.71E+14,27053101800
914 Nichols Ave.,Fairhope,4409,Fairhope Brewing,AL,Brewery,-87.884994,30.516367,36532,2014,2015,1.00E+13,1003011101
19751 Main St.,Parker,2231,Falcon Brewing Co.,CO,BrewPub,-104.760279,39.518298,80138,2009,2011,8.04E+13,8035013904
4542 30th St.,San Diego,5016,Fall Brewing,CA,Brewery,-117.130554,32.760021,92116,2015,2015,6.07E+13,6073001200
1070 E Cypress Ave.,Redding,4168,Fall River Brewing Co.,CA,Brewery,-122.351171,40.571059,96002,2014,2015,6.09E+13,6089010300
136 N. Main Ave.,Fallbrook,4321,Fallbrook Brewing Co.,CA,Brewery,-117.251373,33.382343,92028,2014,2015,6.07E+13,6073018904
2270 E. 10 Mile Rd.,Warren,3490,Falling Down Beer Co.,MI,BrewPub,-83.080184,42.476428,48091,2014,2015,2.61E+14,26099262400
1919 Blake Street ,Denver,,Falling Rock Tap House ,CO,BrewPub,-104.9954029,39.753935,80202,2005,2007,8.03E+13,8031001701
1334 Oak Alley,Eugene,3228,Falling Sky Brewing Co.,OR,BrewPub,-123.091997,44.045157,97401,2013,2015,4.10E+14,41039003800
782 N. Main St.,Oconto Falls,1611,Falls Brewing Co.,WI,Brewery,-88.1529,44.8828,54154,2006,2011,5.51E+14,55083101200
545 E. Barret Ave.,Louisville,3941,Falls City Beer,KY,Brewery,-85.731312,38.246745,40204,2014,2015,2.11E+14,21111008100
119 S. Nottowa St.,Sturgis,2261,Fantail Brewing Co.,MI,BrewPub,-85.418862,41.798644,49091,2009,2010,2.61E+14,26149040600
610 N. University Dr.,Fargo,3969,Fargo Brewing Co.,ND,Brewery,-96.798217,46.882432,58102,2014,2015,3.80E+14,38017000600
1113 Walnut St.,Philadelphia,3023,Farmers' Cabinet,PA,BrewHouse,-75.1597382,39.9488548,19107,2012,2015,4.21E+14,42101000600
2 Whig St.,Newark Valley,3634,Farmhouse Brewery,NY,Brewery,-76.185091,42.224624,13811,2015,2015,3.61E+14,36107020100
33336 Grand River Ave.,Farmington,5043,Farmington Brewing Co.,MI,Brewery,-83.3759613,42.4649467,48336,2015,2015,2.61E+14,26125165000
3558 Farnam St.,Omaha,4510,Farnam House Brewing Co.,NE,BrewPub,-95.96576,41.257755,68131,2015,2015,3.11E+14,31055004200
900 Main St.,Nashville,3464,Fat Bottom Brewing Co.,TN,Brewery,-86.757133,36.175993,37206,2013,2015,4.70E+14,47037019200
18665 Sheldon Rd.,Middleburg Heights,3374,Fat Head's Brewery,OH,Brewery,-81.831247,41.389051,44130,2012,2015,3.90E+14,39035138106
24581 Lorain Rd.,North Olmsted,2292,Fat Head's Brewery & Saloon,OH,BrewPub,-81.894513,41.426723,44070,2009,2015,3.90E+14,39035174106
