address,city,id,name,state,type,lat,lon,zip,first_appearance,final_appearance,block_fips,tract_fips
2000 Ocean Way,Atlantic City,,Tun Tavern,NJ,BrewPub,-74.43078,39.3679384,8401,2005,2010,3.40E+14,34001001500
2 Convention Blvd.,Atlantic City,1311,Tun Tavern Brewery & Restaurant,NJ,BrewPub,-74.4392603,39.3628075,8401,2011,2015,3.40E+14,34001001200
6404 Redwing Road ,Bethesda,,Tupper's Hop Pocket Brewing Company ,MD,Brewery,-77.127261,38.973455,20817,2005,2006,2.40E+14,24031705902
991 Central Rd.,Bloomsburg,3331,Turkey Hill Brewing Pub & Grille,PA,BrewPub,-76.426771,41.024693,17815,2012,2015,4.20E+14,42037050900
4 N. Weinbach,Evansville,1480,Turoni's Pizza & Brewery,IN,BrewPub,-87.52918386,37.97726951,47711,2006,2010,1.82E+14,18163000300
408 N. Main St.,Evansville,,Turoni's Pizza & Brewery,IN,BrewPub,-87.5641436,37.9815535,47711,2005,2015,1.82E+14,18163002000
4 N. Weinbach Ave.,Evansville,1314,Turoni's Pizzery & Brewery,IN,BrewHouse,-87.52918386,37.97726951,47711,2011,2015,1.82E+14,18163000300
8011 Bell Oaks Dr.,Newburgh,3249,Turoni's Pizzery & Brewery,IN,BrewHouse,-87.396874,37.975768,47630,2012,2015,1.82E+14,18173030702
800 E. Country Club Dr.,Benson,2494,Turquoise Hills Brewing Co. Golf & RV,AZ,BrewPub,-110.2825,31.949309,85602,2010,2011,4.00E+13,4003000301
216 Noah Dr. #140,Franklin,2454,Turtle Anarchy Brewing Co. ,TN,Brewery,-86.866865,35.895023,37064,2013,2015,4.72E+14,47187050906
905 36th Place,Rio Rancho,1315,Turtle Mountain Brewing Co.,NM,BrewPub,-106.6645861,35.24256983,87124,2007,2015,3.50E+14,35043010715
3755 Southern Blvd. ,Rio Rancho,1481,Turtle Mountain Brewing Co.,NM,BrewPub,-106.6627453,35.24178706,87124,2006,2015,3.50E+14,35043010715
25009 Kauffman Ave.,Red Bluff,,Tuscan Brewing Co.,CA,Brewery,-122.10631,40.1271119,96080,2005,2007,6.10E+13,6103000100
13011 Newport Ave.,Tustin,,Tustin Brewing Co.,CA,BrewPub,-117.811278,33.7498974,92780,2005,2015,6.06E+13,6059075504
211 E. Trinity Place,Decatur,1594,Twain's Billiards and Tap,GA,BrewPub,-84.2945,33.7725,30030,2007,2015,1.31E+14,13089022600
"12826 NE 178th St., #C",Woodinville,3618,Twelve Bar Brews,WA,Brewery,-122.169157,47.756435,98072,2013,2015,5.30E+14,53033021802
728 Main St.,Louisville,3458,Twelve Degree Brewing Co.,CO,BrewPub,-105.132118,39.977139,80027,2014,2015,8.01E+13,8013013005
11616 E. Montgomery Dr. #26,Spokane Valley,3163,Twelve String Brewing Co.,WA,Brewery,-117.247762,47.677094,99206,2012,2015,5.31E+14,53063011702
5408 N. College Ave.,Indianapolis,5625,Twenty Below Brewing @ Twenty Tap,IN,BrewPub,-86.146111,39.851231,46220,2015,2015,1.81E+14,18097321800
1692 Marion-Mount Gilead Rd.,Marion,5759,Twenty-Nine BrewPub & Wood-Fired Pizza,OH,BrewPub,-83.084048,40.58157,43302,2015,2015,3.91E+14,39101001000
516 2nd St. S.,Twin Falls,1484,Twin Falls Brewing Co./Mugger's Brewpub,ID,BrewPub,-114.4724777,42.55209672,83301,2006,2006,1.61E+14,16083001100
4210 Kennett Pike,Greenville,1485,Twin Lakes Brewery,DE,Brewery,-75.60232722,39.78476254,19807,2006,2015,1.00E+14,10003011900
144 Coxe Ave.,Asheville,4969,Twin Leaf Brewing Co.,NC,BrewPub,-82.554528,35.589437,28801,2015,2015,3.70E+14,37021000900
2506 W. 19th St.,Port Angeles,3600,Twin Peaks Brewing & Malting Co.,WA,Brewery,-123.49474,48.121731,98362,2014,2015,5.30E+14,53009000700
1500 Market Place Blvd.,Irving,4280,Twin Peaks Brewing & Restaurant,TX,BrewPub,-96.96608,32.918757,75063,2015,2015,4.81E+14,48113014129
1623 Broadway,Superior,,Twin Ports Brewing Co.,WI,BrewPub,-92.1021162,46.7269446,54880,2005,2015,5.50E+14,55031021100
104 N. Lewis St.,Monroe,,Twin Rivers Brewing/Sailfish Bar & Grill,WA,BrewPub,-121.9707759,47.856331,98272,2005,2015,5.31E+14,53061052208
201 Highway 20 (Division St.),Twisp,832,Twisp River Pub & Methow Valley Brewing Co.,WA,BrewPub,-120.1226449,48.36622192,98856,2007,2015,5.30E+14,53047971000
115 Abeyta St. W,Socorro,5838,Twisted Chile Brewing,NM,BrewPub,-106.8921132,34.0585251,87801,2015,2015,3.51E+14,35053978302
755 W. Second St.,Seymour,3837,Twisted Crew Brewing Co.,IN,Brewery,-85.899135,38.956514,47274,2013,2015,1.81E+14,18071967700
610 Monroe St.,LaPorte,4698,Twisted K-8 Brewing,IN,Brewery,-86.7210541,41.6119576,46350,2014,2015,1.81E+14,18091042300
4652 Mission Blvd.,San Diego,5446,Twisted Manzanita Ales,CA,BrewHouse,-117.2561594,32.7985594,92109,2015,2015,6.07E+13,6073007905
3201 Walnut Street ,Boulder,,Twisted Pine Brewing Company ,CO,Brewery,-105.2510584,40.0207415,80307,2005,2015,8.01E+13,8013012203
20 Pleasant St.,Canandaigua,3754,Twisted Rail Brewing & Bee Hive Brew Pub,NY,BrewPub,-77.2789688,42.8884201,14424,2015,2015,3.61E+14,36069051100
318 S. Main St.,Toledo,3697,Twisted Snout Brewery & Public House,OR,BrewPub,-123.937307,44.618812,97391,2013,2015,4.10E+14,41041951400
3021 St. Charles Rd.,Saint Charles,3431,Twisted Vine Brewing Co.,IA,Brewery,-93.861855,41.284007,50240,2012,2015,1.91E+14,19121060100
3200 W. Whitestone Blvd. C1,Cedar Park,2740,Twisted X Brewing Co.,TX,Brewery,-97.780305,30.534738,78613,2012,2015,4.85E+14,48491020315
23455 W RR 150,Dripping Springs,4320,Twisted X Brewing Co.,TX,Brewery,-98.084974,30.165189,78620,2015,2015,4.82E+14,48209010806
819 N. 49th St.,Seattle,2107,Two Beers Brewing Co.,WA,Brewery,-122.348264,47.6641,98103,2009,2010,5.30E+14,53033004900
4700 Ohio Ave. South,Seattle,2107,Two Beers Brewing Co.,WA,Brewery,-122.338128,47.560571,98134,2011,2015,5.30E+14,53033009300
30W315 Calumet Ave.,Warrenville,1322,Two Brothers Brewery & Tap House,IL,BrewPub,-88.212301,41.824339,60555,2011,2015,1.70E+14,17043841604
30W114 Butterfield Rd.,Warrenville,,Two Brothers Brewing Co.,IL,Brewery,-88.2145309,41.8207335,60555,2005,2010,1.70E+14,17043841604
5027 State Route 414,Hector,3400,Two Goats Brewing,NY,BrewPub,-76.868909,42.47764,14818,2012,2015,3.61E+14,36097950100
5210 Thonotosassa Rd.,Plant City,4301,Two Henrys Brewing Co.,FL,Brewery,-82.187527,28.046998,33565,2014,2015,1.21E+14,12057010105
"8680 Miralani Drive, Suite 123",San Diego,4207,Two Kids Brewing Co.,CA,Brewery,-117.137955,32.895903,92126,2014,2015,6.07E+13,6073008350
14841 SW Tualatin-Sherwood Rd,Sherwood,3342,Two Kilts Brewing Co.,OR,Brewery,-122.829091,45.367857,97140,2012,2015,4.11E+14,41067032103
147 N 1st St.,Montrose,3831,Two Rascals Brewing Co.,CO,Brewery,-107.879885,38.47864,81401,2013,2015,8.09E+13,8085966300
542 Northampton St.,Easton,3290,Two Rivers Brewing Co.,PA,BrewPub,-75.21362,40.690883,18042,2014,2015,4.21E+14,42095014400
1700 Stratford Ave.,Stratford,3430,Two Roads Brewing Co.,CT,Brewery,-73.14186,41.185536,6615,2013,2015,9.00E+13,9001080200
17225 N. Dallas Pkwy ,Addison,1490,Two Rows Restaurant & Brewery ,TX,BrewPub,-96.82868227,32.98490157,75001,2006,2010,4.81E+14,48113013616
711 Central Expressway S,Allen,1491,Two Rows Restaurant & Brewery ,TX,BrewPub,-96.68089337,33.09159361,75002,2006,2015,4.81E+14,48085031506
5500 Greenville Ave. ,Dallas,1492,Two Rows Restaurant & Brewery ,TX,BrewPub,-96.76916014,32.85305416,75206,2005,2008,4.81E+14,48113007909
5085 George Bush Highway,Garland,2153,Two Rows Restaurant & Brewery ,TX,BrewPub,-96.63839,32.962245,75040,2009,2010,4.81E+14,48113019027
2400 University Blvd. ,Houston,1493,Two Rows Restaurant & Brewery ,TX,BrewPub,-95.41496755,29.71510271,77005,2005,2010,4.82E+14,48201412000
1308 NW Park St.,Roseburg,4739,Two Shy Brewing,OR,Brewery,-123.354907,43.224355,97470,2014,2015,4.10E+14,41019120000
69204 N. SR 225,Benton City,2905,Two Sisters Brewery,WA,Brewery,-119.493328,46.311119,99320,2013,2014,5.30E+14,53005011900
450 S. Reservoir Rd.,Centennial,4979,Two22 Brewing,CO,Brewery,-104.7593994,39.6339493,80015,2015,2015,8.01E+13,8005085800
714 N. Capitol Ave.,Indianapolis,4763,TwoDeep Brewing Co.,IN,Brewery,-86.1618347,39.7772484,46204,2015,2015,1.81E+14,18097391000
132 E. Superior St.,Duluth,1907,Tycoons Alehouse & Eatery,MN,BrewHouse,-92.096432,46.788265,55802,2013,2015,2.71E+14,27137001900
1025 Owen St.,Lake Mills,1495,Tyranena Brewing Co.,WI,Brewery,-88.89528425,43.08677175,53551,2006,2015,5.51E+14,55055100500
2305 Montana Ave.,Billings,2855,Uberbrew,MT,BrewPub,-108.499069,45.784095,59101,2013,2015,3.01E+14,30111000402
1722 S. Fremont Dr.,Salt Lake City,,Uinta Brewing Company ,UT,BrewPub,-111.954104,40.732628,84104,2005,2015,4.90E+14,49035114500
102 S. State St.,Ukiah,,Ukiah Brewing Co. & Restaurant,CA,BrewPub,-123.2079352,39.1498446,95482,2005,2015,6.05E+13,6045011600
1810 N. Highland Ave.,Tampa,5507,Ulele,FL,BrewPub,-82.4624354,27.9596512,33602,2015,2015,1.21E+14,12057004200
1530 Barton Springs Rd.,Austin,1858,Uncle Billy's Brew & Que,TX,BrewPub,-97.761198,30.26205,78704,2008,2015,4.85E+14,48453001303
6550 Comanche Trail,Austin,2898,Uncle Billy's Brew & Que,TX,BrewPub,-97.874539,30.4054849,78732,2011,2015,4.85E+14,48453001765
"2111 Research Dr., #4",Livermore,5054,Uncle Sam's Misguided Brewery,CA,Brewery,-121.7220993,37.6779556,94550,2015,2015,6.00E+13,6001451501
303 Potrero St.,Santa Cruz,2151,Uncommon Brewers,CA,Brewery,-122.030083,36.981504,95060,2009,2015,6.09E+13,6087100700
559 E. Fourth St.,Reno,4289,Under the Rose Brewing,NV,Brewery,-119.806692,39.531362,89512,2015,2015,3.20E+14,32031000102
627-A S. Broadway ,Boulder ,4461,Under the Sun Eatery & Taphouse,CO,BrewHouse,-105.2428304,39.97757788,80305,2014,2015,8.01E+13,8013012509
6 N. Reamstown Rd.,Reamstown,1799,Union Barrel Works,PA,BrewPub,-76.123331,40.211728,17578,2008,2015,4.21E+14,42071012502
3699 McKinney Ave.,Dallas,1804,Union Bear,TX,BrewPub,-96.796974,32.807839,75204,2013,2015,4.81E+14,48113000701
"622 S Rangeline Rd., Ste Q",Carmel,4242,Union Brewing Co.,IN,Brewery,-86.127022,39.972163,46032,2014,2015,1.81E+14,18057111007
1301 Manhattan Ave.,Hermosa Beach,2761,Union Cattle Co. Brewhouse & Grill,CA,BrewPub,-118.39953,33.863251,90254,2011,2015,6.04E+13,6037621004
1700 Union Ave. #D,Baltimore,3310,Union Craft Brewing,MD,Brewery,-76.641971,39.331938,21211,2013,2015,2.45E+14,24510130804
128 First St. NW,Bemidji,1500,Union Station 1st City Brewery & Grill,MN,BrewPub,-94.88007545,47.46850727,56601,2006,2006,2.70E+14,27007450702
93 Emerick St.,Ypsilanti,3592,Unity Vibration,MI,Brewery,-83.597334,42.240916,48198,2014,2015,2.62E+14,26161410800
214 Oak St.,Ypsilanti,3592,Unity Vibration (by appt only),MI,Brewery,-83.606714,42.248063,48198,2013,2013,2.62E+14,26161410900
1327 S. Mint St.,Charlotte,4244,Unknown Brewing Co.,NC,Brewery,-80.858391,35.220538,28203,2014,2015,3.71E+14,37119000400
360 W. Western Ave.,Muskegon,3662,Unruly Brewing Co.,MI,Brewery,-86.252363,43.235895,49442,2014,2015,2.61E+14,26121004200
4060 Profile Parkway,Bloomington,3164,Upland Brewing Co.,IN,Brewery,-86.587498,39.174863,47404,2014,2015,1.81E+14,18105001301
350 W. 11th St.,Bloomington,,Upland Brewing Co.,IN,BrewPub,-86.53742,39.173526,47404,2005,2015,1.81E+14,18105001600
4842 N. College Ave.,Indianapolis,2615,Upland Brewing Co.,IN,BrewHouse,-86.146037,39.84265,46205,2010,2015,1.81E+14,18097322300
820 E. 116th St.,Carmel,3985,Upland Brewing's Carmel Tap House,IN,BrewHouse,-86.1438,39.956464,46032,2014,2015,1.81E+14,18057111008
123 Main St.,Clinton  ,,Upper Mississippi Brewing Co.,IA,BrewPub,-90.1788807,41.8724438,52732,2005,2006,1.90E+14,19045000600
240 N. Broadway,Portland,2268,Upright Brewing Co.,OR,Brewery,-122.668554,45.534985,97227,2010,2015,4.11E+14,41051002303
1501 Lee Hill Rd.,Boulder,2404,Upslope Brewing Co.,CO,Brewery,-105.278095,40.061955,80304,2010,2015,8.01E+13,8013012105
1898 S. Flatiron Ct.,Boulder,3733,Upslope Brewing Co.,CO,Brewery,-105.217974,40.019326,80301,2014,2015,8.01E+13,8013012707
3028 Lake Rd.,Horseheads,3376,Upstate Brewing Co.,NY,Brewery,-76.812199,42.13338,14845,2013,2015,3.60E+14,36015010800
514 S. 11th St. ,Omaha,1504,Upstream Brewing Company ,NE,BrewPub,-95.93037396,41.25533496,68102,2006,2015,3.11E+14,31055001800
17070 W. Center Rd.,Omaha,1503,Upstream Brewing Company ,NE,BrewPub,-96.18189096,41.2329531,68130,2005,2015,3.11E+14,31055007451
4465 Manchester Ave.,St. Louis,5840,Urban Chestnut Brewing Co.,MO,BrewPub,-90.2608589,38.626482,63110,2015,2015,2.95E+14,29510118600
3229 Washington Ave.,St. Louis,2707,Urban Chestnut Brewing Co.,MO,BrewPub,-90.225367,38.6378,63103,2012,2015,2.95E+14,29510121100
5329 Ballard Ave. NW,Seattle,4060,Urban Family Brewing & Public House,WA,BrewPub,-122.38374,47.666838,98107,2014,2015,5.30E+14,53033004700
2325 Endicott St.,St. Paul,4533,Urban Growler Brewing Co.,MN,BrewPub,-93.1932297,44.9703941,55114,2015,2015,2.71E+14,27123031900
1115 Zygmunt Circle,Westmont,3959,Urban Legend Brewing Co.,IL,Brewery,-87.975216,41.79274,60559,2014,2015,1.70E+14,17043845000
209 E. Midland Ave.,Woodland Park,4389,Ute Pass Brewing Co.,CO,BrewPub,-105.051502,38.994397,80863,2014,2015,8.12E+13,8119010104
44630 Waxpool Rd.,Ashburn,3925,"V, Virginia's Eatery & Brew House",VA,BrewHouse,-77.463792,39.013918,20147,2014,2014,5.11E+14,51107611006
2195 Hyacinth St. NE,Salem,4341,Vagabond Brewing,OR,Brewery,-123.00089,44.980644,97301,2014,2015,4.10E+14,41047000400
49 Ohio Ave.,Plattsburgh,4891,Valcour Brewing Co.,NY,Brewery,-73.4466805,44.6830224,12903,2015,2015,3.60E+14,36019101400
20186 Front St. NE,Poulsbo,2786,Valholl Brewing,WA,Brewery,-122.6505094,47.7459451,98370,2011,2014,5.30E+14,53035090501
18970 3rd Ave NE,Poulsbo,2786,Valholl Brewing,WA,Brewery,-122.645267,47.735177,98370,2015,2015,5.30E+14,53035090501
"2294 N. Batavia, Unit C",Orange,3621,Valiant Brewing Co.,CA,Brewery,-117.861979,33.826404,92865,2014,2015,6.06E+13,6059076204
157 W. Adams St.,Stockton,1505,Valley Brewing Co.,CA,Brewery,-121.3001,37.97277966,95204,2005,2014,6.08E+13,6077001300
28477 Lizard Rocks Rd.,Valley Center,5024,Valley Center Brewery,CA,Brewery,-117.021422,33.230865,92082,2015,2015,6.07E+13,6073019106
267 E. Swedesford Rd. ,Wayne,1506,Valley Forge Brewing Company ,PA,BrewPub,-75.42705241,40.07289581,19087,2006,2006,4.20E+14,42029300108
237 Union St.,Schenectady,1507,"Van Dyck, The",NY,BrewPub,-73.9449771,42.8164377,12305,2005,2015,3.61E+14,36093033500
125 Lanier Dr.,Statesboro,3561,Van Gogh's Microbrewery & Pizza,GA,BrewPub,-81.778956,32.416888,30458,2014,2015,1.30E+14,13031110403
6602 Ginger Ave.,Newton,4161,Van Houzen Brewing Co.,IA,Brewery,-93.147778,41.708237,50208,2014,2015,1.91E+14,19099040200
14921 Cleveland St.,Spring Lake,3876,Vander Mill,MI,BrewPub,-86.157234,43.073978,49456,2013,2015,2.61E+14,26139020501
10124 SW Quartermaster Dr.,Vashon,3270,Vashon Brewing Co.,WA,Brewery,-122.463811,47.403209,98070,2013,2015,5.30E+14,53033027702
10 S. Main St.,Yardley,2779,Vault Brewing Co.,PA,BrewPub,-74.83842,40.24209,19067,2013,2015,4.20E+14,42017105600
6606 State Route 96,Victor,4840,VB Brewery,NY,Brewery,-77.3888339,42.9766736,14564,2015,2015,3.61E+14,36069050102
"7360 Eastgate Rd., Suite 115",Henderson,5324,Vegas Brewing Co.,NV,Brewery,-115.0198623,36.0549362,89011,2015,2015,3.20E+14,32003005105
1550 Taurus Ct.,Loveland,3899,Verboten Brewing Co.,CO,Brewery,-105.055101,40.401319,80537,2013,2015,8.07E+13,8069001704
348 S. Main St.,Camp Verde,4236,Verde Brewing Co. @ The Horn,AZ,BrewPub,-111.854697,34.564389,86322,2015,2015,4.03E+13,4025001601
48 Main St.,Bradford,3501,Vermont Beer Co. @ Perfect Pear Caf̩,VT,BrewPub,-72.128261,43.99269,5033,2013,2014,5.00E+14,50017959800
144 College St. ,Burlington,1508,Vermont Pub and Brewery ,VT,BrewPub,-73.21403704,44.47725495,5401,2006,2015,5.00E+14,50007001000
21420 NW Nicholas Ct.,Hillsboro,2294,Vertigo Brewing,OR,Brewery,-122.897905,45.531784,97124,2009,2015,4.11E+14,41067031609
"20 Lakeview Dr., Unit 112",Nederland,3865,Very Nice Brewing Co.,CO,Brewery,-105.509852,39.960652,80466,2013,2015,8.01E+13,8013013702
"8999 Western Way, #104",Jacksonville,4809,Veterans United Craft Brewery,FL,Brewery,-81.5569,30.201193,32256,2015,2015,1.20E+14,12031015922
13 W. 7th St.,Holland,1509,Via Maria,MI,BrewPub,-86.1080724,42.79134469,49423,2005,2008,2.61E+14,26139024900
1454 S. Michigan Ave.,Chicago,4868,Vice District Brewing Co.,IL,Brewery,-87.6245193,41.8624916,60605,2015,2015,1.70E+14,17031330100
1100 Pattison Ave.,Philadelphia,3341,Victory Beer Hall,PA,BrewHouse,-75.167747,39.904646,19148,2013,2015,4.21E+14,42101980600
3127 Lower Valley Rd.,Parkesburg,3557,Victory Brewing Co.,PA,BrewPub,-75.936187,39.951999,19365,2015,2015,4.20E+14,42029311800
420 Acorn Lane ,Downingtown,,Victory Brewing Company ,PA,BrewPub,-75.6941744,40.0059213,19335,2005,2015,4.20E+14,42029304101
119 S. Front St.,Marquette,1511,Vierling Restaurant & Marquette Harbor Brewery,MI,BrewPub,-87.39280189,46.54321712,49855,2006,2015,2.61E+14,26103000100
"520 Commercial St., Unit F",Eugene,4475,Viking Braggot Company,OR,Brewery,-123.1677246,44.0542603,97402,2014,2015,4.10E+14,41039004300
211 E. Main St.,Stoughton,5072,Viking Brew Pub,WI,BrewPub,-89.2189026,42.9164848,53589,2015,2015,5.50E+14,55025012300
234 W. Dallas St.,Dallas,1512,Viking Brewing Co.,WI,Brewery,-91.8152605,45.25921931,54733,2006,2015,5.50E+14,55005000900
42-44 High St.,Mount Holly,4573,Village Idiot Brewing Co.,NJ,Brewery,-74.788239,39.994148,8060,2014,2015,3.40E+14,34005702603
213 Saco Ave.,Old Orchard Beach,,Village Inn Restaurant & Whale Tail Brewing Co.,ME,BrewPub,-70.406675,43.508299,4064,2005,2011,2.30E+14,23031006101
2380 Esplanade Dr.,Algonquin,3493,Village Vintner Winery & Brewery,IL,BrewPub,-88.338293,42.14432,60102,2014,2015,1.71E+14,17089850105
1254 W. 7th St.,St. Paul,,Vine Park Brewing Company ,MN,Brewery,-93.134312,44.922226,55102,2005,2015,2.71E+14,27123036800
1700 Vine St.,Denver,2061,Vine Street Pub & Brewery,CO,BrewPub,-104.962104,39.743376,80206,2009,2015,8.03E+13,8031003102
598 Schoolhouse Rd.,Middletown,4196,Vineyard & Brewery at Hershey,PA,Brewery,-76.677065,40.195435,17057,2014,2015,4.20E+14,42043024001
923 W. 7th St.,Little Rock,,Vino's Pizza Pub Brewery,AR,BrewPub,-92.282138,34.743321,72201,2005,2015,5.12E+13,5119004500
104 1st St.,Port Huron,3273,Vinomondo Wine Bar & Brewpub,MI,BrewPub,-82.446581,42.982731,48060,2013,2015,2.61E+14,26147623000
536-590 North Cameron St.,Winchester,1893,Virginia Brewing Co.,VA,Brewery,-78.161081,39.191482,22601,2008,2010,5.18E+14,51840000100
204 48th St. SW,Everett,2907,Vital Brewing,WA,Brewery,-122.229854,47.954752,98203,2011,2011,5.31E+14,53061041100
230 Illinois Highway 127,Alto Pass,4179,Von Jakob Winery & Brewery,IL,Brewery,-89.32518,37.602507,62905,2014,2015,1.71E+14,17077010300
157 2nd Ave. West,Twin Falls,2986,Von Schiedt Brewing Co.,ID,BrewPub,-114.4717272,42.5556935,83301,2011,2011,1.61E+14,16083001100
898 Amity St.,Homestead,5465,Voodoo Brewery,PA,BrewHouse,-79.910272,40.406496,15120,2015,2015,4.20E+14,42003483800
215 Arch St.,Meadville,1515,Voodoo Brewery,PA,Brewery,-80.1548,41.6373,16335,2008,2015,4.20E+14,42039111600
1465 Tollhouse Rd.,Clovis,4558,W-Brewing,CA,Brewery,-119.6895981,36.8277817,93611,2014,2015,6.02E+13,6019005701
5328 W. 79th St.,Indianapolis,6030,Wabash Brewing,IN,Brewery,-86.25316,39.896371,46268,2015,2015,1.81E+14,18097310201
429 Wabasha St. S,St. Paul,5179,Wabasha Brewing Co.,MN,Brewery,-93.0848694,44.9328308,55107,2015,2015,2.71E+14,27123037100
175 State Rd. E.,Westminster,1517,Wachusett Brewing Co.,MA,Brewery,-71.87122308,42.55842522,1473,2006,2015,2.50E+14,25027708100
255 Main St. West,Waconia,5222,Waconia Brewing,MN,Brewery,-93.7899245,44.8504219,55387,2015,2015,2.70E+14,27019090301
6501 N. Cedar Rd.,Spokane,4779,Waddell?۪s Brewpub & Grille,WA,BrewPub,-117.4330902,47.717289,99208,2014,2015,5.31E+14,53063011000
9322 State Route 414,Lodi,,Wagner Valley Brewing Co.,NY,Brewery,-76.865537,42.575895,14860,2005,2015,3.61E+14,36099950900
19400 Kaumualii Highway,Waimea,1519,Waimea Brewing Co.,HI,BrewPub,-159.6753252,21.95955924,96796,2006,2012,1.50E+14,15007040900
111 Central Way ,Kirkland,,Waimea Brewing Company ,WA,BrewPub,-122.2077858,47.6762704,98033,2005,2007,5.30E+14,53033022500
3410 Sassafras Street ,Pittsburgh,,Wainwright Brewing ,PA,BrewPub,-79.9653149,40.461568,15201,2005,2006,4.20E+14,42003060300
1725 Kingwood St.,Florence,1856,Wakonda Brewing,OR,Brewery,-124.109167,43.982233,97439,2009,2013,4.10E+14,41039000705
5204 Dobrot Way,Central Point,,Walkabout Brewing Co.,OR,Brewery,-122.925016,42.392252,97502,2005,2014,4.10E+14,41029001002
921 Mason Way,Medford,3062,Walkabout Brewpub,OR,BrewPub,-122.902654,42.347667,97501,2013,2015,4.10E+14,41029000900
240 SW First St.,Stevenson,1523,Walking Man Brewing & Public House,WA,BrewPub,-121.8850428,45.69220706,98648,2006,2015,5.31E+14,53059950300
525 East Cessna Ave.,Walla Walla,2328,Walla Walla Brewers,WA,Brewery,-118.271613,46.087234,99362,2009,2011,5.31E+14,53071920200
608 & 610 Bank St.,Wallace,4781,Wallace Brewing Co. & 1313 Club,ID,BrewPub,-115.923309,47.471348,83873,2014,2015,1.61E+14,16079960400
105 E. State St.,Hastings,1570,Walldorff Brewpub & Bistro,MI,BrewPub,-85.2877,42.6489,49058,2007,2015,2.60E+14,26015011300
1123 Walnut St.,Boulder,,Walnut Brewery,CO,BrewPub,-105.2805007,40.0169565,80302,2005,2015,8.01E+13,8013012204
111 W. Locust,El Dorado,4110,Walnut River Brewing Co.,KS,Brewery,-96.850033,37.813748,67042,2014,2015,2.00E+14,20015020400
126 S. Oneida St.,Pueblo,5904,Walter Brewing Co.,CO,Brewery,-104.6102419,38.2623902,81003,2015,2015,8.10E+13,8101003500
1807 Dean Ave.,Bellingham,4633,Wander Brewing,WA,Brewery,-122.4737459,48.754288,98225,2015,2015,5.31E+14,53073000600
11 Gifford St.,Pittsfield,2703,Wandering Star Craft Brewery,MA,Brewery,-73.2115,42.457,1201,2011,2015,2.50E+14,25003935200
"1519 N. Main St., Ste 102",Flagstaff,3858,Wanderlust Brewing Co.,AZ,Brewery,-111.617797,35.201534,86004,2013,2015,4.01E+13,4005000300
10515 Majic Port Lane,Fort Wayne,1554,Warbird Brewing Co.,IN,Brewery,-85.1581,40.9893,46819,2007,2009,1.80E+14,18003011702
7 Pennsylvania Ave.,Hanover,3216,Warehouse Gourmet Bistro & Brewpub,PA,BrewPub,-76.990025,39.801723,17331,2013,2015,4.21E+14,42133022100
"360 Industrial Rd., Unit E",San Carlos,5393,Warfighter Brewing Co. (by appt only),CA,Brewery,-122.261298,37.514121,94070,2015,2015,6.08E+13,6081609100
"6790 McKinley St., #190",Sebastopol,4529,Warped Brewing Co.,CA,Brewery,-122.82212,38.4037567,95472,2015,2015,6.10E+13,6097153401
26 Wyandot St.,Dayton,4472,Warped Wing Brewing Co.,OH,Brewery,-84.1854019,39.7597313,45402,2015,2015,3.91E+14,39113001501
3301 S. Hemlock St.,Cannon Beach,2418,Warren House Pub,OR,BrewPub,-123.959752,45.873144,97110,2010,2015,4.10E+14,41007951100
1763 S. 300 West,Salt Lake City,2056,Wasatch & Squatters Beers,UT,Brewery,-111.899534,40.732159,84115,2008,2015,4.90E+14,49035102900
250 Main Street,Park City,,Wasatch Brew Pub,UT,BrewPub,-111.4945634,40.6418105,84060,2005,2015,4.90E+14,49043964402
2110 S. Highland Dr.,Salt Lake City,5617,Wasatch Brew Pub Sugarhouse,UT,BrewPub,-111.8594329,40.7239623,84106,2015,2015,4.90E+14,49035114100
256 Moody Street ,Waltham,,Watch City Brewing Co.,MA,BrewPub,-71.2364457,42.3717819,2453,2005,2014,2.50E+14,25017368500
3191 Golf Rd.,Delafield,,Water Street Brewery ,WI,BrewPub,-88.366322,43.052483,53018,2005,2015,5.51E+14,55133203704
2615 Washington St.,Grafton,2828,Water Street Brewery ,WI,BrewPub,-87.9307845,43.3202024,53204,2011,2015,5.51E+14,55089640200
1101 N. Water St. ,Milwaukee,1528,Water Street Brewery ,WI,BrewPub,-87.91136753,43.0445527,53202,2006,2015,5.51E+14,55079014400
635 Water St.,Port Townsend,,Water Street Brewing & Ale House,WA,BrewPub,-122.7540022,48.1151637,98368,2005,2010,5.30E+14,53031950601
168 Water St.,Binghamton,3147,Water Street Brewing Co.,NY,BrewPub,-75.914203,42.099382,13901,2013,2015,3.60E+14,36007001200
201 William St.,Key West,6005,Waterfront Brewery,FL,Brewery,-81.80009865,24.56133469,33040,2015,2015,1.21E+14,12087972500
1312 Commerce St.,Lynchburg,2202,Waterstone @ the Craddock Terry Hotel,VA,BrewPub,-79.138122,37.411883,24504,2009,2009,5.17E+14,51680000500
4785 Lake Forest Dr. ,Blue Ash,1531,Watson Bros. Bistro & Brewery ,OH,BrewPub,-84.37745681,39.25081953,45242,2006,2006,3.91E+14,39061023522
236 Main St.,Vista,4665,Wavelength Brewing Co.,CA,Brewery,-117.2417667,33.2025618,92084,2015,2015,6.07E+13,6073019502
