zcta,HouseCount,HouseMedianIncome,House0to10K,House10to15K,House15to25K,JobCount
3060,11889,49469,7.4,5,9.8,5092
3062,11100,88967,1.6,2,6.3,926
3063,6650,79116,5.2,1.8,7.2,1234
3064,5735,65988,5.9,5,10.5,518
3070,1851,104754,0.9,1.3,1.7,216
3071,1792,84477,1.7,1.1,4.1,222
3076,4575,102577,1.4,1.6,2.8,584
3077,4033,67303,2.2,5,6.2,350
3079,11177,81202,3.6,1.7,8.5,4992
3082,657,85139,2,0.9,3.3,48
3084,519,79821,5,0.8,3.3,54
3086,1557,74198,0.5,2.6,1.8,184
3087,5093,117468,0.7,0.5,4.5,710
3101,1663,29943,15.3,15.6,17.1,3172
3102,13248,52677,4.9,5.9,10.5,822
3103,13984,53778,5.9,4.8,11.4,6366
3104,13628,62251,6.8,3.3,7.2,1096
3106,5174,85952,2,3.4,5.8,926
3109,4302,82075,0.9,3.6,5.9,584
3110,7752,127945,1.4,0.9,3.9,1856
3215,86,98125,0,0,0,56
3216,967,63984,3.5,4,7.7,78
3217,924,42300,7.4,5.4,14.7,154
3218,280,108958,3.2,3.2,5,36
3220,2821,64926,8.3,3.6,6.1,664
3221,886,62381,5.1,0.9,7.3,94
3222,2272,55424,4.7,6,7.9,272
3223,1701,63906,5.9,7.8,3.9,178
3224,940,81818,2.2,3.3,7,74
3225,1368,70000,2.3,2.7,4.9,94
3226,419,66250,3.1,3.8,4.5,64
3227,464,73750,3,0.6,9.5,60
3229,2137,84456,1.1,0.7,5.2,214
3230,587,62466,0.5,1,8.9,38
3231,109,84097,4.6,0,0,10
3233,48,107143,0,0,18.8,10
3234,1792,67008,1.5,2.7,8.7,212
3235,3599,48429,6.5,7.3,11.1,300
3237,787,74460,1.4,0.6,6.1,58
3240,492,54000,5.5,5.9,7.7,16
3241,349,65375,4,2,6.3,46
3242,1666,69609,3.8,6.4,9.2,262
3243,392,73971,0.8,0,6.1,18
3244,3122,69438,2.9,0.7,7.8,278
3245,746,68409,0.7,1.9,13.3,98
3246,6904,52702,5.4,4.6,13.1,2160
3249,3082,73660,3.1,1,7.8,468
3251,560,50238,7.9,8.9,9.1,288
3253,2599,68240,4,4.7,12.4,1488
3254,1785,75507,2.5,2.3,10.1,332
3255,853,89279,1.2,1.3,4.8,136
3256,857,75030,5.7,2.8,11.3,76
3257,1675,73068,3.6,2.9,7,398
3258,984,80147,1.9,2.6,4.5,138
3259,142,52250,0,0,6.3,20
3260,303,99375,0,0,5.3,52
3261,1598,86632,0,1.6,6.4,180
3262,434,54224,3.9,5.5,17.1,98
3263,1636,49256,11.9,8.6,9.2,186
3264,2210,41688,10.9,8.6,17.4,484
3266,934,56767,8.6,2.7,8.1,82
3268,468,73929,1.3,5.3,6.2,32
3269,1118,77000,1.1,0.4,6.9,84
3273,150,89423,6.7,0,0,18
3275,4383,71576,3.2,7,4.1,390
3276,3321,59983,4,3.1,8.2,1176
3278,1068,76406,4.2,2.4,5.3,128
3279,272,50833,7.7,5.1,9.9,26
3280,556,73333,3.8,3.2,7,18
3281,3211,90024,2.1,1.1,7,254
3282,325,63295,4.3,4.6,9.2,28
3284,320,76364,2.2,3.1,5,46
3285,861,63702,1.4,3.9,7.2,48
3287,628,66250,5.1,1.9,5.3,68
3290,1732,104063,0.3,0,3.9,70
3291,16,-,0,68.8,0,16
3293,78,36894,0,0,0,8
3301,12982,60420,6.7,4.7,7.9,9498
3303,6185,65879,3.1,3.8,7.8,344
3304,2759,109947,2.2,1.3,5.5,438
3307,2071,67072,6.9,1.6,5.6,172
3431,10366,55902,7.1,4.7,12.7,3312
3440,997,62614,6.5,5,6.6,88
3441,80,36154,0,0,21.3,4
3442,584,59881,0.5,1.2,8.4,38
3443,229,81781,0,0,5.7,30
3444,580,71250,2.4,1.6,11.7,102
3445,296,60833,5.7,0.3,11.1,12
3446,2289,59611,4.3,2.6,9.7,424
3447,1005,51767,2.8,4.3,11.4,98
3448,289,62813,8.3,2.8,7.6,32
3449,790,73409,0.6,4.4,7.5,80
3450,437,67266,2.5,1.4,5,34
3451,1763,57670,6.2,8.1,13.2,110
3452,2175,59698,4.2,6.1,9.4,316
3455,916,56689,1.1,5.6,9.9,86
3456,282,60833,4.3,2.5,6.4,14
3457,275,67159,6.5,0,5.5,22
3458,3137,77688,4,2.9,6.2,1164
3461,1883,68250,5.6,3.8,7.2,246
3462,622,64167,8.4,4.2,1.8,50
3464,435,85096,0.7,0.7,0.7,32
3465,888,60200,2.5,7.3,6.2,56
3466,605,75296,2.3,0,6.6,74
3467,643,90438,2,2.2,3.6,68
3470,2060,54821,5,3.1,15.9,170
3561,2663,39504,6.4,6.6,13.7,652
3570,3941,37969,6.5,14,11.2,366
3574,1094,54500,5.9,7.8,11.8,114
3575,14,103214,0,0,0,14
3576,1397,49028,3.3,8.5,14.7,262
3579,192,44167,1,14.6,15.6,36
3580,609,72361,3.6,0.7,6.6,152
3581,1478,58063,5,3.9,10.1,256
3582,1053,39830,4.7,4.4,18,66
3583,464,56071,4.3,7.3,9.7,52
3584,1564,49390,2.5,6,11.8,284
3585,1026,53654,3.3,3.9,8.6,88
3586,287,73854,1,4.2,8.7,26
3588,704,50375,4.3,3.1,11.6,38
3590,405,32788,18,7.4,15.8,32
3592,568,41522,4.2,4.6,13.9,80
3593,203,70938,5.4,1,3.9,20
3595,287,57212,1.7,5.2,4.5,46
3597,143,27868,2.1,27.3,18.9,24
3598,1497,45843,5.9,5.9,15.2,130
3601,193,44861,1,6.7,16.1,12
3602,1077,64491,7.6,4.5,4.2,110
3603,2217,50699,2.8,5.6,15.4,164
3605,412,63958,1.7,4.6,13.3,22
3607,188,61429,3.2,0,8.5,20
3608,1176,69375,1.4,3.5,4.6,204
3609,314,73654,8.3,0,8.6,38
3740,277,67188,5.8,3.2,6.5,28
3741,1522,64023,2.2,3.5,6.5,104
3743,5743,47009,7.2,7,12.6,702
3745,614,75000,2.6,1.6,6.2,30
3746,108,100625,2.8,0,1.9,14
3748,2090,82950,3.2,0.8,4.6,344
3750,250,168100,0,0,6.8,30
3751,231,32361,0,0,32,36
3752,271,60417,1.8,1.5,5.5,12
3753,1159,104735,0,0,3.2,86
3754,76,-,43.4,0,0,8
3755,2725,101825,6.2,1.4,7.2,530
3765,231,62356,3.9,5.6,3,14
3766,4226,67597,3.7,4.4,5.3,1700
3768,661,108558,2.7,0.5,2.6,172
3770,147,88438,8.2,0,3.4,28
3771,316,62500,0.6,1.9,10.4,24
3773,3030,59745,6,3.1,8.6,426
3774,732,54744,0,5.2,14.1,96
3777,547,81250,0.9,1.6,9.7,56
3779,352,69479,2.6,1.1,8,22
3780,218,-,0,0,15.1,20
3781,773,82802,1.3,0,1.4,56
3782,1382,69630,3.9,4.8,9,130
3784,1951,52747,11.4,3.6,12.5,546
3785,841,43625,4.3,6.3,12.5,166
3801,10497,73561,4.7,2.8,7.2,11322
3809,1392,74400,3.5,4.5,5,176
3810,785,84241,0,0,5.6,60
3811,2679,106938,2.9,0.4,4.6,258
3812,321,34561,13.7,7.8,18.4,66
3813,1213,60328,0.5,3.5,6.9,172
3814,1077,34750,6.3,9.6,17,102
3816,546,56029,6.6,0,11,52
3817,377,-,20.2,14.6,21.5,36
3818,1777,45481,8.4,6.5,14.4,406
3819,1608,88485,0.5,1,7.3,98
3820,13214,65855,4,4.4,8.6,5232
3823,601,108542,1.7,0.8,1,58
3824,3325,74267,9.6,5.7,7.8,418
3825,3433,84519,3.5,4.6,6.7,332
3826,1052,79722,1.2,3.8,2.1,116
3827,1203,99561,3.3,0.2,2.3,136
3830,841,57157,1.8,10.2,9.4,36
3832,178,71447,1.1,4.5,7.3,24
3833,8894,84883,3.5,3.5,7.2,1448
3835,2719,60562,1.1,5,14.1,222
3836,587,59330,5.5,3.6,7,52
3837,656,66297,5.3,0,9.8,34
3838,533,55996,3.9,0,15.4,88
3839,1430,58438,1.3,7.9,9.9,146
3840,1505,106763,2.2,1.7,2.1,346
3841,2569,91045,4.4,3,5.4,380
3842,7057,78454,2.6,3.6,6.6,2100
3844,896,129141,3.2,0.4,3.6,166
3845,580,60800,6.7,1.7,5.9,108
3846,455,62875,4.2,0.4,9.2,92
3847,201,88285,0,0,0,16
3848,2324,93154,1.2,3.2,4.1,342
3849,528,55714,2.5,4.2,8.9,78
3850,169,74297,8.9,9.5,7.7,34
3851,1541,66950,0.9,6.8,5.3,84
3852,191,67734,0,0,11.5,14
3853,257,53438,13.2,0,8.6,26
3854,467,113281,1.1,0,5.4,52
3855,995,77596,3,0.6,2.6,72
3856,540,122750,1.3,0.4,2.6,110
3857,4090,69107,6.1,3.1,6.3,292
3858,1803,105288,3.1,2.4,2.8,240
3860,1739,59442,2.8,5.4,6,740
3861,1752,108462,0,0,4.5,138
3862,1747,103520,2.5,0.9,3.6,456
3864,727,53295,0,6.1,18.8,138
3865,3000,84125,0.5,2.1,3.1,688
3867,9211,53022,5.7,4,11.2,1912
3868,2196,61094,7.3,1.4,10.8,154
3869,1020,74697,0.5,2.9,5.8,110
3870,2164,105645,3.6,0.7,6.1,250
3871,45,-,0,0,0,36
3872,1415,62545,1.6,3.3,8,140
3873,2210,102358,0.9,0.9,3.8,108
3874,3975,62005,5,2.9,9.4,666
3875,529,80234,3.8,0,0.9,14
3878,4933,62723,5,4.2,8.8,622
3882,602,50000,4.2,1.8,13.8,30
3883,53,30450,0,0,0,6
3884,1387,102688,3.3,0,5,172
3885,2747,106250,0.5,1.7,2,456
3886,911,54560,4.5,5,4.5,316
3887,731,73011,4.5,4.4,4.4,38
3890,149,58708,24.2,0,7.4,70
3894,2929,50907,1.8,7.7,9.5,1172
3901,2945,72731,0.9,0.4,13,186
3902,970,76176,10.9,0,6,128
3903,2569,82587,1.1,2.4,7.9,294
3904,3312,72228,1.4,1.9,7.6,1324
3905,921,79911,0,4.7,19.9,48
3906,1836,75000,2.9,2.1,9,162
3907,668,67833,4.2,6.7,7.2,368
3908,2784,88438,3.9,3.3,2.7,234
3909,4310,87329,3,4.3,8,716
3910,163,57281,0,0,0,90
3911,45,-,35.6,0,0,40
4001,1025,62659,3.5,5.3,9.4,74
4002,2826,65347,1.8,4,7.8,284
4003,174,84250,9.2,5.2,3.4,36
4005,9172,51118,4.1,5.5,11.2,2760
4006,106,-,19.8,14.2,22.6,26
4008,1185,70355,1.4,0.5,19.9,90
4009,2079,48524,7.5,10.6,8.2,418
4010,553,52986,7.1,2.4,10.1,38
4011,8297,58125,5.6,5.1,8.5,1572
4015,1468,51842,9.5,6.1,14.8,324
4017,237,61250,7.2,0.8,14.3,50
4020,573,38875,11.9,13.3,12,122
4021,2240,106375,1.8,2.6,2.2,326
4022,375,60179,7.2,5.1,5.6,62
4024,229,67574,7.4,0,12.2,18
4027,2211,65750,1.2,2.9,10.1,166
4029,701,55583,1.7,2.9,9.7,66
4030,1057,66469,1.9,0,6.9,102
4032,3354,79500,3,2.6,4.7,3032
4037,1264,42500,2.7,3,17.6,222
4038,6101,76267,2.5,2.9,7.9,826
4039,3180,70529,3.2,3.7,7.6,440
4040,1391,44613,7.3,8,10.9,134
4041,614,41857,11.2,6.7,16.3,32
4042,1977,55433,1.6,5.2,6.5,132
4043,4972,73105,1,6.3,8.5,1744
4046,3406,68587,4.2,5.5,6.4,1244
4047,763,51023,6.3,7.2,11.9,136
4048,1175,51790,6.7,11.3,8.3,132
4049,1274,63773,7.1,7.5,3.8,92
4050,118,64167,6.8,9.3,3.4,10
4051,403,55781,8.7,2,7.2,148
4055,1648,62083,3.2,4.6,10.4,254
4056,133,52813,2.3,17.3,12,16
4057,19,-,0,0,100,16
4061,1101,72930,1.4,4.1,6.3,52
4062,6438,72893,1,5,7.2,2096
4063,316,41786,13.3,11.1,14.6,28
4064,4370,50843,4.3,4.6,15.7,516
4066,318,76912,4.1,1.9,7.5,42
4068,546,43824,2.6,2.9,16.1,52
4069,634,83700,1.7,2.1,1.9,64
4071,2112,72717,3.3,0.3,5.5,290
4072,7712,63750,4.6,2.3,6,1204
4073,6832,43974,8.2,6.3,12.9,870
4074,7582,90040,3.5,1.1,6.9,3296
4076,1093,65417,1.3,6.3,5.5,68
4079,1693,72247,3.7,6.2,8.9,226
4083,1865,51599,9.9,4,11.3,204
4084,2829,73523,4,4.9,7.4,294
4085,804,65000,2.2,1.6,0,28
4086,3734,73937,3.1,4.9,6.9,548
4087,607,53117,2.6,15.3,19.1,102
4088,585,49063,5.6,6.3,11.3,44
4090,4551,65230,2.7,3.9,8.9,1340
4091,330,50833,1.5,5.5,19.7,28
4092,8054,51062,8.8,6.9,10.9,2460
4093,3141,65762,3,3.3,6,520
4095,543,42083,1.8,2.4,7.9,54
4096,3533,77695,2.3,2.3,6.1,676
4097,1362,94058,2.1,2.1,4.6,194
4101,8797,38876,15.7,8.1,10.8,11946
4102,7783,49426,9.2,5.8,9.4,4744
4103,13130,63804,7.9,4.5,9.2,2068
4105,4613,107194,2.2,1.6,3.9,940
4106,10791,59979,6.3,4.4,9,4756
4107,3733,106343,2,3.2,2.4,376
4108,396,67000,4,1.3,8.6,66
4109,47,62589,0,0,0,10
4110,557,162227,2.9,2,0,80
4210,9916,48363,6,5.8,14.2,6640
4216,176,42500,4,8.5,14.2,36
4217,1194,47333,5.4,5.3,12.1,306
4219,595,45813,4.5,4.2,14.1,30
4220,1096,45663,4.8,5.1,15.6,66
4221,317,50417,10.4,2.2,12.6,16
4222,1573,73750,2.3,1.8,4.6,134
4224,949,33445,7.8,10.9,17.6,70
4226,73,50096,4.1,8.2,11,2
4227,30,36324,20,0,0,2
4228,30,-,0,0,100,2
4231,109,45313,9.2,1.8,23.9,16
4234,50,29516,0,0,0,26
4236,1625,66303,4.3,2.4,4.3,148
4237,83,73906,4.8,0,3.6,6
4238,489,58250,1.8,2.7,6.5,48
4239,1727,59769,2.5,5.2,6.9,316
4240,16063,39890,10.2,9.6,13.2,5844
4250,1811,48199,7.1,3.5,13.6,130
4252,1777,58179,4.1,4.6,5.9,186
4253,847,57944,0.5,8.5,12.2,68
4254,1384,31154,18.9,7.1,12.2,118
4255,240,63250,4.2,2.5,8.8,30
4256,1145,60462,6.4,7.2,11.2,122
4257,968,44306,5.3,11.2,12.8,134
4258,923,67961,1.5,3.3,6.9,184
4259,1205,66985,2.7,3.8,14.3,98
4260,2156,65446,3.2,1.3,2.9,274
4261,155,53125,5.8,8.4,10.3,50
4263,851,53705,3.4,6.6,6.9,70
4265,479,56050,2.1,2.3,16.3,40
4267,16,83000,0,0,0,2
4268,1664,41034,4,4.9,16.3,312
4270,2346,51359,5.6,7.5,8.1,262
4271,0,-,-,-,-,12
4274,2345,63359,4.8,2.3,5.8,564
4275,131,47750,9.2,8.4,13.7,12
4276,2415,30777,12.3,8.9,18.7,266
4280,2701,60225,0.9,0.8,7.7,190
4281,1888,42857,8.6,11.9,7,308
4282,2272,61688,2.2,6.9,2.6,492
4284,440,64773,2.5,2.7,11.4,54
4285,181,49219,6.6,1.7,8.8,18
4286,46,-,0,0,0,6
4287,1365,55125,2.4,5.1,10,78
4289,637,44531,7.4,4.9,12.1,66
4290,501,54010,3.8,4.4,9.4,42
4292,346,48750,3.2,9,11.3,16
4294,1552,45158,4.8,7.2,13.7,296
4330,11159,44127,8,7.1,9.9,10010
4342,731,70129,2.6,3,9.3,42
4343,42,-,0,0,0,8
4344,1430,34845,3.6,9.7,16.1,164
4345,4559,54180,5,4.3,9.9,418
4346,862,46893,7.9,2.8,10.3,46
4347,1127,54464,7.2,4.1,12.8,236
4348,1154,53830,5.7,4.6,7.9,204
4349,426,61667,2.3,5.9,1.2,44
4350,1402,69706,2.1,2.5,4.3,92
4351,1058,70455,4.5,2.8,12.3,158
4352,687,53906,4.7,6.3,8.7,46
4353,938,45147,8.5,2.6,15.8,70
4354,649,48882,4.8,1.4,12,30
4355,1060,74559,3.8,2.7,6.7,90
4357,1608,51563,8.7,3.7,11.3,126
4358,1685,53257,5.1,4.8,10.4,162
4359,181,-,11.6,0,12.2,8
4360,206,50938,4.4,11.2,7.3,24
4363,1023,55025,3.9,5,13.5,54
4364,2469,67207,5.1,3.1,7,284
4401,18900,46493,8.8,6.3,11.9,7212
4406,305,37188,6.9,6.9,20.3,24
4408,75,49375,12,2.7,9.3,6
4410,432,45063,3.2,12.5,11.8,26
4411,639,51172,4.9,5,8.5,46
4412,3754,56354,6.6,5.1,8.8,718
4413,105,46917,2.9,16.2,0,6
4414,563,36713,10.3,9.2,13,32
4415,109,34583,8.3,9.2,21.1,4
4416,2415,38125,9.2,12.9,11.3,238
4417,124,32955,11.3,12.1,13.7,8
4418,675,43021,11.1,6.4,13.6,46
4419,1055,62716,4.8,2.9,11.5,90
4421,308,55313,4.9,14,13.3,132
4422,461,50417,4.3,5.9,8.9,50
4424,306,32333,14.1,4.2,20.6,78
4426,1968,43395,5.8,8.3,10.9,288
4427,990,54000,5.1,5.1,10.5,102
4428,1180,56702,5.4,3.9,9.8,98
4429,1847,58726,6.2,0.4,12.6,208
4430,827,37542,13.9,6.7,15,66
4431,19,53750,0,0,0,8
4434,432,46528,6.3,8.1,10,32
4435,432,45789,5.8,5.3,14.8,16
4438,439,43438,6.4,6.4,18.5,42
4441,870,48426,4.8,6,14.5,174
4442,7,-,0,0,57.1,32
4443,1020,37500,10.6,8.7,11.1,96
4444,3440,76087,1.5,1.8,7,434
4448,538,39688,9.9,6.9,13.8,56
4449,617,51523,6.2,3.7,7.6,30
4450,453,61761,6.8,3.1,13.2,26
4451,119,30536,5,14.3,17.6,8
4453,292,39605,7.5,10.3,13.4,18
4455,336,42917,2.1,4.5,21.4,40
4456,1091,57326,2.7,2.7,8.1,86
4457,2368,39842,3.6,9.6,15.9,412
4459,417,32279,5.5,13.2,21.3,20
4460,503,40583,3.6,6.4,18.3,56
4461,1193,60075,4.8,2.5,14.4,78
4462,2263,33266,7.2,5,21.6,248
4463,1286,30388,9.5,14.9,17.7,88
4464,259,38125,10.4,3.5,17,28
4468,4010,38077,10.1,6.1,18.3,344
4469,0,-,-,-,-,28
4471,296,37167,22.6,5.1,10.8,18
4472,932,55815,6.1,3.8,8.7,72
4473,3121,44427,11.2,12.2,11.1,246
4474,1589,57127,4.5,5.5,9.7,136
4475,223,42031,13.5,2.7,12.6,6
4476,567,47188,1.6,7.2,9.3,38
4478,165,29844,1.8,15.8,27.9,28
4479,616,41711,7,7.3,13.3,42
4481,201,39779,14.4,8,5,32
4485,87,60625,0,9.2,5.7,12
4487,382,32083,11,11.3,17.8,20
4488,523,64141,5,3.3,9.2,26
4489,127,52125,0,15,7.1,16
4490,128,48750,3.1,3.1,13.3,6
4491,65,33750,3.1,15.4,7.7,2
4492,66,42500,7.6,0,25.8,4
4493,791,48344,4.7,4.9,13.1,76
4495,231,39450,10.8,0.9,19,16
4496,1652,68571,5.4,4.3,6.6,116
4497,162,26429,16.7,14.2,16.7,4
4530,5146,47760,8.5,5.4,12.5,688
4535,310,65833,2.6,4.5,10,26
4537,921,62117,0.8,5.9,6.6,360
4538,1003,44013,6.1,6.7,18.1,386
4539,498,56364,0,0,22.7,84
4543,925,54671,5.3,4.9,14.7,400
4544,301,65938,2.7,0,19.3,94
4547,415,54948,3.6,4.3,10.6,102
4548,435,60417,2.8,1.8,8,66
4551,346,60556,4,3.8,11,44
4553,786,64216,3.3,7.3,11.2,172
4554,415,48194,9.2,2.2,7,88
4555,760,59348,3.9,3.9,9.9,104
4556,527,57798,7.6,3.2,6.3,102
4558,93,85536,9.7,9.7,10.8,30
4562,1035,72431,4.3,4.3,4.7,204
4563,585,54028,4.1,4.3,9.1,66
4564,258,63125,10.1,0,12,50
4568,253,42875,13.8,2.8,13.4,36
4570,0,-,-,-,-,6
4571,234,47029,0,3.4,0,20
4572,2235,40045,5.3,14.2,10,294
4573,246,60833,2,1.2,8.9,40
4574,587,48355,10.9,3.2,12.3,52
4575,34,138333,0,0,0,10
4576,327,50074,5.2,5.2,10.4,56
4578,1893,45130,6.1,10.7,12.4,324
4579,1285,74148,0.9,1.7,6.5,132
4605,5833,52645,7.6,5.4,10.2,1212
4606,516,37656,8.5,11,9.5,54
4607,469,48063,7.2,5.3,14.9,48
4609,2329,53053,8.4,5.1,11.4,1500
4611,182,50192,11.5,7.1,10.4,40
4612,234,60000,6.4,1.3,9,42
4613,55,72083,0,0,27.3,16
4614,1214,48043,8,5.5,7.2,284
4616,363,44219,5.2,5.2,12.7,68
4617,346,60833,3.2,5.5,9.8,44
4619,1378,34845,16.1,7.8,15.2,274
4622,587,40156,6.6,11.1,15.3,56
4623,389,45885,7.7,6.4,10.5,58
4624,85,50795,0,0,27.1,16
4625,44,43000,0,0,9.1,18
4626,238,49853,9.2,5.5,10.1,24
4627,735,46652,8.6,4.8,14.7,130
4628,277,44653,11.2,10.8,12.3,26
4629,37,-,0,0,0,8
4630,576,40893,6.4,4.5,13.4,48
4631,711,29375,11.3,12.1,19.4,84
4634,793,40953,10.7,6.1,11.2,50
4635,9,63250,0,11.1,22.2,2
4637,80,45179,2.5,7.5,5,2
4640,980,45473,6,5.3,11.7,134
4642,42,86563,9.5,0,14.3,10
4643,421,37446,5.5,2.4,13.1,54
4644,0,-,-,-,-,20
4645,17,-,0,11.8,0,10
4646,36,56071,0,13.9,11.1,36
4648,284,41136,6,8.8,9.5,26
4649,594,37941,6.1,11.1,14.1,92
4650,108,-,0,0,0,10
4652,839,34301,9.3,8,18.1,60
4653,269,41394,3,8.9,19.7,30
4654,1360,38232,14,9.9,13.2,262
4655,391,53125,4.6,5.4,8.4,34
4657,145,49063,4.8,2.8,9.7,8
4658,630,39457,10.2,8.1,13.3,120
4660,531,77250,5.1,1.9,4.1,122
4662,256,53542,0,9.8,11.7,134
4664,446,45000,6.1,5.8,6.7,36
4666,536,42885,8.2,9.7,8.4,50
4667,595,37083,8.9,11.6,15.8,34
4668,670,32500,14,6.7,20.4,42
4669,79,54531,3.8,3.8,0,28
4671,250,63929,0.8,8,6.4,6
4673,71,38750,14.1,4.2,8.5,6
4674,182,62917,18.1,0,14.3,34
4675,116,-,4.3,0,0,50
4676,435,46042,4.6,11,12,52
4677,145,56719,4.8,6.9,7.6,10
4679,791,57188,4.8,4.8,4.2,308
4680,567,39375,3.7,9.9,22.9,46
4681,513,40375,8,8.2,11.9,150
4683,47,72589,0,0,0,12
4684,701,58625,6,1.4,9.1,36
4685,197,62188,3.6,8.1,8.6,34
4686,49,33750,8.2,4.1,30.6,4
4691,144,54375,3.5,1.4,11.1,20
4693,216,38875,8.8,12.5,11.1,52
4694,999,45694,4.6,3.6,11.7,86
4730,4114,40833,8.1,8.5,13.7,632
4732,763,39420,9.6,7.3,12.1,224
4733,116,48750,6,1.7,21.6,10
4734,319,45438,1.3,6,18.2,26
4735,249,44583,6.4,10.4,10.4,22
4736,4143,39933,7.1,9.3,18.9,496
4739,357,37031,12.9,10.9,15.1,78
4740,498,40455,7.8,11,14.7,42
4742,1612,30076,15.6,12.4,16.7,108
4743,1981,41070,9.8,10.7,9.2,1296
4745,393,48542,2,6.1,15.8,54
4746,238,29643,16,9.7,12.2,6
4747,573,37933,8.4,7.5,12.2,66
4750,739,38413,10.3,7.8,16.8,128
4756,1568,38354,7.8,3,23.4,196
4757,1224,53784,8.3,3.5,9.7,78
4758,554,39464,13.2,9.4,12.8,106
4760,302,37500,7,10.6,12.3,22
4761,224,49500,2.2,5.4,10.7,36
4762,248,36591,4,9.3,8.5,14
4763,278,37000,2.9,11.9,12.6,16
4764,26,45625,0,0,15.4,2
4765,578,36250,10.7,6.1,18.9,90
4766,160,42917,6.9,2.5,7.5,4
4768,175,42292,2.9,11.4,18.3,28
4769,4102,37036,12,11.1,12.6,836
4772,395,36583,6.1,5.1,23.8,30
4773,287,57039,18.1,10.8,6.6,26
4774,297,26953,16.2,13.8,15.8,50
4776,406,40435,9.9,5.2,15,56
4777,189,31625,16.9,11.1,12.7,12
4779,162,32500,3.7,1.9,22.2,12
4780,302,43409,12.9,4.6,13.6,18
4781,213,36417,2.3,16,14.1,32
4783,202,38750,5.4,4,14.4,6
4785,972,29583,16.8,7.1,22.3,94
4786,836,45286,7.4,9.3,11.5,76
4787,213,37614,8,8.5,15.5,10
4841,3567,40486,8.3,8.3,13.7,866
4843,2390,52500,7.6,7,10.3,620
4847,605,56563,3,6.4,17.2,78
4848,351,59635,5.7,2.8,10.8,78
4849,1704,57635,4.9,2.6,9.1,400
4851,36,33750,16.7,0,25,16
4852,26,44375,15.4,0,3.8,26
4853,233,63125,1.7,0.9,5.6,72
4854,686,57407,1.7,1,12.1,118
4855,110,125714,0,0,10.9,56
4856,1329,62625,2.2,1.2,6.5,924
4858,553,54107,1.1,3.8,14.1,74
4859,353,50529,2,4.8,3.4,46
4860,690,60658,1,1.3,5.9,88
4861,1304,46993,7.5,10.3,9.8,208
4862,1480,55719,1.9,3.8,8.9,174
4863,518,52045,7.1,6.4,18.1,160
4864,1564,57000,1.7,4.7,5.6,226
4901,11477,41399,11.1,6.5,14.7,3060
4910,784,48571,6.6,3.2,8.9,58
4911,879,33866,10,8.2,13.8,42
4912,350,32159,13.4,13.7,13.1,24
4915,3836,52226,6.1,6.3,13.1,826
4917,979,73144,1.4,1.6,6.6,116
4918,185,52031,0,11.4,10.8,34
4920,757,32684,8.5,7.9,25.9,72
4921,689,34485,8.7,4.8,20.5,58
4922,535,36250,10.3,8.8,17.2,22
4923,227,29821,21.1,8.4,16.7,10
4924,903,42332,4.1,3.7,15.4,52
4925,43,55313,16.3,4.7,4.7,4
4926,32,-,0,0,21.9,22
4927,1377,46625,7.2,5.4,11.8,90
4928,845,36719,7,4.4,23.7,50
4929,341,38750,7.6,13.5,9.1,28
4930,1857,33990,10.7,13.1,13.9,188
4932,549,51797,10,3.5,4.2,28
4933,24,-,0,0,79.2,2
4936,80,72500,0,15,18.8,20
4937,2565,46332,11.3,7.9,12.5,278
4938,3532,40439,7.4,7.1,13.2,596
4939,482,43750,9.3,3.9,13.3,26
4941,628,51389,6.2,4.1,9.4,62
4942,591,30352,10,10.5,15.1,26
4943,709,31472,14.1,8.7,17.9,66
4944,57,-,0,0,0,20
4945,458,36667,7.9,7.4,19.2,136
4947,650,48194,4.2,4.8,16.8,146
4949,390,37262,12.3,6.7,8.7,52
4950,2143,40080,10.8,9.8,11.8,202
4951,438,42250,5.7,10.5,16.9,34
4952,833,49267,4.7,4.9,11.5,54
4953,1382,47750,15.1,6.2,12.2,268
4955,566,51364,6.7,1.9,10.2,60
4956,304,51786,6.3,11.8,12.2,26
4957,1629,48549,8.3,1.7,6.8,126
4958,823,50511,4.4,7.4,15.1,62
4961,412,44688,6.6,5.3,8.7,44
4962,70,65370,0,0,30,22
4963,2988,50082,4.1,6.4,16.5,328
4964,71,-,0,0,31,52
4965,826,45769,5.2,7.7,13.8,88
4966,742,36477,9.6,9.4,15.2,68
4967,1515,47765,9.8,7.1,12.1,206
4969,521,52404,6.1,4.8,8.8,44
4970,674,48981,3.4,4.7,13.2,196
4971,779,53199,5.9,5.4,13.4,56
4973,586,48500,9.9,5.5,12.6,40
4974,1294,34242,10.7,9.8,16.2,148
4975,0,-,-,-,-,12
4976,4467,35884,10.2,12.2,15.3,674
4978,281,60927,2.1,5.3,10,46
4979,381,54417,3.1,7.1,11.8,44
4981,1078,56078,6.1,4,10.1,116
4982,215,35893,8.8,26.5,10.7,48
4983,640,35921,2,10.9,13.4,56
4984,270,41000,2.6,7,6.3,6
4985,25,21875,8,0,56,32
4986,675,46875,5,5.2,11,48
4987,416,37344,3.8,7.7,12.5,12
4988,781,40288,9.1,7.2,18.6,106
4989,1660,55759,4.6,2.2,6.3,192
4992,109,-,33.9,0,0,16
5001,4228,62480,4.9,7.1,7.8,2448
5031,39,81250,0,0,0,60
5032,986,53365,7.4,5.4,12.9,154
